player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Concussion
Trent Whitfield (C),totals,25,0,1,1,0.04,28,-2,https://www.eliteprospects.com/player/8823/trent-whitfield,2001-02,nhl,Trent Whitfield ,C,FW,0,0
Craig Adams (RW),Carolina Hurricanes,33,0,1,1,0.03,38,2,https://www.eliteprospects.com/player/8756/craig-adams,2001-02,nhl,Craig Adams ,RW,FW,0,0
John Erskine (D),Dallas Stars,33,0,1,1,0.03,62,-8,https://www.eliteprospects.com/player/9148/john-erskine,2001-02,nhl,John Erskine ,D,DEF,0,0
Mike Commodore (D),New Jersey Devils,37,0,1,1,0.03,30,-12,https://www.eliteprospects.com/player/9119/mike-commodore,2001-02,nhl,Mike Commodore ,D,DEF,0,0
Peter Forsberg (C),Colorado Avalanche,0,0,0,0,0.00,0,-,https://www.eliteprospects.com/player/710/peter-forsberg,2001-02,nhl,Peter Forsberg ,C,FW,0,0
Don MacLean (LW),Toronto Maple Leafs,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/8953/don-maclean,2001-02,nhl,Don MacLean ,LW,FW,0,0
Trent Hunter (RW),New York Islanders,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/5215/trent-hunter,2001-02,nhl,Trent Hunter ,RW,FW,0,0
Dave Roche (LW),New York Islanders,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/68678/dave-roche,2001-02,nhl,Dave Roche ,LW,FW,0,0
Mike Mottau (D),New York Rangers,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/13951/mike-mottau,2001-02,nhl,Mike Mottau ,D,DEF,0,0
John Slaney (D),Philadelphia Flyers,1,0,0,0,0.00,0,2,https://www.eliteprospects.com/player/13524/john-slaney,2001-02,nhl,John Slaney ,D,DEF,0,0
Yves Sarault (LW),Nashville Predators,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/12584/yves-sarault,2001-02,nhl,Yves Sarault ,LW,FW,0,0
Bob Wren (C),Toronto Maple Leafs,1,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/11576/bob-wren,2001-02,nhl,Bob Wren ,C,FW,0,0
Vaclav Pletka (LW),Philadelphia Flyers,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/10855/vaclav-pletka,2001-02,nhl,Vaclav Pletka ,LW,FW,0,0
Justin Papineau (C/LW),St. Louis Blues,1,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/10313/justin-papineau,2001-02,nhl,Justin Papineau ,C/LW,FW,0,0
Barret Jackman (D),St. Louis Blues,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/9025/barret-jackman,2001-02,nhl,Barret Jackman ,D,DEF,0,0
Chris Kelleher (D),Boston Bruins,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/8159/chris-kelleher,2001-02,nhl,Chris Kelleher ,D,DEF,0,0
Jason Dawe (LW),New York Rangers,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/3731/jason-dawe,2001-02,nhl,Jason Dawe ,LW,FW,0,0
Drew Bannister (D),Mighty Ducks of Anaheim,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/3727/drew-bannister,2001-02,nhl,Drew Bannister ,D,DEF,0,0
Marko Tuomainen (RW),New York Islanders,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/2712/marko-tuomainen,2001-02,nhl,Marko Tuomainen ,RW,FW,0,0
Martti Järventie (D),Montréal Canadiens,1,0,0,0,0.00,0,2,https://www.eliteprospects.com/player/2701/martti-jarventie,2001-02,nhl,Martti Järventie ,D,DEF,0,0
Jani Rita (LW/RW),Edmonton Oilers,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/2676/jani-rita,2001-02,nhl,Jani Rita ,LW/RW,FW,0,0
Antti-Jussi Niemi (D),Mighty Ducks of Anaheim,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/2569/antti-jussi-niemi,2001-02,nhl,Antti-Jussi Niemi ,D,DEF,0,0
Robert Schnabel (D),Nashville Predators,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/1934/robert-schnabel,2001-02,nhl,Robert Schnabel ,D,DEF,0,0
Jiri Bicek (LW/RW),New Jersey Devils,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/5988/jiri-bicek,2001-02,nhl,Jiri Bicek ,LW/RW,FW,0,0
Josh Langfeld (RW),Ottawa Senators,1,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/8985/josh-langfeld,2001-02,nhl,Josh Langfeld ,RW,FW,0,0
Luke Sellars (D),Atlanta Thrashers,1,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/10894/luke-sellars,2001-02,nhl,Luke Sellars ,D,DEF,0,0
Derek MacKenzie (C/LW),Atlanta Thrashers,1,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/8567/derek-mackenzie,2001-02,nhl,Derek MacKenzie ,C/LW,FW,0,0
Jarrod Skalde (C),Philadelphia Flyers,1,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/6812/jarrod-skalde,2001-02,nhl,Jarrod Skalde ,C,FW,0,0
Kevin Haller (D),New York Islanders,1,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/54568/kevin-haller,2001-02,nhl,Kevin Haller ,D,DEF,0,0
Jason Podollan (RW),New York Islanders,1,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/29025/jason-podollan,2001-02,nhl,Jason Podollan ,RW,FW,0,0
Henrik Tallinder (D),Buffalo Sabres,2,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/1955/henrik-tallinder,2001-02,nhl,Henrik Tallinder ,D,DEF,0,0
Kristian Kudroc (D),Tampa Bay Lightning,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/5527/kristian-kudroc,2001-02,nhl,Kristian Kudroc ,D,DEF,0,0
Tony Tuzzolino (RW),Boston Bruins,2,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/7283/tony-tuzzolino,2001-02,nhl,Tony Tuzzolino ,RW,FW,0,0
Jason Krog (C),New York Islanders,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/7305/jason-krog,2001-02,nhl,Jason Krog ,C,FW,0,0
Brett Clark (D),Atlanta Thrashers,2,0,0,0,0.00,0,-3,https://www.eliteprospects.com/player/9113/brett-clark,2001-02,nhl,Brett Clark ,D,DEF,0,0
Brad Leeb (RW),Vancouver Canucks,2,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/9529/brad-leeb,2001-02,nhl,Brad Leeb ,RW,FW,0,0
Jakub Cutta (D),Washington Capitals,2,0,0,0,0.00,0,-3,https://www.eliteprospects.com/player/9632/jakub-cutta,2001-02,nhl,Jakub Cutta ,D,DEF,0,0
Alexei Tezikov (D),Vancouver Canucks,2,0,0,0,0.00,0,2,https://www.eliteprospects.com/player/13529/alexei-tezikov,2001-02,nhl,Alexei Tezikov ,D,DEF,0,0
Craig Darby (C),Montréal Canadiens,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/14735/craig-darby,2001-02,nhl,Craig Darby ,C,FW,0,0
Alan Letang (D),Calgary Flames,2,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/19450/alan-letang,2001-02,nhl,Alan Letang ,D,DEF,0,0
Ryan Christie (LW),Calgary Flames,2,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/58855/ryan-christie,2001-02,nhl,Ryan Christie ,LW,FW,0,0
Patrick Boileau (D),Washington Capitals,2,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/17841/patrick-boileau,2001-02,nhl,Patrick Boileau ,D,DEF,0,0
Ray Giroux (D),New York Islanders,2,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/12229/ray-giroux,2001-02,nhl,Ray Giroux ,D,DEF,0,0
Mike Craig (RW),San Jose Sharks,2,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/11579/mike-craig,2001-02,nhl,Mike Craig ,RW,FW,0,0
Ales Pisa (D),Edmonton Oilers,2,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/10860/ales-pisa,2001-02,nhl,Ales Pisa ,D,DEF,0,0
Mark Hartigan (C),Atlanta Thrashers,2,0,0,0,0.00,2,-2,https://www.eliteprospects.com/player/10234/mark-hartigan,2001-02,nhl,Mark Hartigan ,C,FW,0,0
Micki DuPont (D),Calgary Flames,2,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/8062/micki-dupont,2001-02,nhl,Micki DuPont ,D,DEF,0,0
Kyle Rossiter (D),Florida Panthers,2,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/6559/kyle-rossiter,2001-02,nhl,Kyle Rossiter ,D,DEF,0,0
Ric Jackman (D),Boston Bruins,2,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/4485/ric-jackman,2001-02,nhl,Ric Jackman ,D,DEF,0,0
Greg Hawgood (D),Dallas Stars,2,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/8489/greg-hawgood,2001-02,nhl,Greg Hawgood ,D,DEF,0,0
Ray Schultz (D),New York Islanders,2,0,0,0,0.00,5,-1,https://www.eliteprospects.com/player/69930/ray-schultz,2001-02,nhl,Ray Schultz ,D,DEF,0,0
Nikos Tselios (D),Carolina Hurricanes,2,0,0,0,0.00,6,-2,https://www.eliteprospects.com/player/7310/nikos-tselios,2001-02,nhl,Nikos Tselios ,D,DEF,0,0
Brad Moran (C),Columbus Blue Jackets,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/11030/brad-moran,2001-02,nhl,Brad Moran ,C,FW,0,0
Matt Herr (C),Florida Panthers,3,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/67427/matt-herr,2001-02,nhl,Matt Herr ,C,FW,0,0
Casey Hankinson (LW),Chicago Blackhawks,3,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/67106/casey-hankinson,2001-02,nhl,Casey Hankinson ,LW,FW,0,0
Jason Holland (D),Los Angeles Kings,3,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/12765/jason-holland,2001-02,nhl,Jason Holland ,D,DEF,0,0
Eric Manlow (LW),Boston Bruins,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/12485/eric-manlow,2001-02,nhl,Eric Manlow ,LW,FW,0,0
Guillaume Lefebvre (LW),Philadelphia Flyers,3,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/12252/guillaume-lefebvre,2001-02,nhl,Guillaume Lefebvre ,LW,FW,0,0
Nathan Dempsey (D),Toronto Maple Leafs,3,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/8741/nathan-dempsey,2001-02,nhl,Nathan Dempsey ,D,DEF,0,0
Oleg Saprykin (LW),Calgary Flames,3,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/8589/oleg-saprykin,2001-02,nhl,Oleg Saprykin ,LW,FW,0,0
Jaroslav Obsut (D),Colorado Avalanche,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/3736/jaroslav-obsut,2001-02,nhl,Jaroslav Obsut ,D,DEF,0,0
Mike Matteucci (D),Minnesota Wild,3,0,0,0,0.00,2,1,https://www.eliteprospects.com/player/69754/mike-matteucci,2001-02,nhl,Mike Matteucci ,D,DEF,0,0
Jean-Guy Trudel (LW),Phoenix Coyotes,3,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/10649/jean-guy-trudel,2001-02,nhl,Jean-Guy Trudel ,LW,FW,0,0
Kirill Safronov (D),totals,3,0,0,0,0.00,2,-5,https://www.eliteprospects.com/player/9557/kirill-safronov,2001-02,nhl,Kirill Safronov ,D,DEF,0,0
Steve McCarthy (D),Chicago Blackhawks,3,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/8568/steve-mccarthy,2001-02,nhl,Steve McCarthy ,D,DEF,0,0
Pavel Skrbek (D),Nashville Predators,3,0,0,0,0.00,2,-2,https://www.eliteprospects.com/player/506/pavel-skrbek,2001-02,nhl,Pavel Skrbek ,D,DEF,0,0
Gaétan Royer (RW),Tampa Bay Lightning,3,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/17943/gaetan-royer,2001-02,nhl,Gaétan Royer ,RW,FW,0,0
Dallas Eakins (D),Calgary Flames,3,0,0,0,0.00,4,1,https://www.eliteprospects.com/player/47269/dallas-eakins,2001-02,nhl,Dallas Eakins ,D,DEF,0,0
David Gosselin (LW),Nashville Predators,3,0,0,0,0.00,5,-1,https://www.eliteprospects.com/player/14737/david-gosselin,2001-02,nhl,David Gosselin ,LW,FW,0,0
Jesse Boulerice (RW),Philadelphia Flyers,3,0,0,0,0.00,5,-1,https://www.eliteprospects.com/player/9088/jesse-boulerice,2001-02,nhl,Jesse Boulerice ,RW,FW,0,0
Brett Hauer (D),Nashville Predators,3,0,0,0,0.00,6,-3,https://www.eliteprospects.com/player/1613/brett-hauer,2001-02,nhl,Brett Hauer ,D,DEF,0,0
Duvie Westcott (D),Columbus Blue Jackets,4,0,0,0,0.00,2,-2,https://www.eliteprospects.com/player/8714/duvie-westcott,2001-02,nhl,Duvie Westcott ,D,DEF,0,0
Travis Roche (D),Minnesota Wild,4,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/10399/travis-roche,2001-02,nhl,Travis Roche ,D,DEF,0,0
Rich Brennan (D),Nashville Predators,4,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/13637/rich-brennan,2001-02,nhl,Rich Brennan ,D,DEF,0,0
Dean Melanson (D),Washington Capitals,4,0,0,0,0.00,4,1,https://www.eliteprospects.com/player/13356/dean-melanson,2001-02,nhl,Dean Melanson ,D,DEF,0,0
Ladislav Kohn (RW),Detroit Red Wings,4,0,0,0,0.00,4,0,https://www.eliteprospects.com/player/3573/ladislav-kohn,2001-02,nhl,Ladislav Kohn ,RW,FW,0,0
Ryan Tobler (LW),Tampa Bay Lightning,4,0,0,0,0.00,5,-2,https://www.eliteprospects.com/player/24650/ryan-tobler,2001-02,nhl,Ryan Tobler ,LW,FW,0,0
David Morisset (RW),Florida Panthers,4,0,0,0,0.00,5,-7,https://www.eliteprospects.com/player/29020/david-morisset,2001-02,nhl,David Morisset ,RW,FW,0,0
Jeremy Stevenson (LW),Nashville Predators,4,0,0,0,0.00,9,0,https://www.eliteprospects.com/player/12904/jeremy-stevenson,2001-02,nhl,Jeremy Stevenson ,LW,FW,0,0
Kip Brennan (LW),Los Angeles Kings,4,0,0,0,0.00,22,1,https://www.eliteprospects.com/player/9683/kip-brennan,2001-02,nhl,Kip Brennan ,LW,FW,0,0
Lukas Krajicek (D),Florida Panthers,5,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/8550/lukas-krajicek,2001-02,nhl,Lukas Krajicek ,D,DEF,0,0
Dmitri Afanasenkov (LW),Tampa Bay Lightning,5,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/8634/dmitri-afanasenkov,2001-02,nhl,Dmitri Afanasenkov ,LW,FW,0,0
Jonas Andersson (RW/LW),Nashville Predators,5,0,0,0,0.00,2,-2,https://www.eliteprospects.com/player/704/jonas-andersson,2001-02,nhl,Jonas Andersson ,RW/LW,FW,0,0
Rory Fitzpatrick (D),Buffalo Sabres,5,0,0,0,0.00,4,-2,https://www.eliteprospects.com/player/9155/rory-fitzpatrick,2001-02,nhl,Rory Fitzpatrick ,D,DEF,0,0
Alexander Kharitonov (LW),New York Islanders,5,0,0,0,0.00,4,-1,https://www.eliteprospects.com/player/12452/alexander-kharitonov,2001-02,nhl,Alexander Kharitonov ,LW,FW,0,0
Ted Donato (LW),totals,5,0,0,0,0.00,4,-5,https://www.eliteprospects.com/player/32184/ted-donato,2001-02,nhl,Ted Donato ,LW,FW,0,0
Richard Scott (LW),New York Rangers,5,0,0,0,0.00,5,0,https://www.eliteprospects.com/player/69973/richard-scott,2001-02,nhl,Richard Scott ,LW,FW,0,0
Martin Grenier (D),Phoenix Coyotes,5,0,0,0,0.00,5,0,https://www.eliteprospects.com/player/10325/martin-grenier,2001-02,nhl,Martin Grenier ,D,DEF,0,0
David Ling (RW/C),Columbus Blue Jackets,5,0,0,0,0.00,7,-1,https://www.eliteprospects.com/player/13407/david-ling,2001-02,nhl,David Ling ,RW/C,FW,0,0
Aris Brimanis (D),Mighty Ducks of Anaheim,5,0,0,0,0.00,9,-1,https://www.eliteprospects.com/player/10830/aris-brimanis,2001-02,nhl,Aris Brimanis ,D,DEF,0,0
Francis Lessard (RW),Atlanta Thrashers,5,0,0,0,0.00,26,0,https://www.eliteprospects.com/player/9688/francis-lessard,2001-02,nhl,Francis Lessard ,RW,FW,0,0
Hannes Hyvönen (RW),San Jose Sharks,6,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/2093/hannes-hyvonen,2001-02,nhl,Hannes Hyvönen ,RW,FW,0,0
Ben Simon (C),Atlanta Thrashers,6,0,0,0,0.00,6,1,https://www.eliteprospects.com/player/11760/ben-simon,2001-02,nhl,Ben Simon ,C,FW,0,0
Rocky Thompson (D/RW),Florida Panthers,6,0,0,0,0.00,12,0,https://www.eliteprospects.com/player/68809/rocky-thompson,2001-02,nhl,Rocky Thompson ,D/RW,DEF,0,0
Brian Sutherby (C),Washington Capitals,7,0,0,0,0.00,2,-3,https://www.eliteprospects.com/player/8898/brian-sutherby,2001-02,nhl,Brian Sutherby ,C,FW,0,0
Bruno St-Jacques (D),Philadelphia Flyers,7,0,0,0,0.00,2,4,https://www.eliteprospects.com/player/9386/bruno-st-jacques,2001-02,nhl,Bruno St-Jacques ,D,DEF,0,0
Tyler Bouck (LW),Phoenix Coyotes,7,0,0,0,0.00,4,-1,https://www.eliteprospects.com/player/8717/tyler-bouck,2001-02,nhl,Tyler Bouck ,LW,FW,0,0
Mike Farrell (D/RW),Washington Capitals,8,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/69860/mike-farrell,2001-02,nhl,Mike Farrell ,D/RW,DEF,0,0
Steve Moore (C),Colorado Avalanche,8,0,0,0,0.00,0,-4,https://www.eliteprospects.com/player/42057/steve-moore,2001-02,nhl,Steve Moore ,C,FW,0,0
Josh Holden (C),Carolina Hurricanes,8,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/10825/josh-holden,2001-02,nhl,Josh Holden ,C,FW,0,0
Dan Focht (D),Phoenix Coyotes,8,0,0,0,0.00,11,0,https://www.eliteprospects.com/player/70004/dan-focht,2001-02,nhl,Dan Focht ,D,DEF,0,0
Rico Fata (C),New York Rangers,10,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/8755/rico-fata,2001-02,nhl,Rico Fata ,C,FW,0,0
Wyatt Smith (C),Phoenix Coyotes,10,0,0,0,0.00,0,-5,https://www.eliteprospects.com/player/8885/wyatt-smith,2001-02,nhl,Wyatt Smith ,C,FW,0,0
Barrett Heisten (LW),New York Rangers,10,0,0,0,0.00,2,-4,https://www.eliteprospects.com/player/9454/barrett-heisten,2001-02,nhl,Barrett Heisten ,LW,FW,0,0
Ryan Flinn (LW),Los Angeles Kings,10,0,0,0,0.00,51,0,https://www.eliteprospects.com/player/11475/ryan-flinn,2001-02,nhl,Ryan Flinn ,LW,FW,0,0
Sascha Goc (D),totals,11,0,0,0,0.00,4,0,https://www.eliteprospects.com/player/10699/sascha-goc,2001-02,nhl,Sascha Goc ,D,DEF,0,0
Bryan Allen (D),Vancouver Canucks,11,0,0,0,0.00,6,1,https://www.eliteprospects.com/player/8767/bryan-allen,2001-02,nhl,Bryan Allen ,D,DEF,0,0
Joel Kwiatkowski (D),Ottawa Senators,11,0,0,0,0.00,12,5,https://www.eliteprospects.com/player/9024/joel-kwiatkowski,2001-02,nhl,Joel Kwiatkowski ,D,DEF,0,0
Jim Cummins (RW),totals,12,0,0,0,0.00,31,-6,https://www.eliteprospects.com/player/20596/jim-cummins,2001-02,nhl,Jim Cummins ,RW,FW,0,0
Pavel Kolarik (D),Boston Bruins,13,0,0,0,0.00,6,0,https://www.eliteprospects.com/player/18317/pavel-kolarik,2001-02,nhl,Pavel Kolarik ,D,DEF,0,0
Sven Butenschön (D),Edmonton Oilers,14,0,0,0,0.00,4,0,https://www.eliteprospects.com/player/8740/sven-butenschon,2001-02,nhl,Sven Butenschön ,D,DEF,0,0
Nick Smith (C),Florida Panthers,15,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/69539/nick-smith,2001-02,nhl,Nick Smith ,C,FW,0,0
Marc Moro (D),totals,15,0,0,0,0.00,25,-3,https://www.eliteprospects.com/player/11821/marc-moro,2001-02,nhl,Marc Moro ,D,DEF,0,0
Mike Brown (LW),Vancouver Canucks,15,0,0,0,0.00,72,1,https://www.eliteprospects.com/player/41108/mike-brown,2001-02,nhl,Mike Brown ,LW,FW,0,0
David Cullen (D),totals,17,0,0,0,0.00,6,-8,https://www.eliteprospects.com/player/12772/david-cullen,2001-02,nhl,David Cullen ,D,DEF,0,0
Mathieu Biron (D),Tampa Bay Lightning,36,0,0,0,0.00,12,-16,https://www.eliteprospects.com/player/9083/mathieu-biron,2001-02,nhl,Mathieu Biron ,D,DEF,0,0
Sami Helenius (D),Dallas Stars,39,0,0,0,0.00,58,-4,https://www.eliteprospects.com/player/2663/sami-helenius,2001-02,nhl,Sami Helenius ,D,DEF,0,0
