player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Concussion
Chris Dingman (LW),Colorado Avalanche,41,1,1,2,0.05,108,-3,https://www.eliteprospects.com/player/9136/chris-dingman,2000-01,nhl,Chris Dingman ,LW,FW,0,0
Matt Johnson (LW),Minnesota Wild,50,1,1,2,0.04,137,-6,https://www.eliteprospects.com/player/53191/matt-johnson,2000-01,nhl,Matt Johnson ,LW,FW,0,0
Steve McKenna (D/LW),totals,54,1,1,2,0.04,119,-4,https://www.eliteprospects.com/player/26312/steve-mckenna,2000-01,nhl,Steve McKenna ,D/LW,DEF,0,0
Jeff Daniels (LW),Carolina Hurricanes,67,1,1,2,0.03,15,-3,https://www.eliteprospects.com/player/64768/jeff-daniels,2000-01,nhl,Jeff Daniels ,LW,FW,0,0
Vladimir Malakhov (D),New York Rangers,3,0,2,2,0.67,4,0,https://www.eliteprospects.com/player/8700/vladimir-malakhov,2000-01,nhl,Vladimir Malakhov ,D,DEF,0,0
Yan Golubovsky (D),Florida Panthers,6,0,2,2,0.33,2,3,https://www.eliteprospects.com/player/6496/yan-golubovsky,2000-01,nhl,Yan Golubovsky ,D,DEF,0,0
Radim Bicanek (D),Columbus Blue Jackets,9,0,2,2,0.22,6,1,https://www.eliteprospects.com/player/23859/radim-bicanek,2000-01,nhl,Radim Bicanek ,D,DEF,0,0
Bill Bowler (C),Columbus Blue Jackets,9,0,2,2,0.22,8,-3,https://www.eliteprospects.com/player/53069/bill-bowler,2000-01,nhl,Bill Bowler ,C,FW,0,0
Zdenek Kutlak (D),Boston Bruins,10,0,2,2,0.20,4,-3,https://www.eliteprospects.com/player/10849/zdenek-kutlak,2000-01,nhl,Zdenek Kutlak ,D,DEF,0,0
Frantisek Musil (D),Edmonton Oilers,13,0,2,2,0.15,4,-2,https://www.eliteprospects.com/player/23299/frantisek-musil,2000-01,nhl,Frantisek Musil ,D,DEF,0,0
Steve Smith (D),Calgary Flames,13,0,2,2,0.15,17,-2,https://www.eliteprospects.com/player/21557/steve-smith,2000-01,nhl,Steve Smith ,D,DEF,0,0
Ray Schultz (D),New York Islanders,13,0,2,2,0.15,40,-1,https://www.eliteprospects.com/player/69930/ray-schultz,2000-01,nhl,Ray Schultz ,D,DEF,0,0
Chris Taylor (C),Buffalo Sabres,14,0,2,2,0.14,6,1,https://www.eliteprospects.com/player/14509/chris-taylor,2000-01,nhl,Chris Taylor ,C,FW,0,0
Josef Melichar (D),Pittsburgh Penguins,18,0,2,2,0.11,21,-5,https://www.eliteprospects.com/player/8680/josef-melichar,2000-01,nhl,Josef Melichar ,D,DEF,0,0
Adam Mair (RW),totals,26,0,2,2,0.08,20,0,https://www.eliteprospects.com/player/8811/adam-mair,2000-01,nhl,Adam Mair ,RW,FW,0,0
Adam Burt (D),Atlanta Thrashers,27,0,2,2,0.07,27,2,https://www.eliteprospects.com/player/67366/adam-burt,2000-01,nhl,Adam Burt ,D,DEF,0,0
Lance Ward (D),Florida Panthers,30,0,2,2,0.07,45,-3,https://www.eliteprospects.com/player/8289/lance-ward,2000-01,nhl,Lance Ward ,D,DEF,0,0
Steve Webb (RW),New York Islanders,31,0,2,2,0.06,35,1,https://www.eliteprospects.com/player/59367/steve-webb,2000-01,nhl,Steve Webb ,RW,FW,0,0
Dale Purinton (D),New York Rangers,42,0,2,2,0.05,180,5,https://www.eliteprospects.com/player/14755/dale-purinton,2000-01,nhl,Dale Purinton ,D,DEF,0,0
Darren Langdon (LW),Carolina Hurricanes,54,0,2,2,0.04,94,-4,https://www.eliteprospects.com/player/66990/darren-langdon,2000-01,nhl,Darren Langdon ,LW,FW,0,0
Jamie Wright (LW),Dallas Stars,2,1,0,1,0.50,0,-3,https://www.eliteprospects.com/player/8486/jamie-wright,2000-01,nhl,Jamie Wright ,LW,FW,0,0
Kai Nurminen (LW),Minnesota Wild,2,1,0,1,0.50,2,-1,https://www.eliteprospects.com/player/1698/kai-nurminen,2000-01,nhl,Kai Nurminen ,LW,FW,0,0
Brandon Smith (D),Boston Bruins,3,1,0,1,0.33,0,-1,https://www.eliteprospects.com/player/12776/brandon-smith,2000-01,nhl,Brandon Smith ,D,DEF,0,0
Joel Kwiatkowski (D),Ottawa Senators,4,1,0,1,0.25,0,1,https://www.eliteprospects.com/player/9024/joel-kwiatkowski,2000-01,nhl,Joel Kwiatkowski ,D,DEF,0,0
Brad Chartrand (RW),Los Angeles Kings,4,1,0,1,0.25,2,-2,https://www.eliteprospects.com/player/38317/brad-chartrand,2000-01,nhl,Brad Chartrand ,RW,FW,0,0
Pascal Dupuis (LW),Minnesota Wild,4,1,0,1,0.25,4,0,https://www.eliteprospects.com/player/8789/pascal-dupuis,2000-01,nhl,Pascal Dupuis ,LW,FW,0,0
Brad Smyth (RW),New York Rangers,4,1,0,1,0.25,4,0,https://www.eliteprospects.com/player/3729/brad-smyth,2000-01,nhl,Brad Smyth ,RW,FW,0,0
Jiri Bicek (LW/RW),New Jersey Devils,5,1,0,1,0.20,4,0,https://www.eliteprospects.com/player/5988/jiri-bicek,2000-01,nhl,Jiri Bicek ,LW/RW,FW,0,0
Martin Spanhel (LW),Columbus Blue Jackets,6,1,0,1,0.17,2,-1,https://www.eliteprospects.com/player/3576/martin-spanhel,2000-01,nhl,Martin Spanhel ,LW,FW,0,0
Petr Hubacek (LW/RW),Philadelphia Flyers,6,1,0,1,0.17,2,-1,https://www.eliteprospects.com/player/10871/petr-hubacek,2000-01,nhl,Petr Hubacek ,LW/RW,FW,0,0
Andrej Podkonicky (LW/C),Florida Panthers,6,1,0,1,0.17,2,0,https://www.eliteprospects.com/player/12448/andrej-podkonicky,2000-01,nhl,Andrej Podkonicky ,LW/C,FW,0,0
Jeremy Stevenson (LW),Nashville Predators,8,1,0,1,0.13,39,-1,https://www.eliteprospects.com/player/12904/jeremy-stevenson,2000-01,nhl,Jeremy Stevenson ,LW,FW,0,0
Josh Holden (C),Vancouver Canucks,10,1,0,1,0.10,0,0,https://www.eliteprospects.com/player/10825/josh-holden,2000-01,nhl,Josh Holden ,C,FW,0,0
Kris King (LW),Chicago Blackhawks,13,1,0,1,0.08,8,-3,https://www.eliteprospects.com/player/52007/kris-king,2000-01,nhl,Kris King ,LW,FW,0,0
Alyn McCauley (C/LW),Toronto Maple Leafs,14,1,0,1,0.07,0,0,https://www.eliteprospects.com/player/8974/alyn-mccauley,2000-01,nhl,Alyn McCauley ,C/LW,FW,0,0
Andy McDonald (C/LW),Mighty Ducks of Anaheim,16,1,0,1,0.06,6,0,https://www.eliteprospects.com/player/8527/andy-mcdonald,2000-01,nhl,Andy McDonald ,C/LW,FW,0,0
Sergei Gusev (D),Tampa Bay Lightning,16,1,0,1,0.06,10,-3,https://www.eliteprospects.com/player/21002/sergei-gusev,2000-01,nhl,Sergei Gusev ,D,DEF,0,0
Craig Adams (RW),Carolina Hurricanes,44,1,0,1,0.02,20,-7,https://www.eliteprospects.com/player/8756/craig-adams,2000-01,nhl,Craig Adams ,RW,FW,0,0
Sean Haggerty (LW),Nashville Predators,3,0,1,1,0.33,0,1,https://www.eliteprospects.com/player/31356/sean-haggerty,2000-01,nhl,Sean Haggerty ,LW,FW,0,0
Don MacLean (LW),Toronto Maple Leafs,3,0,1,1,0.33,2,-2,https://www.eliteprospects.com/player/8953/don-maclean,2000-01,nhl,Don MacLean ,LW,FW,0,0
Ed Ward (RW),New Jersey Devils,4,0,1,1,0.25,6,2,https://www.eliteprospects.com/player/568/ed-ward,2000-01,nhl,Ed Ward ,RW,FW,0,0
Darryl Shannon (D),Montréal Canadiens,7,0,1,1,0.14,6,-4,https://www.eliteprospects.com/player/67424/darryl-shannon,2000-01,nhl,Darryl Shannon ,D,DEF,0,0
Eric Manlow (LW),Boston Bruins,8,0,1,1,0.13,2,0,https://www.eliteprospects.com/player/12485/eric-manlow,2000-01,nhl,Eric Manlow ,LW,FW,0,0
Bryan Adams (LW/C),Atlanta Thrashers,9,0,1,1,0.11,2,-4,https://www.eliteprospects.com/player/12844/bryan-adams,2000-01,nhl,Bryan Adams ,LW/C,FW,0,0
Kevin Sawyer (LW),Mighty Ducks of Anaheim,9,0,1,1,0.11,27,-1,https://www.eliteprospects.com/player/67107/kevin-sawyer,2000-01,nhl,Kevin Sawyer ,LW,FW,0,0
Niklas Andersson (LW),Calgary Flames,11,0,1,1,0.09,4,0,https://www.eliteprospects.com/player/297/niklas-andersson,2000-01,nhl,Niklas Andersson ,LW,FW,0,0
Marko Tuomainen (RW),Los Angeles Kings,11,0,1,1,0.09,4,1,https://www.eliteprospects.com/player/2712/marko-tuomainen,2000-01,nhl,Marko Tuomainen ,RW,FW,0,0
Casey Hankinson (LW),Chicago Blackhawks,11,0,1,1,0.09,9,-3,https://www.eliteprospects.com/player/67106/casey-hankinson,2000-01,nhl,Casey Hankinson ,LW,FW,0,0
Anders Myrvold (D),New York Islanders,12,0,1,1,0.08,0,-2,https://www.eliteprospects.com/player/1461/anders-myrvold,2000-01,nhl,Anders Myrvold ,D,DEF,0,0
Michel Riesen (RW),Edmonton Oilers,12,0,1,1,0.08,4,2,https://www.eliteprospects.com/player/9664/michel-riesen,2000-01,nhl,Michel Riesen ,RW,FW,0,0
Mark Bell (C/LW),Chicago Blackhawks,13,0,1,1,0.08,4,0,https://www.eliteprospects.com/player/8765/mark-bell,2000-01,nhl,Mark Bell ,C/LW,FW,0,0
Kyle Freadrich (LW),Tampa Bay Lightning,13,0,1,1,0.08,36,-1,https://www.eliteprospects.com/player/70107/kyle-freadrich,2000-01,nhl,Kyle Freadrich ,LW,FW,0,0
Mathieu Biron (D),New York Islanders,14,0,1,1,0.07,12,2,https://www.eliteprospects.com/player/9083/mathieu-biron,2000-01,nhl,Mathieu Biron ,D,DEF,0,0
Brad Ference (D),Florida Panthers,14,0,1,1,0.07,14,-10,https://www.eliteprospects.com/player/8728/brad-ference,2000-01,nhl,Brad Ference ,D,DEF,0,0
Dallas Eakins (D),Calgary Flames,17,0,1,1,0.06,11,-1,https://www.eliteprospects.com/player/47269/dallas-eakins,2000-01,nhl,Dallas Eakins ,D,DEF,0,0
Mike Wilson (D),Florida Panthers,19,0,1,1,0.05,25,-7,https://www.eliteprospects.com/player/8477/mike-wilson,2000-01,nhl,Mike Wilson ,D,DEF,0,0
Scott Ferguson (D),Edmonton Oilers,20,0,1,1,0.05,13,2,https://www.eliteprospects.com/player/5597/scott-ferguson,2000-01,nhl,Scott Ferguson ,D,DEF,0,0
Gordie Dwyer (LW),Tampa Bay Lightning,28,0,1,1,0.04,96,-7,https://www.eliteprospects.com/player/10375/gordie-dwyer,2000-01,nhl,Gordie Dwyer ,LW,FW,0,0
Steven Halko (D),Carolina Hurricanes,48,0,1,1,0.02,6,-10,https://www.eliteprospects.com/player/68992/steven-halko,2000-01,nhl,Steven Halko ,D,DEF,0,0
David Harlock (D),Atlanta Thrashers,65,0,1,1,0.02,62,-28,https://www.eliteprospects.com/player/27441/david-harlock,2000-01,nhl,David Harlock ,D,DEF,0,0
Josh Green (C/LW),Edmonton Oilers,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/10223/josh-green,2000-01,nhl,Josh Green ,C/LW,FW,0,0
Uwe Krupp (D),Detroit Red Wings,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/21349/uwe-krupp,2000-01,nhl,Uwe Krupp ,D,DEF,0,0
Pat Kavanagh (RW),Vancouver Canucks,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/9011/pat-kavanagh,2000-01,nhl,Pat Kavanagh ,RW,FW,0,0
Chris Hajt (D),Edmonton Oilers,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/10726/chris-hajt,2000-01,nhl,Chris Hajt ,D,DEF,0,0
Greg Crozier (LW),Pittsburgh Penguins,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/70008/greg-crozier,2000-01,nhl,Greg Crozier ,LW,FW,0,0
Greg Koehler (C),Carolina Hurricanes,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/39263/greg-koehler,2000-01,nhl,Greg Koehler ,C,FW,0,0
Greg Kuznik (D),Carolina Hurricanes,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/15425/greg-kuznik,2000-01,nhl,Greg Kuznik ,D,DEF,0,0
Marek Posmyk (D),Tampa Bay Lightning,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/12732/marek-posmyk,2000-01,nhl,Marek Posmyk ,D,DEF,0,0
Brad Ralph (C),Phoenix Coyotes,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/12395/brad-ralph,2000-01,nhl,Brad Ralph ,C,FW,0,0
Bob Wren (C),Mighty Ducks of Anaheim,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/11576/bob-wren,2000-01,nhl,Bob Wren ,C,FW,0,0
Stanislav Gron (C),New Jersey Devils,1,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/10898/stanislav-gron,2000-01,nhl,Stanislav Gron ,C,FW,0,0
Kirby Law (RW),Philadelphia Flyers,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/10838/kirby-law,2000-01,nhl,Kirby Law ,RW,FW,0,0
Ted Drury (C),Columbus Blue Jackets,1,0,0,0,0.00,0,-3,https://www.eliteprospects.com/player/10695/ted-drury,2000-01,nhl,Ted Drury ,C,FW,0,0
Travis Roche (D),Minnesota Wild,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/10399/travis-roche,2000-01,nhl,Travis Roche ,D,DEF,0,0
Artyom Chubarov (C),Vancouver Canucks,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/9596/artyom-chubarov,2000-01,nhl,Artyom Chubarov ,C,FW,0,0
Mike Van Ryn (D),St. Louis Blues,1,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/8834/mike-van-ryn,2000-01,nhl,Mike Van Ryn ,D,DEF,0,0
Eric Boguniecki (C/RW),St. Louis Blues,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/8790/eric-boguniecki,2000-01,nhl,Eric Boguniecki ,C/RW,FW,0,0
Jason Chimera (LW/RW),Edmonton Oilers,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/8762/jason-chimera,2000-01,nhl,Jason Chimera ,LW/RW,FW,0,0
Nick Boynton (D),Boston Bruins,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/8752/nick-boynton,2000-01,nhl,Nick Boynton ,D,DEF,0,0
Mark Wotton (D),Dallas Stars,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/8737/mark-wotton,2000-01,nhl,Mark Wotton ,D,DEF,0,0
Steve Gainey (LW),Dallas Stars,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/8726/steve-gainey,2000-01,nhl,Steve Gainey ,LW,FW,0,0
André Savage (RW),Boston Bruins,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/6365/andre-savage,2000-01,nhl,André Savage ,RW,FW,0,0
Paul Brousseau (RW),Florida Panthers,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/24/paul-brousseau,2000-01,nhl,Paul Brousseau ,RW,FW,0,0
Marquis Mathieu (RW),Boston Bruins,1,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/24163/marquis-mathieu,2000-01,nhl,Marquis Mathieu ,RW,FW,0,0
Jean-Jacques Daigneault (D),Minnesota Wild,1,0,0,0,0.00,2,1,https://www.eliteprospects.com/player/27890/jean-jacques-daigneault,2000-01,nhl,Jean-Jacques Daigneault ,D,DEF,0,0
Jesse Wallin (D),Detroit Red Wings,1,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/29021/jesse-wallin,2000-01,nhl,Jesse Wallin ,D,DEF,0,0
David Wilkie (D),New York Rangers,1,0,0,0,0.00,2,-2,https://www.eliteprospects.com/player/54764/david-wilkie,2000-01,nhl,David Wilkie ,D,DEF,0,0
Mike Brown (LW),Vancouver Canucks,1,0,0,0,0.00,5,5,https://www.eliteprospects.com/player/41108/mike-brown,2000-01,nhl,Mike Brown ,LW,FW,0,0
Paul Kruse (LW),San Jose Sharks,1,0,0,0,0.00,5,0,https://www.eliteprospects.com/player/27139/paul-kruse,2000-01,nhl,Paul Kruse ,LW,FW,0,0
Sean Selmser (LW),Columbus Blue Jackets,1,0,0,0,0.00,5,0,https://www.eliteprospects.com/player/15579/sean-selmser,2000-01,nhl,Sean Selmser ,LW,FW,0,0
Jody Shelley (LW),Columbus Blue Jackets,1,0,0,0,0.00,10,0,https://www.eliteprospects.com/player/8722/jody-shelley,2000-01,nhl,Jody Shelley ,LW,FW,0,0
Jean-Pierre Vigier (RW),Atlanta Thrashers,2,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/8841/jean-pierre-vigier,2000-01,nhl,Jean-Pierre Vigier ,RW,FW,0,0
Tomas Divisek (C),Philadelphia Flyers,2,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/9627/tomas-divisek,2000-01,nhl,Tomas Divisek ,C,FW,0,0
Rob Shearer (C),Colorado Avalanche,2,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/11548/rob-shearer,2000-01,nhl,Rob Shearer ,C,FW,0,0
David Cullen (D),Phoenix Coyotes,2,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/12772/david-cullen,2000-01,nhl,David Cullen ,D,DEF,0,0
Rich Brennan (D),Los Angeles Kings,2,0,0,0,0.00,0,-3,https://www.eliteprospects.com/player/13637/rich-brennan,2000-01,nhl,Rich Brennan ,D,DEF,0,0
Greg Leeb (C),Dallas Stars,2,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/13640/greg-leeb,2000-01,nhl,Greg Leeb ,C,FW,0,0
Brad Tiley (D),Philadelphia Flyers,2,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/15732/brad-tiley,2000-01,nhl,Brad Tiley ,D,DEF,0,0
David Cooper (D),Toronto Maple Leafs,2,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/18157/david-cooper,2000-01,nhl,David Cooper ,D,DEF,0,0
Dan Snyder (C),Atlanta Thrashers,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/41393/dan-snyder,2000-01,nhl,Dan Snyder ,C,FW,0,0
Mike Rucinski (D),Carolina Hurricanes,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/68993/mike-rucinski,2000-01,nhl,Mike Rucinski ,D,DEF,0,0
Jeff Farkas (C),Toronto Maple Leafs,2,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/42299/jeff-farkas,2000-01,nhl,Jeff Farkas ,C,FW,0,0
Rory Fitzpatrick (D),Nashville Predators,2,0,0,0,0.00,2,-2,https://www.eliteprospects.com/player/9155/rory-fitzpatrick,2000-01,nhl,Rory Fitzpatrick ,D,DEF,0,0
Mike Ribeiro (C),Montréal Canadiens,2,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/8715/mike-ribeiro,2000-01,nhl,Mike Ribeiro ,C,FW,0,0
Barry Richter (D),Montréal Canadiens,2,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/149/barry-richter,2000-01,nhl,Barry Richter ,D,DEF,0,0
Andreas Lilja (D),Los Angeles Kings,2,0,0,0,0.00,4,-2,https://www.eliteprospects.com/player/726/andreas-lilja,2000-01,nhl,Andreas Lilja ,D,DEF,0,0
Bert Robertsson (D),New York Rangers,2,0,0,0,0.00,4,-1,https://www.eliteprospects.com/player/735/bert-robertsson,2000-01,nhl,Bert Robertsson ,D,DEF,0,0
Mike Gaul (D),Columbus Blue Jackets,2,0,0,0,0.00,4,0,https://www.eliteprospects.com/player/28881/mike-gaul,2000-01,nhl,Mike Gaul ,D,DEF,0,0
Mike Danton (C),New Jersey Devils,2,0,0,0,0.00,6,0,https://www.eliteprospects.com/player/60843/mike-danton,2000-01,nhl,Mike Danton ,C,FW,0,0
Yuri Babenko (C/RW),Colorado Avalanche,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/19121/yuri-babenko,2000-01,nhl,Yuri Babenko ,C/RW,FW,0,0
Dale Clarke (D),St. Louis Blues,3,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/3735/dale-clarke,2000-01,nhl,Dale Clarke ,D,DEF,0,0
Jason Doig (D),New York Rangers,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/15347/jason-doig,2000-01,nhl,Jason Doig ,D,DEF,0,0
Steve Washburn (C),Philadelphia Flyers,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/13525/steve-washburn,2000-01,nhl,Steve Washburn ,C,FW,0,0
Chris Armstrong (D),Minnesota Wild,3,0,0,0,0.00,0,-3,https://www.eliteprospects.com/player/13514/chris-armstrong,2000-01,nhl,Chris Armstrong ,D,DEF,0,0
Éric Bertrand (LW),Montréal Canadiens,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/10890/eric-bertrand,2000-01,nhl,Éric Bertrand ,LW,FW,0,0
Jakub Cutta (D),Washington Capitals,3,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/9632/jakub-cutta,2000-01,nhl,Jakub Cutta ,D,DEF,0,0
Derek Armstrong (C),New York Rangers,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/8774/derek-armstrong,2000-01,nhl,Derek Armstrong ,C,FW,0,0
Drew Bannister (D),New York Rangers,3,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/3727/drew-bannister,2000-01,nhl,Drew Bannister ,D,DEF,0,0
Dennis Bonvie (RW),Pittsburgh Penguins,3,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/11814/dennis-bonvie,2000-01,nhl,Dennis Bonvie ,RW,FW,0,0
Mike Matteucci (D),Minnesota Wild,3,0,0,0,0.00,2,-2,https://www.eliteprospects.com/player/69754/mike-matteucci,2000-01,nhl,Mike Matteucci ,D,DEF,0,0
Joel Prpic (C),Colorado Avalanche,3,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/44608/joel-prpic,2000-01,nhl,Joel Prpic ,C,FW,0,0
Christian Matte (RW),Minnesota Wild,3,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/28731/christian-matte,2000-01,nhl,Christian Matte ,RW,FW,0,0
Brian Pothier (D),Atlanta Thrashers,3,0,0,0,0.00,2,4,https://www.eliteprospects.com/player/8917/brian-pothier,2000-01,nhl,Brian Pothier ,D,DEF,0,0
Aaron Downey (RW),Chicago Blackhawks,3,0,0,0,0.00,6,-1,https://www.eliteprospects.com/player/9139/aaron-downey,2000-01,nhl,Aaron Downey ,RW,FW,0,0
Enrico Ciccone (D),Montréal Canadiens,3,0,0,0,0.00,14,-1,https://www.eliteprospects.com/player/26580/enrico-ciccone,2000-01,nhl,Enrico Ciccone ,D,DEF,0,0
Mikael Samuelsson (RW),San Jose Sharks,4,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/736/mikael-samuelsson,2000-01,nhl,Mikael Samuelsson ,RW,FW,0,0
Jaroslav Obsut (D),St. Louis Blues,4,0,0,0,0.00,2,1,https://www.eliteprospects.com/player/3736/jaroslav-obsut,2000-01,nhl,Jaroslav Obsut ,D,DEF,0,0
Kris Beech (C),Washington Capitals,4,0,0,0,0.00,2,-2,https://www.eliteprospects.com/player/8429/kris-beech,2000-01,nhl,Kris Beech ,C,FW,0,0
Kevin Dahl (D),Columbus Blue Jackets,4,0,0,0,0.00,2,1,https://www.eliteprospects.com/player/42477/kevin-dahl,2000-01,nhl,Kevin Dahl ,D,DEF,0,0
Rocky Thompson (D/RW),Florida Panthers,4,0,0,0,0.00,19,0,https://www.eliteprospects.com/player/68809/rocky-thompson,2000-01,nhl,Rocky Thompson ,D/RW,DEF,0,0
Steve Bégin (LW/C),Calgary Flames,4,0,0,0,0.00,21,0,https://www.eliteprospects.com/player/9076/steve-begin,2000-01,nhl,Steve Bégin ,LW/C,FW,0,0
Thomas Ziegler (C),Tampa Bay Lightning,5,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/12660/thomas-ziegler,2000-01,nhl,Thomas Ziegler ,C,FW,0,0
Matt Davidson (RW),Columbus Blue Jackets,5,0,0,0,0.00,0,2,https://www.eliteprospects.com/player/9715/matt-davidson,2000-01,nhl,Matt Davidson ,RW,FW,0,0
Andy Berenzweig (D),Nashville Predators,5,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/69861/andy-berenzweig,2000-01,nhl,Andy Berenzweig ,D,DEF,0,0
Pavel Skrbek (D),Nashville Predators,5,0,0,0,0.00,4,1,https://www.eliteprospects.com/player/506/pavel-skrbek,2000-01,nhl,Pavel Skrbek ,D,DEF,0,0
Rico Fata (C),Calgary Flames,5,0,0,0,0.00,6,-3,https://www.eliteprospects.com/player/8755/rico-fata,2000-01,nhl,Rico Fata ,C,FW,0,0
Petr Buzek (D),Atlanta Thrashers,5,0,0,0,0.00,8,2,https://www.eliteprospects.com/player/29026/petr-buzek,2000-01,nhl,Petr Buzek ,D,DEF,0,0
Sean Gagnon (D),Ottawa Senators,5,0,0,0,0.00,13,0,https://www.eliteprospects.com/player/52872/sean-gagnon,2000-01,nhl,Sean Gagnon ,D,DEF,0,0
David Emma (RW),Florida Panthers,6,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/24188/david-emma,2000-01,nhl,David Emma ,RW,FW,0,0
Bryan Allen (D),Vancouver Canucks,6,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/8767/bryan-allen,2000-01,nhl,Bryan Allen ,D,DEF,0,0
Matt Higgins (C),Montréal Canadiens,6,0,0,0,0.00,2,-2,https://www.eliteprospects.com/player/13398/matt-higgins,2000-01,nhl,Matt Higgins ,C,FW,0,0
Tony Tuzzolino (RW),New York Rangers,6,0,0,0,0.00,5,-1,https://www.eliteprospects.com/player/7283/tony-tuzzolino,2000-01,nhl,Tony Tuzzolino ,RW,FW,0,0
Marc Moro (D),Nashville Predators,6,0,0,0,0.00,12,1,https://www.eliteprospects.com/player/11821/marc-moro,2000-01,nhl,Marc Moro ,D,DEF,0,0
Patrick Côté (LW),Edmonton Oilers,6,0,0,0,0.00,18,-2,https://www.eliteprospects.com/player/69532/patrick-cote,2000-01,nhl,Patrick Côté ,LW,FW,0,0
Brian Bonin (C),Minnesota Wild,7,0,0,0,0.00,0,-3,https://www.eliteprospects.com/player/28851/brian-bonin,2000-01,nhl,Brian Bonin ,C,FW,0,0
David Oliver (RW),Ottawa Senators,7,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/7225/david-oliver,2000-01,nhl,David Oliver ,RW,FW,0,0
Marty Murray (C),Calgary Flames,7,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/8835/marty-murray,2000-01,nhl,Marty Murray ,C,FW,0,0
Eric Nickulas (RW),Boston Bruins,7,0,0,0,0.00,4,-2,https://www.eliteprospects.com/player/13961/eric-nickulas,2000-01,nhl,Eric Nickulas ,RW,FW,0,0
Tavis Hansen (RW),Phoenix Coyotes,7,0,0,0,0.00,4,-1,https://www.eliteprospects.com/player/23398/tavis-hansen,2000-01,nhl,Tavis Hansen ,RW,FW,0,0
Joe Hulbig (LW),Boston Bruins,7,0,0,0,0.00,4,-3,https://www.eliteprospects.com/player/39282/joe-hulbig,2000-01,nhl,Joe Hulbig ,LW,FW,0,0
Peter Ratchuk (D),Florida Panthers,8,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/11033/peter-ratchuk,2000-01,nhl,Peter Ratchuk ,D,DEF,0,0
Matt Elich (RW),Tampa Bay Lightning,8,0,0,0,0.00,0,-5,https://www.eliteprospects.com/player/12289/matt-elich,2000-01,nhl,Matt Elich ,RW,FW,0,0
