player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Games Missed,Concussion
Michael Peca (C),New York Islanders,76,11,29,40,0.53,71,17,https://www.eliteprospects.com/player/8910/michael-peca,2003-04,nhl,Michael Peca,C,FW,0.0,0.0,0
Kyle Calder (LW),Chicago Blackhawks,66,21,18,39,0.59,29,-18,https://www.eliteprospects.com/player/5671/kyle-calder,2003-04,nhl,Kyle Calder,LW,FW,0.0,0.0,0
Dave Andreychuk (LW),Tampa Bay Lightning,82,21,18,39,0.48,42,-9,https://www.eliteprospects.com/player/21425/dave-andreychuk,2003-04,nhl,Dave Andreychuk,LW,FW,0.0,0.0,0
Ruslan Fedotenko (LW/RW),Tampa Bay Lightning,77,17,22,39,0.51,30,14,https://www.eliteprospects.com/player/8638/ruslan-fedotenko,2003-04,nhl,Ruslan Fedotenko,LW/RW,FW,0.0,0.0,0
Patrice Bergeron (C),Boston Bruins,71,16,23,39,0.55,22,5,https://www.eliteprospects.com/player/9079/patrice-bergeron,2003-04,nhl,Patrice Bergeron,C,FW,0.0,0.0,0
Peter Schaefer (LW),Ottawa Senators,81,15,24,39,0.48,26,22,https://www.eliteprospects.com/player/8757/peter-schaefer,2003-04,nhl,Peter Schaefer,LW,FW,0.0,0.0,0
Sean Hill (D),Carolina Hurricanes,80,13,26,39,0.49,84,-2,https://www.eliteprospects.com/player/9054/sean-hill,2003-04,nhl,Sean Hill,D,DEF,0.0,0.0,0
Brad Stuart (D),San Jose Sharks,77,9,30,39,0.51,34,9,https://www.eliteprospects.com/player/3669/brad-stuart,2003-04,nhl,Brad Stuart,D,DEF,0.0,0.0,0
Dan Boyle (D),Tampa Bay Lightning,78,9,30,39,0.50,60,23,https://www.eliteprospects.com/player/5369/dan-boyle,2003-04,nhl,Dan Boyle,D,DEF,0.0,0.0,0
Rod Brind'Amour (C),Carolina Hurricanes,78,12,26,38,0.49,28,0,https://www.eliteprospects.com/player/8784/rod-brind-amour,2003-04,nhl,Rod Brind'Amour,C,FW,0.0,0.0,0
Nicklas Lidström (D),Detroit Red Wings,81,10,28,38,0.47,18,19,https://www.eliteprospects.com/player/722/nicklas-lidstrom,2003-04,nhl,Nicklas Lidström,D,DEF,0.0,0.0,0
Alexander Korolyuk (RW/LW),San Jose Sharks,63,19,18,37,0.59,18,20,https://www.eliteprospects.com/player/10195/alexander-korolyuk,2003-04,nhl,Alexander Korolyuk,RW/LW,FW,0.0,0.0,0
Jeff Friesen (LW),New Jersey Devils,81,17,20,37,0.46,26,8,https://www.eliteprospects.com/player/9159/jeff-friesen,2003-04,nhl,Jeff Friesen,LW,FW,0.0,0.0,0
Vladimír Országh (RW),Nashville Predators,82,16,21,37,0.45,74,-4,https://www.eliteprospects.com/player/1648/vladimir-orszagh,2003-04,nhl,Vladimír Országh,RW,FW,0.0,0.0,0
Mike Van Ryn (D),Florida Panthers,79,13,24,37,0.47,52,-16,https://www.eliteprospects.com/player/8834/mike-van-ryn,2003-04,nhl,Mike Van Ryn,D,DEF,0.0,0.0,0
Randy Robitaille (C),Atlanta Thrashers,69,11,26,37,0.54,20,-12,https://www.eliteprospects.com/player/8822/randy-robitaille,2003-04,nhl,Randy Robitaille,C,FW,0.0,0.0,0
Jozef Stümpel (C),Los Angeles Kings,64,8,29,37,0.58,16,5,https://www.eliteprospects.com/player/8649/jozef-stumpel,2003-04,nhl,Jozef Stümpel,C,FW,0.0,0.0,0
Geoff Sanderson (LW),totals,80,16,20,36,0.45,38,-10,https://www.eliteprospects.com/player/8780/geoff-sanderson,2003-04,nhl,Geoff Sanderson,LW,FW,0.0,0.0,0
Trevor Linden (C),Vancouver Canucks,82,14,22,36,0.44,26,-6,https://www.eliteprospects.com/player/8551/trevor-linden,2003-04,nhl,Trevor Linden,C,FW,0.0,0.0,0
Alexei Zhamnov (C),totals,43,11,25,36,0.84,28,-1,https://www.eliteprospects.com/player/8572/alexei-zhamnov,2003-04,nhl,Alexei Zhamnov,C,FW,0.0,0.0,0
Paul Kariya (LW),Colorado Avalanche,51,11,25,36,0.71,22,-5,https://www.eliteprospects.com/player/9002/paul-kariya,2003-04,nhl,Paul Kariya,LW,FW,0.0,0.0,0
Brian Rafalski (D),New Jersey Devils,69,6,30,36,0.52,24,6,https://www.eliteprospects.com/player/1635/brian-rafalski,2003-04,nhl,Brian Rafalski,D,DEF,0.0,0.0,0
Mark Parrish (RW),New York Islanders,59,24,11,35,0.59,18,8,https://www.eliteprospects.com/player/8905/mark-parrish,2003-04,nhl,Mark Parrish,RW,FW,0.0,0.0,0
Martin Gélinas (LW),Calgary Flames,76,17,18,35,0.46,70,10,https://www.eliteprospects.com/player/8787/martin-gelinas,2003-04,nhl,Martin Gélinas,LW,FW,0.0,0.0,0
Pavel Kubina (D),Tampa Bay Lightning,81,17,18,35,0.43,85,9,https://www.eliteprospects.com/player/5519/pavel-kubina,2003-04,nhl,Pavel Kubina,D,DEF,0.0,0.0,0
Sheldon Souray (D),Montréal Canadiens,63,15,20,35,0.56,104,4,https://www.eliteprospects.com/player/4505/sheldon-souray,2003-04,nhl,Sheldon Souray,D,DEF,0.0,0.0,0
Derek Armstrong (C),Los Angeles Kings,57,14,21,35,0.61,33,4,https://www.eliteprospects.com/player/8774/derek-armstrong,2003-04,nhl,Derek Armstrong,C,FW,0.0,0.0,0
Dallas Drake (LW),St. Louis Blues,79,13,22,35,0.44,65,10,https://www.eliteprospects.com/player/9141/dallas-drake,2003-04,nhl,Dallas Drake,LW,FW,0.0,0.0,0
John Madden (C),New Jersey Devils,80,12,23,35,0.44,22,7,https://www.eliteprospects.com/player/8723/john-madden,2003-04,nhl,John Madden,C,FW,0.0,0.0,0
Raffi Torres (LW),Edmonton Oilers,80,20,14,34,0.43,65,12,https://www.eliteprospects.com/player/8857/raffi-torres,2003-04,nhl,Raffi Torres,LW,FW,0.0,0.0,0
Rico Fata (C),Pittsburgh Penguins,73,16,18,34,0.47,54,-46,https://www.eliteprospects.com/player/8755/rico-fata,2003-04,nhl,Rico Fata,C,FW,0.0,0.0,0
Alexei Yashin (C),New York Islanders,47,15,19,34,0.72,10,-1,https://www.eliteprospects.com/player/8695/alexei-yashin,2003-04,nhl,Alexei Yashin,C,FW,0.0,0.0,0
Jeff O'Neill (RW),Carolina Hurricanes,67,14,20,34,0.51,60,-12,https://www.eliteprospects.com/player/8938/jeff-o-neill,2003-04,nhl,Jeff O'Neill,RW,FW,0.0,0.0,0
Mattias Öhlund (D),Vancouver Canucks,82,14,20,34,0.41,73,14,https://www.eliteprospects.com/player/749/mattias-ohlund,2003-04,nhl,Mattias Öhlund,D,DEF,0.0,0.0,0
Nikolai Zherdev (LW/RW),Columbus Blue Jackets,57,13,21,34,0.60,54,-11,https://www.eliteprospects.com/player/8620/nikolai-zherdev,2003-04,nhl,Nikolai Zherdev,LW/RW,FW,0.0,0.0,0
Joffrey Lupul (RW),Mighty Ducks of Anaheim,75,13,21,34,0.45,28,-6,https://www.eliteprospects.com/player/9001/joffrey-lupul,2003-04,nhl,Joffrey Lupul,RW,FW,0.0,0.0,0
Ales Hemsky (RW),Edmonton Oilers,71,12,22,34,0.48,14,-7,https://www.eliteprospects.com/player/8600/ales-hemsky,2003-04,nhl,Ales Hemsky,RW,FW,0.0,0.0,0
Dmitri Kalinin (D),Buffalo Sabres,77,10,24,34,0.44,42,0,https://www.eliteprospects.com/player/8673/dmitri-kalinin,2003-04,nhl,Dmitri Kalinin,D,DEF,0.0,0.0,0
John-Michael Liles (D),Colorado Avalanche,79,10,24,34,0.43,28,7,https://www.eliteprospects.com/player/8734/john-michael-liles,2003-04,nhl,John-Michael Liles,D,DEF,0.0,0.0,0
Todd Marchant (C),Columbus Blue Jackets,77,9,25,34,0.44,34,-17,https://www.eliteprospects.com/player/8532/todd-marchant,2003-04,nhl,Todd Marchant,C,FW,0.0,0.0,0
Scott Hartnell (LW),Nashville Predators,59,18,15,33,0.56,87,-5,https://www.eliteprospects.com/player/8764/scott-hartnell,2003-04,nhl,Scott Hartnell,LW,FW,0.0,0.0,0
Kirk Maltby (LW),Detroit Red Wings,79,14,19,33,0.42,80,24,https://www.eliteprospects.com/player/8954/kirk-maltby,2003-04,nhl,Kirk Maltby,LW,FW,0.0,0.0,0
Sergei Brylin (W/C),New Jersey Devils,82,14,19,33,0.40,20,10,https://www.eliteprospects.com/player/8697/sergei-brylin,2003-04,nhl,Sergei Brylin,W/C,FW,0.0,0.0,0
Viktor Kozlov (C/RW),totals,59,13,20,33,0.56,18,-4,https://www.eliteprospects.com/player/8699/viktor-kozlov,2003-04,nhl,Viktor Kozlov,C/RW,FW,0.0,0.0,0
Éric Bélanger (C),Los Angeles Kings,81,13,20,33,0.41,44,-16,https://www.eliteprospects.com/player/8758/eric-belanger,2003-04,nhl,Éric Bélanger,C,FW,0.0,0.0,0
Jan Hrdina (C),totals,68,12,21,33,0.49,40,-6,https://www.eliteprospects.com/player/8623/jan-hrdina,2003-04,nhl,Jan Hrdina,C,FW,0.0,0.0,0
Jordan Leopold (D),Calgary Flames,82,9,24,33,0.40,24,8,https://www.eliteprospects.com/player/8997/jordan-leopold,2003-04,nhl,Jordan Leopold,D,DEF,0.0,0.0,0
Darcy Tucker (LW),Toronto Maple Leafs,64,21,11,32,0.50,68,4,https://www.eliteprospects.com/player/8859/darcy-tucker,2003-04,nhl,Darcy Tucker,LW,FW,0.0,0.0,0
Ethan Moreau (LW),Edmonton Oilers,81,20,12,32,0.40,96,7,https://www.eliteprospects.com/player/8703/ethan-moreau,2003-04,nhl,Ethan Moreau,LW,FW,0.0,0.0,0
Brian Savage (LW),totals,74,16,16,32,0.43,38,-8,https://www.eliteprospects.com/player/8872/brian-savage,2003-04,nhl,Brian Savage,LW,FW,0.0,0.0,0
Teemu Selänne (RW),Colorado Avalanche,78,16,16,32,0.41,32,2,https://www.eliteprospects.com/player/2683/teemu-selanne,2003-04,nhl,Teemu Selänne,RW,FW,0.0,0.0,0
Trevor Letowski (RW),Columbus Blue Jackets,73,15,17,32,0.44,16,-12,https://www.eliteprospects.com/player/8777/trevor-letowski,2003-04,nhl,Trevor Letowski,RW,FW,0.0,0.0,0
Greg Johnson (C),Nashville Predators,82,14,18,32,0.39,33,-21,https://www.eliteprospects.com/player/9032/greg-johnson,2003-04,nhl,Greg Johnson,C,FW,0.0,0.0,0
Chris Gratton (C),totals,81,13,19,32,0.40,111,-18,https://www.eliteprospects.com/player/9167/chris-gratton,2003-04,nhl,Chris Gratton,C,FW,0.0,0.0,0
Nathan Dempsey (D),totals,75,12,20,32,0.43,32,-12,https://www.eliteprospects.com/player/8741/nathan-dempsey,2003-04,nhl,Nathan Dempsey,D,DEF,0.0,0.0,0
Eric Lindros (C),New York Rangers,39,10,22,32,0.82,60,7,https://www.eliteprospects.com/player/8998/eric-lindros,2003-04,nhl,Eric Lindros,C,FW,0.0,0.0,0
Branko Radivojevic (RW),totals,83,10,22,32,0.39,72,-5,https://www.eliteprospects.com/player/5676/branko-radivojevic,2003-04,nhl,Branko Radivojevic,RW,FW,0.0,0.0,0
Shawn Bates (C),New York Islanders,69,9,23,32,0.46,46,-8,https://www.eliteprospects.com/player/9075/shawn-bates,2003-04,nhl,Shawn Bates,C,FW,0.0,0.0,0
Derek Morris (D),totals,83,6,26,32,0.39,49,-1,https://www.eliteprospects.com/player/8963/derek-morris,2003-04,nhl,Derek Morris,D,DEF,0.0,0.0,0
Jaroslav Modrý (D),Los Angeles Kings,79,5,27,32,0.41,44,11,https://www.eliteprospects.com/player/8593/jaroslav-modry,2003-04,nhl,Jaroslav Modrý,D,DEF,0.0,0.0,0
Maxim Afinogenov (RW),Buffalo Sabres,73,17,14,31,0.42,57,-4,https://www.eliteprospects.com/player/8672/maxim-afinogenov,2003-04,nhl,Maxim Afinogenov,RW,FW,0.0,0.0,0
Yanic Perreault (C),Montréal Canadiens,69,16,15,31,0.45,40,-10,https://www.eliteprospects.com/player/8912/yanic-perreault,2003-04,nhl,Yanic Perreault,C,FW,0.0,0.0,0
Ronald Petrovicky (RW),Atlanta Thrashers,78,16,15,31,0.40,123,-9,https://www.eliteprospects.com/player/5673/ronald-petrovicky,2003-04,nhl,Ronald Petrovicky,RW,FW,0.0,0.0,0
Scott Mellanby (RW),St. Louis Blues,68,14,17,31,0.46,76,-7,https://www.eliteprospects.com/player/8570/scott-mellanby,2003-04,nhl,Scott Mellanby,RW,FW,0.0,0.0,0
Sergejs Zoltoks (C),totals,70,14,17,31,0.44,19,2,https://www.eliteprospects.com/player/42946/sergejs-zoltoks,2003-04,nhl,Sergejs Zoltoks,C,FW,0.0,0.0,0
Nikolai Antropov (C/RW),Toronto Maple Leafs,62,13,18,31,0.50,62,7,https://www.eliteprospects.com/player/8657/nikolai-antropov,2003-04,nhl,Nikolai Antropov,C/RW,FW,0.0,0.0,0
Brett McLean (C),Chicago Blackhawks,76,11,20,31,0.41,54,-11,https://www.eliteprospects.com/player/4518/brett-mclean,2003-04,nhl,Brett McLean,C,FW,0.0,0.0,0
Eric Staal (C),Carolina Hurricanes,81,11,20,31,0.38,40,-6,https://www.eliteprospects.com/player/3656/eric-staal,2003-04,nhl,Eric Staal,C,FW,0.0,0.0,0
Kristian Huselius (LW),Florida Panthers,76,10,21,31,0.41,24,-6,https://www.eliteprospects.com/player/691/kristian-huselius,2003-04,nhl,Kristian Huselius,LW,FW,0.0,0.0,0
Kip Miller (LW),Washington Capitals,66,9,22,31,0.47,8,-10,https://www.eliteprospects.com/player/24270/kip-miller,2003-04,nhl,Kip Miller,LW,FW,0.0,0.0,0
Patrice Brisebois (D),Montréal Canadiens,71,4,27,31,0.44,22,17,https://www.eliteprospects.com/player/8781/patrice-brisebois,2003-04,nhl,Patrice Brisebois,D,DEF,0.0,0.0,0
Tomas Kaberle (D),Toronto Maple Leafs,71,3,28,31,0.44,18,16,https://www.eliteprospects.com/player/8542/tomas-kaberle,2003-04,nhl,Tomas Kaberle,D,DEF,0.0,0.0,0
Dean McAmmond (LW),Calgary Flames,64,17,13,30,0.47,18,9,https://www.eliteprospects.com/player/8972/dean-mcammond,2003-04,nhl,Dean McAmmond,LW,FW,0.0,0.0,0
Fernando Pisani (RW),Edmonton Oilers,76,16,14,30,0.39,46,14,https://www.eliteprospects.com/player/8601/fernando-pisani,2003-04,nhl,Fernando Pisani,RW,FW,0.0,0.0,0
Tomas Holmström (RW),Detroit Red Wings,67,15,15,30,0.45,32,8,https://www.eliteprospects.com/player/712/tomas-holmstrom,2003-04,nhl,Tomas Holmström,RW,FW,0.0,0.0,0
Jan Bulis (C/LW),Montréal Canadiens,72,13,17,30,0.42,30,-8,https://www.eliteprospects.com/player/8368/jan-bulis,2003-04,nhl,Jan Bulis,C/LW,FW,0.0,0.0,0
Sami Kapanen (LW),Philadelphia Flyers,74,12,18,30,0.41,14,9,https://www.eliteprospects.com/player/2657/sami-kapanen,2003-04,nhl,Sami Kapanen,LW,FW,0.0,0.0,0
Robert Reichel (C),Toronto Maple Leafs,69,11,19,30,0.43,30,2,https://www.eliteprospects.com/player/10850/robert-reichel,2003-04,nhl,Robert Reichel,C,FW,0.0,0.0,0
Ric Jackman (D),totals,54,9,21,30,0.56,27,-16,https://www.eliteprospects.com/player/4485/ric-jackman,2003-04,nhl,Ric Jackman,D,DEF,0.0,0.0,0
Andy McDonald (C/LW),Mighty Ducks of Anaheim,79,9,21,30,0.38,24,-13,https://www.eliteprospects.com/player/8527/andy-mcdonald,2003-04,nhl,Andy McDonald,C/LW,FW,0.0,0.0,0
Alexander Mogilny (RW),Toronto Maple Leafs,37,8,22,30,0.81,12,9,https://www.eliteprospects.com/player/21327/alexander-mogilny,2003-04,nhl,Alexander Mogilny,RW,FW,0.0,0.0,0
Adam Foote (D),Colorado Avalanche,73,8,22,30,0.41,87,13,https://www.eliteprospects.com/player/9157/adam-foote,2003-04,nhl,Adam Foote,D,DEF,0.0,0.0,0
Nick Boynton (D),Boston Bruins,81,6,24,30,0.37,98,17,https://www.eliteprospects.com/player/8752/nick-boynton,2003-04,nhl,Nick Boynton,D,DEF,0.0,0.0,0
Brian Gionta (RW),New Jersey Devils,75,21,8,29,0.39,36,19,https://www.eliteprospects.com/player/9048/brian-gionta,2003-04,nhl,Brian Gionta,RW,FW,0.0,0.0,0
Matthew Lombardi (C),Calgary Flames,79,16,13,29,0.37,32,4,https://www.eliteprospects.com/player/8999/matthew-lombardi,2003-04,nhl,Matthew Lombardi,C,FW,0.0,0.0,0
Stephen Weiss (C),Florida Panthers,50,12,17,29,0.58,10,-10,https://www.eliteprospects.com/player/8817/stephen-weiss,2003-04,nhl,Stephen Weiss,C,FW,0.0,0.0,0
Oleg Saprykin (LW),Calgary Flames,69,12,17,29,0.42,41,1,https://www.eliteprospects.com/player/8589/oleg-saprykin,2003-04,nhl,Oleg Saprykin,LW,FW,0.0,0.0,0
Stu Barnes (C),Dallas Stars,77,11,18,29,0.38,18,7,https://www.eliteprospects.com/player/9074/stu-barnes,2003-04,nhl,Stu Barnes,C,FW,0.0,0.0,0
Todd White (C),Ottawa Senators,53,9,20,29,0.55,22,12,https://www.eliteprospects.com/player/5532/todd-white,2003-04,nhl,Todd White,C,FW,0.0,0.0,0
Wayne Primeau (C),San Jose Sharks,72,9,20,29,0.40,90,4,https://www.eliteprospects.com/player/8575/wayne-primeau,2003-04,nhl,Wayne Primeau,C,FW,0.0,0.0,0
Konstantin Koltsov (LW/RW),Pittsburgh Penguins,82,9,20,29,0.35,30,-30,https://www.eliteprospects.com/player/8679/konstantin-koltsov,2003-04,nhl,Konstantin Koltsov,LW/RW,FW,0.0,0.0,0
Mike Grier (RW),totals,82,9,20,29,0.35,36,-9,https://www.eliteprospects.com/player/9171/mike-grier,2003-04,nhl,Mike Grier,RW,FW,0.0,0.0,0
Lubomir Visnovsky (D),Los Angeles Kings,58,8,21,29,0.50,26,8,https://www.eliteprospects.com/player/8592/lubomir-visnovsky,2003-04,nhl,Lubomir Visnovsky,D,DEF,0.0,0.0,0
Steven Reinprecht (C),Calgary Flames,44,7,22,29,0.66,4,1,https://www.eliteprospects.com/player/8725/steven-reinprecht,2003-04,nhl,Steven Reinprecht,C,FW,0.0,0.0,0
Jim Dowd (C),totals,69,7,22,29,0.42,44,12,https://www.eliteprospects.com/player/8739/jim-dowd,2003-04,nhl,Jim Dowd,C,FW,0.0,0.0,0
Roman Hamrlík (D),New York Islanders,81,7,22,29,0.36,68,2,https://www.eliteprospects.com/player/8607/roman-hamrlik,2003-04,nhl,Roman Hamrlík,D,DEF,0.0,0.0,0
Kenny Jönsson (D),New York Islanders,79,5,24,29,0.37,22,25,https://www.eliteprospects.com/player/717/kenny-jonsson,2003-04,nhl,Kenny Jönsson,D,DEF,0.0,0.0,0
Ken Klee (D),Toronto Maple Leafs,66,4,25,29,0.44,36,-1,https://www.eliteprospects.com/player/9016/ken-klee,2003-04,nhl,Ken Klee,D,DEF,0.0,0.0,0
Frantisek Kaberle (D),Atlanta Thrashers,67,3,26,29,0.43,30,2,https://www.eliteprospects.com/player/1919/frantisek-kaberle,2003-04,nhl,Frantisek Kaberle,D,DEF,0.0,0.0,0
Chris Simon (LW),totals,78,17,11,28,0.36,250,15,https://www.eliteprospects.com/player/8882/chris-simon,2003-04,nhl,Chris Simon,LW,FW,0.0,0.0,0
Anson Carter (RW),totals,77,15,13,28,0.36,20,-15,https://www.eliteprospects.com/player/9111/anson-carter,2003-04,nhl,Anson Carter,RW,FW,0.0,0.0,0
Rob Niedermayer (RW/C),Mighty Ducks of Anaheim,55,12,16,28,0.51,34,-6,https://www.eliteprospects.com/player/8536/rob-niedermayer,2003-04,nhl,Rob Niedermayer,RW/C,FW,0.0,0.0,0
Alexei Ponikarovsky (LW),Toronto Maple Leafs,73,9,19,28,0.38,44,14,https://www.eliteprospects.com/player/8658/alexei-ponikarovsky,2003-04,nhl,Alexei Ponikarovsky,LW,FW,0.0,0.0,0
Sean Avery (LW/C),Los Angeles Kings,76,9,19,28,0.37,261,2,https://www.eliteprospects.com/player/8720/sean-avery,2003-04,nhl,Sean Avery,LW/C,FW,0.0,0.0,0
Janne Niinimaa (D),New York Islanders,82,9,19,28,0.34,64,12,https://www.eliteprospects.com/player/2658/janne-niinimaa,2003-04,nhl,Janne Niinimaa,D,DEF,0.0,0.0,0
Andrei Markov (D),Montréal Canadiens,69,6,22,28,0.41,20,-2,https://www.eliteprospects.com/player/8579/andrei-markov,2003-04,nhl,Andrei Markov,D,DEF,0.0,0.0,0
Steve Staios (D),Edmonton Oilers,82,6,22,28,0.34,86,17,https://www.eliteprospects.com/player/5677/steve-staios,2003-04,nhl,Steve Staios,D,DEF,0.0,0.0,0
Dan McGillis (D),Boston Bruins,80,5,23,28,0.35,65,-1,https://www.eliteprospects.com/player/9670/dan-mcgillis,2003-04,nhl,Dan McGillis,D,DEF,0.0,0.0,0
Alexei Zhitnik (D),Buffalo Sabres,68,4,24,28,0.41,102,-13,https://www.eliteprospects.com/player/8696/alexei-zhitnik,2003-04,nhl,Alexei Zhitnik,D,DEF,0.0,0.0,0
Pierre Dagenais (LW),Montréal Canadiens,50,17,10,27,0.54,24,15,https://www.eliteprospects.com/player/10254/pierre-dagenais,2003-04,nhl,Pierre Dagenais,LW,FW,0.0,0.0,0
Turner Stevenson (RW),New Jersey Devils,61,14,13,27,0.44,76,0,https://www.eliteprospects.com/player/25592/turner-stevenson,2003-04,nhl,Turner Stevenson,RW,FW,0.0,0.0,0
Matt Stajan (C),Toronto Maple Leafs,69,14,13,27,0.39,22,7,https://www.eliteprospects.com/player/8889/matt-stajan,2003-04,nhl,Matt Stajan,C,FW,0.0,0.0,0
Adam Hall (RW),Nashville Predators,79,13,14,27,0.34,37,-8,https://www.eliteprospects.com/player/8724/adam-hall,2003-04,nhl,Adam Hall,RW,FW,0.0,0.0,0
Scott Thornton (LW),San Jose Sharks,80,13,14,27,0.34,84,-6,https://www.eliteprospects.com/player/5638/scott-thornton,2003-04,nhl,Scott Thornton,LW,FW,0.0,0.0,0
Andreas Johansson (LW),Nashville Predators,47,12,15,27,0.57,26,-2,https://www.eliteprospects.com/player/696/andreas-johansson,2003-04,nhl,Andreas Johansson,LW,FW,0.0,0.0,0
Dainius Zubrus (W/C),Washington Capitals,54,12,15,27,0.50,38,-16,https://www.eliteprospects.com/player/8632/dainius-zubrus,2003-04,nhl,Dainius Zubrus,W/C,FW,0.0,0.0,0
Jeff Cowan (LW),totals,71,11,16,27,0.38,92,1,https://www.eliteprospects.com/player/9125/jeff-cowan,2003-04,nhl,Jeff Cowan,LW,FW,0.0,0.0,0
Joni Pitkänen (D),Philadelphia Flyers,71,8,19,27,0.38,44,15,https://www.eliteprospects.com/player/2697/joni-pitkanen,2003-04,nhl,Joni Pitkänen,D,DEF,0.0,0.0,0
Anders Eriksson (D),Columbus Blue Jackets,66,7,20,27,0.41,18,-6,https://www.eliteprospects.com/player/471/anders-eriksson,2003-04,nhl,Anders Eriksson,D,DEF,0.0,0.0,0
Ales Kotalik (RW/LW),Buffalo Sabres,62,15,11,26,0.42,41,-1,https://www.eliteprospects.com/player/8676/ales-kotalik,2003-04,nhl,Ales Kotalik,RW/LW,FW,0.0,0.0,0
Jere Lehtinen (LW),Dallas Stars,58,13,13,26,0.45,20,0,https://www.eliteprospects.com/player/2687/jere-lehtinen,2003-04,nhl,Jere Lehtinen,LW,FW,0.0,0.0,0
Jay Pandolfo (LW),New Jersey Devils,82,13,13,26,0.32,14,5,https://www.eliteprospects.com/player/8704/jay-pandolfo,2003-04,nhl,Jay Pandolfo,LW,FW,0.0,0.0,0
Petr Cajanek (C),St. Louis Blues,70,12,14,26,0.37,16,12,https://www.eliteprospects.com/player/8609/petr-cajanek,2003-04,nhl,Petr Cajanek,C,FW,0.0,0.0,0
Antti Laaksonen (LW),Minnesota Wild,77,12,14,26,0.34,20,0,https://www.eliteprospects.com/player/2675/antti-laaksonen,2003-04,nhl,Antti Laaksonen,LW,FW,0.0,0.0,0
Pascal Dupuis (LW),Minnesota Wild,59,11,15,26,0.44,20,5,https://www.eliteprospects.com/player/8789/pascal-dupuis,2003-04,nhl,Pascal Dupuis,LW,FW,0.0,0.0,0
Jamie Langenbrunner (RW),New Jersey Devils,53,10,16,26,0.49,43,9,https://www.eliteprospects.com/player/8742/jamie-langenbrunner,2003-04,nhl,Jamie Langenbrunner,RW,FW,0.0,0.0,0
Martin Straka (C),totals,54,10,16,26,0.48,20,-25,https://www.eliteprospects.com/player/8689/martin-straka,2003-04,nhl,Martin Straka,C,FW,0.0,0.0,0
Marc-André Bergeron (D),Edmonton Oilers,54,9,17,26,0.48,26,13,https://www.eliteprospects.com/player/5672/marc-andre-bergeron,2003-04,nhl,Marc-André Bergeron,D,DEF,0.0,0.0,0
Mike Ricci (C),San Jose Sharks,71,7,19,26,0.37,40,8,https://www.eliteprospects.com/player/8909/mike-ricci,2003-04,nhl,Mike Ricci,C,FW,0.0,0.0,0
Sami Salo (D),Vancouver Canucks,74,7,19,26,0.35,22,8,https://www.eliteprospects.com/player/2672/sami-salo,2003-04,nhl,Sami Salo,D,DEF,0.0,0.0,0
Dan Hamhuis (D),Nashville Predators,80,7,19,26,0.33,57,-12,https://www.eliteprospects.com/player/9040/dan-hamhuis,2003-04,nhl,Dan Hamhuis,D,DEF,0.0,0.0,0
Jiri Slegr (D),totals,52,6,20,26,0.50,35,11,https://www.eliteprospects.com/player/1938/jiri-slegr,2003-04,nhl,Jiri Slegr,D,DEF,0.0,0.0,0
Andrew Cassels (C),Columbus Blue Jackets,58,6,20,26,0.45,26,-24,https://www.eliteprospects.com/player/42363/andrew-cassels,2003-04,nhl,Andrew Cassels,C,FW,0.0,0.0,0
Niclas Hävelid (D),Mighty Ducks of Anaheim,79,6,20,26,0.33,28,-28,https://www.eliteprospects.com/player/713/niclas-havelid,2003-04,nhl,Niclas Hävelid,D,DEF,0.0,0.0,0
Jan Hlavac (LW/RW),New York Rangers,72,5,21,26,0.36,16,-8,https://www.eliteprospects.com/player/8709/jan-hlavac,2003-04,nhl,Jan Hlavac,LW/RW,FW,0.0,0.0,0
Martin Lapointe (RW),Boston Bruins,78,15,10,25,0.32,67,-5,https://www.eliteprospects.com/player/8989/martin-lapointe,2003-04,nhl,Martin Lapointe,RW,FW,0.0,0.0,0
Juraj Kolnik (RW),Florida Panthers,63,14,11,25,0.40,14,-7,https://www.eliteprospects.com/player/8654/juraj-kolnik,2003-04,nhl,Juraj Kolnik,RW,FW,0.0,0.0,0
Dany Heatley (LW/RW),Atlanta Thrashers,31,13,12,25,0.81,18,-8,https://www.eliteprospects.com/player/3664/dany-heatley,2003-04,nhl,Dany Heatley,LW/RW,FW,0.0,0.0,0
Richard Park (RW/C),Minnesota Wild,73,13,12,25,0.34,28,0,https://www.eliteprospects.com/player/5214/richard-park,2003-04,nhl,Richard Park,RW/C,FW,0.0,0.0,0
Wes Walz (C),Minnesota Wild,57,12,13,25,0.44,32,5,https://www.eliteprospects.com/player/8803/wes-walz,2003-04,nhl,Wes Walz,C,FW,0.0,0.0,0
Mikael Renberg (RW),Toronto Maple Leafs,59,12,13,25,0.42,48,-1,https://www.eliteprospects.com/player/734/mikael-renberg,2003-04,nhl,Mikael Renberg,RW,FW,0.0,0.0,0
Manny Malhotra (C),totals,65,12,13,25,0.38,28,-7,https://www.eliteprospects.com/player/5528/manny-malhotra,2003-04,nhl,Manny Malhotra,C,FW,0.0,0.0,0
Radim Vrbata (RW),Carolina Hurricanes,80,12,13,25,0.31,24,-10,https://www.eliteprospects.com/player/8626/radim-vrbata,2003-04,nhl,Radim Vrbata,RW,FW,0.0,0.0,0
