player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Games Missed,Concussion
Mike Ribeiro (C),Montréal Canadiens,81,20,45,65,0.80,34,15,https://www.eliteprospects.com/player/8715/mike-ribeiro,2003-04,nhl,Mike Ribeiro,C,FW,0.0,0.0,0
Doug Weight (C),St. Louis Blues,75,14,51,65,0.87,37,-3,https://www.eliteprospects.com/player/8733/doug-weight,2003-04,nhl,Doug Weight,C,FW,0.0,0.0,0
Michael Ryder (RW),Montréal Canadiens,81,25,38,63,0.78,26,10,https://www.eliteprospects.com/player/4487/michael-ryder,2003-04,nhl,Michael Ryder,RW,FW,0.0,0.0,0
Glen Murray (RW),Boston Bruins,81,32,28,60,0.74,56,17,https://www.eliteprospects.com/player/8576/glen-murray,2003-04,nhl,Glen Murray,RW,FW,0.0,0.0,0
Brendan Morrison (C),Vancouver Canucks,82,22,38,60,0.73,50,16,https://www.eliteprospects.com/player/4321/brendan-morrison,2003-04,nhl,Brendan Morrison,C,FW,0.0,0.0,0
Todd Bertuzzi (RW/LW),Vancouver Canucks,69,17,43,60,0.87,122,21,https://www.eliteprospects.com/player/9081/todd-bertuzzi,2003-04,nhl,Todd Bertuzzi,RW/LW,FW,0.0,0.0,0
Ryan Smyth (LW),Edmonton Oilers,82,23,36,59,0.72,70,11,https://www.eliteprospects.com/player/8888/ryan-smyth,2003-04,nhl,Ryan Smyth,LW,FW,0.0,0.0,0
Olli Jokinen (C),Florida Panthers,82,26,32,58,0.71,81,-16,https://www.eliteprospects.com/player/2679/olli-jokinen,2003-04,nhl,Olli Jokinen,C,FW,0.0,0.0,0
Pavol Demitra (C),St. Louis Blues,69,23,35,58,0.84,18,1,https://www.eliteprospects.com/player/8596/pavol-demitra,2003-04,nhl,Pavol Demitra,C,FW,0.0,0.0,0
Michal Handzus (C),Philadelphia Flyers,82,20,38,58,0.71,82,18,https://www.eliteprospects.com/player/8683/michal-handzus,2003-04,nhl,Michal Handzus,C,FW,0.0,0.0,0
Sergei Gonchar (D),totals,71,11,47,58,0.82,56,-14,https://www.eliteprospects.com/player/8678/sergei-gonchar,2003-04,nhl,Sergei Gonchar,D,DEF,0.0,0.0,0
Rick Nash (LW/RW),Columbus Blue Jackets,80,41,16,57,0.71,87,-35,https://www.eliteprospects.com/player/3658/rick-nash,2003-04,nhl,Rick Nash,LW/RW,FW,0.0,0.0,0
Miroslav Satan (RW),Buffalo Sabres,82,29,28,57,0.70,30,-15,https://www.eliteprospects.com/player/666/miroslav-satan,2003-04,nhl,Miroslav Satan,RW,FW,0.0,0.0,0
Fredrik Modin (LW),Tampa Bay Lightning,82,29,28,57,0.70,32,31,https://www.eliteprospects.com/player/727/fredrik-modin,2003-04,nhl,Fredrik Modin,LW,FW,0.0,0.0,0
Patrick Marleau (LW),San Jose Sharks,80,28,29,57,0.71,24,-5,https://www.eliteprospects.com/player/3671/patrick-marleau,2003-04,nhl,Patrick Marleau,LW,FW,0.0,0.0,0
Jason Arnott (C),Dallas Stars,73,21,36,57,0.78,66,23,https://www.eliteprospects.com/player/9068/jason-arnott,2003-04,nhl,Jason Arnott,C,FW,0.0,0.0,0
Bobby Holík (C),New York Rangers,82,25,31,56,0.68,96,4,https://www.eliteprospects.com/player/8545/bobby-holik,2003-04,nhl,Bobby Holík,C,FW,0.0,0.0,0
John LeClair (LW),Philadelphia Flyers,75,23,32,55,0.73,51,20,https://www.eliteprospects.com/player/8992/john-leclair,2003-04,nhl,John LeClair,LW,FW,0.0,0.0,0
Jason Spezza (C),Ottawa Senators,78,22,33,55,0.71,71,22,https://www.eliteprospects.com/player/3661/jason-spezza,2003-04,nhl,Jason Spezza,C,FW,0.0,0.0,0
Tyler Arnason (C),Chicago Blackhawks,82,22,33,55,0.67,16,-13,https://www.eliteprospects.com/player/4746/tyler-arnason,2003-04,nhl,Tyler Arnason,C,FW,0.0,0.0,0
Nils Ekman (LW),San Jose Sharks,82,22,33,55,0.67,34,30,https://www.eliteprospects.com/player/75/nils-ekman,2003-04,nhl,Nils Ekman,LW,FW,0.0,0.0,0
Peter Forsberg (C),Colorado Avalanche,39,18,37,55,1.41,28,16,https://www.eliteprospects.com/player/710/peter-forsberg,2003-04,nhl,Peter Forsberg,C,FW,0.0,0.0,0
Shawn McEachern (LW),Atlanta Thrashers,82,17,38,55,0.67,76,5,https://www.eliteprospects.com/player/5675/shawn-mceachern,2003-04,nhl,Shawn McEachern,LW,FW,0.0,0.0,0
Saku Koivu (C),Montréal Canadiens,68,14,41,55,0.81,52,-5,https://www.eliteprospects.com/player/2669/saku-koivu,2003-04,nhl,Saku Koivu,C,FW,0.0,0.0,0
Václav Prospal (LW/C),Mighty Ducks of Anaheim,82,19,35,54,0.66,54,-9,https://www.eliteprospects.com/player/8641/vaclav-prospal,2003-04,nhl,Václav Prospal,LW/C,FW,0.0,0.0,0
Daniel Sedin (LW),Vancouver Canucks,82,18,36,54,0.66,18,18,https://www.eliteprospects.com/player/737/daniel-sedin,2003-04,nhl,Daniel Sedin,LW,FW,0.0,0.0,0
Chris Pronger (D),St. Louis Blues,80,14,40,54,0.68,88,-1,https://www.eliteprospects.com/player/8538/chris-pronger,2003-04,nhl,Chris Pronger,D,DEF,0.0,0.0,0
Scott Niedermayer (D),New Jersey Devils,81,14,40,54,0.67,44,20,https://www.eliteprospects.com/player/8521/scott-niedermayer,2003-04,nhl,Scott Niedermayer,D,DEF,0.0,0.0,0
Brendan Shanahan (LW),Detroit Red Wings,82,25,28,53,0.65,117,15,https://www.eliteprospects.com/player/8693/brendan-shanahan,2003-04,nhl,Brendan Shanahan,LW,FW,0.0,0.0,0
Chris Drury (C),Buffalo Sabres,76,23,30,53,0.70,68,8,https://www.eliteprospects.com/player/8804/chris-drury,2003-04,nhl,Chris Drury,C,FW,0.0,0.0,0
Jean-Pierre Dumont (RW),Buffalo Sabres,77,22,31,53,0.69,40,-9,https://www.eliteprospects.com/player/8783/jean-pierre-dumont,2003-04,nhl,Jean-Pierre Dumont,RW,FW,0.0,0.0,0
David Výborný (C),Columbus Blue Jackets,82,22,31,53,0.65,40,-26,https://www.eliteprospects.com/player/1920/david-vyborny,2003-04,nhl,David Výborný,C,FW,0.0,0.0,0
Tony Amonte (RW),Philadelphia Flyers,80,20,33,53,0.66,38,13,https://www.eliteprospects.com/player/9065/tony-amonte,2003-04,nhl,Tony Amonte,RW,FW,0.0,0.0,0
Bryan McCabe (D),Toronto Maple Leafs,75,16,37,53,0.71,86,22,https://www.eliteprospects.com/player/4727/bryan-mccabe,2003-04,nhl,Bryan McCabe,D,DEF,0.0,0.0,0
Marek Zidlicky (D),Nashville Predators,82,14,39,53,0.65,82,-16,https://www.eliteprospects.com/player/3633/marek-zidlicky,2003-04,nhl,Marek Zidlicky,D,DEF,0.0,0.0,0
Ladislav Nagy (LW/RW),Phoenix Coyotes,55,24,28,52,0.95,46,11,https://www.eliteprospects.com/player/5522/ladislav-nagy,2003-04,nhl,Ladislav Nagy,LW/RW,FW,0.0,0.0,0
Petr Sýkora (RW),Mighty Ducks of Anaheim,81,23,29,52,0.64,34,-9,https://www.eliteprospects.com/player/8692/petr-sykora,2003-04,nhl,Petr Sýkora,RW,FW,0.0,0.0,0
Valeri Bure (RW),totals,68,22,30,52,0.76,26,3,https://www.eliteprospects.com/player/9675/valeri-bure,2003-04,nhl,Valeri Bure,RW,FW,0.0,0.0,0
Daymond Langkow (C),Phoenix Coyotes,81,21,31,52,0.64,40,4,https://www.eliteprospects.com/player/8986/daymond-langkow,2003-04,nhl,Daymond Langkow,C,FW,0.0,0.0,0
Vyacheslav Kozlov (LW),Atlanta Thrashers,76,20,32,52,0.68,74,-12,https://www.eliteprospects.com/player/8544/vyacheslav-kozlov,2003-04,nhl,Vyacheslav Kozlov,LW,FW,0.0,0.0,0
Marc Savard (C),Atlanta Thrashers,45,19,33,52,1.16,85,-8,https://www.eliteprospects.com/player/8574/marc-savard,2003-04,nhl,Marc Savard,C,FW,0.0,0.0,0
Dick Tärnström (D),Pittsburgh Penguins,80,16,36,52,0.65,38,-37,https://www.eliteprospects.com/player/744/dick-tarnstrom,2003-04,nhl,Dick Tärnström,D,DEF,0.0,0.0,0
Jochen Hecht (C/LW),Buffalo Sabres,64,15,37,52,0.81,49,17,https://www.eliteprospects.com/player/8674/jochen-hecht,2003-04,nhl,Jochen Hecht,C/LW,FW,0.0,0.0,0
Trent Hunter (RW),New York Islanders,77,25,26,51,0.66,16,23,https://www.eliteprospects.com/player/5215/trent-hunter,2003-04,nhl,Trent Hunter,RW,FW,0.0,0.0,0
Luc Robitaille (LW),Los Angeles Kings,80,22,29,51,0.64,56,4,https://www.eliteprospects.com/player/21334/luc-robitaille,2003-04,nhl,Luc Robitaille,LW,FW,0.0,0.0,0
Alexandre Daigle (C),Minnesota Wild,78,20,31,51,0.65,14,-4,https://www.eliteprospects.com/player/10648/alexandre-daigle,2003-04,nhl,Alexandre Daigle,C,FW,0.0,0.0,0
Steve Yzerman (C),Detroit Red Wings,75,18,33,51,0.68,46,10,https://www.eliteprospects.com/player/18904/steve-yzerman,2003-04,nhl,Steve Yzerman,C,FW,0.0,0.0,0
Brian Leetch (D),totals,72,15,36,51,0.71,34,6,https://www.eliteprospects.com/player/8994/brian-leetch,2003-04,nhl,Brian Leetch,D,DEF,0.0,0.0,0
Oleg Kvasha (LW),New York Islanders,81,15,36,51,0.63,48,4,https://www.eliteprospects.com/player/8587/oleg-kvasha,2003-04,nhl,Oleg Kvasha,LW,FW,0.0,0.0,0
Richard Zednik (LW),Montréal Canadiens,81,26,24,50,0.62,63,5,https://www.eliteprospects.com/player/8631/richard-zednik,2003-04,nhl,Richard Zednik,LW,FW,0.0,0.0,0
Joe Nieuwendyk (C),Toronto Maple Leafs,64,22,28,50,0.78,26,7,https://www.eliteprospects.com/player/8950/joe-nieuwendyk,2003-04,nhl,Joe Nieuwendyk,C,FW,0.0,0.0,0
Alexei Morozov (RW),Pittsburgh Penguins,75,16,34,50,0.67,24,-24,https://www.eliteprospects.com/player/11044/alexei-morozov,2003-04,nhl,Alexei Morozov,RW,FW,0.0,0.0,0
Radek Dvorak (RW),Edmonton Oilers,78,15,35,50,0.64,26,18,https://www.eliteprospects.com/player/8599/radek-dvorak,2003-04,nhl,Radek Dvorak,RW,FW,0.0,0.0,0
Peter Bondra (RW),totals,77,26,23,49,0.64,38,-16,https://www.eliteprospects.com/player/8553/peter-bondra,2003-04,nhl,Peter Bondra,RW,FW,0.0,0.0,0
Mariusz Czerkawski (RW),New York Islanders,81,25,24,49,0.60,16,8,https://www.eliteprospects.com/player/1467/mariusz-czerkawski,2003-04,nhl,Mariusz Czerkawski,RW,FW,0.0,0.0,0
Brenden Morrow (LW),Dallas Stars,81,25,24,49,0.60,121,10,https://www.eliteprospects.com/player/8960/brenden-morrow,2003-04,nhl,Brenden Morrow,LW,FW,0.0,0.0,0
Martin Erat (RW/LW),Nashville Predators,76,16,33,49,0.64,38,10,https://www.eliteprospects.com/player/8611/martin-erat,2003-04,nhl,Martin Erat,RW/LW,FW,0.0,0.0,0
Andrew Brunette (LW),Minnesota Wild,82,15,34,49,0.60,12,3,https://www.eliteprospects.com/player/9101/andrew-brunette,2003-04,nhl,Andrew Brunette,LW,FW,0.0,0.0,0
Gary Roberts (LW),Toronto Maple Leafs,72,28,20,48,0.67,84,9,https://www.eliteprospects.com/player/8936/gary-roberts,2003-04,nhl,Gary Roberts,LW,FW,0.0,0.0,0
Alexander Frolov (LW),Los Angeles Kings,77,24,24,48,0.62,24,8,https://www.eliteprospects.com/player/8591/alexander-frolov,2003-04,nhl,Alexander Frolov,LW,FW,0.0,0.0,0
Owen Nolan (RW),Toronto Maple Leafs,65,19,29,48,0.74,110,4,https://www.eliteprospects.com/player/9674/owen-nolan,2003-04,nhl,Owen Nolan,RW,FW,0.0,0.0,0
Brian Rolston (LW),Boston Bruins,82,19,29,48,0.59,40,9,https://www.eliteprospects.com/player/8927/brian-rolston,2003-04,nhl,Brian Rolston,LW,FW,0.0,0.0,0
Jonathan Cheechoo (RW),San Jose Sharks,81,28,19,47,0.58,33,5,https://www.eliteprospects.com/player/5529/jonathan-cheechoo,2003-04,nhl,Jonathan Cheechoo,RW,FW,0.0,0.0,0
Jason Blake (LW/C),New York Islanders,75,22,25,47,0.63,56,11,https://www.eliteprospects.com/player/8782/jason-blake,2003-04,nhl,Jason Blake,LW/C,FW,0.0,0.0,0
Alyn McCauley (C/LW),San Jose Sharks,82,20,27,47,0.57,28,23,https://www.eliteprospects.com/player/8974/alyn-mccauley,2003-04,nhl,Alyn McCauley,C/LW,FW,0.0,0.0,0
Jeremy Roenick (C),Philadelphia Flyers,62,19,28,47,0.76,62,1,https://www.eliteprospects.com/player/8929/jeremy-roenick,2003-04,nhl,Jeremy Roenick,C,FW,0.0,0.0,0
David Legwand (C),Nashville Predators,82,18,29,47,0.57,46,9,https://www.eliteprospects.com/player/3668/david-legwand,2003-04,nhl,David Legwand,C,FW,0.0,0.0,0
Bryan Berard (D),Chicago Blackhawks,58,13,34,47,0.81,53,-24,https://www.eliteprospects.com/player/9078/bryan-berard,2003-04,nhl,Bryan Berard,D,DEF,0.0,0.0,0
Craig Conroy (C),Calgary Flames,63,8,39,47,0.75,44,13,https://www.eliteprospects.com/player/9121/craig-conroy,2003-04,nhl,Craig Conroy,C,FW,0.0,0.0,0
Mike Knuble (RW),Boston Bruins,82,21,25,46,0.56,32,19,https://www.eliteprospects.com/player/4322/mike-knuble,2003-04,nhl,Mike Knuble,RW,FW,0.0,0.0,0
Jeff Halpern (C),Washington Capitals,79,19,27,46,0.58,56,-21,https://www.eliteprospects.com/player/8776/jeff-halpern,2003-04,nhl,Jeff Halpern,C,FW,0.0,0.0,0
Bryan Smolinski (C),Ottawa Senators,80,19,27,46,0.58,49,22,https://www.eliteprospects.com/player/8887/bryan-smolinski,2003-04,nhl,Bryan Smolinski,C,FW,0.0,0.0,0
Petr Nedved (C),totals,81,19,27,46,0.57,46,-8,https://www.eliteprospects.com/player/8684/petr-nedved,2003-04,nhl,Petr Nedved,C,FW,0.0,0.0,0
Mathieu Schneider (D),Detroit Red Wings,78,14,32,46,0.59,56,22,https://www.eliteprospects.com/player/8875/mathieu-schneider,2003-04,nhl,Mathieu Schneider,D,DEF,0.0,0.0,0
Rob Blake (D),Colorado Avalanche,74,13,33,46,0.62,61,6,https://www.eliteprospects.com/player/8580/rob-blake,2003-04,nhl,Rob Blake,D,DEF,0.0,0.0,0
Simon Gagné (LW),Philadelphia Flyers,80,24,21,45,0.56,29,12,https://www.eliteprospects.com/player/8828/simon-gagne,2003-04,nhl,Simon Gagné,LW,FW,0.0,0.0,0
Mark Bell (C/LW),Chicago Blackhawks,82,21,24,45,0.55,106,-14,https://www.eliteprospects.com/player/8765/mark-bell,2003-04,nhl,Mark Bell,C/LW,FW,0.0,0.0,0
Josef Vasicek (C),Carolina Hurricanes,82,19,26,45,0.55,60,-3,https://www.eliteprospects.com/player/8614/josef-vasicek,2003-04,nhl,Josef Vasicek,C,FW,0.0,0.0,0
Alexei Kovalev (RW),totals,78,14,31,45,0.58,66,-9,https://www.eliteprospects.com/player/8670/alexei-kovalev,2003-04,nhl,Alexei Kovalev,RW,FW,0.0,0.0,0
Martin Rucinsky (LW),totals,82,14,31,45,0.55,72,15,https://www.eliteprospects.com/player/8688/martin-rucinsky,2003-04,nhl,Martin Rucinsky,LW,FW,0.0,0.0,0
Tuomo Ruutu (LW/RW),Chicago Blackhawks,82,21,23,44,0.54,58,-31,https://www.eliteprospects.com/player/2695/tuomo-ruutu,2003-04,nhl,Tuomo Ruutu,LW/RW,FW,0.0,0.0,0
Mike Modano (C),Dallas Stars,76,14,30,44,0.58,46,-21,https://www.eliteprospects.com/player/8965/mike-modano,2003-04,nhl,Mike Modano,C,FW,0.0,0.0,0
Adrian Aucoin (D),New York Islanders,81,13,31,44,0.54,54,29,https://www.eliteprospects.com/player/5530/adrian-aucoin,2003-04,nhl,Adrian Aucoin,D,DEF,0.0,0.0,0
Radek Bonk (C),Ottawa Senators,66,12,32,44,0.67,66,2,https://www.eliteprospects.com/player/8671/radek-bonk,2003-04,nhl,Radek Bonk,C,FW,0.0,0.0,0
Kimmo Timonen (D),Nashville Predators,77,12,32,44,0.57,52,-7,https://www.eliteprospects.com/player/2664/kimmo-timonen,2003-04,nhl,Kimmo Timonen,D,DEF,0.0,0.0,0
Justin Williams (RW),totals,79,11,33,44,0.56,64,12,https://www.eliteprospects.com/player/4506/justin-williams,2003-04,nhl,Justin Williams,RW,FW,0.0,0.0,0
Ryan Malone (LW),Pittsburgh Penguins,81,22,21,43,0.53,64,-23,https://www.eliteprospects.com/player/8721/ryan-malone,2003-04,nhl,Ryan Malone,LW,FW,0.0,0.0,0
Steve Rucchin (C),Mighty Ducks of Anaheim,82,20,23,43,0.52,12,-14,https://www.eliteprospects.com/player/8555/steve-rucchin,2003-04,nhl,Steve Rucchin,C,FW,0.0,0.0,0
Mark Messier (C),New York Rangers,76,18,25,43,0.57,42,3,https://www.eliteprospects.com/player/21309/mark-messier,2003-04,nhl,Mark Messier,C,FW,0.0,0.0,0
Wade Redden (D),Ottawa Senators,81,17,26,43,0.53,65,21,https://www.eliteprospects.com/player/8931/wade-redden,2003-04,nhl,Wade Redden,D,DEF,0.0,0.0,0
Trent Klatt (RW),Los Angeles Kings,82,17,26,43,0.52,46,2,https://www.eliteprospects.com/player/69566/trent-klatt,2003-04,nhl,Trent Klatt,RW,FW,0.0,0.0,0
Henrik Zetterberg (C),Detroit Red Wings,61,15,28,43,0.70,14,15,https://www.eliteprospects.com/player/285/henrik-zetterberg,2003-04,nhl,Henrik Zetterberg,C,FW,0.0,0.0,0
Ray Whitney (LW),Detroit Red Wings,67,14,29,43,0.64,22,7,https://www.eliteprospects.com/player/8824/ray-whitney,2003-04,nhl,Ray Whitney,LW,FW,0.0,0.0,0
Erik Cole (LW),Carolina Hurricanes,80,18,24,42,0.53,93,-4,https://www.eliteprospects.com/player/8732/erik-cole,2003-04,nhl,Erik Cole,LW,FW,0.0,0.0,0
Shean Donovan (RW),Calgary Flames,82,18,24,42,0.51,72,14,https://www.eliteprospects.com/player/8571/shean-donovan,2003-04,nhl,Shean Donovan,RW,FW,0.0,0.0,0
Mike York (C),Edmonton Oilers,61,16,26,42,0.69,15,18,https://www.eliteprospects.com/player/8730/mike-york,2003-04,nhl,Mike York,C,FW,0.0,0.0,0
Kim Johnsson (D),Philadelphia Flyers,80,13,29,42,0.53,26,16,https://www.eliteprospects.com/player/698/kim-johnsson,2003-04,nhl,Kim Johnsson,D,DEF,0.0,0.0,0
Henrik Sedin (C),Vancouver Canucks,76,11,31,42,0.55,32,23,https://www.eliteprospects.com/player/738/henrik-sedin,2003-04,nhl,Henrik Sedin,C,FW,0.0,0.0,0
Brent Sopel (D),Vancouver Canucks,80,10,32,42,0.53,36,11,https://www.eliteprospects.com/player/10229/brent-sopel,2003-04,nhl,Brent Sopel,D,DEF,0.0,0.0,0
Sergei Zubov (D),Dallas Stars,77,7,35,42,0.55,20,0,https://www.eliteprospects.com/player/8508/sergei-zubov,2003-04,nhl,Sergei Zubov,D,DEF,0.0,0.0,0
Paul Mara (D),Phoenix Coyotes,81,6,36,42,0.52,48,-11,https://www.eliteprospects.com/player/8566/paul-mara,2003-04,nhl,Paul Mara,D,DEF,0.0,0.0,0
Marco Sturm (LW),San Jose Sharks,64,21,20,41,0.64,36,0,https://www.eliteprospects.com/player/8573/marco-sturm,2003-04,nhl,Marco Sturm,LW,FW,0.0,0.0,0
Zigmund Pálffy (RW),Los Angeles Kings,35,16,25,41,1.17,12,18,https://www.eliteprospects.com/player/12627/zigmund-palffy,2003-04,nhl,Zigmund Pálffy,RW,FW,0.0,0.0,0
Zdeno Chára (D),Ottawa Senators,79,16,25,41,0.52,147,33,https://www.eliteprospects.com/player/4530/zdeno-chara,2003-04,nhl,Zdeno Chára,D,DEF,0.0,0.0,0
Matthew Barnaby (RW/LW),totals,82,16,25,41,0.50,157,18,https://www.eliteprospects.com/player/9073/matthew-barnaby,2003-04,nhl,Matthew Barnaby,RW/LW,FW,0.0,0.0,0
Vincent Damphousse (C),San Jose Sharks,82,12,29,41,0.50,66,-5,https://www.eliteprospects.com/player/21515/vincent-damphousse,2003-04,nhl,Vincent Damphousse,C,FW,0.0,0.0,0
Kris Draper (C),Detroit Red Wings,67,24,16,40,0.60,31,22,https://www.eliteprospects.com/player/9142/kris-draper,2003-04,nhl,Kris Draper,C,FW,0.0,0.0,0
Milan Kraft (C),Pittsburgh Penguins,66,19,21,40,0.61,18,-22,https://www.eliteprospects.com/player/9630/milan-kraft,2003-04,nhl,Milan Kraft,C,FW,0.0,0.0,0
Steve Konowalchuk (LW),totals,82,19,21,40,0.49,70,-3,https://www.eliteprospects.com/player/9020/steve-konowalchuk,2003-04,nhl,Steve Konowalchuk,LW,FW,0.0,0.0,0
Marián Gáborík (RW/LW),Minnesota Wild,65,18,22,40,0.62,20,10,https://www.eliteprospects.com/player/3665/marian-gaborik,2003-04,nhl,Marián Gáborík,RW/LW,FW,0.0,0.0,0
Sergei Samsonov (LW),Boston Bruins,58,17,23,40,0.69,4,12,https://www.eliteprospects.com/player/8667/sergei-samsonov,2003-04,nhl,Sergei Samsonov,LW,FW,0.0,0.0,0
Pierre Turgeon (C),Dallas Stars,76,15,25,40,0.53,20,17,https://www.eliteprospects.com/player/8860/pierre-turgeon,2003-04,nhl,Pierre Turgeon,C,FW,0.0,0.0,0
Shawn Horcoff (C),Edmonton Oilers,80,15,25,40,0.50,73,0,https://www.eliteprospects.com/player/4375/shawn-horcoff,2003-04,nhl,Shawn Horcoff,C,FW,0.0,0.0,0
Patrik Stefan (C),Atlanta Thrashers,82,14,26,40,0.49,26,-7,https://www.eliteprospects.com/player/3666/patrik-stefan,2003-04,nhl,Patrik Stefan,C,FW,0.0,0.0,0
Ron Francis (C),totals,80,13,27,40,0.50,14,-9,https://www.eliteprospects.com/player/21347/ron-francis,2003-04,nhl,Ron Francis,C,FW,0.0,0.0,0
