player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Games Missed,head_injuries
Scottie Upshall (LW/RW),Nashville Predators,8,1,0,1,0.13,0,2,https://www.eliteprospects.com/player/9512/scottie-upshall,2002-03,nhl,Scottie Upshall,LW/RW,FW,0,0.0,0
Rob Valicevic (RW),Mighty Ducks of Anaheim,10,1,0,1,0.10,2,1,https://www.eliteprospects.com/player/12676/rob-valicevic,2002-03,nhl,Rob Valicevic,RW,FW,0,0.0,0
Wyatt Smith (C),Nashville Predators,11,1,0,1,0.09,0,-1,https://www.eliteprospects.com/player/8885/wyatt-smith,2002-03,nhl,Wyatt Smith,C,FW,0,0.0,0
Toni Dahlman (RW),Ottawa Senators,12,1,0,1,0.08,0,-1,https://www.eliteprospects.com/player/2665/toni-dahlman,2002-03,nhl,Toni Dahlman,RW,FW,0,0.0,0
Kris Vernarsky (C),Boston Bruins,14,1,0,1,0.07,2,-2,https://www.eliteprospects.com/player/9446/kris-vernarsky,2002-03,nhl,Kris Vernarsky,C,FW,0,0.0,0
Ryan Flinn (LW),Los Angeles Kings,19,1,0,1,0.05,28,0,https://www.eliteprospects.com/player/11475/ryan-flinn,2002-03,nhl,Ryan Flinn,LW,FW,0,0.0,0
Stephen Peat (RW),Washington Capitals,27,1,0,1,0.04,57,-3,https://www.eliteprospects.com/player/9739/stephen-peat,2002-03,nhl,Stephen Peat,RW,FW,0,0.0,0
D.J. Smith (D),Colorado Avalanche,34,1,0,1,0.03,55,2,https://www.eliteprospects.com/player/69476/d.j.-smith,2002-03,nhl,D.J. Smith,D,DEF,0,0.0,0
Jean-Luc Grand-Pierre (D),Columbus Blue Jackets,41,1,0,1,0.02,64,-6,https://www.eliteprospects.com/player/5521/jean-luc-grand-pierre,2002-03,nhl,Jean-Luc Grand-Pierre,D,DEF,0,0.0,0
Steve Webb (RW),New York Islanders,49,1,0,1,0.02,75,-5,https://www.eliteprospects.com/player/59367/steve-webb,2002-03,nhl,Steve Webb,RW,FW,0,0.0,0
Jason Holland (D),Los Angeles Kings,2,0,1,1,0.50,0,1,https://www.eliteprospects.com/player/12765/jason-holland,2002-03,nhl,Jason Holland,D,DEF,0,0.0,0
Carlo Colaiacovo (D),Toronto Maple Leafs,2,0,1,1,0.50,0,0,https://www.eliteprospects.com/player/9117/carlo-colaiacovo,2002-03,nhl,Carlo Colaiacovo,D,DEF,0,0.0,0
Chris O'Sullivan (D),Mighty Ducks of Anaheim,2,0,1,1,0.50,0,0,https://www.eliteprospects.com/player/27949/chris-o-sullivan,2002-03,nhl,Chris O'Sullivan,D,DEF,0,0.0,0
Craig Darby (C),New Jersey Devils,3,0,1,1,0.33,0,-1,https://www.eliteprospects.com/player/14735/craig-darby,2002-03,nhl,Craig Darby,C,FW,0,0.0,0
Ladislav Kohn (RW),Calgary Flames,3,0,1,1,0.33,2,1,https://www.eliteprospects.com/player/3573/ladislav-kohn,2002-03,nhl,Ladislav Kohn,RW,FW,0,0.0,0
Jarret Stoll (C),Edmonton Oilers,4,0,1,1,0.25,0,-3,https://www.eliteprospects.com/player/8895/jarret-stoll,2002-03,nhl,Jarret Stoll,C,FW,0,0.0,0
Vladimir Vujtek (RW),Pittsburgh Penguins,5,0,1,1,0.20,0,-4,https://www.eliteprospects.com/player/3728/vladimir-vujtek,2002-03,nhl,Vladimir Vujtek,RW,FW,0,0.0,0
Aaron Gavey (C),Toronto Maple Leafs,5,0,1,1,0.20,0,1,https://www.eliteprospects.com/player/9684/aaron-gavey,2002-03,nhl,Aaron Gavey,C,FW,0,0.0,0
Todd Gill (D),Chicago Blackhawks,5,0,1,1,0.20,0,3,https://www.eliteprospects.com/player/69416/todd-gill,2002-03,nhl,Todd Gill,D,DEF,0,0.0,0
Mark Greig (RW),Philadelphia Flyers,5,0,1,1,0.20,2,1,https://www.eliteprospects.com/player/54582/mark-greig,2002-03,nhl,Mark Greig,RW,FW,0,0.0,0
Peter White (C),Chicago Blackhawks,6,0,1,1,0.17,0,0,https://www.eliteprospects.com/player/8470/peter-white,2002-03,nhl,Peter White,C,FW,0,0.0,0
Mike Commodore (D),Calgary Flames,6,0,1,1,0.17,19,2,https://www.eliteprospects.com/player/9119/mike-commodore,2002-03,nhl,Mike Commodore,D,DEF,0,0.0,0
Ryan Kraft (C),San Jose Sharks,7,0,1,1,0.14,0,2,https://www.eliteprospects.com/player/13556/ryan-kraft,2002-03,nhl,Ryan Kraft,C,FW,0,0.0,0
Igor Kravchuk (D),Florida Panthers,7,0,1,1,0.14,4,-3,https://www.eliteprospects.com/player/27220/igor-kravchuk,2002-03,nhl,Igor Kravchuk,D,DEF,0,0.0,0
Fyodor Fyodorov (LW/C),Vancouver Canucks,7,0,1,1,0.14,4,0,https://www.eliteprospects.com/player/9559/fyodor-fyodorov,2002-03,nhl,Fyodor Fyodorov,LW/C,FW,0,0.0,0
Rich Brennan (D),Boston Bruins,7,0,1,1,0.14,6,3,https://www.eliteprospects.com/player/13637/rich-brennan,2002-03,nhl,Rich Brennan,D,DEF,0,0.0,0
Tom Kostopoulos (RW/LW),Pittsburgh Penguins,8,0,1,1,0.13,0,-4,https://www.eliteprospects.com/player/9021/tom-kostopoulos,2002-03,nhl,Tom Kostopoulos,RW/LW,FW,0,0.0,0
Martin Samuelsson (RW),Boston Bruins,8,0,1,1,0.13,2,-1,https://www.eliteprospects.com/player/461/martin-samuelsson,2002-03,nhl,Martin Samuelsson,RW,FW,0,0.0,0
Eric Nickulas (RW),St. Louis Blues,8,0,1,1,0.13,6,-2,https://www.eliteprospects.com/player/13961/eric-nickulas,2002-03,nhl,Eric Nickulas,RW,FW,0,0.0,0
Juraj Kolnik (RW),Florida Panthers,10,0,1,1,0.10,0,1,https://www.eliteprospects.com/player/8654/juraj-kolnik,2002-03,nhl,Juraj Kolnik,RW,FW,0,0.0,0
Ben Simon (C),Atlanta Thrashers,10,0,1,1,0.10,9,0,https://www.eliteprospects.com/player/11760/ben-simon,2002-03,nhl,Ben Simon,C,FW,0,0.0,0
Ray Giroux (D),New Jersey Devils,11,0,1,1,0.09,6,-2,https://www.eliteprospects.com/player/12229/ray-giroux,2002-03,nhl,Ray Giroux,D,DEF,0,0.0,0
Josh Langfeld (RW),Ottawa Senators,12,0,1,1,0.08,4,2,https://www.eliteprospects.com/player/8985/josh-langfeld,2002-03,nhl,Josh Langfeld,RW,FW,0,0.0,0
Andrej Nedorost (C/W),Columbus Blue Jackets,12,0,1,1,0.08,4,-6,https://www.eliteprospects.com/player/9672/andrej-nedorost,2002-03,nhl,Andrej Nedorost,C/W,FW,0,0.0,0
Kris Beech (C),Pittsburgh Penguins,12,0,1,1,0.08,6,-3,https://www.eliteprospects.com/player/8429/kris-beech,2002-03,nhl,Kris Beech,C,FW,0,0.0,0
Brian Willsie (RW),Colorado Avalanche,12,0,1,1,0.08,15,0,https://www.eliteprospects.com/player/8768/brian-willsie,2002-03,nhl,Brian Willsie,RW,FW,Brian Willsie,21.0,1
Eric Beaudoin (LW/C),Florida Panthers,15,0,1,1,0.07,25,-7,https://www.eliteprospects.com/player/7117/eric-beaudoin,2002-03,nhl,Eric Beaudoin,LW/C,FW,0,0.0,0
Sami Helenius (D),totals,15,0,1,1,0.07,34,4,https://www.eliteprospects.com/player/2663/sami-helenius,2002-03,nhl,Sami Helenius,D,DEF,0,0.0,0
Garry Valk (LW/RW),Chicago Blackhawks,16,0,1,1,0.06,6,0,https://www.eliteprospects.com/player/66981/garry-valk,2002-03,nhl,Garry Valk,LW/RW,FW,0,0.0,0
Matt Walker (D),St. Louis Blues,16,0,1,1,0.06,38,0,https://www.eliteprospects.com/player/8798/matt-walker,2002-03,nhl,Matt Walker,D,DEF,0,0.0,0
Mike Komisarek (D),Montréal Canadiens,21,0,1,1,0.05,28,-6,https://www.eliteprospects.com/player/9019/mike-komisarek,2002-03,nhl,Mike Komisarek,D,DEF,0,0.0,0
Reid Simpson (LW),Nashville Predators,26,0,1,1,0.04,56,-4,https://www.eliteprospects.com/player/64714/reid-simpson,2002-03,nhl,Reid Simpson,LW,FW,0,0.0,0
Gordie Dwyer (LW),totals,28,0,1,1,0.04,96,-3,https://www.eliteprospects.com/player/10375/gordie-dwyer,2002-03,nhl,Gordie Dwyer,LW,FW,0,0.0,0
Jesse Wallin (D),Detroit Red Wings,32,0,1,1,0.03,19,-2,https://www.eliteprospects.com/player/29021/jesse-wallin,2002-03,nhl,Jesse Wallin,D,DEF,0,0.0,0
Jean-François Fortin (D),Washington Capitals,33,0,1,1,0.03,22,-3,https://www.eliteprospects.com/player/14511/jean-francois-fortin,2002-03,nhl,Jean-François Fortin,D,DEF,0,0.0,0
Chris McAllister (D),totals,33,0,1,1,0.03,47,4,https://www.eliteprospects.com/player/12803/chris-mcallister,2002-03,nhl,Chris McAllister,D,DEF,0,0.0,0
Jamie Allison (D),Columbus Blue Jackets,48,0,1,1,0.02,99,-15,https://www.eliteprospects.com/player/9063/jamie-allison,2002-03,nhl,Jamie Allison,D,DEF,Jamie Allison,5.0,1
Darren Langdon (LW),totals,54,0,1,1,0.02,159,-2,https://www.eliteprospects.com/player/66990/darren-langdon,2002-03,nhl,Darren Langdon,LW,FW,0,0.0,0
Brad Brown (D),Minnesota Wild,57,0,1,1,0.02,90,-1,https://www.eliteprospects.com/player/11823/brad-brown,2002-03,nhl,Brad Brown,D,DEF,0,0.0,0
Scott Lachance (D),Columbus Blue Jackets,61,0,1,1,0.02,46,-20,https://www.eliteprospects.com/player/21483/scott-lachance,2002-03,nhl,Scott Lachance,D,DEF,0,0.0,0
Sheldon Souray (D),Montréal Canadiens,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/4505/sheldon-souray,2002-03,nhl,Sheldon Souray,D,DEF,0,0.0,0
Curtis Murphy (D),Minnesota Wild,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/10312/curtis-murphy,2002-03,nhl,Curtis Murphy,D,DEF,0,0.0,0
Jim Montgomery (C),Dallas Stars,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/39284/jim-montgomery,2002-03,nhl,Jim Montgomery,C,FW,0,0.0,0
Jim Campbell (RW),Florida Panthers,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/27208/jim-campbell,2002-03,nhl,Jim Campbell,RW,FW,0,0.0,0
Sean McMorrow (RW),Buffalo Sabres,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/22627/sean-mcmorrow,2002-03,nhl,Sean McMorrow,RW,FW,0,0.0,0
Pascal Trépanier (D),Nashville Predators,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/12796/pascal-trepanier,2002-03,nhl,Pascal Trépanier,D,DEF,0,0.0,0
Daniel Corso (C),St. Louis Blues,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/11573/daniel-corso,2002-03,nhl,Daniel Corso,C,FW,0,0.0,0
Bobby Allen (D),Edmonton Oilers,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/10987/bobby-allen,2002-03,nhl,Bobby Allen,D,DEF,0,0.0,0
Hnat Domenichelli (LW),Minnesota Wild,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/10650/hnat-domenichelli,2002-03,nhl,Hnat Domenichelli,LW,FW,0,0.0,0
Mathieu Darche (LW),Columbus Blue Jackets,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/10621/mathieu-darche,2002-03,nhl,Mathieu Darche,LW,FW,0,0.0,0
Mike Siklenka (D),Philadelphia Flyers,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/10243/mike-siklenka,2002-03,nhl,Mike Siklenka,D,DEF,0,0.0,0
Paul Gaustad (C),Buffalo Sabres,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/8808/paul-gaustad,2002-03,nhl,Paul Gaustad,C,FW,0,0.0,0
Matt Pettinger (LW),Washington Capitals,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/8769/matt-pettinger,2002-03,nhl,Matt Pettinger,LW,FW,Matt Pettinger,11.0,1
François Beauchemin (D),Montréal Canadiens,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/8529/francois-beauchemin,2002-03,nhl,François Beauchemin,D,DEF,0,0.0,0
Mike Wilson (D),New York Rangers,1,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/8477/mike-wilson,2002-03,nhl,Mike Wilson,D,DEF,0,0.0,0
Róbert Döme (RW),Calgary Flames,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/3720/robert-dome,2002-03,nhl,Róbert Döme,RW,FW,0,0.0,0
Mikko Jokela (D),Vancouver Canucks,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/2674/mikko-jokela,2002-03,nhl,Mikko Jokela,D,DEF,0,0.0,0
Robert Schnabel (D),Nashville Predators,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/1934/robert-schnabel,2002-03,nhl,Robert Schnabel,D,DEF,0,0.0,0
Jean-Guy Trudel (LW),Minnesota Wild,1,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/10649/jean-guy-trudel,2002-03,nhl,Jean-Guy Trudel,LW,FW,0,0.0,0
Zenith Komarniski (D),Vancouver Canucks,1,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/29022/zenith-komarniski,2002-03,nhl,Zenith Komarniski,D,DEF,0,0.0,0
Doug Houda (D),Buffalo Sabres,1,0,0,0,0.00,2,-2,https://www.eliteprospects.com/player/67252/doug-houda,2002-03,nhl,Doug Houda,D,DEF,0,0.0,0
Jamie Rivers (D),Florida Panthers,1,0,0,0,0.00,2,-2,https://www.eliteprospects.com/player/8935/jamie-rivers,2002-03,nhl,Jamie Rivers,D,DEF,0,0.0,0
Sylvain Côté (D),Washington Capitals,1,0,0,0,0.00,4,0,https://www.eliteprospects.com/player/31444/sylvain-cote,2002-03,nhl,Sylvain Côté,D,DEF,0,0.0,0
Nathan Perrott (RW),Nashville Predators,1,0,0,0,0.00,5,0,https://www.eliteprospects.com/player/8914/nathan-perrott,2002-03,nhl,Nathan Perrott,RW,FW,0,0.0,0
Brantt Myhres (RW),Boston Bruins,1,0,0,0,0.00,31,0,https://www.eliteprospects.com/player/67361/brantt-myhres,2002-03,nhl,Brantt Myhres,RW,FW,0,0.0,0
Darren Haydar (RW),Nashville Predators,2,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/10985/darren-haydar,2002-03,nhl,Darren Haydar,RW,FW,0,0.0,0
Ian MacNeil (C),Philadelphia Flyers,2,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/10334/ian-macneil,2002-03,nhl,Ian MacNeil,C,FW,0,0.0,0
Kurtis Foster (D),Atlanta Thrashers,2,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/9156/kurtis-foster,2002-03,nhl,Kurtis Foster,D,DEF,0,0.0,0
Jason Jaspers (C),Phoenix Coyotes,2,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/9029/jason-jaspers,2002-03,nhl,Jason Jaspers,C,FW,0,0.0,0
Krys Kolanos (C/W),Phoenix Coyotes,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/8716/krys-kolanos,2002-03,nhl,Krys Kolanos,C/W,FW,0,0.0,0
Konstantin Koltsov (LW/RW),Pittsburgh Penguins,2,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/8679/konstantin-koltsov,2002-03,nhl,Konstantin Koltsov,LW/RW,FW,0,0.0,0
Pavel Rosa (RW),Los Angeles Kings,2,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/7286/pavel-rosa,2002-03,nhl,Pavel Rosa,RW,FW,0,0.0,0
Brett McLean (C),Chicago Blackhawks,2,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/4518/brett-mclean,2002-03,nhl,Brett McLean,C,FW,Brett McLean,3.0,1
Jarno Kultanen (D),Boston Bruins,2,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/2668/jarno-kultanen,2002-03,nhl,Jarno Kultanen,D,DEF,0,0.0,0
Tomi Pettinen (D),New York Islanders,2,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/2659/tomi-pettinen,2002-03,nhl,Tomi Pettinen,D,DEF,0,0.0,0
Rick Mrozik (C),Calgary Flames,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/68668/rick-mrozik,2002-03,nhl,Rick Mrozik,C,FW,0,0.0,0
Roman Lyashenko (C),New York Rangers,2,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/28790/roman-lyashenko,2002-03,nhl,Roman Lyashenko,C,FW,0,0.0,0
Steve Brulé (RW),Colorado Avalanche,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/15134/steve-brule,2002-03,nhl,Steve Brulé,RW,FW,0,0.0,0
Charlie Stephens (C/RW),Colorado Avalanche,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/13509/charlie-stephens,2002-03,nhl,Charlie Stephens,C/RW,FW,0,0.0,0
Bryan Helmer (D),Vancouver Canucks,2,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/11481/bryan-helmer,2002-03,nhl,Bryan Helmer,D,DEF,0,0.0,0
Stacy Roest (C),Detroit Red Wings,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/10835/stacy-roest,2002-03,nhl,Stacy Roest,C,FW,0,0.0,0
Kirby Law (RW),Philadelphia Flyers,2,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/10838/kirby-law,2002-03,nhl,Kirby Law,RW,FW,0,0.0,0
Simon Gamache (LW/C),Atlanta Thrashers,2,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/10315/simon-gamache,2002-03,nhl,Simon Gamache,LW/C,FW,0,0.0,0
Domenic Pittis (C),Nashville Predators,2,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/10655/domenic-pittis,2002-03,nhl,Domenic Pittis,C,FW,0,0.0,0
Darrell Scoville (D),Columbus Blue Jackets,2,0,0,0,0.00,4,0,https://www.eliteprospects.com/player/13391/darrell-scoville,2002-03,nhl,Darrell Scoville,D,DEF,0,0.0,0
Jeff Paul (D),Colorado Avalanche,2,0,0,0,0.00,7,0,https://www.eliteprospects.com/player/13506/jeff-paul,2002-03,nhl,Jeff Paul,D,DEF,0,0.0,0
Cam Severson (LW),Mighty Ducks of Anaheim,2,0,0,0,0.00,8,0,https://www.eliteprospects.com/player/15734/cam-severson,2002-03,nhl,Cam Severson,LW,FW,0,0.0,0
Kyle Rossiter (D),Florida Panthers,3,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/6559/kyle-rossiter,2002-03,nhl,Kyle Rossiter,D,DEF,0,0.0,0
Martin Grenier (D),Phoenix Coyotes,3,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/10325/martin-grenier,2002-03,nhl,Martin Grenier,D,DEF,0,0.0,0
Kent McDonell (RW),Columbus Blue Jackets,3,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/8745/kent-mcdonell,2002-03,nhl,Kent McDonell,RW,FW,0,0.0,0
Tommy Westlund (RW),Carolina Hurricanes,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/746/tommy-westlund,2002-03,nhl,Tommy Westlund,RW,FW,0,0.0,0
Matt Herr (C),Boston Bruins,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/67427/matt-herr,2002-03,nhl,Matt Herr,C,FW,0,0.0,0
Jeff Farkas (C),Atlanta Thrashers,3,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/42299/jeff-farkas,2002-03,nhl,Jeff Farkas,C,FW,0,0.0,0
Sergei Varlamov (LW/C),St. Louis Blues,3,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/18322/sergei-varlamov,2002-03,nhl,Sergei Varlamov,LW/C,FW,0,0.0,0
Blake Bellefeuille (C),Columbus Blue Jackets,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/14466/blake-bellefeuille,2002-03,nhl,Blake Bellefeuille,C,FW,0,0.0,0
Brandon Smith (D),New York Islanders,3,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/12776/brandon-smith,2002-03,nhl,Brandon Smith,D,DEF,0,0.0,0
Patrick Sharp (LW/RW),Philadelphia Flyers,3,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/8880/patrick-sharp,2002-03,nhl,Patrick Sharp,LW/RW,FW,0,0.0,0
Tomas Kloucek (D),Nashville Predators,3,0,0,0,0.00,2,1,https://www.eliteprospects.com/player/9686/tomas-kloucek,2002-03,nhl,Tomas Kloucek,D,DEF,0,0.0,0
Alain Nasreddine (D),New York Islanders,3,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/11042/alain-nasreddine,2002-03,nhl,Alain Nasreddine,D,DEF,0,0.0,0
Ross Lupaschuk (D),Pittsburgh Penguins,3,0,0,0,0.00,4,-3,https://www.eliteprospects.com/player/5979/ross-lupaschuk,2002-03,nhl,Ross Lupaschuk,D,DEF,0,0.0,0
Andy Berenzweig (D),Nashville Predators,4,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/69861/andy-berenzweig,2002-03,nhl,Andy Berenzweig,D,DEF,0,0.0,0
Steve Moore (C),Colorado Avalanche,4,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/42057/steve-moore,2002-03,nhl,Steve Moore,C,FW,0,0.0,0
Alan Letang (D),New York Islanders,4,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/19450/alan-letang,2002-03,nhl,Alan Letang,D,DEF,0,0.0,0
Cameron Mann (RW),Nashville Predators,4,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/14812/cameron-mann,2002-03,nhl,Cameron Mann,RW,FW,0,0.0,0
Zdenek Blatny (LW),Atlanta Thrashers,4,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/8636/zdenek-blatny,2002-03,nhl,Zdenek Blatny,LW,FW,0,0.0,0
Mike Mottau (D),Calgary Flames,4,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/13951/mike-mottau,2002-03,nhl,Mike Mottau,D,DEF,0,0.0,0
Jonathan Hedström (LW),Mighty Ducks of Anaheim,4,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/183/jonathan-hedstrom,2002-03,nhl,Jonathan Hedström,LW,FW,0,0.0,0
Anders Eriksson (D),Toronto Maple Leafs,4,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/471/anders-eriksson,2002-03,nhl,Anders Eriksson,D,DEF,0,0.0,0
Christian Bäckman (D),St. Louis Blues,4,0,0,0,0.00,0,-3,https://www.eliteprospects.com/player/290/christian-backman,2002-03,nhl,Christian Bäckman,D,DEF,0,0.0,0
Mike Farrell (D/RW),Washington Capitals,4,0,0,0,0.00,2,1,https://www.eliteprospects.com/player/69860/mike-farrell,2002-03,nhl,Mike Farrell,D/RW,DEF,0,0.0,0
Chad Wiseman (LW),San Jose Sharks,4,0,0,0,0.00,4,-2,https://www.eliteprospects.com/player/11753/chad-wiseman,2002-03,nhl,Chad Wiseman,LW,FW,0,0.0,0
Louie DeBrusk (LW),Chicago Blackhawks,4,0,0,0,0.00,7,0,https://www.eliteprospects.com/player/69393/louie-debrusk,2002-03,nhl,Louie DeBrusk,LW,FW,0,0.0,0
Joey Tetarenko (RW),totals,4,0,0,0,0.00,9,-1,https://www.eliteprospects.com/player/68941/joey-tetarenko,2002-03,nhl,Joey Tetarenko,RW,FW,0,0.0,0
Uwe Krupp (D),Atlanta Thrashers,4,0,0,0,0.00,10,-2,https://www.eliteprospects.com/player/21349/uwe-krupp,2002-03,nhl,Uwe Krupp,D,DEF,0,0.0,0
Kevin Dineen (RW),Columbus Blue Jackets,4,0,0,0,0.00,12,0,https://www.eliteprospects.com/player/22687/kevin-dineen,2002-03,nhl,Kevin Dineen,RW,FW,0,0.0,0
Ken Belanger (LW),Los Angeles Kings,4,0,0,0,0.00,17,0,https://www.eliteprospects.com/player/67105/ken-belanger,2002-03,nhl,Ken Belanger,LW,FW,0,0.0,0
Ray Schultz (D),New York Islanders,4,0,0,0,0.00,28,-1,https://www.eliteprospects.com/player/69930/ray-schultz,2002-03,nhl,Ray Schultz,D,DEF,0,0.0,0
Colin Forbes (C),Washington Capitals,5,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/12799/colin-forbes,2002-03,nhl,Colin Forbes,C,FW,0,0.0,0
Scott Barney (C/W),Los Angeles Kings,5,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/9687/scott-barney,2002-03,nhl,Scott Barney,C/W,FW,0,0.0,0
Mike Watt (C),Carolina Hurricanes,5,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/6448/mike-watt,2002-03,nhl,Mike Watt,C,FW,0,0.0,0
Frank Banham (RW),Phoenix Coyotes,5,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/8491/frank-banham,2002-03,nhl,Frank Banham,RW,FW,0,0.0,0
Steven Halko (D),Carolina Hurricanes,6,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/68992/steven-halko,2002-03,nhl,Steven Halko,D,DEF,0,0.0,0
Brooks Orpik (D),Pittsburgh Penguins,6,0,0,0,0.00,2,-5,https://www.eliteprospects.com/player/8939/brooks-orpik,2002-03,nhl,Brooks Orpik,D,DEF,0,0.0,0
Doug Janik (D),Buffalo Sabres,6,0,0,0,0.00,2,1,https://www.eliteprospects.com/player/9027/doug-janik,2002-03,nhl,Doug Janik,D,DEF,0,0.0,0
Jaroslav Kristek (C/RW),Buffalo Sabres,6,0,0,0,0.00,4,-2,https://www.eliteprospects.com/player/9631/jaroslav-kristek,2002-03,nhl,Jaroslav Kristek,C/RW,FW,0,0.0,0
Derek Bekar (C/LW),Los Angeles Kings,6,0,0,0,0.00,4,-1,https://www.eliteprospects.com/player/12781/derek-bekar,2002-03,nhl,Derek Bekar,C/LW,FW,0,0.0,0
Josef Melichar (D),Pittsburgh Penguins,8,0,0,0,0.00,2,-2,https://www.eliteprospects.com/player/8680/josef-melichar,2002-03,nhl,Josef Melichar,D,DEF,0,0.0,0
Dixon Ward (RW),New York Rangers,8,0,0,0,0.00,2,-2,https://www.eliteprospects.com/player/27537/dixon-ward,2002-03,nhl,Dixon Ward,RW,FW,0,0.0,0
Paul Manning (D),Columbus Blue Jackets,8,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/13516/paul-manning,2002-03,nhl,Paul Manning,D,DEF,0,0.0,0
Greg Classen (C/W),Nashville Predators,8,0,0,0,0.00,4,-3,https://www.eliteprospects.com/player/12472/greg-classen,2002-03,nhl,Greg Classen,C/W,FW,0,0.0,0
Pierre Dagenais (LW),Florida Panthers,9,0,0,0,0.00,4,-1,https://www.eliteprospects.com/player/10254/pierre-dagenais,2002-03,nhl,Pierre Dagenais,LW,FW,0,0.0,0
Shaone Morrisonn (D),Boston Bruins,11,0,0,0,0.00,8,0,https://www.eliteprospects.com/player/8961/shaone-morrisonn,2002-03,nhl,Shaone Morrisonn,D,DEF,0,0.0,0
Billy Tibbetts (RW),New York Rangers,11,0,0,0,0.00,12,-2,https://www.eliteprospects.com/player/10456/billy-tibbetts,2002-03,nhl,Billy Tibbetts,RW,FW,0,0.0,0
John Jakopin (D),San Jose Sharks,12,0,0,0,0.00,11,0,https://www.eliteprospects.com/player/41648/john-jakopin,2002-03,nhl,John Jakopin,D,DEF,0,0.0,0
Dennis Bonvie (RW),Ottawa Senators,12,0,0,0,0.00,29,-1,https://www.eliteprospects.com/player/11814/dennis-bonvie,2002-03,nhl,Dennis Bonvie,RW,FW,0,0.0,0
Kari Haakana (D),Edmonton Oilers,13,0,0,0,0.00,4,-2,https://www.eliteprospects.com/player/868/kari-haakana,2002-03,nhl,Kari Haakana,D,DEF,0,0.0,0
