player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Games Missed,Concussion
Jeff Carter (C),Los Angeles Kings,82,32,34,66,0.80,41,2,https://www.eliteprospects.com/player/8813/jeff-carter,2016-17,nhl,Jeff Carter,C,FW,0,0.0,0
John Tavares (C),New York Islanders,77,28,38,66,0.86,38,4,https://www.eliteprospects.com/player/9223/john-tavares,2016-17,nhl,John Tavares,C,FW,0,0.0,0
Eric Staal (C),Minnesota Wild,82,28,37,65,0.79,34,17,https://www.eliteprospects.com/player/3656/eric-staal,2016-17,nhl,Eric Staal,C,FW,0,0.0,0
Patrik Laine (LW/RW),Winnipeg Jets,73,36,28,64,0.88,26,7,https://www.eliteprospects.com/player/221667/patrik-laine,2016-17,nhl,Patrik Laine,LW/RW,FW,0,0.0,0
Nikolaj Ehlers (LW),Winnipeg Jets,82,25,39,64,0.78,38,1,https://www.eliteprospects.com/player/66581/nikolaj-ehlers,2016-17,nhl,Nikolaj Ehlers,LW,FW,0,0.0,0
Jeff Skinner (LW/C),Carolina Hurricanes,79,37,26,63,0.80,28,-3,https://www.eliteprospects.com/player/23668/jeff-skinner,2016-17,nhl,Jeff Skinner,LW/C,FW,0,0.0,0
Cam Atkinson (RW),Columbus Blue Jackets,82,35,27,62,0.76,22,13,https://www.eliteprospects.com/player/19166/cam-atkinson,2016-17,nhl,Cam Atkinson,RW,FW,0,0.0,0
James van Riemsdyk (LW),Toronto Maple Leafs,82,29,33,62,0.76,37,-2,https://www.eliteprospects.com/player/9324/james-van-riemsdyk,2016-17,nhl,James van Riemsdyk,LW,FW,0,0.0,0
Nazem Kadri (C),Toronto Maple Leafs,82,32,29,61,0.74,95,-7,https://www.eliteprospects.com/player/14728/nazem-kadri,2016-17,nhl,Nazem Kadri,C,FW,0,0.0,0
Viktor Arvidsson (LW/RW),Nashville Predators,80,31,30,61,0.76,28,16,https://www.eliteprospects.com/player/27484/viktor-arvidsson,2016-17,nhl,Viktor Arvidsson,LW/RW,FW,0,0.0,0
Mike Hoffman (LW/C),Ottawa Senators,74,26,35,61,0.82,51,17,https://www.eliteprospects.com/player/18800/mike-hoffman,2016-17,nhl,Mike Hoffman,LW/C,FW,0,0.0,0
William Nylander (RW),Toronto Maple Leafs,81,22,39,61,0.75,32,-3,https://www.eliteprospects.com/player/38703/william-nylander,2016-17,nhl,William Nylander,RW,FW,0,0.0,0
Jakub Voracek (RW),Philadelphia Flyers,82,20,41,61,0.74,56,-24,https://www.eliteprospects.com/player/9285/jakub-voracek,2016-17,nhl,Jakub Voracek,RW,FW,0,0.0,0
Mitchell Marner (RW),Toronto Maple Leafs,77,19,42,61,0.79,38,0,https://www.eliteprospects.com/player/223194/mitchell-marner,2016-17,nhl,Mitchell Marner,RW,FW,0,0.0,0
Johnny Gaudreau (LW),Calgary Flames,72,18,43,61,0.85,4,-7,https://www.eliteprospects.com/player/88391/johnny-gaudreau,2016-17,nhl,Johnny Gaudreau,LW,FW,0,0.0,0
Ryan Johansen (C),Nashville Predators,82,14,47,61,0.74,60,1,https://www.eliteprospects.com/player/45512/ryan-johansen,2016-17,nhl,Ryan Johansen,C,FW,0,0.0,0
Yevgeni Kuznetsov (C),Washington Capitals,82,19,40,59,0.72,46,18,https://www.eliteprospects.com/player/34777/yevgeni-kuznetsov,2016-17,nhl,Yevgeni Kuznetsov,C,FW,0,0.0,0
Mats Zuccarello (RW/LW),New York Rangers,80,15,44,59,0.74,26,15,https://www.eliteprospects.com/player/10881/mats-zuccarello,2016-17,nhl,Mats Zuccarello,RW/LW,FW,0,0.0,0
Alexander Wennberg (C),Columbus Blue Jackets,80,13,46,59,0.74,21,9,https://www.eliteprospects.com/player/37041/alexander-wennberg,2016-17,nhl,Alexander Wennberg,C,FW,0,0.0,0
Filip Forsberg (W/C),Nashville Predators,82,31,27,58,0.71,32,-4,https://www.eliteprospects.com/player/29626/filip-forsberg,2016-17,nhl,Filip Forsberg,W/C,FW,0,0.0,0
Sean Monahan (C),Calgary Flames,82,27,31,58,0.71,20,-1,https://www.eliteprospects.com/player/85013/sean-monahan,2016-17,nhl,Sean Monahan,C,FW,0,0.0,0
Marcus Johansson (C/LW),Washington Capitals,82,24,34,58,0.71,10,25,https://www.eliteprospects.com/player/6225/marcus-johansson,2016-17,nhl,Marcus Johansson,C/LW,FW,Marcus Johansson,13.0,1
Marcus Johansson (C/LW),Washington Capitals,82,24,34,58,0.71,10,25,https://www.eliteprospects.com/player/6225/marcus-johansson,2016-17,nhl,Marcus Johansson,C/LW,FW,Marcus Johansson,35.0,1
Ryan Kesler (C),Anaheim Ducks,82,22,36,58,0.71,83,8,https://www.eliteprospects.com/player/9014/ryan-kesler,2016-17,nhl,Ryan Kesler,C,FW,0,0.0,0
Jonathan Toews (C),Chicago Blackhawks,72,21,37,58,0.81,35,7,https://www.eliteprospects.com/player/8792/jonathan-toews,2016-17,nhl,Jonathan Toews,C,FW,0,0.0,0
Mikko Koivu (C),Minnesota Wild,80,18,40,58,0.73,34,27,https://www.eliteprospects.com/player/2696/mikko-koivu,2016-17,nhl,Mikko Koivu,C,FW,0,0.0,0
Claude Giroux (W/C),Philadelphia Flyers,82,14,44,58,0.71,38,-15,https://www.eliteprospects.com/player/10437/claude-giroux,2016-17,nhl,Claude Giroux,W/C,FW,0,0.0,0
Nino Niederreiter (RW/LW),Minnesota Wild,82,25,32,57,0.70,53,17,https://www.eliteprospects.com/player/17679/nino-niederreiter,2016-17,nhl,Nino Niederreiter,RW/LW,FW,0,0.0,0
Jack Eichel (C),Buffalo Sabres,61,24,33,57,0.93,22,-13,https://www.eliteprospects.com/player/191959/jack-eichel,2016-17,nhl,Jack Eichel,C,FW,0,0.0,0
T.J. Oshie (RW),Washington Capitals,68,33,23,56,0.82,36,28,https://www.eliteprospects.com/player/9209/t.j.-oshie,2016-17,nhl,T.J. Oshie,RW,FW,0,0.0,0
J.T. Miller (C/W),New York Rangers,82,22,34,56,0.68,21,17,https://www.eliteprospects.com/player/38624/j.t.-miller,2016-17,nhl,J.T. Miller,C/W,FW,0,0.0,0
Charlie Coyle (C/RW),Minnesota Wild,82,18,38,56,0.68,36,13,https://www.eliteprospects.com/player/60251/charlie-coyle,2016-17,nhl,Charlie Coyle,C/RW,FW,0,0.0,0
Kevin Shattenkirk (D),totals,80,13,43,56,0.70,47,-7,https://www.eliteprospects.com/player/11460/kevin-shattenkirk,2016-17,nhl,Kevin Shattenkirk,D,DEF,0,0.0,0
Josh Bailey (RW/C),New York Islanders,82,13,43,56,0.68,12,5,https://www.eliteprospects.com/player/14013/josh-bailey,2016-17,nhl,Josh Bailey,RW/C,FW,0,0.0,0
Kyle Turris (C/RW),Ottawa Senators,78,27,28,55,0.71,47,-3,https://www.eliteprospects.com/player/11345/kyle-turris,2016-17,nhl,Kyle Turris,C/RW,FW,0,0.0,0
Brayden Schenn (C/W),Philadelphia Flyers,79,25,30,55,0.70,38,-13,https://www.eliteprospects.com/player/14739/brayden-schenn,2016-17,nhl,Brayden Schenn,C/W,FW,0,0.0,0
Ryan O'Reilly (C),Buffalo Sabres,72,20,35,55,0.76,10,-1,https://www.eliteprospects.com/player/14371/ryan-o-reilly,2016-17,nhl,Ryan O'Reilly,C,FW,0,0.0,0
Radim Vrbata (RW),Arizona Coyotes,81,20,35,55,0.68,16,-18,https://www.eliteprospects.com/player/8626/radim-vrbata,2016-17,nhl,Radim Vrbata,RW,FW,0,0.0,0
Jaden Schwartz (LW),St. Louis Blues,78,19,36,55,0.71,18,14,https://www.eliteprospects.com/player/33907/jaden-schwartz,2016-17,nhl,Jaden Schwartz,LW,FW,0,0.0,0
Tyler Bozak (C),Toronto Maple Leafs,78,18,37,55,0.71,30,-1,https://www.eliteprospects.com/player/11589/tyler-bozak,2016-17,nhl,Tyler Bozak,C,FW,0,0.0,0
Derek Stepan (C),New York Rangers,81,17,38,55,0.68,16,19,https://www.eliteprospects.com/player/19040/derek-stepan,2016-17,nhl,Derek Stepan,C,FW,0,0.0,0
Wayne Simmonds (RW),Philadelphia Flyers,82,31,23,54,0.66,122,-18,https://www.eliteprospects.com/player/12517/wayne-simmonds,2016-17,nhl,Wayne Simmonds,RW,FW,0,0.0,0
David Krejci (C),Boston Bruins,82,23,31,54,0.66,26,-12,https://www.eliteprospects.com/player/9226/david-krejci,2016-17,nhl,David Krejci,C,FW,0,0.0,0
Vincent Trocheck (C),Florida Panthers,82,23,31,54,0.66,43,-13,https://www.eliteprospects.com/player/45560/vincent-trocheck,2016-17,nhl,Vincent Trocheck,C,FW,0,0.0,0
Mark Stone (RW),Ottawa Senators,71,22,32,54,0.76,25,12,https://www.eliteprospects.com/player/32806/mark-stone,2016-17,nhl,Mark Stone,RW,FW,0,0.0,0
Alexander Radulov (RW),Montréal Canadiens,76,18,36,54,0.71,62,10,https://www.eliteprospects.com/player/8794/alexander-radulov,2016-17,nhl,Alexander Radulov,RW,FW,0,0.0,0
Chris Kreider (LW),New York Rangers,75,28,25,53,0.71,58,6,https://www.eliteprospects.com/player/37998/chris-kreider,2016-17,nhl,Chris Kreider,LW,FW,0,0.0,0
Kyle Palmieri (RW),New Jersey Devils,80,26,27,53,0.66,46,2,https://www.eliteprospects.com/player/17508/kyle-palmieri,2016-17,nhl,Kyle Palmieri,RW,FW,0,0.0,0
Brandon Saad (LW/RW),Columbus Blue Jackets,82,24,29,53,0.65,8,23,https://www.eliteprospects.com/player/31264/brandon-saad,2016-17,nhl,Brandon Saad,LW/RW,FW,0,0.0,0
Conor Sheary (LW/RW),Pittsburgh Penguins,61,23,30,53,0.87,22,24,https://www.eliteprospects.com/player/94484/conor-sheary,2016-17,nhl,Conor Sheary,LW/RW,FW,0,0.0,0
Mikael Backlund (C),Calgary Flames,81,22,31,53,0.65,36,9,https://www.eliteprospects.com/player/4295/mikael-backlund,2016-17,nhl,Mikael Backlund,C,FW,0,0.0,0
Jonathan Drouin (LW/C),Tampa Bay Lightning,73,21,32,53,0.73,16,-13,https://www.eliteprospects.com/player/118657/jonathan-drouin,2016-17,nhl,Jonathan Drouin,LW/C,FW,0,0.0,0
Patrice Bergeron (C),Boston Bruins,79,21,32,53,0.67,24,12,https://www.eliteprospects.com/player/9079/patrice-bergeron,2016-17,nhl,Patrice Bergeron,C,FW,0,0.0,0
Taylor Hall (LW),New Jersey Devils,72,20,33,53,0.74,32,-9,https://www.eliteprospects.com/player/14360/taylor-hall,2016-17,nhl,Taylor Hall,LW,FW,0,0.0,0
Corey Perry (RW),Anaheim Ducks,82,19,34,53,0.65,76,2,https://www.eliteprospects.com/player/8541/corey-perry,2016-17,nhl,Corey Perry,RW,FW,0,0.0,0
Nathan MacKinnon (C/RW),Colorado Avalanche,82,16,37,53,0.65,16,-14,https://www.eliteprospects.com/player/99204/nathan-mackinnon,2016-17,nhl,Nathan MacKinnon,C/RW,FW,0,0.0,0
Duncan Keith (D),Chicago Blackhawks,80,6,47,53,0.66,16,22,https://www.eliteprospects.com/player/9012/duncan-keith,2016-17,nhl,Duncan Keith,D,DEF,0,0.0,0
Anders Lee (LW),New York Islanders,81,34,18,52,0.64,56,9,https://www.eliteprospects.com/player/19068/anders-lee,2016-17,nhl,Anders Lee,LW,FW,0,0.0,0
Logan Couture (C),San Jose Sharks,73,25,27,52,0.71,12,11,https://www.eliteprospects.com/player/11109/logan-couture,2016-17,nhl,Logan Couture,C,FW,Logan Couture,4.0,1
Aleksander Barkov (C),Florida Panthers,61,21,31,52,0.85,10,13,https://www.eliteprospects.com/player/50044/aleksander-barkov,2016-17,nhl,Aleksander Barkov,C,FW,0,0.0,0
Bo Horvat (C),Vancouver Canucks,81,20,32,52,0.64,27,-7,https://www.eliteprospects.com/player/117012/bo-horvat,2016-17,nhl,Bo Horvat,C,FW,0,0.0,0
Ondrej Palat (LW),Tampa Bay Lightning,75,17,35,52,0.69,39,8,https://www.eliteprospects.com/player/18097/ondrej-palat,2016-17,nhl,Ondrej Palat,LW,FW,0,0.0,0
Dustin Byfuglien (D),Winnipeg Jets,80,13,39,52,0.65,117,10,https://www.eliteprospects.com/player/10667/dustin-byfuglien,2016-17,nhl,Dustin Byfuglien,D,DEF,0,0.0,0
Anze Kopitar (C),Los Angeles Kings,76,12,40,52,0.68,28,-10,https://www.eliteprospects.com/player/4233/anze-kopitar,2016-17,nhl,Anze Kopitar,C,FW,0,0.0,0
Rickard Rakell (W/C),Anaheim Ducks,71,33,18,51,0.72,12,10,https://www.eliteprospects.com/player/17435/rickard-rakell,2016-17,nhl,Rickard Rakell,W/C,FW,0,0.0,0
Patrick Eaves (RW/LW),totals,79,32,19,51,0.65,24,-2,https://www.eliteprospects.com/player/9144/patrick-eaves,2016-17,nhl,Patrick Eaves,RW/LW,FW,0,0.0,0
Jonathan Marchessault (LW/RW),Florida Panthers,75,30,21,51,0.68,38,-21,https://www.eliteprospects.com/player/32872/jonathan-marchessault,2016-17,nhl,Jonathan Marchessault,LW/RW,FW,0,0.0,0
Nick Foligno (LW/RW),Columbus Blue Jackets,79,26,25,51,0.65,55,-4,https://www.eliteprospects.com/player/10675/nick-foligno,2016-17,nhl,Nick Foligno,LW/RW,FW,0,0.0,0
Jordan Eberle (RW),Edmonton Oilers,82,20,31,51,0.62,16,3,https://www.eliteprospects.com/player/11098/jordan-eberle,2016-17,nhl,Jordan Eberle,RW,FW,0,0.0,0
Alexander Steen (LW/RW),St. Louis Blues,76,16,35,51,0.67,53,-2,https://www.eliteprospects.com/player/460/alexander-steen,2016-17,nhl,Alexander Steen,LW/RW,FW,0,0.0,0
Justin Schultz (D),Pittsburgh Penguins,78,12,39,51,0.65,34,27,https://www.eliteprospects.com/player/18241/justin-schultz,2016-17,nhl,Justin Schultz,D,DEF,Justin Schultz,6.0,1
Torey Krug (D),Boston Bruins,81,8,43,51,0.63,37,-10,https://www.eliteprospects.com/player/37747/torey-krug,2016-17,nhl,Torey Krug,D,DEF,0,0.0,0
Milan Lucic (LW),Edmonton Oilers,82,23,27,50,0.61,50,-3,https://www.eliteprospects.com/player/11104/milan-lucic,2016-17,nhl,Milan Lucic,LW,FW,0,0.0,0
Sam Gagner (C/RW),Columbus Blue Jackets,81,18,32,50,0.62,22,10,https://www.eliteprospects.com/player/10425/sam-gagner,2016-17,nhl,Sam Gagner,C/RW,FW,Sam Gagner,1.0,1
Jason Spezza (C),Dallas Stars,68,15,35,50,0.74,29,-18,https://www.eliteprospects.com/player/3661/jason-spezza,2016-17,nhl,Jason Spezza,C,FW,0,0.0,0
Henrik Sedin (C),Vancouver Canucks,82,15,35,50,0.61,28,-27,https://www.eliteprospects.com/player/738/henrik-sedin,2016-17,nhl,Henrik Sedin,C,FW,0,0.0,0
Dougie Hamilton (D),Calgary Flames,81,13,37,50,0.62,64,12,https://www.eliteprospects.com/player/45596/dougie-hamilton,2016-17,nhl,Dougie Hamilton,D,DEF,0,0.0,0
Joe Thornton (C),San Jose Sharks,79,7,43,50,0.63,51,7,https://www.eliteprospects.com/player/3670/joe-thornton,2016-17,nhl,Joe Thornton,C,FW,0,0.0,0
Sebastian Aho (C/LW),Carolina Hurricanes,82,24,25,49,0.60,26,-1,https://www.eliteprospects.com/player/152111/sebastian-aho,2016-17,nhl,Sebastian Aho,C/LW,FW,Sebastian Aho,4.0,1
Jakob Silfverberg (RW/LW),Anaheim Ducks,79,23,26,49,0.62,20,10,https://www.eliteprospects.com/player/6562/jakob-silfverberg,2016-17,nhl,Jakob Silfverberg,RW/LW,FW,0,0.0,0
Kevin Hayes (C),New York Rangers,76,17,32,49,0.64,18,10,https://www.eliteprospects.com/player/40243/kevin-hayes,2016-17,nhl,Kevin Hayes,C,FW,0,0.0,0
John Klingberg (D),Dallas Stars,80,13,36,49,0.61,34,2,https://www.eliteprospects.com/player/21717/john-klingberg,2016-17,nhl,John Klingberg,D,DEF,0,0.0,0
Roman Josi (D),Nashville Predators,72,12,37,49,0.68,18,7,https://www.eliteprospects.com/player/12668/roman-josi,2016-17,nhl,Roman Josi,D,DEF,0,0.0,0
Justin Williams (RW),Washington Capitals,80,24,24,48,0.60,50,14,https://www.eliteprospects.com/player/4506/justin-williams,2016-17,nhl,Justin Williams,RW,FW,0,0.0,0
Thomas Vanek (LW/RW),totals,68,17,31,48,0.71,22,-5,https://www.eliteprospects.com/player/8493/thomas-vanek,2016-17,nhl,Thomas Vanek,LW/RW,FW,0,0.0,0
Alex Pietrangelo (D),St. Louis Blues,80,14,34,48,0.60,24,3,https://www.eliteprospects.com/player/11317/alex-pietrangelo,2016-17,nhl,Alex Pietrangelo,D,DEF,0,0.0,0
Matthew Tkachuk (LW/RW),Calgary Flames,76,13,35,48,0.63,105,14,https://www.eliteprospects.com/player/233030/matthew-tkachuk,2016-17,nhl,Matthew Tkachuk,LW/RW,FW,0,0.0,0
Gustav Nyquist (C/W),Detroit Red Wings,76,12,36,48,0.63,18,0,https://www.eliteprospects.com/player/6223/gustav-nyquist,2016-17,nhl,Gustav Nyquist,C/W,FW,0,0.0,0
Jason Zucker (LW/RW),Minnesota Wild,79,22,25,47,0.59,30,34,https://www.eliteprospects.com/player/20726/jason-zucker,2016-17,nhl,Jason Zucker,LW/RW,FW,0,0.0,0
Bryan Little (C),Winnipeg Jets,59,21,26,47,0.80,18,-7,https://www.eliteprospects.com/player/10426/bryan-little,2016-17,nhl,Bryan Little,C,FW,0,0.0,0
Sam Reinhart (C/RW),Buffalo Sabres,79,17,30,47,0.59,8,-11,https://www.eliteprospects.com/player/95032/sam-reinhart,2016-17,nhl,Sam Reinhart,C/RW,FW,0,0.0,0
Jason Pominville (RW),Minnesota Wild,78,13,34,47,0.60,4,2,https://www.eliteprospects.com/player/8809/jason-pominville,2016-17,nhl,Jason Pominville,RW,FW,0,0.0,0
Zach Werenski (D),Columbus Blue Jackets,78,11,36,47,0.60,14,17,https://www.eliteprospects.com/player/186311/zach-werenski,2016-17,nhl,Zach Werenski,D,DEF,0,0.0,0
Patrick Marleau (LW),San Jose Sharks,82,27,19,46,0.56,28,4,https://www.eliteprospects.com/player/3671/patrick-marleau,2016-17,nhl,Patrick Marleau,LW,FW,0,0.0,0
Tomas Tatar (LW/RW),Detroit Red Wings,82,25,21,46,0.56,26,-8,https://www.eliteprospects.com/player/17750/tomas-tatar,2016-17,nhl,Tomas Tatar,LW/RW,FW,0,0.0,0
David Perron (LW/RW),St. Louis Blues,82,18,28,46,0.56,54,-2,https://www.eliteprospects.com/player/11123/david-perron,2016-17,nhl,David Perron,LW/RW,FW,0,0.0,0
Jaromír Jágr (RW),Florida Panthers,82,16,30,46,0.56,56,2,https://www.eliteprospects.com/player/8627/jaromir-jagr,2016-17,nhl,Jaromír Jágr,RW,FW,0,0.0,0
Nick Leddy (D),New York Islanders,81,11,35,46,0.57,12,-3,https://www.eliteprospects.com/player/38067/nick-leddy,2016-17,nhl,Nick Leddy,D,DEF,0,0.0,0
Marián Hossa (RW),Chicago Blackhawks,73,26,19,45,0.62,8,7,https://www.eliteprospects.com/player/4720/marian-hossa,2016-17,nhl,Marián Hossa,RW,FW,0,0.0,0
Artyom Anisimov (C),Chicago Blackhawks,64,22,23,45,0.70,30,9,https://www.eliteprospects.com/player/9300/artyom-anisimov,2016-17,nhl,Artyom Anisimov,C,FW,0,0.0,0
Brock Nelson (C),New York Islanders,81,20,25,45,0.56,36,-6,https://www.eliteprospects.com/player/74997/brock-nelson,2016-17,nhl,Brock Nelson,C,FW,0,0.0,0
Kyle Okposo (RW/C),Buffalo Sabres,65,19,26,45,0.69,24,-7,https://www.eliteprospects.com/player/10458/kyle-okposo,2016-17,nhl,Kyle Okposo,RW/C,FW,Kyle Okposo,3.0,1
Tyler Johnson (C),Tampa Bay Lightning,66,19,26,45,0.68,28,-5,https://www.eliteprospects.com/player/12078/tyler-johnson,2016-17,nhl,Tyler Johnson,C,FW,0,0.0,0
Jordan Staal (C),Carolina Hurricanes,75,16,29,45,0.60,38,-1,https://www.eliteprospects.com/player/10157/jordan-staal,2016-17,nhl,Jordan Staal,C,FW,0,0.0,0
Victor Rask (C/LW),Carolina Hurricanes,82,16,29,45,0.55,16,-10,https://www.eliteprospects.com/player/15747/victor-rask,2016-17,nhl,Victor Rask,C/LW,FW,0,0.0,0
Travis Zajac (C),New Jersey Devils,80,14,31,45,0.56,33,-8,https://www.eliteprospects.com/player/10232/travis-zajac,2016-17,nhl,Travis Zajac,C,FW,0,0.0,0
Mathieu Perreault (C),Winnipeg Jets,65,13,32,45,0.69,30,-11,https://www.eliteprospects.com/player/10441/mathieu-perreault,2016-17,nhl,Mathieu Perreault,C,FW,0,0.0,0
Elias Lindholm (C),Carolina Hurricanes,72,11,34,45,0.63,16,-2,https://www.eliteprospects.com/player/33387/elias-lindholm,2016-17,nhl,Elias Lindholm,C,FW,0,0.0,0
Rasmus Ristolainen (D),Buffalo Sabres,79,6,39,45,0.57,58,-9,https://www.eliteprospects.com/player/43497/rasmus-ristolainen,2016-17,nhl,Rasmus Ristolainen,D,DEF,0,0.0,0
Tanner Pearson (LW),Los Angeles Kings,80,24,20,44,0.55,13,5,https://www.eliteprospects.com/player/75951/tanner-pearson,2016-17,nhl,Tanner Pearson,LW,FW,0,0.0,0
Richard Pánik (RW/LW),Chicago Blackhawks,82,22,22,44,0.54,58,14,https://www.eliteprospects.com/player/11849/richard-panik,2016-17,nhl,Richard Pánik,RW/LW,FW,0,0.0,0
Patric Hörnqvist (RW),Pittsburgh Penguins,70,21,23,44,0.63,28,16,https://www.eliteprospects.com/player/3683/patric-hornqvist,2016-17,nhl,Patric Hörnqvist,RW,FW,0,0.0,0
Alex Galchenyuk (C/LW),Montréal Canadiens,61,17,27,44,0.72,24,-5,https://www.eliteprospects.com/player/74611/alex-galchenyuk,2016-17,nhl,Alex Galchenyuk,C/LW,FW,0,0.0,0
Michael Frolík (RW/LW),Calgary Flames,82,17,27,44,0.54,58,13,https://www.eliteprospects.com/player/8701/michael-frolik,2016-17,nhl,Michael Frolík,RW/LW,FW,0,0.0,0
Daniel Sedin (LW),Vancouver Canucks,82,15,29,44,0.54,32,-16,https://www.eliteprospects.com/player/737/daniel-sedin,2016-17,nhl,Daniel Sedin,LW,FW,0,0.0,0
Drew Doughty (D),Los Angeles Kings,82,12,32,44,0.54,46,8,https://www.eliteprospects.com/player/10430/drew-doughty,2016-17,nhl,Drew Doughty,D,DEF,0,0.0,0
Evander Kane (LW),Buffalo Sabres,70,28,15,43,0.61,113,-17,https://www.eliteprospects.com/player/14657/evander-kane,2016-17,nhl,Evander Kane,LW,FW,0,0.0,0
