player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Games Missed,Concussion
Anze Kopitar (C),Los Angeles Kings,75,25,48,73,0.97,20,25,https://www.eliteprospects.com/player/4233/anze-kopitar,2010-11,nhl,Anze Kopitar,C,FW,0,0.0,0
Patrick Sharp (LW/RW),Chicago Blackhawks,74,34,37,71,0.96,38,-1,https://www.eliteprospects.com/player/8880/patrick-sharp,2010-11,nhl,Patrick Sharp,LW/RW,FW,0,0.0,0
Bobby Ryan (RW/LW),Anaheim Ducks,82,34,37,71,0.87,61,15,https://www.eliteprospects.com/player/9210/bobby-ryan,2010-11,nhl,Bobby Ryan,RW/LW,FW,0,0.0,0
Mike Ribeiro (C),Dallas Stars,82,19,52,71,0.87,28,-4,https://www.eliteprospects.com/player/8715/mike-ribeiro,2010-11,nhl,Mike Ribeiro,C,FW,0,0.0,0
Joe Thornton (C),San Jose Sharks,80,21,49,70,0.88,47,4,https://www.eliteprospects.com/player/3670/joe-thornton,2010-11,nhl,Joe Thornton,C,FW,0,0.0,0
Alex Tanguay (LW),Calgary Flames,79,22,47,69,0.87,24,0,https://www.eliteprospects.com/player/8779/alex-tanguay,2010-11,nhl,Alex Tanguay,LW,FW,0,0.0,0
Daniel Brière (C),Philadelphia Flyers,77,34,34,68,0.88,87,20,https://www.eliteprospects.com/player/8770/daniel-briere,2010-11,nhl,Daniel Brière,C,FW,0,0.0,0
Lubomir Visnovsky (D),Anaheim Ducks,81,18,50,68,0.84,24,18,https://www.eliteprospects.com/player/8592/lubomir-visnovsky,2010-11,nhl,Lubomir Visnovsky,D,DEF,0,0.0,0
John Tavares (C),New York Islanders,79,29,38,67,0.85,53,-16,https://www.eliteprospects.com/player/9223/john-tavares,2010-11,nhl,John Tavares,C,FW,0,0.0,0
Matt Duchene (C/RW),Colorado Avalanche,80,27,40,67,0.84,33,-8,https://www.eliteprospects.com/player/12571/matt-duchene,2010-11,nhl,Matt Duchene,C/RW,FW,0,0.0,0
Jeff Carter (C),Philadelphia Flyers,80,36,30,66,0.83,39,27,https://www.eliteprospects.com/player/8813/jeff-carter,2010-11,nhl,Jeff Carter,C,FW,0,0.0,0
Sidney Crosby (C),Pittsburgh Penguins,41,32,34,66,1.61,31,20,https://www.eliteprospects.com/player/6146/sidney-crosby,2010-11,nhl,Sidney Crosby,C,FW,Sidney Crosby,20.0,1
Sidney Crosby (C),Pittsburgh Penguins,41,32,34,66,1.61,31,20,https://www.eliteprospects.com/player/6146/sidney-crosby,2010-11,nhl,Sidney Crosby,C,FW,Sidney Crosby,40.0,1
Rick Nash (LW/RW),Columbus Blue Jackets,75,32,34,66,0.88,34,2,https://www.eliteprospects.com/player/3658/rick-nash,2010-11,nhl,Rick Nash,LW/RW,FW,0,0.0,0
Mike Richards (C),Philadelphia Flyers,81,23,43,66,0.81,62,11,https://www.eliteprospects.com/player/8816/mike-richards,2010-11,nhl,Mike Richards,C,FW,0,0.0,0
Joe Pavelski (C/RW),San Jose Sharks,74,20,46,66,0.89,24,10,https://www.eliteprospects.com/player/10372/joe-pavelski,2010-11,nhl,Joe Pavelski,C/RW,FW,0,0.0,0
Nicklas Bäckström (C),Washington Capitals,77,18,47,65,0.84,40,24,https://www.eliteprospects.com/player/3682/nicklas-backstrom,2010-11,nhl,Nicklas Bäckström,C,FW,0,0.0,0
Phil Kessel (RW/C),Toronto Maple Leafs,82,32,32,64,0.78,24,-20,https://www.eliteprospects.com/player/8793/phil-kessel,2010-11,nhl,Phil Kessel,RW/C,FW,0,0.0,0
Dany Heatley (LW/RW),San Jose Sharks,80,26,38,64,0.80,56,8,https://www.eliteprospects.com/player/3664/dany-heatley,2010-11,nhl,Dany Heatley,LW/RW,FW,0,0.0,0
Jeff Skinner (LW/C),Carolina Hurricanes,82,31,32,63,0.77,46,3,https://www.eliteprospects.com/player/23668/jeff-skinner,2010-11,nhl,Jeff Skinner,LW/C,FW,Jeff Skinner,16.0,1
David Backes (RW/C),St. Louis Blues,82,31,31,62,0.76,93,32,https://www.eliteprospects.com/player/11435/david-backes,2010-11,nhl,David Backes,RW/C,FW,0,0.0,0
Milan Lucic (LW),Boston Bruins,79,30,32,62,0.78,121,28,https://www.eliteprospects.com/player/11104/milan-lucic,2010-11,nhl,Milan Lucic,LW,FW,0,0.0,0
Ryane Clowe (LW),San Jose Sharks,75,24,38,62,0.83,100,13,https://www.eliteprospects.com/player/9116/ryane-clowe,2010-11,nhl,Ryane Clowe,LW,FW,Ryane Clowe,6.0,1
Martin Havlát (RW/LW),Minnesota Wild,78,22,40,62,0.79,52,-10,https://www.eliteprospects.com/player/8624/martin-havlat,2010-11,nhl,Martin Havlát,RW/LW,FW,0,0.0,0
Patrik Elias (LW),New Jersey Devils,81,21,41,62,0.77,16,-4,https://www.eliteprospects.com/player/8698/patrik-elias,2010-11,nhl,Patrik Elias,LW,FW,0,0.0,0
Clarke MacArthur (LW),Toronto Maple Leafs,82,21,41,62,0.76,37,-3,https://www.eliteprospects.com/player/8951/clarke-macarthur,2010-11,nhl,Clarke MacArthur,LW,FW,0,0.0,0
Mikko Koivu (C),Minnesota Wild,71,17,45,62,0.87,50,4,https://www.eliteprospects.com/player/2696/mikko-koivu,2010-11,nhl,Mikko Koivu,C,FW,0,0.0,0
Nicklas Lidström (D),Detroit Red Wings,82,16,46,62,0.76,20,-2,https://www.eliteprospects.com/player/722/nicklas-lidstrom,2010-11,nhl,Nicklas Lidström,D,DEF,0,0.0,0
David Krejci (C),Boston Bruins,75,13,49,62,0.83,28,23,https://www.eliteprospects.com/player/9226/david-krejci,2010-11,nhl,David Krejci,C,FW,0,0.0,0
Ilya Kovalchuk (LW/RW),New Jersey Devils,81,31,29,60,0.74,28,-26,https://www.eliteprospects.com/player/3660/ilya-kovalchuk,2010-11,nhl,Ilya Kovalchuk,LW/RW,FW,0,0.0,0
Shane Doan (RW),Phoenix Coyotes,72,20,40,60,0.83,67,5,https://www.eliteprospects.com/player/9137/shane-doan,2010-11,nhl,Shane Doan,RW,FW,0,0.0,0
Andrew Ladd (LW),Atlanta Thrashers,81,29,30,59,0.73,39,-10,https://www.eliteprospects.com/player/6668/andrew-ladd,2010-11,nhl,Andrew Ladd,LW,FW,0,0.0,0
Pavel Datsyuk (C),Detroit Red Wings,56,23,36,59,1.05,15,11,https://www.eliteprospects.com/player/8615/pavel-datsyuk,2010-11,nhl,Pavel Datsyuk,C,FW,0,0.0,0
Keith Yandle (D),Phoenix Coyotes,82,11,48,59,0.72,68,12,https://www.eliteprospects.com/player/10247/keith-yandle,2010-11,nhl,Keith Yandle,D,DEF,0,0.0,0
Mikhail Grabovski (C),Toronto Maple Leafs,81,29,29,58,0.72,60,14,https://www.eliteprospects.com/player/9351/mikhail-grabovski,2010-11,nhl,Mikhail Grabovski,C,FW,0,0.0,0
Nikolai Kulyomin (LW/RW),Toronto Maple Leafs,82,30,27,57,0.70,26,7,https://www.eliteprospects.com/player/9258/nikolai-kulyomin,2010-11,nhl,Nikolai Kulyomin,LW/RW,FW,0,0.0,0
Dustin Brown (RW/LW),Los Angeles Kings,82,28,29,57,0.70,67,17,https://www.eliteprospects.com/player/9099/dustin-brown,2010-11,nhl,Dustin Brown,RW/LW,FW,0,0.0,0
Marián Hossa (RW),Chicago Blackhawks,65,25,32,57,0.88,32,9,https://www.eliteprospects.com/player/4720/marian-hossa,2010-11,nhl,Marián Hossa,RW,FW,0,0.0,0
R.J. Umberger (C/W),Columbus Blue Jackets,82,25,32,57,0.70,38,3,https://www.eliteprospects.com/player/8820/r.j.-umberger,2010-11,nhl,R.J. Umberger,C/W,FW,R.J. Umberger,5.0,1
Justin Williams (RW),Los Angeles Kings,73,22,35,57,0.78,59,14,https://www.eliteprospects.com/player/4506/justin-williams,2010-11,nhl,Justin Williams,RW,FW,0,0.0,0
Paul Stastny (C),Colorado Avalanche,74,22,35,57,0.77,56,-7,https://www.eliteprospects.com/player/10212/paul-stastny,2010-11,nhl,Paul Stastny,C,FW,0,0.0,0
Tomas Plekanec (C),Montréal Canadiens,77,22,35,57,0.74,60,8,https://www.eliteprospects.com/player/8668/tomas-plekanec,2010-11,nhl,Tomas Plekanec,C,FW,0,0.0,0
Patrice Bergeron (C),Boston Bruins,80,22,35,57,0.71,26,20,https://www.eliteprospects.com/player/9079/patrice-bergeron,2010-11,nhl,Patrice Bergeron,C,FW,0,0.0,0
Jason Spezza (C),Ottawa Senators,62,21,36,57,0.92,28,-7,https://www.eliteprospects.com/player/3661/jason-spezza,2010-11,nhl,Jason Spezza,C,FW,0,0.0,0
Tuomo Ruutu (LW/RW),Carolina Hurricanes,82,19,38,57,0.70,54,1,https://www.eliteprospects.com/player/2695/tuomo-ruutu,2010-11,nhl,Tuomo Ruutu,LW/RW,FW,0,0.0,0
Ray Whitney (LW),Phoenix Coyotes,75,17,40,57,0.76,24,0,https://www.eliteprospects.com/player/8824/ray-whitney,2010-11,nhl,Ray Whitney,LW,FW,0,0.0,0
Brenden Morrow (LW),Dallas Stars,82,33,23,56,0.68,76,-3,https://www.eliteprospects.com/player/8960/brenden-morrow,2010-11,nhl,Brenden Morrow,LW,FW,0,0.0,0
Logan Couture (C),San Jose Sharks,79,32,24,56,0.71,41,18,https://www.eliteprospects.com/player/11109/logan-couture,2010-11,nhl,Logan Couture,C,FW,0,0.0,0
Jamie Benn (LW),Dallas Stars,69,22,34,56,0.81,52,-5,https://www.eliteprospects.com/player/15399/jamie-benn,2010-11,nhl,Jamie Benn,LW,FW,0,0.0,0
Milan Hejduk (RW),Colorado Avalanche,71,22,34,56,0.79,18,-23,https://www.eliteprospects.com/player/8603/milan-hejduk,2010-11,nhl,Milan Hejduk,RW,FW,0,0.0,0
Johan Franzén (LW),Detroit Red Wings,76,28,27,55,0.72,58,5,https://www.eliteprospects.com/player/158/johan-franzen,2010-11,nhl,Johan Franzén,LW,FW,0,0.0,0
Brad Boyes (RW),totals,83,17,38,55,0.66,36,13,https://www.eliteprospects.com/player/9092/brad-boyes,2010-11,nhl,Brad Boyes,RW,FW,0,0.0,0
Alexander Syomin (RW/LW),Washington Capitals,65,28,26,54,0.83,71,22,https://www.eliteprospects.com/player/8633/alexander-syomin,2010-11,nhl,Alexander Syomin,RW/LW,FW,0,0.0,0
Vincent Lecavalier (C),Tampa Bay Lightning,65,25,29,54,0.83,43,-5,https://www.eliteprospects.com/player/3667/vincent-lecavalier,2010-11,nhl,Vincent Lecavalier,C,FW,0,0.0,0
Brandon Dubinsky (C/LW),New York Rangers,77,24,30,54,0.70,100,-3,https://www.eliteprospects.com/player/11024/brandon-dubinsky,2010-11,nhl,Brandon Dubinsky,C/LW,FW,0,0.0,0
Olli Jokinen (C),Calgary Flames,79,17,37,54,0.68,44,-17,https://www.eliteprospects.com/player/2679/olli-jokinen,2010-11,nhl,Olli Jokinen,C,FW,0,0.0,0
Matt Moulson (LW/RW),New York Islanders,82,31,22,53,0.65,24,-10,https://www.eliteprospects.com/player/9744/matt-moulson,2010-11,nhl,Matt Moulson,LW/RW,FW,0,0.0,0
Chris Stewart (RW/LW),totals,62,28,25,53,0.85,53,-6,https://www.eliteprospects.com/player/10442/chris-stewart,2010-11,nhl,Chris Stewart,RW/LW,FW,0,0.0,0
Nathan Horton (RW),Boston Bruins,80,26,27,53,0.66,85,29,https://www.eliteprospects.com/player/3657/nathan-horton,2010-11,nhl,Nathan Horton,RW,FW,Nathan Horton,36.0,1
Pierre-Alexandre Parenteau (RW),New York Islanders,81,20,33,53,0.65,46,-8,https://www.eliteprospects.com/player/9520/pierre-alexandre-parenteau,2010-11,nhl,Pierre-Alexandre Parenteau,RW,FW,0,0.0,0
Dustin Byfuglien (D),Atlanta Thrashers,81,20,33,53,0.65,93,-2,https://www.eliteprospects.com/player/10667/dustin-byfuglien,2010-11,nhl,Dustin Byfuglien,D,DEF,0,0.0,0
Ville Leino (LW/RW),Philadelphia Flyers,81,19,34,53,0.65,22,14,https://www.eliteprospects.com/player/7418/ville-leino,2010-11,nhl,Ville Leino,LW/RW,FW,0,0.0,0
Michael Grabner (LW/RW),New York Islanders,76,34,18,52,0.68,10,13,https://www.eliteprospects.com/player/8494/michael-grabner,2010-11,nhl,Michael Grabner,LW/RW,FW,0,0.0,0
Drew Stafford (RW),Buffalo Sabres,62,31,21,52,0.84,34,13,https://www.eliteprospects.com/player/9180/drew-stafford,2010-11,nhl,Drew Stafford,RW,FW,0,0.0,0
Erik Cole (LW),Carolina Hurricanes,82,26,26,52,0.63,49,-1,https://www.eliteprospects.com/player/8732/erik-cole,2010-11,nhl,Erik Cole,LW,FW,0,0.0,0
Jason Pominville (RW),Buffalo Sabres,73,22,30,52,0.71,15,1,https://www.eliteprospects.com/player/8809/jason-pominville,2010-11,nhl,Jason Pominville,RW,FW,0,0.0,0
Patrik Berglund (C),St. Louis Blues,81,22,30,52,0.64,26,-3,https://www.eliteprospects.com/player/3637/patrik-berglund,2010-11,nhl,Patrik Berglund,C,FW,0,0.0,0
Jussi Jokinen (W/C),Carolina Hurricanes,70,19,33,52,0.74,24,3,https://www.eliteprospects.com/player/2716/jussi-jokinen,2010-11,nhl,Jussi Jokinen,W/C,FW,0,0.0,0
Alexander Steen (LW/RW),St. Louis Blues,72,20,31,51,0.71,26,-3,https://www.eliteprospects.com/player/460/alexander-steen,2010-11,nhl,Alexander Steen,LW/RW,FW,0,0.0,0
Teddy Purcell (LW/RW),Tampa Bay Lightning,81,17,34,51,0.63,10,5,https://www.eliteprospects.com/player/14179/teddy-purcell,2010-11,nhl,Teddy Purcell,LW/RW,FW,0,0.0,0
Tobias Enström (D),Atlanta Thrashers,72,10,41,51,0.71,54,-10,https://www.eliteprospects.com/player/594/tobias-enstrom,2010-11,nhl,Tobias Enström,D,DEF,0,0.0,0
James Wisniewski (D),totals,75,10,41,51,0.68,38,-14,https://www.eliteprospects.com/player/9407/james-wisniewski,2010-11,nhl,James Wisniewski,D,DEF,James Wisniewski,7.0,1
René Bourque (LW/RW),Calgary Flames,80,27,23,50,0.63,42,-17,https://www.eliteprospects.com/player/9089/rene-bourque,2010-11,nhl,René Bourque,LW/RW,FW,0,0.0,0
Sergei Kostitsyn (RW/LW),Nashville Predators,77,23,27,50,0.65,20,10,https://www.eliteprospects.com/player/9653/sergei-kostitsyn,2010-11,nhl,Sergei Kostitsyn,RW/LW,FW,0,0.0,0
Andy McDonald (C/LW),St. Louis Blues,58,20,30,50,0.86,26,18,https://www.eliteprospects.com/player/8527/andy-mcdonald,2010-11,nhl,Andy McDonald,C/LW,FW,Andy McDonald,51.0,1
Mikael Samuelsson (RW),Vancouver Canucks,75,18,32,50,0.67,36,8,https://www.eliteprospects.com/player/736/mikael-samuelsson,2010-11,nhl,Mikael Samuelsson,RW,FW,0,0.0,0
Martin Erat (RW/LW),Nashville Predators,64,17,33,50,0.78,22,14,https://www.eliteprospects.com/player/8611/martin-erat,2010-11,nhl,Martin Erat,RW/LW,FW,0,0.0,0
Christian Ehrhoff (D),Vancouver Canucks,79,14,36,50,0.63,52,19,https://www.eliteprospects.com/player/8581/christian-ehrhoff,2010-11,nhl,Christian Ehrhoff,D,DEF,0,0.0,0
Dan Boyle (D),San Jose Sharks,76,9,41,50,0.66,67,2,https://www.eliteprospects.com/player/5369/dan-boyle,2010-11,nhl,Dan Boyle,D,DEF,0,0.0,0
Kris Letang (D),Pittsburgh Penguins,82,8,42,50,0.61,101,15,https://www.eliteprospects.com/player/9189/kris-letang,2010-11,nhl,Kris Letang,D,DEF,Kris Letang,5.0,1
Kris Letang (D),Pittsburgh Penguins,82,8,42,50,0.61,101,15,https://www.eliteprospects.com/player/9189/kris-letang,2010-11,nhl,Kris Letang,D,DEF,Kris Letang,21.0,1
Scott Hartnell (LW),Philadelphia Flyers,82,24,25,49,0.60,142,14,https://www.eliteprospects.com/player/8764/scott-hartnell,2010-11,nhl,Scott Hartnell,LW,FW,0,0.0,0
Stephen Weiss (C),Florida Panthers,76,21,28,49,0.64,49,-9,https://www.eliteprospects.com/player/8817/stephen-weiss,2010-11,nhl,Stephen Weiss,C,FW,0,0.0,0
Tyler Ennis (RW/LW),Buffalo Sabres,82,20,29,49,0.60,30,0,https://www.eliteprospects.com/player/11667/tyler-ennis,2010-11,nhl,Tyler Ennis,RW/LW,FW,0,0.0,0
Alexandre Burrows (RW/LW),Vancouver Canucks,72,26,22,48,0.67,77,26,https://www.eliteprospects.com/player/10224/alexandre-burrows,2010-11,nhl,Alexandre Burrows,RW/LW,FW,0,0.0,0
Ryan Callahan (RW),New York Rangers,60,23,25,48,0.80,46,-7,https://www.eliteprospects.com/player/9437/ryan-callahan,2010-11,nhl,Ryan Callahan,RW,FW,0,0.0,0
Chris Kunitz (LW),Pittsburgh Penguins,66,23,25,48,0.73,47,18,https://www.eliteprospects.com/player/8523/chris-kunitz,2010-11,nhl,Chris Kunitz,LW,FW,0,0.0,0
Marián Gáborík (RW/LW),New York Rangers,62,22,26,48,0.77,18,8,https://www.eliteprospects.com/player/3665/marian-gaborik,2010-11,nhl,Marián Gáborík,RW/LW,FW,0,0.0,0
Patric Hörnqvist (RW),Nashville Predators,79,21,27,48,0.61,47,11,https://www.eliteprospects.com/player/3683/patric-hornqvist,2010-11,nhl,Patric Hörnqvist,RW,FW,0,0.0,0
Radim Vrbata (RW),Phoenix Coyotes,79,19,29,48,0.61,20,5,https://www.eliteprospects.com/player/8626/radim-vrbata,2010-11,nhl,Radim Vrbata,RW,FW,0,0.0,0
Bryan Little (C),Atlanta Thrashers,76,18,30,48,0.63,33,11,https://www.eliteprospects.com/player/10426/bryan-little,2010-11,nhl,Bryan Little,C,FW,0,0.0,0
Brooks Laich (C/LW),Washington Capitals,82,16,32,48,0.59,46,14,https://www.eliteprospects.com/player/9518/brooks-laich,2010-11,nhl,Brooks Laich,C/LW,FW,0,0.0,0
Shea Weber (D),Nashville Predators,82,16,32,48,0.59,56,7,https://www.eliteprospects.com/player/9505/shea-weber,2010-11,nhl,Shea Weber,D,DEF,Shea Weber,4.0,1
Mark Recchi (RW),Boston Bruins,81,14,34,48,0.59,35,13,https://www.eliteprospects.com/player/8869/mark-recchi,2010-11,nhl,Mark Recchi,RW,FW,0,0.0,0
Brent Seabrook (D),Chicago Blackhawks,82,9,39,48,0.59,47,0,https://www.eliteprospects.com/player/8879/brent-seabrook,2010-11,nhl,Brent Seabrook,D,DEF,0,0.0,0
Brian Rafalski (D),Detroit Red Wings,63,4,44,48,0.76,22,11,https://www.eliteprospects.com/player/1635/brian-rafalski,2010-11,nhl,Brian Rafalski,D,DEF,0,0.0,0
Ryan Smyth (LW),Los Angeles Kings,82,23,24,47,0.57,35,-1,https://www.eliteprospects.com/player/8888/ryan-smyth,2010-11,nhl,Ryan Smyth,LW,FW,0,0.0,0
Michael Cammalleri (W/C),Montréal Canadiens,67,19,28,47,0.70,33,2,https://www.eliteprospects.com/player/9104/michael-cammalleri,2010-11,nhl,Michael Cammalleri,W/C,FW,0,0.0,0
Antoine Vermette (C),Columbus Blue Jackets,82,19,28,47,0.57,60,0,https://www.eliteprospects.com/player/8840/antoine-vermette,2010-11,nhl,Antoine Vermette,C,FW,0,0.0,0
Derick Brassard (C/LW),Columbus Blue Jackets,74,17,30,47,0.64,55,-11,https://www.eliteprospects.com/player/9366/derick-brassard,2010-11,nhl,Derick Brassard,C/LW,FW,0,0.0,0
Tomas Kaberle (D),totals,82,4,43,47,0.57,18,4,https://www.eliteprospects.com/player/8542/tomas-kaberle,2010-11,nhl,Tomas Kaberle,D,DEF,0,0.0,0
Brian Gionta (RW),Montréal Canadiens,82,29,17,46,0.56,24,3,https://www.eliteprospects.com/player/9048/brian-gionta,2010-11,nhl,Brian Gionta,RW,FW,0,0.0,0
Daniel Cleary (RW/LW),Detroit Red Wings,68,26,20,46,0.68,20,-1,https://www.eliteprospects.com/player/4376/daniel-cleary,2010-11,nhl,Daniel Cleary,RW/LW,FW,0,0.0,0
Blake Comeau (LW/RW),New York Islanders,77,24,22,46,0.60,43,-17,https://www.eliteprospects.com/player/9190/blake-comeau,2010-11,nhl,Blake Comeau,LW/RW,FW,0,0.0,0
Kris Versteeg (RW/LW),totals,80,21,25,46,0.58,53,-9,https://www.eliteprospects.com/player/9486/kris-versteeg,2010-11,nhl,Kris Versteeg,RW/LW,FW,0,0.0,0
Matt D'Agostini (RW/LW),St. Louis Blues,82,21,25,46,0.56,40,8,https://www.eliteprospects.com/player/11721/matt-d-agostini,2010-11,nhl,Matt D'Agostini,RW/LW,FW,Matt D'Agostini,25.0,1
Andrew Brunette (LW),Minnesota Wild,82,18,28,46,0.56,16,-7,https://www.eliteprospects.com/player/9101/andrew-brunette,2010-11,nhl,Andrew Brunette,LW,FW,0,0.0,0
Brent Burns (D),Minnesota Wild,80,17,29,46,0.58,98,-10,https://www.eliteprospects.com/player/9103/brent-burns,2010-11,nhl,Brent Burns,D,DEF,0,0.0,0
Jakub Voracek (RW),Columbus Blue Jackets,80,14,32,46,0.58,26,-3,https://www.eliteprospects.com/player/9285/jakub-voracek,2010-11,nhl,Jakub Voracek,RW,FW,0,0.0,0
Alex Goligoski (D),totals,83,14,32,46,0.55,40,20,https://www.eliteprospects.com/player/9435/alex-goligoski,2010-11,nhl,Alex Goligoski,D,DEF,0,0.0,0
John-Michael Liles (D),Colorado Avalanche,76,6,40,46,0.61,35,-9,https://www.eliteprospects.com/player/8734/john-michael-liles,2010-11,nhl,John-Michael Liles,D,DEF,John-Michael Liles,16.0,1
David Jones (RW),Colorado Avalanche,77,27,18,45,0.58,28,-2,https://www.eliteprospects.com/player/11426/david-jones,2010-11,nhl,David Jones,RW,FW,0,0.0,0
Dustin Penner (LW),totals,81,23,22,45,0.56,47,-12,https://www.eliteprospects.com/player/8540/dustin-penner,2010-11,nhl,Dustin Penner,LW,FW,0,0.0,0
James Neal (LW/RW),totals,79,22,23,45,0.57,66,7,https://www.eliteprospects.com/player/9362/james-neal,2010-11,nhl,James Neal,LW/RW,FW,0,0.0,0
Tyler Kennedy (C/RW),Pittsburgh Penguins,80,21,24,45,0.56,37,1,https://www.eliteprospects.com/player/11535/tyler-kennedy,2010-11,nhl,Tyler Kennedy,C/RW,FW,Tyler Kennedy,11.0,1
Derek Stepan (C),New York Rangers,82,21,24,45,0.55,20,8,https://www.eliteprospects.com/player/19040/derek-stepan,2010-11,nhl,Derek Stepan,C,FW,0,0.0,0
Andrei Kostitsyn (LW/RW),Montréal Canadiens,81,20,25,45,0.56,36,3,https://www.eliteprospects.com/player/6666/andrei-kostitsyn,2010-11,nhl,Andrei Kostitsyn,LW/RW,FW,0,0.0,0
Todd Bertuzzi (RW/LW),Detroit Red Wings,81,16,29,45,0.56,71,-7,https://www.eliteprospects.com/player/9081/todd-bertuzzi,2010-11,nhl,Todd Bertuzzi,RW/LW,FW,0,0.0,0
Saku Koivu (C),Anaheim Ducks,75,15,30,45,0.60,36,-8,https://www.eliteprospects.com/player/2669/saku-koivu,2010-11,nhl,Saku Koivu,C,FW,0,0.0,0
Erik Karlsson (D),Ottawa Senators,75,13,32,45,0.60,50,-30,https://www.eliteprospects.com/player/9878/erik-karlsson,2010-11,nhl,Erik Karlsson,D,DEF,0,0.0,0
Duncan Keith (D),Chicago Blackhawks,82,7,38,45,0.55,22,-1,https://www.eliteprospects.com/player/9012/duncan-keith,2010-11,nhl,Duncan Keith,D,DEF,0,0.0,0
Blake Wheeler (RW/C),totals,81,18,26,44,0.54,46,10,https://www.eliteprospects.com/player/9215/blake-wheeler,2010-11,nhl,Blake Wheeler,RW/C,FW,0,0.0,0
Artyom Anisimov (C),New York Rangers,82,18,26,44,0.54,20,3,https://www.eliteprospects.com/player/9300/artyom-anisimov,2010-11,nhl,Artyom Anisimov,C,FW,0,0.0,0
Zdeno Chára (D),Boston Bruins,81,14,30,44,0.54,88,33,https://www.eliteprospects.com/player/4530/zdeno-chara,2010-11,nhl,Zdeno Chára,D,DEF,0,0.0,0
