player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Games Missed,Concussion
Pavel Datsyuk (C),Detroit Red Wings,63,26,39,65,1.03,8,12,https://www.eliteprospects.com/player/8615/pavel-datsyuk,2014-15,nhl,Pavel Datsyuk,C,FW,0,0.0,0
Joe Thornton (C),San Jose Sharks,78,16,49,65,0.83,30,-4,https://www.eliteprospects.com/player/3670/joe-thornton,2014-15,nhl,Joe Thornton,C,FW,0,0.0,0
Patrick Kane (RW),Chicago Blackhawks,61,27,37,64,1.05,10,10,https://www.eliteprospects.com/player/9326/patrick-kane,2014-15,nhl,Patrick Kane,RW,FW,0,0.0,0
Mark Stone (RW),Ottawa Senators,80,26,38,64,0.80,14,21,https://www.eliteprospects.com/player/32806/mark-stone,2014-15,nhl,Mark Stone,RW,FW,0,0.0,0
Alexander Steen (LW/RW),St. Louis Blues,74,24,40,64,0.86,33,8,https://www.eliteprospects.com/player/460/alexander-steen,2014-15,nhl,Alexander Steen,LW/RW,FW,0,0.0,0
Johnny Gaudreau (LW),Calgary Flames,80,24,40,64,0.80,14,11,https://www.eliteprospects.com/player/88391/johnny-gaudreau,2014-15,nhl,Johnny Gaudreau,LW,FW,0,0.0,0
Kyle Turris (C/RW),Ottawa Senators,82,24,40,64,0.78,36,5,https://www.eliteprospects.com/player/11345/kyle-turris,2014-15,nhl,Kyle Turris,C/RW,FW,0,0.0,0
Anze Kopitar (C),Los Angeles Kings,79,16,48,64,0.81,10,-2,https://www.eliteprospects.com/player/4233/anze-kopitar,2014-15,nhl,Anze Kopitar,C,FW,0,0.0,0
Radim Vrbata (RW),Vancouver Canucks,79,31,32,63,0.80,20,6,https://www.eliteprospects.com/player/8626/radim-vrbata,2014-15,nhl,Radim Vrbata,RW,FW,0,0.0,0
Jaden Schwartz (LW),St. Louis Blues,75,28,35,63,0.84,16,13,https://www.eliteprospects.com/player/33907/jaden-schwartz,2014-15,nhl,Jaden Schwartz,LW,FW,0,0.0,0
Filip Forsberg (W/C),Nashville Predators,82,26,37,63,0.77,24,15,https://www.eliteprospects.com/player/29626/filip-forsberg,2014-15,nhl,Filip Forsberg,W/C,FW,0,0.0,0
Jordan Eberle (RW),Edmonton Oilers,81,24,39,63,0.78,24,-16,https://www.eliteprospects.com/player/11098/jordan-eberle,2014-15,nhl,Jordan Eberle,RW,FW,0,0.0,0
Ondrej Palat (LW),Tampa Bay Lightning,75,16,47,63,0.84,24,31,https://www.eliteprospects.com/player/18097/ondrej-palat,2014-15,nhl,Ondrej Palat,LW,FW,0,0.0,0
Zach Parise (LW/RW),Minnesota Wild,74,33,29,62,0.84,41,21,https://www.eliteprospects.com/player/8903/zach-parise,2014-15,nhl,Zach Parise,LW/RW,FW,0,0.0,0
Sean Monahan (C),Calgary Flames,81,31,31,62,0.77,12,8,https://www.eliteprospects.com/player/85013/sean-monahan,2014-15,nhl,Sean Monahan,C,FW,0,0.0,0
Jeff Carter (C),Los Angeles Kings,82,28,34,62,0.76,28,7,https://www.eliteprospects.com/player/8813/jeff-carter,2014-15,nhl,Jeff Carter,C,FW,0,0.0,0
Andrew Ladd (LW),Winnipeg Jets,81,24,38,62,0.77,72,9,https://www.eliteprospects.com/player/6668/andrew-ladd,2014-15,nhl,Andrew Ladd,LW,FW,0,0.0,0
Jason Spezza (C),Dallas Stars,82,17,45,62,0.76,28,-7,https://www.eliteprospects.com/player/3661/jason-spezza,2014-15,nhl,Jason Spezza,C,FW,0,0.0,0
Mike Ribeiro (C),Nashville Predators,82,15,47,62,0.76,52,11,https://www.eliteprospects.com/player/8715/mike-ribeiro,2014-15,nhl,Mike Ribeiro,C,FW,0,0.0,0
Blake Wheeler (RW/C),Winnipeg Jets,79,26,35,61,0.77,73,26,https://www.eliteprospects.com/player/9215/blake-wheeler,2014-15,nhl,Blake Wheeler,RW/C,FW,0,0.0,0
Phil Kessel (RW/C),Toronto Maple Leafs,82,25,36,61,0.74,30,-34,https://www.eliteprospects.com/player/8793/phil-kessel,2014-15,nhl,Phil Kessel,RW/C,FW,0,0.0,0
Marián Hossa (RW),Chicago Blackhawks,82,22,39,61,0.74,32,17,https://www.eliteprospects.com/player/4720/marian-hossa,2014-15,nhl,Marián Hossa,RW,FW,0,0.0,0
Scott Hartnell (LW),Columbus Blue Jackets,77,28,32,60,0.78,100,1,https://www.eliteprospects.com/player/8764/scott-hartnell,2014-15,nhl,Scott Hartnell,LW,FW,0,0.0,0
Tomas Plekanec (C),Montréal Canadiens,82,26,34,60,0.73,46,8,https://www.eliteprospects.com/player/8668/tomas-plekanec,2014-15,nhl,Tomas Plekanec,C,FW,0,0.0,0
Derick Brassard (C/LW),New York Rangers,80,19,41,60,0.75,34,9,https://www.eliteprospects.com/player/9366/derick-brassard,2014-15,nhl,Derick Brassard,C/LW,FW,0,0.0,0
Brent Burns (D),San Jose Sharks,82,17,43,60,0.73,65,-9,https://www.eliteprospects.com/player/9103/brent-burns,2014-15,nhl,Brent Burns,D,DEF,0,0.0,0
P.K. Subban (D),Montréal Canadiens,82,15,45,60,0.73,74,21,https://www.eliteprospects.com/player/11251/p.k.-subban,2014-15,nhl,P.K. Subban,D,DEF,0,0.0,0
Jarome Iginla (RW),Colorado Avalanche,82,29,30,59,0.72,42,0,https://www.eliteprospects.com/player/9036/jarome-iginla,2014-15,nhl,Jarome Iginla,RW,FW,0,0.0,0
Gabriel Landeskog (LW/RW),Colorado Avalanche,82,23,36,59,0.72,79,-2,https://www.eliteprospects.com/player/10393/gabriel-landeskog,2014-15,nhl,Gabriel Landeskog,LW/RW,FW,0,0.0,0
David Backes (RW/C),St. Louis Blues,80,26,32,58,0.73,104,7,https://www.eliteprospects.com/player/11435/david-backes,2014-15,nhl,David Backes,RW/C,FW,0,0.0,0
Patrick Marleau (LW),San Jose Sharks,82,19,38,57,0.70,12,-17,https://www.eliteprospects.com/player/3671/patrick-marleau,2014-15,nhl,Patrick Marleau,LW,FW,0,0.0,0
Tomas Tatar (LW/RW),Detroit Red Wings,82,29,27,56,0.68,28,6,https://www.eliteprospects.com/player/17750/tomas-tatar,2014-15,nhl,Tomas Tatar,LW/RW,FW,0,0.0,0
James van Riemsdyk (LW),Toronto Maple Leafs,82,27,29,56,0.68,43,-33,https://www.eliteprospects.com/player/9324/james-van-riemsdyk,2014-15,nhl,James van Riemsdyk,LW,FW,0,0.0,0
Ryan Nugent-Hopkins (C),Edmonton Oilers,76,24,32,56,0.74,25,-12,https://www.eliteprospects.com/player/25636/ryan-nugent-hopkins,2014-15,nhl,Ryan Nugent-Hopkins,C,FW,Ryan Nugent-Hopkins,3.0,1
Dennis Wideman (D),Calgary Flames,80,15,41,56,0.70,34,6,https://www.eliteprospects.com/player/8826/dennis-wideman,2014-15,nhl,Dennis Wideman,D,DEF,0,0.0,0
Corey Perry (RW),Anaheim Ducks,67,33,22,55,0.82,67,13,https://www.eliteprospects.com/player/8541/corey-perry,2014-15,nhl,Corey Perry,RW,FW,0,0.0,0
Patrice Bergeron (C),Boston Bruins,81,23,32,55,0.68,44,2,https://www.eliteprospects.com/player/9079/patrice-bergeron,2014-15,nhl,Patrice Bergeron,C,FW,0,0.0,0
Alex Tanguay (LW),Colorado Avalanche,80,22,33,55,0.69,40,-1,https://www.eliteprospects.com/player/8779/alex-tanguay,2014-15,nhl,Alex Tanguay,LW,FW,0,0.0,0
Matt Duchene (C/RW),Colorado Avalanche,82,21,34,55,0.67,16,3,https://www.eliteprospects.com/player/12571/matt-duchene,2014-15,nhl,Matt Duchene,C/RW,FW,0,0.0,0
T.J. Oshie (RW),St. Louis Blues,72,19,36,55,0.76,51,17,https://www.eliteprospects.com/player/9209/t.j.-oshie,2014-15,nhl,T.J. Oshie,RW,FW,0,0.0,0
Ryan O'Reilly (C),Colorado Avalanche,82,17,38,55,0.67,12,-5,https://www.eliteprospects.com/player/14371/ryan-o-reilly,2014-15,nhl,Ryan O'Reilly,C,FW,0,0.0,0
Derek Stepan (C),New York Rangers,68,16,39,55,0.81,22,26,https://www.eliteprospects.com/player/19040/derek-stepan,2014-15,nhl,Derek Stepan,C,FW,0,0.0,0
Roman Josi (D),Nashville Predators,81,15,40,55,0.68,26,15,https://www.eliteprospects.com/player/12668/roman-josi,2014-15,nhl,Roman Josi,D,DEF,0,0.0,0
John Carlson (D),Washington Capitals,82,12,43,55,0.67,28,11,https://www.eliteprospects.com/player/18590/john-carlson,2014-15,nhl,John Carlson,D,DEF,0,0.0,0
Gustav Nyquist (C/W),Detroit Red Wings,82,27,27,54,0.66,26,-11,https://www.eliteprospects.com/player/6223/gustav-nyquist,2014-15,nhl,Gustav Nyquist,C/W,FW,0,0.0,0
Ryan Callahan (RW),Tampa Bay Lightning,77,24,30,54,0.70,41,9,https://www.eliteprospects.com/player/9437/ryan-callahan,2014-15,nhl,Ryan Callahan,RW,FW,0,0.0,0
Eric Staal (C),Carolina Hurricanes,77,23,31,54,0.70,41,-13,https://www.eliteprospects.com/player/3656/eric-staal,2014-15,nhl,Eric Staal,C,FW,0,0.0,0
Bobby Ryan (RW/LW),Ottawa Senators,78,18,36,54,0.69,24,5,https://www.eliteprospects.com/player/9210/bobby-ryan,2014-15,nhl,Bobby Ryan,RW/LW,FW,0,0.0,0
Jason Pominville (RW),Minnesota Wild,82,18,36,54,0.66,8,9,https://www.eliteprospects.com/player/8809/jason-pominville,2014-15,nhl,Jason Pominville,RW,FW,0,0.0,0
Jonathan Huberdeau (LW),Florida Panthers,79,15,39,54,0.68,38,10,https://www.eliteprospects.com/player/45261/jonathan-huberdeau,2014-15,nhl,Jonathan Huberdeau,LW,FW,0,0.0,0
Kris Letang (D),Pittsburgh Penguins,69,11,43,54,0.78,79,12,https://www.eliteprospects.com/player/9189/kris-letang,2014-15,nhl,Kris Letang,D,DEF,0,0.0,0
Tyson Barrie (D),Colorado Avalanche,80,12,41,53,0.66,26,5,https://www.eliteprospects.com/player/15127/tyson-barrie,2014-15,nhl,Tyson Barrie,D,DEF,0,0.0,0
Bryan Little (C),Winnipeg Jets,70,24,28,52,0.74,24,8,https://www.eliteprospects.com/player/10426/bryan-little,2014-15,nhl,Bryan Little,C,FW,0,0.0,0
Brandon Saad (LW/RW),Chicago Blackhawks,82,23,29,52,0.63,12,7,https://www.eliteprospects.com/player/31264/brandon-saad,2014-15,nhl,Brandon Saad,LW/RW,FW,0,0.0,0
Martin St-Louis (RW),New York Rangers,74,21,31,52,0.70,20,12,https://www.eliteprospects.com/player/8772/martin-st-louis,2014-15,nhl,Martin St-Louis,RW,FW,0,0.0,0
Thomas Vanek (LW/RW),Minnesota Wild,80,21,31,52,0.65,37,-6,https://www.eliteprospects.com/player/8493/thomas-vanek,2014-15,nhl,Thomas Vanek,LW/RW,FW,0,0.0,0
Mark Streit (D),Philadelphia Flyers,81,9,43,52,0.64,36,-8,https://www.eliteprospects.com/player/4092/mark-streit,2014-15,nhl,Mark Streit,D,DEF,0,0.0,0
Keith Yandle (D),totals,84,6,46,52,0.62,40,-26,https://www.eliteprospects.com/player/10247/keith-yandle,2014-15,nhl,Keith Yandle,D,DEF,0,0.0,0
Patric Hörnqvist (RW),Pittsburgh Penguins,64,25,26,51,0.80,38,12,https://www.eliteprospects.com/player/3683/patric-hornqvist,2014-15,nhl,Patric Hörnqvist,RW,FW,0,0.0,0
Kyle Okposo (RW/C),New York Islanders,60,18,33,51,0.85,12,-8,https://www.eliteprospects.com/player/10458/kyle-okposo,2014-15,nhl,Kyle Okposo,RW/C,FW,0,0.0,0
Wayne Simmonds (RW),Philadelphia Flyers,75,28,22,50,0.67,66,-5,https://www.eliteprospects.com/player/12517/wayne-simmonds,2014-15,nhl,Wayne Simmonds,RW,FW,0,0.0,0
Ryan Strome (C/RW),New York Islanders,81,17,33,50,0.62,47,23,https://www.eliteprospects.com/player/44789/ryan-strome,2014-15,nhl,Ryan Strome,C/RW,FW,0,0.0,0
Andrei Markov (D),Montréal Canadiens,81,10,40,50,0.62,38,22,https://www.eliteprospects.com/player/8579/andrei-markov,2014-15,nhl,Andrei Markov,D,DEF,0,0.0,0
Tyler Toffoli (W/C),Los Angeles Kings,76,23,26,49,0.64,37,25,https://www.eliteprospects.com/player/23813/tyler-toffoli,2014-15,nhl,Tyler Toffoli,W/C,FW,0,0.0,0
Tyler Bozak (C),Toronto Maple Leafs,82,23,26,49,0.60,44,-34,https://www.eliteprospects.com/player/11589/tyler-bozak,2014-15,nhl,Tyler Bozak,C,FW,0,0.0,0
Mats Zuccarello (RW/LW),New York Rangers,78,15,34,49,0.63,45,17,https://www.eliteprospects.com/player/10881/mats-zuccarello,2014-15,nhl,Mats Zuccarello,RW/LW,FW,0,0.0,0
Mark Scheifele (C),Winnipeg Jets,82,15,34,49,0.60,24,11,https://www.eliteprospects.com/player/75379/mark-scheifele,2014-15,nhl,Mark Scheifele,C,FW,Mark Scheifele,4.0,1
Justin Faulk (D),Carolina Hurricanes,82,15,34,49,0.60,30,-19,https://www.eliteprospects.com/player/20715/justin-faulk,2014-15,nhl,Justin Faulk,D,DEF,0,0.0,0
Mike Hoffman (LW/C),Ottawa Senators,79,27,21,48,0.61,14,16,https://www.eliteprospects.com/player/18800/mike-hoffman,2014-15,nhl,Mike Hoffman,LW/C,FW,0,0.0,0
Mikko Koivu (C),Minnesota Wild,80,14,34,48,0.60,38,2,https://www.eliteprospects.com/player/2696/mikko-koivu,2014-15,nhl,Mikko Koivu,C,FW,0,0.0,0
David Desharnais (C/LW),Montréal Canadiens,82,14,34,48,0.59,24,22,https://www.eliteprospects.com/player/11122/david-desharnais,2014-15,nhl,David Desharnais,C/LW,FW,0,0.0,0
Valtteri Filppula (C/LW),Tampa Bay Lightning,82,12,36,48,0.59,24,-14,https://www.eliteprospects.com/player/3197/valtteri-filppula,2014-15,nhl,Valtteri Filppula,C/LW,FW,0,0.0,0
Mark Giordano (D),Calgary Flames,61,11,37,48,0.79,37,13,https://www.eliteprospects.com/player/9161/mark-giordano,2014-15,nhl,Mark Giordano,D,DEF,0,0.0,0
Marián Gáborík (RW/LW),Los Angeles Kings,69,27,20,47,0.68,16,7,https://www.eliteprospects.com/player/3665/marian-gaborik,2014-15,nhl,Marián Gáborík,RW/LW,FW,0,0.0,0
Brendan Gallagher (RW),Montréal Canadiens,82,24,23,47,0.57,31,18,https://www.eliteprospects.com/player/25705/brendan-gallagher,2014-15,nhl,Brendan Gallagher,RW,FW,0,0.0,0
Loui Eriksson (LW/RW),Boston Bruins,81,22,25,47,0.58,14,1,https://www.eliteprospects.com/player/683/loui-eriksson,2014-15,nhl,Loui Eriksson,LW/RW,FW,0,0.0,0
Ryan Kesler (C),Anaheim Ducks,81,20,27,47,0.58,75,-5,https://www.eliteprospects.com/player/9014/ryan-kesler,2014-15,nhl,Ryan Kesler,C,FW,0,0.0,0
Marcus Johansson (C/LW),Washington Capitals,82,20,27,47,0.57,10,6,https://www.eliteprospects.com/player/6225/marcus-johansson,2014-15,nhl,Marcus Johansson,C/LW,FW,0,0.0,0
Brayden Schenn (C/W),Philadelphia Flyers,82,18,29,47,0.57,34,-5,https://www.eliteprospects.com/player/14739/brayden-schenn,2014-15,nhl,Brayden Schenn,C/W,FW,0,0.0,0
Jaromír Jágr (RW),totals,77,17,30,47,0.61,48,-3,https://www.eliteprospects.com/player/8627/jaromir-jagr,2014-15,nhl,Jaromír Jágr,RW,FW,0,0.0,0
Chris Kreider (LW),New York Rangers,80,21,25,46,0.58,88,24,https://www.eliteprospects.com/player/37998/chris-kreider,2014-15,nhl,Chris Kreider,LW,FW,0,0.0,0
Tyler Ennis (RW/LW),Buffalo Sabres,78,20,26,46,0.59,37,-19,https://www.eliteprospects.com/player/11667/tyler-ennis,2014-15,nhl,Tyler Ennis,RW/LW,FW,0,0.0,0
Mika Zibanejad (C),Ottawa Senators,80,20,26,46,0.58,20,0,https://www.eliteprospects.com/player/23856/mika-zibanejad,2014-15,nhl,Mika Zibanejad,C,FW,0,0.0,0
Alex Galchenyuk (C/LW),Montréal Canadiens,80,20,26,46,0.58,39,8,https://www.eliteprospects.com/player/74611/alex-galchenyuk,2014-15,nhl,Alex Galchenyuk,C/LW,FW,0,0.0,0
Paul Stastny (C),St. Louis Blues,74,16,30,46,0.62,40,5,https://www.eliteprospects.com/player/10212/paul-stastny,2014-15,nhl,Paul Stastny,C,FW,0,0.0,0
Alex Pietrangelo (D),St. Louis Blues,81,7,39,46,0.57,28,-2,https://www.eliteprospects.com/player/11317/alex-pietrangelo,2014-15,nhl,Alex Pietrangelo,D,DEF,0,0.0,0
Drew Doughty (D),Los Angeles Kings,82,7,39,46,0.56,56,3,https://www.eliteprospects.com/player/10430/drew-doughty,2014-15,nhl,Drew Doughty,D,DEF,0,0.0,0
Dustin Byfuglien (D),Winnipeg Jets,69,18,27,45,0.65,124,5,https://www.eliteprospects.com/player/10667/dustin-byfuglien,2014-15,nhl,Dustin Byfuglien,D,DEF,0,0.0,0
Kevin Hayes (C),New York Rangers,79,17,28,45,0.57,22,15,https://www.eliteprospects.com/player/40243/kevin-hayes,2014-15,nhl,Kevin Hayes,C,FW,0,0.0,0
Shea Weber (D),Nashville Predators,78,15,30,45,0.58,72,15,https://www.eliteprospects.com/player/9505/shea-weber,2014-15,nhl,Shea Weber,D,DEF,0,0.0,0
Mike Green (D),Washington Capitals,72,10,35,45,0.63,34,15,https://www.eliteprospects.com/player/9476/mike-green,2014-15,nhl,Mike Green,D,DEF,0,0.0,0
Duncan Keith (D),Chicago Blackhawks,80,10,35,45,0.56,20,12,https://www.eliteprospects.com/player/9012/duncan-keith,2014-15,nhl,Duncan Keith,D,DEF,0,0.0,0
Justin Abdelkader (LW/RW),Detroit Red Wings,71,23,21,44,0.62,72,3,https://www.eliteprospects.com/player/10460/justin-abdelkader,2014-15,nhl,Justin Abdelkader,LW/RW,FW,0,0.0,0
Craig Smith (RW/C),Nashville Predators,82,23,21,44,0.54,44,11,https://www.eliteprospects.com/player/27038/craig-smith,2014-15,nhl,Craig Smith,RW/C,FW,0,0.0,0
Milan Lucic (LW),Boston Bruins,81,18,26,44,0.54,81,13,https://www.eliteprospects.com/player/11104/milan-lucic,2014-15,nhl,Milan Lucic,LW,FW,0,0.0,0
Jori Lehterä (C),St. Louis Blues,75,14,30,44,0.59,48,21,https://www.eliteprospects.com/player/8042/jori-lehtera,2014-15,nhl,Jori Lehterä,C,FW,0,0.0,0
Carl Söderberg (C),Boston Bruins,82,13,31,44,0.54,26,10,https://www.eliteprospects.com/player/665/carl-soderberg,2014-15,nhl,Carl Söderberg,C,FW,0,0.0,0
Niklas Kronwall (D),Detroit Red Wings,80,9,35,44,0.55,40,-4,https://www.eliteprospects.com/player/69/niklas-kronwall,2014-15,nhl,Niklas Kronwall,D,DEF,0,0.0,0
Kevin Shattenkirk (D),St. Louis Blues,56,8,36,44,0.79,52,19,https://www.eliteprospects.com/player/11460/kevin-shattenkirk,2014-15,nhl,Kevin Shattenkirk,D,DEF,0,0.0,0
Jussi Jokinen (W/C),Florida Panthers,81,8,36,44,0.54,34,-2,https://www.eliteprospects.com/player/2716/jussi-jokinen,2014-15,nhl,Jussi Jokinen,W/C,FW,0,0.0,0
Nick Bjugstad (C/RW),Florida Panthers,72,24,19,43,0.60,38,-7,https://www.eliteprospects.com/player/40265/nick-bjugstad,2014-15,nhl,Nick Bjugstad,C/RW,FW,0,0.0,0
Oliver Ekman Larsson (D),Arizona Coyotes,82,23,20,43,0.52,40,-18,https://www.eliteprospects.com/player/7693/oliver-ekman-larsson,2014-15,nhl,Oliver Ekman Larsson,D,DEF,0,0.0,0
Troy Brouwer (RW/LW),Washington Capitals,82,21,22,43,0.52,53,11,https://www.eliteprospects.com/player/10669/troy-brouwer,2014-15,nhl,Troy Brouwer,RW/LW,FW,0,0.0,0
Drew Stafford (RW),totals,76,18,25,43,0.57,47,-12,https://www.eliteprospects.com/player/9180/drew-stafford,2014-15,nhl,Drew Stafford,RW,FW,0,0.0,0
Patrick Sharp (LW/RW),Chicago Blackhawks,68,16,27,43,0.63,33,-8,https://www.eliteprospects.com/player/8880/patrick-sharp,2014-15,nhl,Patrick Sharp,LW/RW,FW,0,0.0,0
Adam Henrique (C/LW),New Jersey Devils,75,16,27,43,0.57,34,-6,https://www.eliteprospects.com/player/19043/adam-henrique,2014-15,nhl,Adam Henrique,C/LW,FW,0,0.0,0
Frans Nielsen (C),New York Islanders,78,14,29,43,0.55,12,8,https://www.eliteprospects.com/player/210/frans-nielsen,2014-15,nhl,Frans Nielsen,C,FW,0,0.0,0
Michael Cammalleri (W/C),New Jersey Devils,68,27,15,42,0.62,28,2,https://www.eliteprospects.com/player/9104/michael-cammalleri,2014-15,nhl,Michael Cammalleri,W/C,FW,0,0.0,0
Brad Marchand (W/C),Boston Bruins,77,24,18,42,0.55,95,5,https://www.eliteprospects.com/player/10439/brad-marchand,2014-15,nhl,Brad Marchand,W/C,FW,Brad Marchand,2.0,1
Colin Wilson (LW/C),Nashville Predators,77,20,22,42,0.55,22,19,https://www.eliteprospects.com/player/9325/colin-wilson,2014-15,nhl,Colin Wilson,LW/C,FW,0,0.0,0
Brock Nelson (C),New York Islanders,82,20,22,42,0.51,24,6,https://www.eliteprospects.com/player/74997/brock-nelson,2014-15,nhl,Brock Nelson,C,FW,0,0.0,0
Michael Frolík (RW/LW),Winnipeg Jets,82,19,23,42,0.51,18,4,https://www.eliteprospects.com/player/8701/michael-frolik,2014-15,nhl,Michael Frolík,RW/LW,FW,0,0.0,0
Dougie Hamilton (D),Boston Bruins,72,10,32,42,0.58,41,-3,https://www.eliteprospects.com/player/45596/dougie-hamilton,2014-15,nhl,Dougie Hamilton,D,DEF,0,0.0,0
Anders Lee (LW),New York Islanders,76,25,16,41,0.54,33,9,https://www.eliteprospects.com/player/19068/anders-lee,2014-15,nhl,Anders Lee,LW,FW,0,0.0,0
Mathieu Perreault (C),Winnipeg Jets,62,18,23,41,0.66,38,7,https://www.eliteprospects.com/player/10441/mathieu-perreault,2014-15,nhl,Mathieu Perreault,C,FW,Mathieu Perreault,10.0,1
Justin Williams (RW),Los Angeles Kings,81,18,23,41,0.51,29,8,https://www.eliteprospects.com/player/4506/justin-williams,2014-15,nhl,Justin Williams,RW,FW,0,0.0,0
David Perron (LW/RW),totals,81,17,24,41,0.51,62,-25,https://www.eliteprospects.com/player/11123/david-perron,2014-15,nhl,David Perron,LW/RW,FW,0,0.0,0
Josh Bailey (RW/C),New York Islanders,70,15,26,41,0.59,12,3,https://www.eliteprospects.com/player/14013/josh-bailey,2014-15,nhl,Josh Bailey,RW/C,FW,0,0.0,0
