player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Games Missed,head_injuries
Tim Jackman (RW),Calgary Flames,75,1,6,7,0.09,94,-21,https://www.eliteprospects.com/player/10322/tim-jackman,2011-12,nhl,Tim Jackman,RW,FW,0,0.0,0
Nick Schultz (D),totals,82,1,6,7,0.09,40,-12,https://www.eliteprospects.com/player/8597/nick-schultz,2011-12,nhl,Nick Schultz,D,DEF,0,0.0,0
Sean O'Donnell (D),Chicago Blackhawks,51,0,7,7,0.14,23,-6,https://www.eliteprospects.com/player/8537/sean-o-donnell,2011-12,nhl,Sean O'Donnell,D,DEF,0,0.0,0
Andrew Ebbett (C/LW),Vancouver Canucks,18,5,1,6,0.33,6,2,https://www.eliteprospects.com/player/10418/andrew-ebbett,2011-12,nhl,Andrew Ebbett,C/LW,FW,0,0.0,0
Dustin Jeffrey (LW/C),Pittsburgh Penguins,26,4,2,6,0.23,2,-4,https://www.eliteprospects.com/player/11115/dustin-jeffrey,2011-12,nhl,Dustin Jeffrey,LW/C,FW,0,0.0,0
Jim O'Brien (C/RW),Ottawa Senators,28,3,3,6,0.21,4,6,https://www.eliteprospects.com/player/9319/jim-o-brien,2011-12,nhl,Jim O'Brien,C/RW,FW,0,0.0,0
Matt Hunwick (D),Colorado Avalanche,33,3,3,6,0.18,8,-3,https://www.eliteprospects.com/player/9418/matt-hunwick,2011-12,nhl,Matt Hunwick,D,DEF,0,0.0,0
Harry Zolnierczyk (LW/RW),Philadelphia Flyers,37,3,3,6,0.16,35,-11,https://www.eliteprospects.com/player/39068/harry-zolnierczyk,2011-12,nhl,Harry Zolnierczyk,LW/RW,FW,0,0.0,0
Travis Zajac (C),New Jersey Devils,15,2,4,6,0.40,4,-3,https://www.eliteprospects.com/player/10232/travis-zajac,2011-12,nhl,Travis Zajac,C,FW,0,0.0,0
Jack Hillen (D),Nashville Predators,55,2,4,6,0.11,20,6,https://www.eliteprospects.com/player/17778/jack-hillen,2011-12,nhl,Jack Hillen,D,DEF,0,0.0,0
Anton Lander (C),Edmonton Oilers,56,2,4,6,0.11,12,-8,https://www.eliteprospects.com/player/6016/anton-lander,2011-12,nhl,Anton Lander,C,FW,0,0.0,0
Ben Maxwell (C/LW),totals,15,1,5,6,0.40,2,4,https://www.eliteprospects.com/player/9337/ben-maxwell,2011-12,nhl,Ben Maxwell,C/LW,FW,0,0.0,0
David Van Der Gulik (LW/RW),Colorado Avalanche,25,1,5,6,0.24,2,3,https://www.eliteprospects.com/player/11743/david-van-der-gulik,2011-12,nhl,David Van Der Gulik,LW/RW,FW,0,0.0,0
Ian Cole (D),St. Louis Blues,26,1,5,6,0.23,22,7,https://www.eliteprospects.com/player/11456/ian-cole,2011-12,nhl,Ian Cole,D,DEF,0,0.0,0
Jeff Woywitka (D),New York Rangers,27,1,5,6,0.22,8,2,https://www.eliteprospects.com/player/9516/jeff-woywitka,2011-12,nhl,Jeff Woywitka,D,DEF,0,0.0,0
Steve Bernier (RW),New Jersey Devils,32,1,5,6,0.19,16,6,https://www.eliteprospects.com/player/9080/steve-bernier,2011-12,nhl,Steve Bernier,RW,FW,0,0.0,0
Mattias Tedenby (LW),New Jersey Devils,43,1,5,6,0.14,16,-15,https://www.eliteprospects.com/player/6013/mattias-tedenby,2011-12,nhl,Mattias Tedenby,LW,FW,0,0.0,0
Jeff Schultz (D),Washington Capitals,54,1,5,6,0.11,12,-2,https://www.eliteprospects.com/player/9490/jeff-schultz,2011-12,nhl,Jeff Schultz,D,DEF,0,0.0,0
Marty Reasoner (C),New York Islanders,61,1,5,6,0.10,34,-25,https://www.eliteprospects.com/player/8708/marty-reasoner,2011-12,nhl,Marty Reasoner,C,FW,0,0.0,0
Jerred Smithson (C/RW),totals,69,1,5,6,0.09,34,-5,https://www.eliteprospects.com/player/8886/jerred-smithson,2011-12,nhl,Jerred Smithson,C/RW,FW,0,0.0,0
Henrik Tallinder (D),New Jersey Devils,39,0,6,6,0.15,16,-11,https://www.eliteprospects.com/player/1955/henrik-tallinder,2011-12,nhl,Henrik Tallinder,D,DEF,0,0.0,0
Andreas Lilja (D),Philadelphia Flyers,46,0,6,6,0.13,34,9,https://www.eliteprospects.com/player/726/andreas-lilja,2011-12,nhl,Andreas Lilja,D,DEF,0,0.0,0
Jay Beagle (C/RW),Washington Capitals,41,4,1,5,0.12,23,-2,https://www.eliteprospects.com/player/14825/jay-beagle,2011-12,nhl,Jay Beagle,C/RW,FW,0,0.0,0
Mike Rupp (W/C),New York Rangers,60,4,1,5,0.08,97,-1,https://www.eliteprospects.com/player/8922/mike-rupp,2011-12,nhl,Mike Rupp,W/C,FW,0,0.0,0
Paul Byron (LW/C),Calgary Flames,22,3,2,5,0.23,2,3,https://www.eliteprospects.com/player/15036/paul-byron,2011-12,nhl,Paul Byron,LW/C,FW,0,0.0,0
Stéphane Da Costa (C),Ottawa Senators,22,3,2,5,0.23,8,-9,https://www.eliteprospects.com/player/14394/stephane-da-costa,2011-12,nhl,Stéphane Da Costa,C,FW,0,0.0,0
Marco Sturm (LW),totals,48,3,2,5,0.10,25,-13,https://www.eliteprospects.com/player/8573/marco-sturm,2011-12,nhl,Marco Sturm,LW,FW,0,0.0,0
Zenon Konopka (C),Ottawa Senators,55,3,2,5,0.09,193,-4,https://www.eliteprospects.com/player/10994/zenon-konopka,2011-12,nhl,Zenon Konopka,C,FW,0,0.0,0
Joakim Lindström (RW),Colorado Avalanche,16,2,3,5,0.31,0,-9,https://www.eliteprospects.com/player/229/joakim-lindstrom,2011-12,nhl,Joakim Lindström,RW,FW,0,0.0,0
Trevor Smith (C/LW),Tampa Bay Lightning,16,2,3,5,0.31,4,2,https://www.eliteprospects.com/player/11437/trevor-smith,2011-12,nhl,Trevor Smith,C/LW,FW,0,0.0,0
Jérôme Samson (RW/C),Carolina Hurricanes,16,2,3,5,0.31,8,-3,https://www.eliteprospects.com/player/14039/jerome-samson,2011-12,nhl,Jérôme Samson,RW/C,FW,0,0.0,0
Michal Repik (RW),Florida Panthers,17,2,3,5,0.29,6,-3,https://www.eliteprospects.com/player/10481/michal-repik,2011-12,nhl,Michal Repik,RW,FW,0,0.0,0
Teemu Hartikainen (C/W),Edmonton Oilers,17,2,3,5,0.29,6,1,https://www.eliteprospects.com/player/11365/teemu-hartikainen,2011-12,nhl,Teemu Hartikainen,C/W,FW,0,0.0,0
Steven Kampfer (D),totals,23,2,3,5,0.22,6,-1,https://www.eliteprospects.com/player/12530/steven-kampfer,2011-12,nhl,Steven Kampfer,D,DEF,0,0.0,0
Scottie Upshall (LW/RW),Florida Panthers,26,2,3,5,0.19,29,-3,https://www.eliteprospects.com/player/9512/scottie-upshall,2011-12,nhl,Scottie Upshall,LW/RW,FW,0,0.0,0
Blake Geoffrion (C/LW),totals,35,2,3,5,0.14,27,0,https://www.eliteprospects.com/player/9312/blake-geoffrion,2011-12,nhl,Blake Geoffrion,C/LW,FW,0,0.0,0
Andrew Gordon (RW),Anaheim Ducks,37,2,3,5,0.14,6,-10,https://www.eliteprospects.com/player/11449/andrew-gordon,2011-12,nhl,Andrew Gordon,RW,FW,0,0.0,0
Toby Petersen (C),Dallas Stars,39,2,3,5,0.13,6,-7,https://www.eliteprospects.com/player/8915/toby-petersen,2011-12,nhl,Toby Petersen,C,FW,0,0.0,0
Steve Eminger (D),New York Rangers,42,2,3,5,0.12,28,0,https://www.eliteprospects.com/player/9147/steve-eminger,2011-12,nhl,Steve Eminger,D,DEF,0,0.0,0
Marc Staal (D),New York Rangers,46,2,3,5,0.11,16,-7,https://www.eliteprospects.com/player/9183/marc-staal,2011-12,nhl,Marc Staal,D,DEF,Marc Staal,27.0,1
Krys Barch (RW/LW),totals,51,2,3,5,0.10,114,0,https://www.eliteprospects.com/player/10997/krys-barch,2011-12,nhl,Krys Barch,RW/LW,FW,0,0.0,0
Joe Colborne (C/W),Toronto Maple Leafs,10,1,4,5,0.50,4,2,https://www.eliteprospects.com/player/18593/joe-colborne,2011-12,nhl,Joe Colborne,C/W,FW,0,0.0,0
Erik Gustafsson (D),Philadelphia Flyers,30,1,4,5,0.17,2,12,https://www.eliteprospects.com/player/5545/erik-gustafsson,2011-12,nhl,Erik Gustafsson,D,DEF,0,0.0,0
Ben Lovejoy (D),Pittsburgh Penguins,34,1,4,5,0.15,13,3,https://www.eliteprospects.com/player/13404/ben-lovejoy,2011-12,nhl,Ben Lovejoy,D,DEF,0,0.0,0
Darryl Boyce (C/W),totals,37,1,4,5,0.14,35,-8,https://www.eliteprospects.com/player/14034/darryl-boyce,2011-12,nhl,Darryl Boyce,C/W,FW,0,0.0,0
Aaron Palushaj (RW/LW),Montréal Canadiens,38,1,4,5,0.13,8,1,https://www.eliteprospects.com/player/12513/aaron-palushaj,2011-12,nhl,Aaron Palushaj,RW/LW,FW,0,0.0,0
Mike Komisarek (D),Toronto Maple Leafs,45,1,4,5,0.11,41,-13,https://www.eliteprospects.com/player/9019/mike-komisarek,2011-12,nhl,Mike Komisarek,D,DEF,Mike Komisarek,2.0,1
Clayton Stoner (D),Minnesota Wild,51,1,4,5,0.10,62,3,https://www.eliteprospects.com/player/11361/clayton-stoner,2011-12,nhl,Clayton Stoner,D,DEF,0,0.0,0
Mike Weber (D),Buffalo Sabres,51,1,4,5,0.10,64,-19,https://www.eliteprospects.com/player/11231/mike-weber,2011-12,nhl,Mike Weber,D,DEF,0,0.0,0
Warren Peters (C/LW),Minnesota Wild,58,1,4,5,0.09,54,-15,https://www.eliteprospects.com/player/11744/warren-peters,2011-12,nhl,Warren Peters,C/LW,FW,0,0.0,0
Robyn Regehr (D),Buffalo Sabres,76,1,4,5,0.07,56,-12,https://www.eliteprospects.com/player/8913/robyn-regehr,2011-12,nhl,Robyn Regehr,D,DEF,0,0.0,0
Dana Tyrell (C/W),Tampa Bay Lightning,26,0,5,5,0.19,6,-5,https://www.eliteprospects.com/player/11638/dana-tyrell,2011-12,nhl,Dana Tyrell,C/W,FW,0,0.0,0
Keaton Ellerby (D),Florida Panthers,40,0,5,5,0.13,10,-3,https://www.eliteprospects.com/player/9333/keaton-ellerby,2011-12,nhl,Keaton Ellerby,D,DEF,0,0.0,0
Ryan Reaves (RW),St. Louis Blues,60,3,1,4,0.07,124,0,https://www.eliteprospects.com/player/14003/ryan-reaves,2011-12,nhl,Ryan Reaves,RW,FW,0,0.0,0
Peter Regin (C),Ottawa Senators,10,2,2,4,0.40,2,3,https://www.eliteprospects.com/player/4104/peter-regin,2011-12,nhl,Peter Regin,C,FW,0,0.0,0
Patrick O'Sullivan (C),Phoenix Coyotes,23,2,2,4,0.17,2,-4,https://www.eliteprospects.com/player/7914/patrick-o-sullivan,2011-12,nhl,Patrick O'Sullivan,C,FW,0,0.0,0
Jordan Nolan (C/LW),Los Angeles Kings,26,2,2,4,0.15,28,2,https://www.eliteprospects.com/player/23805/jordan-nolan,2011-12,nhl,Jordan Nolan,C/LW,FW,0,0.0,0
Mike Blunden (RW),Montréal Canadiens,39,2,2,4,0.10,27,-1,https://www.eliteprospects.com/player/9195/mike-blunden,2011-12,nhl,Mike Blunden,RW,FW,0,0.0,0
Derek Joslin (D),Carolina Hurricanes,44,2,2,4,0.09,35,-15,https://www.eliteprospects.com/player/11392/derek-joslin,2011-12,nhl,Derek Joslin,D,DEF,0,0.0,0
Mike Brown (RW),Toronto Maple Leafs,50,2,2,4,0.08,74,-8,https://www.eliteprospects.com/player/9412/mike-brown,2011-12,nhl,Mike Brown,RW,FW,0,0.0,0
Paul Szczechura (C/RW),Buffalo Sabres,9,1,3,4,0.44,4,0,https://www.eliteprospects.com/player/11424/paul-szczechura,2011-12,nhl,Paul Szczechura,C/RW,FW,0,0.0,0
Byron Bitz (RW),Vancouver Canucks,10,1,3,4,0.40,14,2,https://www.eliteprospects.com/player/14041/byron-bitz,2011-12,nhl,Byron Bitz,RW,FW,0,0.0,0
Simon Després (D),Pittsburgh Penguins,18,1,3,4,0.22,10,5,https://www.eliteprospects.com/player/30902/simon-despres,2011-12,nhl,Simon Després,D,DEF,0,0.0,0
Jim Vandermeer (D),San Jose Sharks,25,1,3,4,0.16,33,3,https://www.eliteprospects.com/player/8838/jim-vandermeer,2011-12,nhl,Jim Vandermeer,D,DEF,0,0.0,0
Yevgeni Grachyov (C/W),St. Louis Blues,26,1,3,4,0.15,2,-4,https://www.eliteprospects.com/player/16752/yevgeni-grachyov,2011-12,nhl,Yevgeni Grachyov,C/W,FW,0,0.0,0
Ethan Moreau (LW),Los Angeles Kings,28,1,3,4,0.14,20,-3,https://www.eliteprospects.com/player/8703/ethan-moreau,2011-12,nhl,Ethan Moreau,LW,FW,0,0.0,0
Maxime Macenauer (C/LW),Anaheim Ducks,29,1,3,4,0.14,18,-4,https://www.eliteprospects.com/player/12518/maxime-macenauer,2011-12,nhl,Maxime Macenauer,C/LW,FW,0,0.0,0
Brett Lebda (D),Columbus Blue Jackets,30,1,3,4,0.13,14,-1,https://www.eliteprospects.com/player/9447/brett-lebda,2011-12,nhl,Brett Lebda,D,DEF,0,0.0,0
Andrew Murray (C/LW),San Jose Sharks,39,1,3,4,0.10,4,3,https://www.eliteprospects.com/player/11561/andrew-murray,2011-12,nhl,Andrew Murray,C/LW,FW,0,0.0,0
George Parros (RW),Anaheim Ducks,46,1,3,4,0.09,85,1,https://www.eliteprospects.com/player/8907/george-parros,2011-12,nhl,George Parros,RW,FW,0,0.0,0
Cody McCormick (C/W),Buffalo Sabres,50,1,3,4,0.08,56,-7,https://www.eliteprospects.com/player/8975/cody-mccormick,2011-12,nhl,Cody McCormick,C/W,FW,0,0.0,0
Colin White (D),San Jose Sharks,54,1,3,4,0.07,21,-5,https://www.eliteprospects.com/player/8821/colin-white,2011-12,nhl,Colin White,D,DEF,0,0.0,0
Mark Eaton (D),New York Islanders,62,1,3,4,0.06,10,-17,https://www.eliteprospects.com/player/9143/mark-eaton,2011-12,nhl,Mark Eaton,D,DEF,0,0.0,0
Marc-Antoine Pouliot (C/RW),Phoenix Coyotes,13,0,4,4,0.31,2,-2,https://www.eliteprospects.com/player/8919/marc-antoine-pouliot,2011-12,nhl,Marc-Antoine Pouliot,C/RW,FW,0,0.0,0
Casey Cizikas (C),New York Islanders,15,0,4,4,0.27,6,1,https://www.eliteprospects.com/player/14960/casey-cizikas,2011-12,nhl,Casey Cizikas,C,FW,0,0.0,0
Alexandre Picard (D),Pittsburgh Penguins,17,0,4,4,0.24,4,4,https://www.eliteprospects.com/player/8847/alexandre-picard,2011-12,nhl,Alexandre Picard,D,DEF,0,0.0,0
Brandon McMillan (C/LW),Anaheim Ducks,25,0,4,4,0.16,20,-10,https://www.eliteprospects.com/player/14741/brandon-mcmillan,2011-12,nhl,Brandon McMillan,C/LW,FW,0,0.0,0
Douglas Murray (D),San Jose Sharks,60,0,4,4,0.07,31,3,https://www.eliteprospects.com/player/2616/douglas-murray,2011-12,nhl,Douglas Murray,D,DEF,0,0.0,0
Sven Bärtschi (LW),Calgary Flames,5,3,0,3,0.60,4,2,https://www.eliteprospects.com/player/33591/sven-bartschi,2011-12,nhl,Sven Bärtschi,LW,FW,0,0.0,0
Linus Omark (LW),Edmonton Oilers,14,3,0,3,0.21,8,-5,https://www.eliteprospects.com/player/4008/linus-omark,2011-12,nhl,Linus Omark,LW,FW,0,0.0,0
Sean Avery (LW/C),New York Rangers,15,3,0,3,0.20,21,2,https://www.eliteprospects.com/player/8720/sean-avery,2011-12,nhl,Sean Avery,LW/C,FW,0,0.0,0
John Madden (C),Florida Panthers,31,3,0,3,0.10,4,-4,https://www.eliteprospects.com/player/8723/john-madden,2011-12,nhl,John Madden,C,FW,0,0.0,0
Akim Aliu (RW/D),Calgary Flames,2,2,1,3,1.50,12,3,https://www.eliteprospects.com/player/11116/akim-aliu,2011-12,nhl,Akim Aliu,RW/D,DEF,0,0.0,0
Jaden Schwartz (LW),St. Louis Blues,7,2,1,3,0.43,0,1,https://www.eliteprospects.com/player/33907/jaden-schwartz,2011-12,nhl,Jaden Schwartz,LW,FW,0,0.0,0
Mats Zuccarello (RW/LW),New York Rangers,10,2,1,3,0.30,6,0,https://www.eliteprospects.com/player/10881/mats-zuccarello,2011-12,nhl,Mats Zuccarello,RW/LW,FW,0,0.0,0
Yevgeni Dadonov (RW/LW),Florida Panthers,15,2,1,3,0.20,2,-4,https://www.eliteprospects.com/player/11859/yevgeni-dadonov,2011-12,nhl,Yevgeni Dadonov,RW/LW,FW,0,0.0,0
Ryan Garbutt (W/C),Dallas Stars,20,2,1,3,0.15,22,-1,https://www.eliteprospects.com/player/39057/ryan-garbutt,2011-12,nhl,Ryan Garbutt,W/C,FW,0,0.0,0
Eric Fehr (C/RW),Winnipeg Jets,35,2,1,3,0.09,12,-6,https://www.eliteprospects.com/player/10352/eric-fehr,2011-12,nhl,Eric Fehr,C/RW,FW,0,0.0,0
Andrew Alberts (D),Vancouver Canucks,44,2,1,3,0.07,40,4,https://www.eliteprospects.com/player/9062/andrew-alberts,2011-12,nhl,Andrew Alberts,D,DEF,0,0.0,0
Rod Pelley (C),totals,52,2,1,3,0.06,16,-3,https://www.eliteprospects.com/player/11019/rod-pelley,2011-12,nhl,Rod Pelley,C,FW,0,0.0,0
Jared Boll (RW),Columbus Blue Jackets,54,2,1,3,0.06,126,-8,https://www.eliteprospects.com/player/14076/jared-boll,2011-12,nhl,Jared Boll,RW,FW,0,0.0,0
Chris Conner (RW/LW),Detroit Red Wings,8,1,2,3,0.38,0,2,https://www.eliteprospects.com/player/10995/chris-conner,2011-12,nhl,Chris Conner,RW/LW,FW,0,0.0,0
Carson McMillan (RW/C),Minnesota Wild,11,1,2,3,0.27,11,1,https://www.eliteprospects.com/player/13595/carson-mcmillan,2011-12,nhl,Carson McMillan,RW/C,FW,0,0.0,0
Michael Stone (D),Phoenix Coyotes,13,1,2,3,0.23,2,7,https://www.eliteprospects.com/player/11708/michael-stone,2011-12,nhl,Michael Stone,D,DEF,0,0.0,0
Tyson Strachan (D),Florida Panthers,15,1,2,3,0.20,5,1,https://www.eliteprospects.com/player/15420/tyson-strachan,2011-12,nhl,Tyson Strachan,D,DEF,0,0.0,0
Zac Dalpe (C/RW),Carolina Hurricanes,16,1,2,3,0.19,4,-3,https://www.eliteprospects.com/player/18240/zac-dalpe,2011-12,nhl,Zac Dalpe,C/RW,FW,0,0.0,0
Frédéric St-Denis (D),Montréal Canadiens,17,1,2,3,0.18,10,3,https://www.eliteprospects.com/player/23512/frederic-st-denis,2011-12,nhl,Frédéric St-Denis,D,DEF,0,0.0,0
Michael Sauer (D),New York Rangers,19,1,2,3,0.16,21,9,https://www.eliteprospects.com/player/12385/michael-sauer,2011-12,nhl,Michael Sauer,D,DEF,Michael Sauer,48.0,1
Jan Mursak (RW/C),Detroit Red Wings,25,1,2,3,0.12,0,2,https://www.eliteprospects.com/player/11112/jan-mursak,2011-12,nhl,Jan Mursak,RW/C,FW,0,0.0,0
Sami Lepistö (D),Chicago Blackhawks,26,1,2,3,0.12,4,3,https://www.eliteprospects.com/player/4127/sami-lepisto,2011-12,nhl,Sami Lepistö,D,DEF,0,0.0,0
Lance Bouma (LW/C),Calgary Flames,27,1,2,3,0.11,11,-5,https://www.eliteprospects.com/player/16499/lance-bouma,2011-12,nhl,Lance Bouma,LW/C,FW,0,0.0,0
Colby Armstrong (RW/LW),Toronto Maple Leafs,29,1,2,3,0.10,9,-8,https://www.eliteprospects.com/player/9067/colby-armstrong,2011-12,nhl,Colby Armstrong,RW/LW,FW,0,0.0,0
Matt Carkner (D),Ottawa Senators,29,1,2,3,0.10,33,0,https://www.eliteprospects.com/player/9107/matt-carkner,2011-12,nhl,Matt Carkner,D,DEF,0,0.0,0
B.J. Crombeen (RW),St. Louis Blues,40,1,2,3,0.08,71,-2,https://www.eliteprospects.com/player/9149/b.j.-crombeen,2011-12,nhl,B.J. Crombeen,RW,FW,B.J. Crombeen,1.0,1
Brendan Mikkelson (D),Tampa Bay Lightning,41,1,2,3,0.07,13,-4,https://www.eliteprospects.com/player/9355/brendan-mikkelson,2011-12,nhl,Brendan Mikkelson,D,DEF,0,0.0,0
Darcy Hordichuk (LW),Edmonton Oilers,43,1,2,3,0.07,64,-3,https://www.eliteprospects.com/player/9056/darcy-hordichuk,2011-12,nhl,Darcy Hordichuk,LW,FW,Darcy Hordichuk,2.0,1
Theo Peckham (D),Edmonton Oilers,54,1,2,3,0.06,80,0,https://www.eliteprospects.com/player/11266/theo-peckham,2011-12,nhl,Theo Peckham,D,DEF,0,0.0,0
Jay Pandolfo (LW),New York Islanders,62,1,2,3,0.05,8,-14,https://www.eliteprospects.com/player/8704/jay-pandolfo,2011-12,nhl,Jay Pandolfo,LW,FW,0,0.0,0
Brett Bulmer (RW/LW),Minnesota Wild,9,0,3,3,0.33,6,1,https://www.eliteprospects.com/player/36711/brett-bulmer,2011-12,nhl,Brett Bulmer,RW/LW,FW,0,0.0,0
Andrei Markov (D),Montréal Canadiens,13,0,3,3,0.23,4,-4,https://www.eliteprospects.com/player/8579/andrei-markov,2011-12,nhl,Andrei Markov,D,DEF,0,0.0,0
Matt Calvert (LW/RW),Columbus Blue Jackets,13,0,3,3,0.23,16,-5,https://www.eliteprospects.com/player/17025/matt-calvert,2011-12,nhl,Matt Calvert,LW/RW,FW,0,0.0,0
Brett Sutter (LW/C),Carolina Hurricanes,15,0,3,3,0.20,11,-1,https://www.eliteprospects.com/player/11630/brett-sutter,2011-12,nhl,Brett Sutter,LW/C,FW,0,0.0,0
Ryan White (C/RW),Montréal Canadiens,20,0,3,3,0.15,61,-7,https://www.eliteprospects.com/player/11050/ryan-white,2011-12,nhl,Ryan White,C/RW,FW,0,0.0,0
Chris Summers (D),Phoenix Coyotes,21,0,3,3,0.14,11,-4,https://www.eliteprospects.com/player/9317/chris-summers,2011-12,nhl,Chris Summers,D,DEF,0,0.0,0
Adam Pardy (D),Dallas Stars,36,0,3,3,0.08,16,-5,https://www.eliteprospects.com/player/11740/adam-pardy,2011-12,nhl,Adam Pardy,D,DEF,0,0.0,0
Keith Aulie (D),totals,36,0,3,3,0.08,29,-7,https://www.eliteprospects.com/player/12561/keith-aulie,2011-12,nhl,Keith Aulie,D,DEF,0,0.0,0
Chad Rau (C/LW),Minnesota Wild,9,2,0,2,0.22,0,-1,https://www.eliteprospects.com/player/9371/chad-rau,2011-12,nhl,Chad Rau,C/LW,FW,0,0.0,0
Davis Drewiske (D),Los Angeles Kings,9,2,0,2,0.22,2,0,https://www.eliteprospects.com/player/17699/davis-drewiske,2011-12,nhl,Davis Drewiske,D,DEF,0,0.0,0
Scott Parse (RW/LW),Los Angeles Kings,9,2,0,2,0.22,14,1,https://www.eliteprospects.com/player/11414/scott-parse,2011-12,nhl,Scott Parse,RW/LW,FW,0,0.0,0
Ben Smith (RW/C),Chicago Blackhawks,13,2,0,2,0.15,0,-5,https://www.eliteprospects.com/player/15068/ben-smith,2011-12,nhl,Ben Smith,RW/C,FW,0,0.0,0
Nate Guenin (D),Anaheim Ducks,15,2,0,2,0.13,6,6,https://www.eliteprospects.com/player/10810/nate-guenin,2011-12,nhl,Nate Guenin,D,DEF,0,0.0,0
Matt Kassian (LW),Minnesota Wild,24,2,0,2,0.08,55,-2,https://www.eliteprospects.com/player/12387/matt-kassian,2011-12,nhl,Matt Kassian,LW,FW,0,0.0,0
Cam Barker (D),Edmonton Oilers,25,2,0,2,0.08,23,0,https://www.eliteprospects.com/player/9198/cam-barker,2011-12,nhl,Cam Barker,D,DEF,0,0.0,0
Ryan Russell (LW/RW),Columbus Blue Jackets,41,2,0,2,0.05,2,-7,https://www.eliteprospects.com/player/11056/ryan-russell,2011-12,nhl,Ryan Russell,LW/RW,FW,0,0.0,0
David McIntyre (C/W),Minnesota Wild,7,1,1,2,0.29,2,-1,https://www.eliteprospects.com/player/12282/david-mcintyre,2011-12,nhl,David McIntyre,C/W,FW,0,0.0,0
Josh Green (C/LW),Edmonton Oilers,7,1,1,2,0.29,7,-6,https://www.eliteprospects.com/player/10223/josh-green,2011-12,nhl,Josh Green,C/LW,FW,0,0.0,0
Jason Williams (RW/C),Pittsburgh Penguins,8,1,1,2,0.25,4,1,https://www.eliteprospects.com/player/8713/jason-williams,2011-12,nhl,Jason Williams,RW/C,FW,0,0.0,0
Tomas Kubalik (RW),Columbus Blue Jackets,8,1,1,2,0.25,6,-3,https://www.eliteprospects.com/player/11834/tomas-kubalik,2011-12,nhl,Tomas Kubalik,RW,FW,0,0.0,0
Maxim Mayorov (LW/RW),Columbus Blue Jackets,10,1,1,2,0.20,2,-3,https://www.eliteprospects.com/player/12466/maxim-mayorov,2011-12,nhl,Maxim Mayorov,LW/RW,FW,0,0.0,0
Niclas Bergfors (RW),Nashville Predators,11,1,1,2,0.18,2,-2,https://www.eliteprospects.com/player/2045/niclas-bergfors,2011-12,nhl,Niclas Bergfors,RW,FW,0,0.0,0
Kevin Westgarth (RW),Los Angeles Kings,25,1,1,2,0.08,39,-3,https://www.eliteprospects.com/player/14333/kevin-westgarth,2011-12,nhl,Kevin Westgarth,RW,FW,0,0.0,0
Tim Kennedy (C/LW),Florida Panthers,27,1,1,2,0.07,4,-11,https://www.eliteprospects.com/player/11412/tim-kennedy,2011-12,nhl,Tim Kennedy,C/LW,FW,0,0.0,0
Jed Ortmeyer (RW),Minnesota Wild,35,1,1,2,0.06,14,-8,https://www.eliteprospects.com/player/8942/jed-ortmeyer,2011-12,nhl,Jed Ortmeyer,RW,FW,0,0.0,0
Randy Jones (D),Winnipeg Jets,39,1,1,2,0.05,8,4,https://www.eliteprospects.com/player/10326/randy-jones,2011-12,nhl,Randy Jones,D,DEF,0,0.0,0
Jordie Benn (D),Dallas Stars,3,0,2,2,0.67,0,1,https://www.eliteprospects.com/player/19742/jordie-benn,2011-12,nhl,Jordie Benn,D,DEF,0,0.0,0
Jeff Taffe (C),Minnesota Wild,5,0,2,2,0.40,0,2,https://www.eliteprospects.com/player/9385/jeff-taffe,2011-12,nhl,Jeff Taffe,C,FW,0,0.0,0
Brandon Pirri (C/LW),Chicago Blackhawks,5,0,2,2,0.40,0,2,https://www.eliteprospects.com/player/33898/brandon-pirri,2011-12,nhl,Brandon Pirri,C/LW,FW,0,0.0,0
Brett MacLean (RW),Winnipeg Jets,5,0,2,2,0.40,2,1,https://www.eliteprospects.com/player/11108/brett-maclean,2011-12,nhl,Brett MacLean,RW,FW,0,0.0,0
Jason Zucker (LW/RW),Minnesota Wild,6,0,2,2,0.33,2,-2,https://www.eliteprospects.com/player/20726/jason-zucker,2011-12,nhl,Jason Zucker,LW/RW,FW,Jason Zucker,2.0,1
Mike Duco (W/C),Vancouver Canucks,6,0,2,2,0.33,5,1,https://www.eliteprospects.com/player/18616/mike-duco,2011-12,nhl,Mike Duco,W/C,FW,0,0.0,0
Brad Malone (C/LW),Colorado Avalanche,9,0,2,2,0.22,0,1,https://www.eliteprospects.com/player/12188/brad-malone,2011-12,nhl,Brad Malone,C/LW,FW,0,0.0,0
Peter Harrold (D/W),New Jersey Devils,11,0,2,2,0.18,0,0,https://www.eliteprospects.com/player/9043/peter-harrold,2011-12,nhl,Peter Harrold,D/W,DEF,0,0.0,0
Pierre-Cédric Labrie (LW),Tampa Bay Lightning,14,0,2,2,0.14,15,-2,https://www.eliteprospects.com/player/14332/pierre-cedric-labrie,2011-12,nhl,Pierre-Cédric Labrie,LW,FW,0,0.0,0
Rob Klinkhammer (W/C),Ottawa Senators,15,0,2,2,0.13,2,0,https://www.eliteprospects.com/player/14517/rob-klinkhammer,2011-12,nhl,Rob Klinkhammer,W/C,FW,Rob Klinkhammer,1.0,1
