player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Games Missed,Concussion
Devon Toews (D),Colorado Avalanche,53,9,22,31,0.58,16,29,https://www.eliteprospects.com/player/59575/devon-toews,2020-21,nhl,Devon Toews,D,DEF,0,0.0,0
Thomas Chabot (D),Ottawa Senators,49,6,25,31,0.63,36,-15,https://www.eliteprospects.com/player/213607/thomas-chabot,2020-21,nhl,Thomas Chabot,D,DEF,0,0.0,0
Nick Leddy (D),New York Islanders,56,2,29,31,0.55,8,-3,https://www.eliteprospects.com/player/38067/nick-leddy,2020-21,nhl,Nick Leddy,D,DEF,0,0.0,0
Chris Kreider (LW),New York Rangers,50,20,10,30,0.60,34,-1,https://www.eliteprospects.com/player/37998/chris-kreider,2020-21,nhl,Chris Kreider,LW,FW,0,0.0,0
Joel Eriksson Ek (C),Minnesota Wild,56,19,11,30,0.54,20,16,https://www.eliteprospects.com/player/139633/joel-eriksson-ek,2020-21,nhl,Joel Eriksson Ek,C,FW,0,0.0,0
Jeff Carter (C),totals,54,17,13,30,0.56,22,3,https://www.eliteprospects.com/player/8813/jeff-carter,2020-21,nhl,Jeff Carter,C,FW,0,0.0,0
Yegor Sharangovich (C/W),New Jersey Devils,54,16,14,30,0.56,4,-4,https://www.eliteprospects.com/player/271111/yegor-sharangovich,2020-21,nhl,Yegor Sharangovich,C/W,FW,0,0.0,0
Alex Iafallo (LW/C),Los Angeles Kings,55,13,17,30,0.55,4,-8,https://www.eliteprospects.com/player/121859/alex-iafallo,2020-21,nhl,Alex Iafallo,LW/C,FW,0,0.0,0
Denis Guryanov (RW),Dallas Stars,55,12,18,30,0.55,21,0,https://www.eliteprospects.com/player/263964/denis-guryanov,2020-21,nhl,Denis Guryanov,RW,FW,0,0.0,0
Kasperi Kapanen (RW/LW),Pittsburgh Penguins,40,11,19,30,0.75,7,15,https://www.eliteprospects.com/player/92226/kasperi-kapanen,2020-21,nhl,Kasperi Kapanen,RW/LW,FW,0,0.0,0
Tomas Tatar (LW/RW),Montréal Canadiens,50,10,20,30,0.60,8,0,https://www.eliteprospects.com/player/17750/tomas-tatar,2020-21,nhl,Tomas Tatar,LW/RW,FW,0,0.0,0
Jason Spezza (C),Toronto Maple Leafs,54,10,20,30,0.56,6,3,https://www.eliteprospects.com/player/3661/jason-spezza,2020-21,nhl,Jason Spezza,C,FW,0,0.0,0
Jesper Bratt (LW/RW),New Jersey Devils,46,7,23,30,0.65,8,4,https://www.eliteprospects.com/player/117698/jesper-bratt,2020-21,nhl,Jesper Bratt,LW/RW,FW,0,0.0,0
Charlie McAvoy (D),Boston Bruins,51,5,25,30,0.59,38,22,https://www.eliteprospects.com/player/245142/charlie-mcavoy,2020-21,nhl,Charlie McAvoy,D,DEF,0,0.0,0
Mikhail Sergachyov (D),Tampa Bay Lightning,56,4,26,30,0.54,30,5,https://www.eliteprospects.com/player/312213/mikhail-sergachyov,2020-21,nhl,Mikhail Sergachyov,D,DEF,0,0.0,0
Alexander Wennberg (C),Florida Panthers,56,17,12,29,0.52,8,6,https://www.eliteprospects.com/player/37041/alexander-wennberg,2020-21,nhl,Alexander Wennberg,C,FW,0,0.0,0
Anthony Mantha (RW/LW),totals,56,15,14,29,0.52,25,-14,https://www.eliteprospects.com/player/104045/anthony-mantha,2020-21,nhl,Anthony Mantha,RW/LW,FW,0,0.0,0
Adrian Kempe (C/W),Los Angeles Kings,56,14,15,29,0.52,28,-18,https://www.eliteprospects.com/player/86313/adrian-kempe,2020-21,nhl,Adrian Kempe,C/W,FW,0,0.0,0
Paul Stastny (C),Winnipeg Jets,56,13,16,29,0.52,32,-3,https://www.eliteprospects.com/player/10212/paul-stastny,2020-21,nhl,Paul Stastny,C,FW,0,0.0,0
Tim Stützle (LW/C),Ottawa Senators,53,12,17,29,0.55,14,-18,https://www.eliteprospects.com/player/348134/tim-stutzle,2020-21,nhl,Tim Stützle,LW/C,FW,0,0.0,0
Yevgeni Kuznetsov (C),Washington Capitals,41,9,20,29,0.71,18,7,https://www.eliteprospects.com/player/34777/yevgeni-kuznetsov,2020-21,nhl,Yevgeni Kuznetsov,C,FW,0,0.0,0
Brent Burns (D),San Jose Sharks,56,7,22,29,0.52,36,-13,https://www.eliteprospects.com/player/9103/brent-burns,2020-21,nhl,Brent Burns,D,DEF,0,0.0,0
Anthony Beauvillier (LW/C),New York Islanders,47,15,13,28,0.60,12,15,https://www.eliteprospects.com/player/213435/anthony-beauvillier,2020-21,nhl,Anthony Beauvillier,LW/C,FW,0,0.0,0
Jean-Gabriel Pageau (C),New York Islanders,54,14,14,28,0.52,10,10,https://www.eliteprospects.com/player/45134/jean-gabriel-pageau,2020-21,nhl,Jean-Gabriel Pageau,C,FW,0,0.0,0
Calle Järnkrok (C/W),Nashville Predators,49,13,15,28,0.57,14,13,https://www.eliteprospects.com/player/6020/calle-jarnkrok,2020-21,nhl,Calle Järnkrok,C/W,FW,0,0.0,0
Kevin Labanc (RW/LW),San Jose Sharks,55,12,16,28,0.51,31,-9,https://www.eliteprospects.com/player/133841/kevin-labanc,2020-21,nhl,Kevin Labanc,RW/LW,FW,0,0.0,0
Sean Monahan (C),Calgary Flames,50,10,18,28,0.56,10,-6,https://www.eliteprospects.com/player/85013/sean-monahan,2020-21,nhl,Sean Monahan,C,FW,0,0.0,0
Rickard Rakell (W/C),Anaheim Ducks,52,9,19,28,0.54,12,-14,https://www.eliteprospects.com/player/17435/rickard-rakell,2020-21,nhl,Rickard Rakell,W/C,FW,0,0.0,0
Yevgeni Malkin (C),Pittsburgh Penguins,33,8,20,28,0.85,24,-4,https://www.eliteprospects.com/player/4231/yevgeni-malkin,2020-21,nhl,Yevgeni Malkin,C,FW,0,0.0,0
Seth Jones (D),Columbus Blue Jackets,56,5,23,28,0.50,26,-18,https://www.eliteprospects.com/player/90355/seth-jones,2020-21,nhl,Seth Jones,D,DEF,0,0.0,0
Pius Suter (C),Chicago Blackhawks,55,14,13,27,0.49,14,-5,https://www.eliteprospects.com/player/135775/pius-suter,2020-21,nhl,Pius Suter,C,FW,0,0.0,0
Mikael Granlund (C),Nashville Predators,51,13,14,27,0.53,14,-1,https://www.eliteprospects.com/player/16037/mikael-granlund,2020-21,nhl,Mikael Granlund,C,FW,0,0.0,0
Nils Höglander (LW/RW),Vancouver Canucks,56,13,14,27,0.48,16,-4,https://www.eliteprospects.com/player/311906/nils-hoglander,2020-21,nhl,Nils Höglander,LW/RW,FW,0,0.0,0
Sam Bennett (C/LW),totals,48,10,17,27,0.56,52,-2,https://www.eliteprospects.com/player/189371/sam-bennett,2020-21,nhl,Sam Bennett,C/LW,FW,0,0.0,0
Miro Heiskanen (D),Dallas Stars,55,8,19,27,0.49,12,-9,https://www.eliteprospects.com/player/250075/miro-heiskanen,2020-21,nhl,Miro Heiskanen,D,DEF,0,0.0,0
Jake Muzzin (D),Toronto Maple Leafs,53,4,23,27,0.51,29,21,https://www.eliteprospects.com/player/13614/jake-muzzin,2020-21,nhl,Jake Muzzin,D,DEF,Jake Muzzin,7.0,1
Jake Muzzin (D),Toronto Maple Leafs,53,4,23,27,0.51,29,21,https://www.eliteprospects.com/player/13614/jake-muzzin,2020-21,nhl,Jake Muzzin,D,DEF,Jake Muzzin,20.0,1
Justin Schultz (D),Washington Capitals,46,3,24,27,0.59,10,12,https://www.eliteprospects.com/player/18241/justin-schultz,2020-21,nhl,Justin Schultz,D,DEF,0,0.0,0
Keith Yandle (D),Florida Panthers,56,3,24,27,0.48,38,-8,https://www.eliteprospects.com/player/10247/keith-yandle,2020-21,nhl,Keith Yandle,D,DEF,0,0.0,0
Mike Reilly (D),totals,55,0,27,27,0.49,22,5,https://www.eliteprospects.com/player/106295/mike-reilly,2020-21,nhl,Mike Reilly,D,DEF,0,0.0,0
Frank Vatrano (W/C),Florida Panthers,56,18,8,26,0.46,26,8,https://www.eliteprospects.com/player/59733/frank-vatrano,2020-21,nhl,Frank Vatrano,W/C,FW,0,0.0,0
Nick Ritchie (LW),Boston Bruins,56,15,11,26,0.46,37,-7,https://www.eliteprospects.com/player/99036/nick-ritchie,2020-21,nhl,Nick Ritchie,LW,FW,0,0.0,0
Marcus Foligno (LW/RW),Minnesota Wild,39,11,15,26,0.67,49,19,https://www.eliteprospects.com/player/18601/marcus-foligno,2020-21,nhl,Marcus Foligno,LW/RW,FW,0,0.0,0
Nick Bonino (C/LW),Minnesota Wild,55,10,16,26,0.47,26,0,https://www.eliteprospects.com/player/14686/nick-bonino,2020-21,nhl,Nick Bonino,C/LW,FW,0,0.0,0
Mark Giordano (D),Calgary Flames,56,9,17,26,0.46,14,5,https://www.eliteprospects.com/player/9161/mark-giordano,2020-21,nhl,Mark Giordano,D,DEF,0,0.0,0
Ivan Provorov (D),Philadelphia Flyers,56,7,19,26,0.46,28,4,https://www.eliteprospects.com/player/242584/ivan-provorov,2020-21,nhl,Ivan Provorov,D,DEF,0,0.0,0
Filip Hronek (D),Detroit Red Wings,56,2,24,26,0.46,16,-18,https://www.eliteprospects.com/player/191286/filip-hronek,2020-21,nhl,Filip Hronek,D,DEF,0,0.0,0
Miles Wood (LW),New Jersey Devils,55,17,8,25,0.45,29,-6,https://www.eliteprospects.com/player/131890/miles-wood,2020-21,nhl,Miles Wood,LW,FW,0,0.0,0
Jesse Puljujärvi (RW),Edmonton Oilers,55,15,10,25,0.45,16,6,https://www.eliteprospects.com/player/152117/jesse-puljujarvi,2020-21,nhl,Jesse Puljujärvi,RW,FW,0,0.0,0
Reilly Smith (RW/LW),Vegas Golden Knights,53,14,11,25,0.47,18,10,https://www.eliteprospects.com/player/33903/reilly-smith,2020-21,nhl,Reilly Smith,RW/LW,FW,0,0.0,0
Mason Appleton (C/RW),Winnipeg Jets,56,12,13,25,0.45,14,11,https://www.eliteprospects.com/player/266919/mason-appleton,2020-21,nhl,Mason Appleton,C/RW,FW,0,0.0,0
Viktor Arvidsson (LW/RW),Nashville Predators,50,10,15,25,0.50,21,9,https://www.eliteprospects.com/player/27484/viktor-arvidsson,2020-21,nhl,Viktor Arvidsson,LW/RW,FW,0,0.0,0
Janne Kuokkanen (LW/C),New Jersey Devils,50,8,17,25,0.50,14,-11,https://www.eliteprospects.com/player/209426/janne-kuokkanen,2020-21,nhl,Janne Kuokkanen,LW/C,FW,0,0.0,0
Jared Spurgeon (D),Minnesota Wild,54,7,18,25,0.46,6,-2,https://www.eliteprospects.com/player/11611/jared-spurgeon,2020-21,nhl,Jared Spurgeon,D,DEF,0,0.0,0
Justin Faulk (D),St. Louis Blues,56,7,18,25,0.45,35,11,https://www.eliteprospects.com/player/20715/justin-faulk,2020-21,nhl,Justin Faulk,D,DEF,0,0.0,0
Brett Pesce (D),Carolina Hurricanes,55,4,21,25,0.45,20,14,https://www.eliteprospects.com/player/121869/brett-pesce,2020-21,nhl,Brett Pesce,D,DEF,0,0.0,0
Josh Anderson (RW/LW),Montréal Canadiens,52,17,7,24,0.46,38,-10,https://www.eliteprospects.com/player/95853/josh-anderson,2020-21,nhl,Josh Anderson,RW/LW,FW,0,0.0,0
Brandon Saad (LW/RW),Colorado Avalanche,44,15,9,24,0.55,12,1,https://www.eliteprospects.com/player/31264/brandon-saad,2020-21,nhl,Brandon Saad,LW/RW,FW,0,0.0,0
Patrik Laine (LW/RW),totals,46,12,12,24,0.52,25,-28,https://www.eliteprospects.com/player/221667/patrik-laine,2020-21,nhl,Patrik Laine,LW/RW,FW,0,0.0,0
Mattias Janmark (C/W),totals,56,11,13,24,0.43,10,-12,https://www.eliteprospects.com/player/16629/mattias-janmark,2020-21,nhl,Mattias Janmark,C/W,FW,0,0.0,0
Adam Lowry (C),Winnipeg Jets,52,10,14,24,0.46,13,6,https://www.eliteprospects.com/player/45633/adam-lowry,2020-21,nhl,Adam Lowry,C,FW,0,0.0,0
Brandon Hagel (LW),Chicago Blackhawks,52,9,15,24,0.46,11,-7,https://www.eliteprospects.com/player/161843/brandon-hagel,2020-21,nhl,Brandon Hagel,LW,FW,0,0.0,0
Max Domi (C/LW),Columbus Blue Jackets,54,9,15,24,0.44,75,-18,https://www.eliteprospects.com/player/95484/max-domi,2020-21,nhl,Max Domi,C/LW,FW,0,0.0,0
Phillip Danault (C/LW),Montréal Canadiens,53,5,19,24,0.45,24,9,https://www.eliteprospects.com/player/45282/phillip-danault,2020-21,nhl,Phillip Danault,C/LW,FW,0,0.0,0
Oliver Ekman Larsson (D),Arizona Coyotes,46,3,21,24,0.52,32,-17,https://www.eliteprospects.com/player/7693/oliver-ekman-larsson,2020-21,nhl,Oliver Ekman Larsson,D,DEF,0,0.0,0
Brendan Gallagher (RW),Montréal Canadiens,35,14,9,23,0.66,16,10,https://www.eliteprospects.com/player/25705/brendan-gallagher,2020-21,nhl,Brendan Gallagher,RW,FW,0,0.0,0
Andreas Athanasiou (C/W),Los Angeles Kings,47,10,13,23,0.49,27,-6,https://www.eliteprospects.com/player/86009/andreas-athanasiou,2020-21,nhl,Andreas Athanasiou,C/W,FW,0,0.0,0
Victor Rask (C/LW),Minnesota Wild,54,10,13,23,0.43,2,1,https://www.eliteprospects.com/player/15747/victor-rask,2020-21,nhl,Victor Rask,C/LW,FW,0,0.0,0
Gabriel Vilardi (C),Los Angeles Kings,54,10,13,23,0.43,6,-8,https://www.eliteprospects.com/player/286867/gabriel-vilardi,2020-21,nhl,Gabriel Vilardi,C,FW,0,0.0,0
Trevor Moore (C/W),Los Angeles Kings,56,10,13,23,0.41,18,-5,https://www.eliteprospects.com/player/87846/trevor-moore,2020-21,nhl,Trevor Moore,C/W,FW,0,0.0,0
Milan Lucic (LW),Calgary Flames,56,10,13,23,0.41,46,-8,https://www.eliteprospects.com/player/11104/milan-lucic,2020-21,nhl,Milan Lucic,LW,FW,0,0.0,0
Dylan Larkin (C),Detroit Red Wings,44,9,14,23,0.52,34,-14,https://www.eliteprospects.com/player/177693/dylan-larkin,2020-21,nhl,Dylan Larkin,C,FW,0,0.0,0
Jonas Brodin (D),Minnesota Wild,53,9,14,23,0.43,18,2,https://www.eliteprospects.com/player/19980/jonas-brodin,2020-21,nhl,Jonas Brodin,D,DEF,0,0.0,0
Lars Eller (C),Washington Capitals,44,8,15,23,0.52,21,-1,https://www.eliteprospects.com/player/5995/lars-eller,2020-21,nhl,Lars Eller,C,FW,0,0.0,0
Alexander Kerfoot (C/LW),Toronto Maple Leafs,56,8,15,23,0.41,12,2,https://www.eliteprospects.com/player/59968/alexander-kerfoot,2020-21,nhl,Alexander Kerfoot,C/LW,FW,0,0.0,0
Alex Pietrangelo (D),Vegas Golden Knights,41,7,16,23,0.56,16,20,https://www.eliteprospects.com/player/11317/alex-pietrangelo,2020-21,nhl,Alex Pietrangelo,D,DEF,0,0.0,0
Mattias Ekholm (D),Nashville Predators,48,6,17,23,0.48,14,19,https://www.eliteprospects.com/player/8373/mattias-ekholm,2020-21,nhl,Mattias Ekholm,D,DEF,0,0.0,0
Cam Fowler (D),Anaheim Ducks,56,5,18,23,0.41,18,-4,https://www.eliteprospects.com/player/31261/cam-fowler,2020-21,nhl,Cam Fowler,D,DEF,0,0.0,0
Rasmus Dahlin (D),Buffalo Sabres,56,5,18,23,0.41,26,-36,https://www.eliteprospects.com/player/310545/rasmus-dahlin,2020-21,nhl,Rasmus Dahlin,D,DEF,0,0.0,0
Jonathan Drouin (LW/C),Montréal Canadiens,44,2,21,23,0.52,20,-8,https://www.eliteprospects.com/player/118657/jonathan-drouin,2020-21,nhl,Jonathan Drouin,LW/C,FW,0,0.0,0
Ty Smith (D),New Jersey Devils,48,2,21,23,0.48,22,-9,https://www.eliteprospects.com/player/281814/ty-smith,2020-21,nhl,Ty Smith,D,DEF,0,0.0,0
Conor Sheary (LW/RW),Washington Capitals,53,14,8,22,0.42,14,-1,https://www.eliteprospects.com/player/94484/conor-sheary,2020-21,nhl,Conor Sheary,LW/RW,FW,0,0.0,0
Colin Blackwell (C/W),New York Rangers,47,12,10,22,0.47,15,2,https://www.eliteprospects.com/player/128394/colin-blackwell,2020-21,nhl,Colin Blackwell,C/W,FW,0,0.0,0
Aaron Ekblad (D),Florida Panthers,35,11,11,22,0.63,33,5,https://www.eliteprospects.com/player/49042/aaron-ekblad,2020-21,nhl,Aaron Ekblad,D,DEF,0,0.0,0
Eeli Tolvanen (RW/LW),Nashville Predators,40,11,11,22,0.55,4,-10,https://www.eliteprospects.com/player/249730/eeli-tolvanen,2020-21,nhl,Eeli Tolvanen,RW/LW,FW,0,0.0,0
Dillon Dubé (C/LW),Calgary Flames,51,11,11,22,0.43,20,-1,https://www.eliteprospects.com/player/157256/dillon-dube,2020-21,nhl,Dillon Dubé,C/LW,FW,0,0.0,0
Casey Mittelstadt (C/LW),Buffalo Sabres,41,10,12,22,0.54,10,-10,https://www.eliteprospects.com/player/300831/casey-mittelstadt,2020-21,nhl,Casey Mittelstadt,C/LW,FW,0,0.0,0
Anthony Cirelli (C),Tampa Bay Lightning,50,9,13,22,0.44,10,0,https://www.eliteprospects.com/player/274875/anthony-cirelli,2020-21,nhl,Anthony Cirelli,C,FW,0,0.0,0
Filip Chytil (C),New York Rangers,42,8,14,22,0.52,10,9,https://www.eliteprospects.com/player/236806/filip-chytil,2020-21,nhl,Filip Chytil,C,FW,0,0.0,0
Dmitri Orlov (D),Washington Capitals,51,8,14,22,0.43,20,16,https://www.eliteprospects.com/player/17758/dmitri-orlov,2020-21,nhl,Dmitri Orlov,D,DEF,0,0.0,0
Erik Karlsson (D),San Jose Sharks,52,8,14,22,0.42,18,-18,https://www.eliteprospects.com/player/9878/erik-karlsson,2020-21,nhl,Erik Karlsson,D,DEF,0,0.0,0
Tyler Johnson (C),Tampa Bay Lightning,55,8,14,22,0.40,16,-1,https://www.eliteprospects.com/player/12078/tyler-johnson,2020-21,nhl,Tyler Johnson,C,FW,Tyler Johnson,6.0,1
Teodors Blugers (C),Pittsburgh Penguins,43,7,15,22,0.51,16,10,https://www.eliteprospects.com/player/108347/teodors-blugers,2020-21,nhl,Teodors Blugers,C,FW,0,0.0,0
Ryan Johansen (C),Nashville Predators,48,7,15,22,0.46,22,0,https://www.eliteprospects.com/player/45512/ryan-johansen,2020-21,nhl,Ryan Johansen,C,FW,0,0.0,0
Ryan Hartman (RW/C),Minnesota Wild,51,7,15,22,0.43,33,0,https://www.eliteprospects.com/player/90345/ryan-hartman,2020-21,nhl,Ryan Hartman,RW/C,FW,0,0.0,0
Alex Goligoski (D),Arizona Coyotes,56,3,19,22,0.39,14,2,https://www.eliteprospects.com/player/9435/alex-goligoski,2020-21,nhl,Alex Goligoski,D,DEF,0,0.0,0
Oliver Wahlstrom (RW),New York Islanders,44,12,9,21,0.48,21,2,https://www.eliteprospects.com/player/241370/oliver-wahlstrom,2020-21,nhl,Oliver Wahlstrom,RW,FW,0,0.0,0
Adam Henrique (C/LW),Anaheim Ducks,45,12,9,21,0.47,11,-8,https://www.eliteprospects.com/player/19043/adam-henrique,2020-21,nhl,Adam Henrique,C/LW,FW,0,0.0,0
Alexis Lafrenière (LW/RW),New York Rangers,56,12,9,21,0.38,8,-7,https://www.eliteprospects.com/player/296697/alexis-lafreniere,2020-21,nhl,Alexis Lafrenière,LW/RW,FW,0,0.0,0
Elias Pettersson (C/W),Vancouver Canucks,26,10,11,21,0.81,6,0,https://www.eliteprospects.com/player/266336/elias-pettersson,2020-21,nhl,Elias Pettersson,C/W,FW,0,0.0,0
Kyle Palmieri (RW),totals,51,10,11,21,0.41,20,-5,https://www.eliteprospects.com/player/17508/kyle-palmieri,2020-21,nhl,Kyle Palmieri,RW,FW,0,0.0,0
Valeri Nichushkin (RW),Colorado Avalanche,55,10,11,21,0.38,4,9,https://www.eliteprospects.com/player/108661/valeri-nichushkin,2020-21,nhl,Valeri Nichushkin,RW,FW,0,0.0,0
Pierre-Luc Dubois (C/LW),totals,46,9,12,21,0.46,38,-8,https://www.eliteprospects.com/player/252480/pierre-luc-dubois,2020-21,nhl,Pierre-Luc Dubois,C/LW,FW,0,0.0,0
Corey Perry (RW),Montréal Canadiens,49,9,12,21,0.43,39,-4,https://www.eliteprospects.com/player/8541/corey-perry,2020-21,nhl,Corey Perry,RW,FW,0,0.0,0
Erik Haula (LW/C),Nashville Predators,51,9,12,21,0.41,14,4,https://www.eliteprospects.com/player/16042/erik-haula,2020-21,nhl,Erik Haula,LW/C,FW,0,0.0,0
Jaden Schwartz (LW),St. Louis Blues,40,8,13,21,0.53,20,2,https://www.eliteprospects.com/player/33907/jaden-schwartz,2020-21,nhl,Jaden Schwartz,LW,FW,0,0.0,0
Kailer Yamamoto (W/C),Edmonton Oilers,52,8,13,21,0.40,26,9,https://www.eliteprospects.com/player/247915/kailer-yamamoto,2020-21,nhl,Kailer Yamamoto,W/C,FW,0,0.0,0
Matt Dumba (D),Minnesota Wild,51,6,15,21,0.41,46,1,https://www.eliteprospects.com/player/53542/matt-dumba,2020-21,nhl,Matt Dumba,D,DEF,0,0.0,0
Tyler Myers (D),Vancouver Canucks,55,6,15,21,0.38,51,-8,https://www.eliteprospects.com/player/17521/tyler-myers,2020-21,nhl,Tyler Myers,D,DEF,0,0.0,0
Rasmus Andersson (D),Calgary Flames,56,5,16,21,0.38,34,-9,https://www.eliteprospects.com/player/86137/rasmus-andersson,2020-21,nhl,Rasmus Andersson,D,DEF,0,0.0,0
Josh Morrissey (D),Winnipeg Jets,56,4,17,21,0.38,25,-1,https://www.eliteprospects.com/player/62293/josh-morrissey,2020-21,nhl,Josh Morrissey,D,DEF,0,0.0,0
Damon Severson (D),New Jersey Devils,56,3,18,21,0.38,29,-8,https://www.eliteprospects.com/player/55867/damon-severson,2020-21,nhl,Damon Severson,D,DEF,0,0.0,0
Daniel Sprong (RW/LW),Washington Capitals,42,13,7,20,0.48,12,7,https://www.eliteprospects.com/player/231299/daniel-sprong,2020-21,nhl,Daniel Sprong,RW/LW,FW,0,0.0,0
Yevgeni Dadonov (RW/LW),Ottawa Senators,55,13,7,20,0.36,4,-9,https://www.eliteprospects.com/player/11859/yevgeni-dadonov,2020-21,nhl,Yevgeni Dadonov,RW/LW,FW,0,0.0,0
Adam Erne (LW/RW),Detroit Red Wings,45,11,9,20,0.44,26,-1,https://www.eliteprospects.com/player/90359/adam-erne,2020-21,nhl,Adam Erne,LW/RW,FW,0,0.0,0
Warren Foegele (LW/C),Carolina Hurricanes,53,10,10,20,0.38,20,4,https://www.eliteprospects.com/player/210317/warren-foegele,2020-21,nhl,Warren Foegele,LW/C,FW,0,0.0,0
Shayne Gostisbehere (D),Philadelphia Flyers,41,9,11,20,0.49,6,-2,https://www.eliteprospects.com/player/122787/shayne-gostisbehere,2020-21,nhl,Shayne Gostisbehere,D,DEF,0,0.0,0
Scott Laughton (C/LW),Philadelphia Flyers,53,9,11,20,0.38,39,13,https://www.eliteprospects.com/player/76690/scott-laughton,2020-21,nhl,Scott Laughton,C/LW,FW,Scott Laughton,12.0,1
Travis Zajac (C),totals,46,8,12,20,0.43,6,-1,https://www.eliteprospects.com/player/10232/travis-zajac,2020-21,nhl,Travis Zajac,C,FW,0,0.0,0
Derick Brassard (C/LW),Arizona Coyotes,53,8,12,20,0.38,12,-10,https://www.eliteprospects.com/player/9366/derick-brassard,2020-21,nhl,Derick Brassard,C/LW,FW,0,0.0,0
Zach Werenski (D),Columbus Blue Jackets,35,7,13,20,0.57,13,-9,https://www.eliteprospects.com/player/186311/zach-werenski,2020-21,nhl,Zach Werenski,D,DEF,0,0.0,0
Troy Terry (RW/C),Anaheim Ducks,48,7,13,20,0.42,18,-1,https://www.eliteprospects.com/player/234046/troy-terry,2020-21,nhl,Troy Terry,RW/C,FW,0,0.0,0
Nick Foligno (LW/RW),totals,49,7,13,20,0.41,32,2,https://www.eliteprospects.com/player/10675/nick-foligno,2020-21,nhl,Nick Foligno,LW/RW,FW,Nick Foligno,4.0,1
Vince Dunn (D),St. Louis Blues,43,6,14,20,0.47,18,-8,https://www.eliteprospects.com/player/161816/vince-dunn,2020-21,nhl,Vince Dunn,D,DEF,0,0.0,0
Ryan Donato (C/LW),San Jose Sharks,50,6,14,20,0.40,10,-11,https://www.eliteprospects.com/player/195235/ryan-donato,2020-21,nhl,Ryan Donato,C/LW,FW,0,0.0,0
Barclay Goodrow (C/W),Tampa Bay Lightning,55,6,14,20,0.36,52,16,https://www.eliteprospects.com/player/45398/barclay-goodrow,2020-21,nhl,Barclay Goodrow,C/W,FW,0,0.0,0
Matt Grzelcyk (D),Boston Bruins,37,5,15,20,0.54,22,11,https://www.eliteprospects.com/player/90350/matt-grzelcyk,2020-21,nhl,Matt Grzelcyk,D,DEF,0,0.0,0
Joe Thornton (C),Toronto Maple Leafs,44,5,15,20,0.45,14,6,https://www.eliteprospects.com/player/3670/joe-thornton,2020-21,nhl,Joe Thornton,C,FW,0,0.0,0
Jesperi Kotkaniemi (C/LW),Montréal Canadiens,56,5,15,20,0.36,12,-1,https://www.eliteprospects.com/player/363872/jesperi-kotkaniemi,2020-21,nhl,Jesperi Kotkaniemi,C/LW,FW,0,0.0,0
Nick Paul (LW/C),Ottawa Senators,56,5,15,20,0.36,19,5,https://www.eliteprospects.com/player/149617/nick-paul,2020-21,nhl,Nick Paul,LW/C,FW,0,0.0,0
Justin Holl (D),Toronto Maple Leafs,55,2,18,20,0.36,25,16,https://www.eliteprospects.com/player/46905/justin-holl,2020-21,nhl,Justin Holl,D,DEF,0,0.0,0
Anders Lee (LW),New York Islanders,27,12,7,19,0.70,12,11,https://www.eliteprospects.com/player/19068/anders-lee,2020-21,nhl,Anders Lee,LW,FW,0,0.0,0
Mathieu Joseph (RW/LW),Tampa Bay Lightning,56,12,7,19,0.34,10,3,https://www.eliteprospects.com/player/227640/mathieu-joseph,2020-21,nhl,Mathieu Joseph,RW/LW,FW,0,0.0,0
Luke Kunin (C/W),Nashville Predators,38,10,9,19,0.50,13,3,https://www.eliteprospects.com/player/245278/luke-kunin,2020-21,nhl,Luke Kunin,C/W,FW,0,0.0,0
Mathieu Perreault (C),Winnipeg Jets,56,9,10,19,0.34,16,6,https://www.eliteprospects.com/player/10441/mathieu-perreault,2020-21,nhl,Mathieu Perreault,C,FW,0,0.0,0
Jesper Fast (RW),Carolina Hurricanes,46,6,13,19,0.41,14,-4,https://www.eliteprospects.com/player/10967/jesper-fast,2020-21,nhl,Jesper Fast,RW,FW,0,0.0,0
Shea Weber (D),Montréal Canadiens,48,6,13,19,0.40,33,-4,https://www.eliteprospects.com/player/9505/shea-weber,2020-21,nhl,Shea Weber,D,DEF,0,0.0,0
Filip Zadina (RW/LW),Detroit Red Wings,49,6,13,19,0.39,0,-4,https://www.eliteprospects.com/player/236471/filip-zadina,2020-21,nhl,Filip Zadina,RW/LW,FW,0,0.0,0
Chris Tierney (C),Ottawa Senators,55,6,13,19,0.35,8,-12,https://www.eliteprospects.com/player/92677/chris-tierney,2020-21,nhl,Chris Tierney,C,FW,0,0.0,0
P.K. Subban (D),New Jersey Devils,44,5,14,19,0.43,26,-16,https://www.eliteprospects.com/player/11251/p.k.-subban,2020-21,nhl,P.K. Subban,D,DEF,0,0.0,0
Ryan Suter (D),Minnesota Wild,56,3,16,19,0.34,12,9,https://www.eliteprospects.com/player/8897/ryan-suter,2020-21,nhl,Ryan Suter,D,DEF,0,0.0,0
Brenden Dillon (D),Washington Capitals,56,2,17,19,0.34,49,15,https://www.eliteprospects.com/player/23790/brenden-dillon,2020-21,nhl,Brenden Dillon,D,DEF,0,0.0,0
Robby Fabbri (C/LW),Detroit Red Wings,30,10,8,18,0.60,16,3,https://www.eliteprospects.com/player/156923/robby-fabbri,2020-21,nhl,Robby Fabbri,C/LW,FW,0,0.0,0
