player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Games Missed,head_injuries
Mikael Samuelsson (RW),Detroit Red Wings,71,23,22,45,0.63,42,27,https://www.eliteprospects.com/player/736/mikael-samuelsson,2005-06,nhl,Mikael Samuelsson,RW,FW,0,0.0,0
Ian Laperrière (RW),Colorado Avalanche,82,21,24,45,0.55,116,3,https://www.eliteprospects.com/player/8987/ian-laperriere,2005-06,nhl,Ian Laperrière,RW,FW,0,0.0,0
Alexander Steen (LW/RW),Toronto Maple Leafs,75,18,27,45,0.60,42,-9,https://www.eliteprospects.com/player/460/alexander-steen,2005-06,nhl,Alexander Steen,LW/RW,FW,0,0.0,0
Patrik Elias (LW),New Jersey Devils,38,16,29,45,1.18,20,11,https://www.eliteprospects.com/player/8698/patrik-elias,2005-06,nhl,Patrik Elias,LW,FW,0,0.0,0
Tyler Arnason (C),totals,79,13,32,45,0.57,44,1,https://www.eliteprospects.com/player/4746/tyler-arnason,2005-06,nhl,Tyler Arnason,C,FW,0,0.0,0
Kyle Wellwood (C),Toronto Maple Leafs,81,11,34,45,0.56,14,0,https://www.eliteprospects.com/player/8818/kyle-wellwood,2005-06,nhl,Kyle Wellwood,C,FW,0,0.0,0
Mike Fisher (C),Ottawa Senators,68,22,22,44,0.65,64,23,https://www.eliteprospects.com/player/8771/mike-fisher,2005-06,nhl,Mike Fisher,C,FW,0,0.0,0
Ryan Malone (LW),Pittsburgh Penguins,77,22,22,44,0.57,63,-22,https://www.eliteprospects.com/player/8721/ryan-malone,2005-06,nhl,Ryan Malone,LW,FW,0,0.0,0
Sergei Fedorov (C),totals,67,12,32,44,0.66,66,-2,https://www.eliteprospects.com/player/8619/sergei-fedorov,2005-06,nhl,Sergei Fedorov,C,FW,0,0.0,0
Brian Campbell (D),Buffalo Sabres,79,12,32,44,0.56,16,-14,https://www.eliteprospects.com/player/8565/brian-campbell,2005-06,nhl,Brian Campbell,D,DEF,0,0.0,0
Jeff Halpern (C),Washington Capitals,70,11,33,44,0.63,79,-8,https://www.eliteprospects.com/player/8776/jeff-halpern,2005-06,nhl,Jeff Halpern,C,FW,0,0.0,0
Michal Handzus (C),Philadelphia Flyers,73,11,33,44,0.60,38,-2,https://www.eliteprospects.com/player/8683/michal-handzus,2005-06,nhl,Michal Handzus,C,FW,0,0.0,0
Frantisek Kaberle (D),Carolina Hurricanes,77,6,38,44,0.57,46,8,https://www.eliteprospects.com/player/1919/frantisek-kaberle,2005-06,nhl,Frantisek Kaberle,D,DEF,0,0.0,0
Philippe Boucher (D),Dallas Stars,66,16,27,43,0.65,77,28,https://www.eliteprospects.com/player/9087/philippe-boucher,2005-06,nhl,Philippe Boucher,D,DEF,0,0.0,0
Zdeno Chára (D),Ottawa Senators,71,16,27,43,0.61,135,17,https://www.eliteprospects.com/player/4530/zdeno-chara,2005-06,nhl,Zdeno Chára,D,DEF,0,0.0,0
Jaroslav Spacek (D),totals,76,12,31,43,0.57,96,11,https://www.eliteprospects.com/player/1668/jaroslav-spacek,2005-06,nhl,Jaroslav Spacek,D,DEF,0,0.0,0
Brad Stuart (D),totals,78,12,31,43,0.55,52,-8,https://www.eliteprospects.com/player/3669/brad-stuart,2005-06,nhl,Brad Stuart,D,DEF,0,0.0,0
Tom Preissing (D),San Jose Sharks,74,11,32,43,0.58,26,17,https://www.eliteprospects.com/player/8662/tom-preissing,2005-06,nhl,Tom Preissing,D,DEF,0,0.0,0
Jeff Carter (C),Philadelphia Flyers,81,23,19,42,0.52,40,10,https://www.eliteprospects.com/player/8813/jeff-carter,2005-06,nhl,Jeff Carter,C,FW,0,0.0,0
Jochen Hecht (C/LW),Buffalo Sabres,64,18,24,42,0.66,34,10,https://www.eliteprospects.com/player/8674/jochen-hecht,2005-06,nhl,Jochen Hecht,C/LW,FW,Jochen Hecht,3.0,1
Tony Amonte (RW),Calgary Flames,80,14,28,42,0.53,43,3,https://www.eliteprospects.com/player/9065/tony-amonte,2005-06,nhl,Tony Amonte,RW,FW,0,0.0,0
Zigmund Pálffy (RW),Pittsburgh Penguins,42,11,31,42,1.00,12,5,https://www.eliteprospects.com/player/12627/zigmund-palffy,2005-06,nhl,Zigmund Pálffy,RW,FW,0,0.0,0
Raffi Torres (LW),Edmonton Oilers,82,27,14,41,0.50,50,4,https://www.eliteprospects.com/player/8857/raffi-torres,2005-06,nhl,Raffi Torres,LW,FW,0,0.0,0
Ruslan Fedotenko (LW/RW),Tampa Bay Lightning,80,26,15,41,0.51,44,-4,https://www.eliteprospects.com/player/8638/ruslan-fedotenko,2005-06,nhl,Ruslan Fedotenko,LW/RW,FW,0,0.0,0
Chris Kunitz (LW),totals,69,19,22,41,0.59,71,16,https://www.eliteprospects.com/player/8523/chris-kunitz,2005-06,nhl,Chris Kunitz,LW,FW,0,0.0,0
Brian Willsie (RW),Washington Capitals,82,19,22,41,0.50,77,-19,https://www.eliteprospects.com/player/8768/brian-willsie,2005-06,nhl,Brian Willsie,RW,FW,0,0.0,0
Martin Gélinas (LW),Florida Panthers,82,17,24,41,0.50,80,27,https://www.eliteprospects.com/player/8787/martin-gelinas,2005-06,nhl,Martin Gélinas,LW,FW,0,0.0,0
Derek Armstrong (C),Los Angeles Kings,52,13,28,41,0.79,46,-2,https://www.eliteprospects.com/player/8774/derek-armstrong,2005-06,nhl,Derek Armstrong,C,FW,0,0.0,0
Petr Cajanek (C),St. Louis Blues,71,10,31,41,0.58,54,-22,https://www.eliteprospects.com/player/8609/petr-cajanek,2005-06,nhl,Petr Cajanek,C,FW,0,0.0,0
Jean-Pierre Dumont (RW),Buffalo Sabres,54,20,20,40,0.74,38,-1,https://www.eliteprospects.com/player/8783/jean-pierre-dumont,2005-06,nhl,Jean-Pierre Dumont,RW,FW,0,0.0,0
Jan Bulis (C/LW),Montréal Canadiens,73,20,20,40,0.55,50,2,https://www.eliteprospects.com/player/8368/jan-bulis,2005-06,nhl,Jan Bulis,C/LW,FW,0,0.0,0
Todd White (C),Minnesota Wild,61,19,21,40,0.66,18,-1,https://www.eliteprospects.com/player/5532/todd-white,2005-06,nhl,Todd White,C,FW,0,0.0,0
Colby Armstrong (RW/LW),Pittsburgh Penguins,47,16,24,40,0.85,58,15,https://www.eliteprospects.com/player/9067/colby-armstrong,2005-06,nhl,Colby Armstrong,RW/LW,FW,0,0.0,0
Gary Roberts (LW),Florida Panthers,58,14,26,40,0.69,51,4,https://www.eliteprospects.com/player/8936/gary-roberts,2005-06,nhl,Gary Roberts,LW,FW,0,0.0,0
Joe Corvo (D),Los Angeles Kings,81,14,26,40,0.49,38,16,https://www.eliteprospects.com/player/9122/joe-corvo,2005-06,nhl,Joe Corvo,D,DEF,0,0.0,0
Bill Guerin (RW),Dallas Stars,70,13,27,40,0.57,115,0,https://www.eliteprospects.com/player/9053/bill-guerin,2005-06,nhl,Bill Guerin,RW,FW,0,0.0,0
Randy Robitaille (C),Minnesota Wild,67,12,28,40,0.60,54,-5,https://www.eliteprospects.com/player/8822/randy-robitaille,2005-06,nhl,Randy Robitaille,C,FW,0,0.0,0
Brett McLean (C),Colorado Avalanche,82,9,31,40,0.49,51,-7,https://www.eliteprospects.com/player/4518/brett-mclean,2005-06,nhl,Brett McLean,C,FW,0,0.0,0
Teppo Numminen (D),Buffalo Sabres,75,2,38,40,0.53,36,6,https://www.eliteprospects.com/player/2684/teppo-numminen,2005-06,nhl,Teppo Numminen,D,DEF,0,0.0,0
Peter Bondra (RW),Atlanta Thrashers,60,21,18,39,0.65,40,-3,https://www.eliteprospects.com/player/8553/peter-bondra,2005-06,nhl,Peter Bondra,RW,FW,0,0.0,0
Chris Clark (RW),Washington Capitals,78,20,19,39,0.50,110,9,https://www.eliteprospects.com/player/8766/chris-clark,2005-06,nhl,Chris Clark,RW,FW,Chris Clark,2.0,1
Chris Gratton (C),Florida Panthers,76,17,22,39,0.51,104,6,https://www.eliteprospects.com/player/9167/chris-gratton,2005-06,nhl,Chris Gratton,C,FW,0,0.0,0
Radim Vrbata (RW),totals,61,15,24,39,0.64,22,4,https://www.eliteprospects.com/player/8626/radim-vrbata,2005-06,nhl,Radim Vrbata,RW,FW,0,0.0,0
Sean Avery (LW/C),Los Angeles Kings,75,15,24,39,0.52,257,-5,https://www.eliteprospects.com/player/8720/sean-avery,2005-06,nhl,Sean Avery,LW/C,FW,0,0.0,0
Rob Niedermayer (RW/C),Mighty Ducks of Anaheim,76,15,24,39,0.51,89,-5,https://www.eliteprospects.com/player/8536/rob-niedermayer,2005-06,nhl,Rob Niedermayer,RW/C,FW,0,0.0,0
Ryan Getzlaf (C),Mighty Ducks of Anaheim,57,14,25,39,0.68,22,6,https://www.eliteprospects.com/player/8526/ryan-getzlaf,2005-06,nhl,Ryan Getzlaf,C,FW,0,0.0,0
Sheldon Souray (D),Montréal Canadiens,75,12,27,39,0.52,116,-11,https://www.eliteprospects.com/player/4505/sheldon-souray,2005-06,nhl,Sheldon Souray,D,DEF,0,0.0,0
Andrej Meszaros (D),Ottawa Senators,82,10,29,39,0.48,61,34,https://www.eliteprospects.com/player/8664/andrej-meszaros,2005-06,nhl,Andrej Meszaros,D,DEF,0,0.0,0
Keith Ballard (D),Phoenix Coyotes,82,8,31,39,0.48,99,-18,https://www.eliteprospects.com/player/9072/keith-ballard,2005-06,nhl,Keith Ballard,D,DEF,0,0.0,0
Chris Higgins (LW),Montréal Canadiens,80,23,15,38,0.48,26,-1,https://www.eliteprospects.com/player/9051/chris-higgins,2005-06,nhl,Chris Higgins,LW,FW,0,0.0,0
Alexei Ponikarovsky (LW),Toronto Maple Leafs,81,21,17,38,0.47,68,15,https://www.eliteprospects.com/player/8658/alexei-ponikarovsky,2005-06,nhl,Alexei Ponikarovsky,LW,FW,0,0.0,0
Matt Pettinger (LW),Washington Capitals,71,20,18,38,0.54,39,-2,https://www.eliteprospects.com/player/8769/matt-pettinger,2005-06,nhl,Matt Pettinger,LW,FW,0,0.0,0
R.J. Umberger (C/W),Philadelphia Flyers,73,20,18,38,0.52,18,9,https://www.eliteprospects.com/player/8820/r.j.-umberger,2005-06,nhl,R.J. Umberger,C/W,FW,0,0.0,0
Jeff O'Neill (RW),Toronto Maple Leafs,74,19,19,38,0.51,64,-19,https://www.eliteprospects.com/player/8938/jeff-o-neill,2005-06,nhl,Jeff O'Neill,RW,FW,0,0.0,0
Patrice Brisebois (D),Colorado Avalanche,80,10,28,38,0.48,55,1,https://www.eliteprospects.com/player/8781/patrice-brisebois,2005-06,nhl,Patrice Brisebois,D,DEF,0,0.0,0
Jaroslav Modrý (D),Atlanta Thrashers,79,7,31,38,0.48,76,-9,https://www.eliteprospects.com/player/8593/jaroslav-modry,2005-06,nhl,Jaroslav Modrý,D,DEF,0,0.0,0
Dan Hamhuis (D),Nashville Predators,82,7,31,38,0.46,70,11,https://www.eliteprospects.com/player/9040/dan-hamhuis,2005-06,nhl,Dan Hamhuis,D,DEF,0,0.0,0
Ryan Whitney (D),Pittsburgh Penguins,68,6,32,38,0.56,85,-7,https://www.eliteprospects.com/player/9399/ryan-whitney,2005-06,nhl,Ryan Whitney,D,DEF,0,0.0,0
Pavel Kubina (D),Tampa Bay Lightning,76,5,33,38,0.50,96,-12,https://www.eliteprospects.com/player/5519/pavel-kubina,2005-06,nhl,Pavel Kubina,D,DEF,0,0.0,0
Wes Walz (C),Minnesota Wild,82,19,18,37,0.45,61,7,https://www.eliteprospects.com/player/8803/wes-walz,2005-06,nhl,Wes Walz,C,FW,0,0.0,0
Fernando Pisani (RW),Edmonton Oilers,80,18,19,37,0.46,42,5,https://www.eliteprospects.com/player/8601/fernando-pisani,2005-06,nhl,Fernando Pisani,RW,FW,Fernando Pisani,5.0,1
Éric Bélanger (C),Los Angeles Kings,65,17,20,37,0.57,62,-5,https://www.eliteprospects.com/player/8758/eric-belanger,2005-06,nhl,Éric Bélanger,C,FW,0,0.0,0
Dean McAmmond (LW),St. Louis Blues,78,15,22,37,0.47,32,-25,https://www.eliteprospects.com/player/8972/dean-mcammond,2005-06,nhl,Dean McAmmond,LW,FW,0,0.0,0
Sergei Brylin (W/C),New Jersey Devils,82,15,22,37,0.45,46,-4,https://www.eliteprospects.com/player/8697/sergei-brylin,2005-06,nhl,Sergei Brylin,W/C,FW,0,0.0,0
Mike Van Ryn (D),Florida Panthers,80,8,29,37,0.46,90,15,https://www.eliteprospects.com/player/8834/mike-van-ryn,2005-06,nhl,Mike Van Ryn,D,DEF,0,0.0,0
Paul Martin (D),New Jersey Devils,80,5,32,37,0.46,32,1,https://www.eliteprospects.com/player/8778/paul-martin,2005-06,nhl,Paul Martin,D,DEF,0,0.0,0
John Madden (C),New Jersey Devils,82,16,20,36,0.44,36,-7,https://www.eliteprospects.com/player/8723/john-madden,2005-06,nhl,John Madden,C,FW,John Madden,1.0,1
Keith Tkachuk (LW),St. Louis Blues,41,15,21,36,0.88,46,-15,https://www.eliteprospects.com/player/8856/keith-tkachuk,2005-06,nhl,Keith Tkachuk,LW,FW,0,0.0,0
Stu Barnes (C),Dallas Stars,78,15,21,36,0.46,44,9,https://www.eliteprospects.com/player/9074/stu-barnes,2005-06,nhl,Stu Barnes,C,FW,0,0.0,0
Steve Rucchin (C),New York Rangers,72,13,23,36,0.50,10,6,https://www.eliteprospects.com/player/8555/steve-rucchin,2005-06,nhl,Steve Rucchin,C,FW,Steve Rucchin,25.0,1
Brett Clark (D),Colorado Avalanche,80,9,27,36,0.45,56,3,https://www.eliteprospects.com/player/9113/brett-clark,2005-06,nhl,Brett Clark,D,DEF,0,0.0,0
François Beauchemin (D),totals,72,8,28,36,0.50,63,2,https://www.eliteprospects.com/player/8529/francois-beauchemin,2005-06,nhl,François Beauchemin,D,DEF,0,0.0,0
Milan Michálek (LW/RW),San Jose Sharks,81,17,18,35,0.43,45,1,https://www.eliteprospects.com/player/8586/milan-michalek,2005-06,nhl,Milan Michálek,LW/RW,FW,0,0.0,0
Trent Hunter (RW),New York Islanders,82,16,19,35,0.43,34,-9,https://www.eliteprospects.com/player/5215/trent-hunter,2005-06,nhl,Trent Hunter,RW,FW,0,0.0,0
Marc-André Bergeron (D),Edmonton Oilers,75,15,20,35,0.47,38,3,https://www.eliteprospects.com/player/5672/marc-andre-bergeron,2005-06,nhl,Marc-André Bergeron,D,DEF,0,0.0,0
Juraj Kolnik (RW),Florida Panthers,77,15,20,35,0.45,40,1,https://www.eliteprospects.com/player/8654/juraj-kolnik,2005-06,nhl,Juraj Kolnik,RW,FW,0,0.0,0
Niko Kapanen (C),Dallas Stars,81,14,21,35,0.43,36,-10,https://www.eliteprospects.com/player/2688/niko-kapanen,2005-06,nhl,Niko Kapanen,C,FW,0,0.0,0
Greg de Vries (D),Atlanta Thrashers,82,7,28,35,0.43,76,1,https://www.eliteprospects.com/player/8557/greg-de-vries,2005-06,nhl,Greg de Vries,D,DEF,0,0.0,0
Brian Pothier (D),Ottawa Senators,77,5,30,35,0.45,59,29,https://www.eliteprospects.com/player/8917/brian-pothier,2005-06,nhl,Brian Pothier,D,DEF,Brian Pothier,10.0,1
René Bourque (LW/RW),Chicago Blackhawks,77,16,18,34,0.44,56,3,https://www.eliteprospects.com/player/9089/rene-bourque,2005-06,nhl,René Bourque,LW/RW,FW,0,0.0,0
Antti Laaksonen (LW),Colorado Avalanche,81,16,18,34,0.42,40,-2,https://www.eliteprospects.com/player/2675/antti-laaksonen,2005-06,nhl,Antti Laaksonen,LW,FW,0,0.0,0
Shawn Bates (C),New York Islanders,66,15,19,34,0.52,60,-11,https://www.eliteprospects.com/player/9075/shawn-bates,2005-06,nhl,Shawn Bates,C,FW,0,0.0,0
Steve Yzerman (C),Detroit Red Wings,61,14,20,34,0.56,18,8,https://www.eliteprospects.com/player/18904/steve-yzerman,2005-06,nhl,Steve Yzerman,C,FW,0,0.0,0
Sami Kapanen (LW),Philadelphia Flyers,58,12,22,34,0.59,12,-9,https://www.eliteprospects.com/player/2657/sami-kapanen,2005-06,nhl,Sami Kapanen,LW,FW,Sami Kapanen,1.0,1
Scott Mellanby (RW),Atlanta Thrashers,71,12,22,34,0.48,55,5,https://www.eliteprospects.com/player/8570/scott-mellanby,2005-06,nhl,Scott Mellanby,RW,FW,0,0.0,0
Marty Reasoner (C),totals,77,11,23,34,0.44,28,-14,https://www.eliteprospects.com/player/8708/marty-reasoner,2005-06,nhl,Marty Reasoner,C,FW,0,0.0,0
Mike Richards (C),Philadelphia Flyers,79,11,23,34,0.43,65,6,https://www.eliteprospects.com/player/8816/mike-richards,2005-06,nhl,Mike Richards,C,FW,0,0.0,0
Todd Marchant (C),totals,79,9,25,34,0.43,66,2,https://www.eliteprospects.com/player/8532/todd-marchant,2005-06,nhl,Todd Marchant,C,FW,0,0.0,0
Chris Campoli (D),New York Islanders,80,9,25,34,0.43,46,-16,https://www.eliteprospects.com/player/9106/chris-campoli,2005-06,nhl,Chris Campoli,D,DEF,0,0.0,0
Craig Rivet (D),Montréal Canadiens,82,7,27,34,0.41,109,-5,https://www.eliteprospects.com/player/8719/craig-rivet,2005-06,nhl,Craig Rivet,D,DEF,0,0.0,0
Nolan Baumgartner (D),Vancouver Canucks,70,5,29,34,0.49,30,11,https://www.eliteprospects.com/player/8858/nolan-baumgartner,2005-06,nhl,Nolan Baumgartner,D,DEF,0,0.0,0
Antoine Vermette (C),Ottawa Senators,82,21,12,33,0.40,44,17,https://www.eliteprospects.com/player/8840/antoine-vermette,2005-06,nhl,Antoine Vermette,C,FW,0,0.0,0
Ben Clymer (RW/D),Washington Capitals,77,16,17,33,0.43,72,-7,https://www.eliteprospects.com/player/8788/ben-clymer,2005-06,nhl,Ben Clymer,RW/D,DEF,0,0.0,0
Chris Neil (RW),Ottawa Senators,79,16,17,33,0.42,204,9,https://www.eliteprospects.com/player/8949/chris-neil,2005-06,nhl,Chris Neil,RW,FW,0,0.0,0
Dave Scatchard (C),totals,63,15,18,33,0.52,112,-13,https://www.eliteprospects.com/player/8873/dave-scatchard,2005-06,nhl,Dave Scatchard,C,FW,Dave Scatchard,32.0,1
Bobby Holík (C),Atlanta Thrashers,64,15,18,33,0.52,79,-6,https://www.eliteprospects.com/player/8545/bobby-holik,2005-06,nhl,Bobby Holík,C,FW,0,0.0,0
Mattias Öhlund (D),Vancouver Canucks,78,13,20,33,0.42,92,-6,https://www.eliteprospects.com/player/749/mattias-ohlund,2005-06,nhl,Mattias Öhlund,D,DEF,0,0.0,0
Sami Salo (D),Vancouver Canucks,59,10,23,33,0.56,38,9,https://www.eliteprospects.com/player/2672/sami-salo,2005-06,nhl,Sami Salo,D,DEF,0,0.0,0
Jan Hrdina (C),Columbus Blue Jackets,75,10,23,33,0.44,78,-8,https://www.eliteprospects.com/player/8623/jan-hrdina,2005-06,nhl,Jan Hrdina,C,FW,0,0.0,0
Ed Jovanovski (D),Vancouver Canucks,44,8,25,33,0.75,58,-8,https://www.eliteprospects.com/player/9035/ed-jovanovski,2005-06,nhl,Ed Jovanovski,D,DEF,0,0.0,0
Jon Sim (LW),totals,72,17,15,32,0.44,54,-7,https://www.eliteprospects.com/player/8563/jon-sim,2005-06,nhl,Jon Sim,LW,FW,0,0.0,0
Michel Ouellet (RW),Pittsburgh Penguins,50,16,16,32,0.64,16,-13,https://www.eliteprospects.com/player/8946/michel-ouellet,2005-06,nhl,Michel Ouellet,RW,FW,0,0.0,0
Zach Parise (LW/RW),New Jersey Devils,81,14,18,32,0.40,28,-1,https://www.eliteprospects.com/player/8903/zach-parise,2005-06,nhl,Zach Parise,LW/RW,FW,0,0.0,0
Oleg Kvasha (LW),totals,64,13,19,32,0.50,38,3,https://www.eliteprospects.com/player/8587/oleg-kvasha,2005-06,nhl,Oleg Kvasha,LW,FW,0,0.0,0
Bryan Berard (D),Columbus Blue Jackets,44,12,20,32,0.73,32,-29,https://www.eliteprospects.com/player/9078/bryan-berard,2005-06,nhl,Bryan Berard,D,DEF,0,0.0,0
Kris Draper (C),Detroit Red Wings,80,10,22,32,0.40,58,3,https://www.eliteprospects.com/player/9142/kris-draper,2005-06,nhl,Kris Draper,C,FW,0,0.0,0
Brian Leetch (D),Boston Bruins,61,5,27,32,0.52,36,-10,https://www.eliteprospects.com/player/8994/brian-leetch,2005-06,nhl,Brian Leetch,D,DEF,0,0.0,0
Brent Seabrook (D),Chicago Blackhawks,69,5,27,32,0.46,60,5,https://www.eliteprospects.com/player/8879/brent-seabrook,2005-06,nhl,Brent Seabrook,D,DEF,0,0.0,0
Niclas Hävelid (D),Atlanta Thrashers,82,4,28,32,0.39,48,9,https://www.eliteprospects.com/player/713/niclas-havelid,2005-06,nhl,Niclas Hävelid,D,DEF,0,0.0,0
Chuck Kobasew (RW),Calgary Flames,77,20,11,31,0.40,64,-10,https://www.eliteprospects.com/player/9018/chuck-kobasew,2005-06,nhl,Chuck Kobasew,RW,FW,Chuck Kobasew,7.0,1
Chuck Kobasew (RW),Calgary Flames,77,20,11,31,0.40,64,-10,https://www.eliteprospects.com/player/9018/chuck-kobasew,2005-06,nhl,Chuck Kobasew,RW,FW,Chuck Kobasew,8.0,1
Patrick Sharp (LW/RW),totals,72,14,17,31,0.43,46,5,https://www.eliteprospects.com/player/8880/patrick-sharp,2005-06,nhl,Patrick Sharp,LW/RW,FW,0,0.0,0
Martin Lapointe (RW),Chicago Blackhawks,82,14,17,31,0.38,106,-30,https://www.eliteprospects.com/player/8989/martin-lapointe,2005-06,nhl,Martin Lapointe,RW,FW,0,0.0,0
Nikolai Antropov (C/RW),Toronto Maple Leafs,57,12,19,31,0.54,56,13,https://www.eliteprospects.com/player/8657/nikolai-antropov,2005-06,nhl,Nikolai Antropov,C/RW,FW,0,0.0,0
Antti Miettinen (W/C),Dallas Stars,79,11,20,31,0.39,46,0,https://www.eliteprospects.com/player/2698/antti-miettinen,2005-06,nhl,Antti Miettinen,W/C,FW,0,0.0,0
Manny Malhotra (C),Columbus Blue Jackets,58,10,21,31,0.53,41,1,https://www.eliteprospects.com/player/5528/manny-malhotra,2005-06,nhl,Manny Malhotra,C,FW,0,0.0,0
Andrew Ference (D),Calgary Flames,82,4,27,31,0.38,85,-12,https://www.eliteprospects.com/player/8711/andrew-ference,2005-06,nhl,Andrew Ference,D,DEF,0,0.0,0
Jason Pominville (RW),Buffalo Sabres,57,18,12,30,0.53,22,-4,https://www.eliteprospects.com/player/8809/jason-pominville,2005-06,nhl,Jason Pominville,RW,FW,0,0.0,0
Jason Chimera (LW/RW),Columbus Blue Jackets,80,17,13,30,0.38,95,-10,https://www.eliteprospects.com/player/8762/jason-chimera,2005-06,nhl,Jason Chimera,LW/RW,FW,0,0.0,0
Richard Zednik (LW),Montréal Canadiens,67,16,14,30,0.45,48,-2,https://www.eliteprospects.com/player/8631/richard-zednik,2005-06,nhl,Richard Zednik,LW,FW,0,0.0,0
Marc Chouinard (C),Minnesota Wild,74,14,16,30,0.41,34,1,https://www.eliteprospects.com/player/8547/marc-chouinard,2005-06,nhl,Marc Chouinard,C,FW,0,0.0,0
Brian Sutherby (C),Washington Capitals,76,14,16,30,0.39,73,-17,https://www.eliteprospects.com/player/8898/brian-sutherby,2005-06,nhl,Brian Sutherby,C,FW,0,0.0,0
Chris Kelly (C/LW),Ottawa Senators,82,10,20,30,0.37,76,21,https://www.eliteprospects.com/player/9013/chris-kelly,2005-06,nhl,Chris Kelly,C/LW,FW,0,0.0,0
Ric Jackman (D),totals,64,7,23,30,0.47,52,-20,https://www.eliteprospects.com/player/4485/ric-jackman,2005-06,nhl,Ric Jackman,D,DEF,0,0.0,0
Michal Rozsíval (D),New York Rangers,82,5,25,30,0.37,90,4,https://www.eliteprospects.com/player/8687/michal-rozsival,2005-06,nhl,Michal Rozsíval,D,DEF,0,0.0,0
Patrick Eaves (RW/LW),Ottawa Senators,58,20,9,29,0.50,22,7,https://www.eliteprospects.com/player/9144/patrick-eaves,2005-06,nhl,Patrick Eaves,RW/LW,FW,0,0.0,0
Adam Hall (RW),Nashville Predators,75,14,15,29,0.39,40,0,https://www.eliteprospects.com/player/8724/adam-hall,2005-06,nhl,Adam Hall,RW,FW,0,0.0,0
Jamie Lundmark (C),totals,53,10,19,29,0.55,62,-1,https://www.eliteprospects.com/player/8759/jamie-lundmark,2005-06,nhl,Jamie Lundmark,C,FW,0,0.0,0
Tomas Plekanec (C),Montréal Canadiens,67,9,20,29,0.43,32,4,https://www.eliteprospects.com/player/8668/tomas-plekanec,2005-06,nhl,Tomas Plekanec,C,FW,0,0.0,0
Alexei Zhitnik (D),New York Islanders,59,5,24,29,0.49,88,4,https://www.eliteprospects.com/player/8696/alexei-zhitnik,2005-06,nhl,Alexei Zhitnik,D,DEF,0,0.0,0
Chad Kilger (LW),Toronto Maple Leafs,79,17,11,28,0.35,63,-6,https://www.eliteprospects.com/player/9015/chad-kilger,2005-06,nhl,Chad Kilger,LW,FW,0,0.0,0
Ryan Craig (C/LW),Tampa Bay Lightning,48,15,13,28,0.58,6,-4,https://www.eliteprospects.com/player/9126/ryan-craig,2005-06,nhl,Ryan Craig,C/LW,FW,0,0.0,0
Dustin Brown (RW/LW),Los Angeles Kings,79,14,14,28,0.35,80,-10,https://www.eliteprospects.com/player/9099/dustin-brown,2005-06,nhl,Dustin Brown,RW/LW,FW,0,0.0,0
Kurtis Foster (D),Minnesota Wild,58,10,18,28,0.48,60,-3,https://www.eliteprospects.com/player/9156/kurtis-foster,2005-06,nhl,Kurtis Foster,D,DEF,0,0.0,0
Per-Johan Axelsson (LW),Boston Bruins,59,10,18,28,0.47,4,-3,https://www.eliteprospects.com/player/694/per-johan-axelsson,2005-06,nhl,Per-Johan Axelsson,LW,FW,0,0.0,0
Trevor Letowski (RW),Columbus Blue Jackets,81,10,18,28,0.35,36,-2,https://www.eliteprospects.com/player/8777/trevor-letowski,2005-06,nhl,Trevor Letowski,RW,FW,Trevor Letowski,9.0,1
Jason Ward (RW),New York Rangers,81,10,18,28,0.35,44,-4,https://www.eliteprospects.com/player/8807/jason-ward,2005-06,nhl,Jason Ward,RW,FW,0,0.0,0
Radek Dvorak (RW),Edmonton Oilers,64,8,20,28,0.44,26,-2,https://www.eliteprospects.com/player/8599/radek-dvorak,2005-06,nhl,Radek Dvorak,RW,FW,0,0.0,0
Steve Staios (D),Edmonton Oilers,82,8,20,28,0.34,84,10,https://www.eliteprospects.com/player/5677/steve-staios,2005-06,nhl,Steve Staios,D,DEF,0,0.0,0
Matthew Barnaby (RW/LW),Chicago Blackhawks,82,8,20,28,0.34,178,-11,https://www.eliteprospects.com/player/9073/matthew-barnaby,2005-06,nhl,Matthew Barnaby,RW/LW,FW,Matthew Barnaby,38.0,1
Jamie Heward (D),Washington Capitals,71,7,21,28,0.39,54,-5,https://www.eliteprospects.com/player/9049/jamie-heward,2005-06,nhl,Jamie Heward,D,DEF,Jamie Heward,5.0,1
Duvie Westcott (D),Columbus Blue Jackets,78,6,22,28,0.36,133,1,https://www.eliteprospects.com/player/8714/duvie-westcott,2005-06,nhl,Duvie Westcott,D,DEF,Duvie Westcott,40.0,1
Alexandre Daigle (C),Minnesota Wild,46,5,23,28,0.61,12,-6,https://www.eliteprospects.com/player/10648/alexandre-daigle,2005-06,nhl,Alexandre Daigle,C,FW,0,0.0,0
Brent Sopel (D),totals,68,2,26,28,0.41,70,-13,https://www.eliteprospects.com/player/10229/brent-sopel,2005-06,nhl,Brent Sopel,D,DEF,0,0.0,0
Matt Stajan (C),Toronto Maple Leafs,80,15,12,27,0.34,50,5,https://www.eliteprospects.com/player/8889/matt-stajan,2005-06,nhl,Matt Stajan,C,FW,0,0.0,0
Steve Bernier (RW),San Jose Sharks,39,14,13,27,0.69,35,4,https://www.eliteprospects.com/player/9080/steve-bernier,2005-06,nhl,Steve Bernier,RW,FW,0,0.0,0
