player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Games Missed,head_injuries
Mike Knuble (RW),Philadelphia Flyers,28,4,4,8,0.29,20,-4,https://www.eliteprospects.com/player/4322/mike-knuble,2012-13,nhl,Mike Knuble,RW,FW,0,0.0,0
Steve Bégin (LW/C),Calgary Flames,36,4,4,8,0.22,22,-2,https://www.eliteprospects.com/player/9076/steve-begin,2012-13,nhl,Steve Bégin,LW/C,FW,0,0.0,0
Drew Miller (LW/RW),Detroit Red Wings,44,4,4,8,0.18,2,-8,https://www.eliteprospects.com/player/11405/drew-miller,2012-13,nhl,Drew Miller,LW/RW,FW,0,0.0,0
Torrey Mitchell (C/RW),Minnesota Wild,45,4,4,8,0.18,21,-8,https://www.eliteprospects.com/player/11438/torrey-mitchell,2012-13,nhl,Torrey Mitchell,C/RW,FW,0,0.0,0
Mats Zuccarello (RW/LW),New York Rangers,15,3,5,8,0.53,8,10,https://www.eliteprospects.com/player/10881/mats-zuccarello,2012-13,nhl,Mats Zuccarello,RW/LW,FW,0,0.0,0
Erik Gustafsson (D),Philadelphia Flyers,27,3,5,8,0.30,2,-1,https://www.eliteprospects.com/player/5545/erik-gustafsson,2012-13,nhl,Erik Gustafsson,D,DEF,0,0.0,0
Brandon Yip (RW/LW),Nashville Predators,34,3,5,8,0.24,26,-3,https://www.eliteprospects.com/player/11887/brandon-yip,2012-13,nhl,Brandon Yip,RW/LW,FW,0,0.0,0
Joakim Andersson (C),Detroit Red Wings,38,3,5,8,0.21,8,2,https://www.eliteprospects.com/player/4087/joakim-andersson,2012-13,nhl,Joakim Andersson,C,FW,0,0.0,0
Tyler Myers (D),Buffalo Sabres,39,3,5,8,0.21,32,-8,https://www.eliteprospects.com/player/17521/tyler-myers,2012-13,nhl,Tyler Myers,D,DEF,0,0.0,0
Jordin Tootoo (RW),Detroit Red Wings,42,3,5,8,0.19,78,0,https://www.eliteprospects.com/player/9515/jordin-tootoo,2012-13,nhl,Jordin Tootoo,RW,FW,0,0.0,0
Derek MacKenzie (C/LW),Columbus Blue Jackets,43,3,5,8,0.19,36,1,https://www.eliteprospects.com/player/8567/derek-mackenzie,2012-13,nhl,Derek MacKenzie,C/LW,FW,0,0.0,0
Brenden Dillon (D),Dallas Stars,48,3,5,8,0.17,65,1,https://www.eliteprospects.com/player/23790/brenden-dillon,2012-13,nhl,Brenden Dillon,D,DEF,0,0.0,0
Mikael Granlund (C),Minnesota Wild,27,2,6,8,0.30,6,-4,https://www.eliteprospects.com/player/16037/mikael-granlund,2012-13,nhl,Mikael Granlund,C,FW,Mikael Granlund,11.0,1
Chris Porter (LW),St. Louis Blues,29,2,6,8,0.28,0,5,https://www.eliteprospects.com/player/14133/chris-porter,2012-13,nhl,Chris Porter,LW,FW,0,0.0,0
Patrick Eaves (RW/LW),Detroit Red Wings,34,2,6,8,0.24,4,-1,https://www.eliteprospects.com/player/9144/patrick-eaves,2012-13,nhl,Patrick Eaves,RW/LW,FW,0,0.0,0
Rostislav Klesla (D),Phoenix Coyotes,38,2,6,8,0.21,22,0,https://www.eliteprospects.com/player/8622/rostislav-klesla,2012-13,nhl,Rostislav Klesla,D,DEF,Rostislav Klesla,3.0,1
Michal Handzus (C),totals,39,2,6,8,0.21,16,-2,https://www.eliteprospects.com/player/8683/michal-handzus,2012-13,nhl,Michal Handzus,C,FW,0,0.0,0
Jay Beagle (C/RW),Washington Capitals,48,2,6,8,0.17,14,-1,https://www.eliteprospects.com/player/14825/jay-beagle,2012-13,nhl,Jay Beagle,C/RW,FW,0,0.0,0
Jamie McBain (D),Carolina Hurricanes,40,1,7,8,0.20,12,0,https://www.eliteprospects.com/player/9311/jamie-mcbain,2012-13,nhl,Jamie McBain,D,DEF,0,0.0,0
Luca Sbisa (D),Anaheim Ducks,41,1,7,8,0.20,23,0,https://www.eliteprospects.com/player/13946/luca-sbisa,2012-13,nhl,Luca Sbisa,D,DEF,0,0.0,0
Chris Butler (D),Calgary Flames,44,1,7,8,0.18,19,-10,https://www.eliteprospects.com/player/9206/chris-butler,2012-13,nhl,Chris Butler,D,DEF,0,0.0,0
B.J. Crombeen (RW),Tampa Bay Lightning,44,1,7,8,0.18,112,4,https://www.eliteprospects.com/player/9149/b.j.-crombeen,2012-13,nhl,B.J. Crombeen,RW,FW,0,0.0,0
Brendan Smith (D),Detroit Red Wings,34,0,8,8,0.24,36,1,https://www.eliteprospects.com/player/12506/brendan-smith,2012-13,nhl,Brendan Smith,D,DEF,0,0.0,0
Michael Kostka (D),Toronto Maple Leafs,35,0,8,8,0.23,27,-7,https://www.eliteprospects.com/player/24186/michael-kostka,2012-13,nhl,Michael Kostka,D,DEF,0,0.0,0
Mark Fraser (D),Toronto Maple Leafs,45,0,8,8,0.18,85,18,https://www.eliteprospects.com/player/11020/mark-fraser,2012-13,nhl,Mark Fraser,D,DEF,0,0.0,0
Brooks Orpik (D),Pittsburgh Penguins,46,0,8,8,0.17,32,17,https://www.eliteprospects.com/player/8939/brooks-orpik,2012-13,nhl,Brooks Orpik,D,DEF,Brooks Orpik,8.0,1
Alex Chiasson (RW/C),Dallas Stars,7,6,1,7,1.00,0,3,https://www.eliteprospects.com/player/32978/alex-chiasson,2012-13,nhl,Alex Chiasson,RW/C,FW,0,0.0,0
Tomas Tatar (LW/RW),Detroit Red Wings,18,4,3,7,0.39,4,2,https://www.eliteprospects.com/player/17750/tomas-tatar,2012-13,nhl,Tomas Tatar,LW/RW,FW,0,0.0,0
Anton Strålman (D),New York Rangers,48,4,3,7,0.15,16,14,https://www.eliteprospects.com/player/4152/anton-stralman,2012-13,nhl,Anton Strålman,D,DEF,0,0.0,0
Taylor Beck (LW/RW),Nashville Predators,16,3,4,7,0.44,2,0,https://www.eliteprospects.com/player/24653/taylor-beck,2012-13,nhl,Taylor Beck,LW/RW,FW,0,0.0,0
Wade Redden (D),totals,29,3,4,7,0.24,11,-2,https://www.eliteprospects.com/player/8931/wade-redden,2012-13,nhl,Wade Redden,D,DEF,0,0.0,0
Shawn Thornton (RW),Boston Bruins,45,3,4,7,0.16,60,1,https://www.eliteprospects.com/player/11339/shawn-thornton,2012-13,nhl,Shawn Thornton,RW,FW,0,0.0,0
Marc-Édouard Vlasic (D),San Jose Sharks,48,3,4,7,0.15,29,5,https://www.eliteprospects.com/player/10218/marc-edouard-vlasic,2012-13,nhl,Marc-Édouard Vlasic,D,DEF,0,0.0,0
Roman Horák (C),Calgary Flames,20,2,5,7,0.35,2,-5,https://www.eliteprospects.com/player/18089/roman-horak,2012-13,nhl,Roman Horák,C,FW,0,0.0,0
Ryan Jones (LW/RW),Edmonton Oilers,27,2,5,7,0.26,17,0,https://www.eliteprospects.com/player/11410/ryan-jones,2012-13,nhl,Ryan Jones,LW/RW,FW,Ryan Jones,5.0,1
Davis Drewiske (D),totals,29,2,5,7,0.24,14,3,https://www.eliteprospects.com/player/17699/davis-drewiske,2012-13,nhl,Davis Drewiske,D,DEF,0,0.0,0
Simon Després (D),Pittsburgh Penguins,33,2,5,7,0.21,20,9,https://www.eliteprospects.com/player/30902/simon-despres,2012-13,nhl,Simon Després,D,DEF,0,0.0,0
Colin Fraser (C/LW),Los Angeles Kings,34,2,5,7,0.21,25,-4,https://www.eliteprospects.com/player/9504/colin-fraser,2012-13,nhl,Colin Fraser,C/LW,FW,Colin Fraser,3.0,1
Christopher Tanev (D),Vancouver Canucks,38,2,5,7,0.18,10,4,https://www.eliteprospects.com/player/39601/christopher-tanev,2012-13,nhl,Christopher Tanev,D,DEF,0,0.0,0
Keith Aulie (D),Tampa Bay Lightning,45,2,5,7,0.16,60,1,https://www.eliteprospects.com/player/12561/keith-aulie,2012-13,nhl,Keith Aulie,D,DEF,0,0.0,0
Tomas Kundratek (D),Washington Capitals,25,1,6,7,0.28,8,-5,https://www.eliteprospects.com/player/13651/tomas-kundratek,2012-13,nhl,Tomas Kundratek,D,DEF,0,0.0,0
Dalton Prout (D),Columbus Blue Jackets,28,1,6,7,0.25,25,15,https://www.eliteprospects.com/player/22629/dalton-prout,2012-13,nhl,Dalton Prout,D,DEF,0,0.0,0
John Moore (D),totals,30,1,6,7,0.23,8,4,https://www.eliteprospects.com/player/30901/john-moore,2012-13,nhl,John Moore,D,DEF,John Moore,6.0,1
Kris Russell (D),St. Louis Blues,33,1,6,7,0.21,9,6,https://www.eliteprospects.com/player/9188/kris-russell,2012-13,nhl,Kris Russell,D,DEF,0,0.0,0
David Steckel (C),totals,34,1,6,7,0.21,4,0,https://www.eliteprospects.com/player/9388/david-steckel,2012-13,nhl,David Steckel,C,FW,0,0.0,0
Jonathon Blum (D),Nashville Predators,35,1,6,7,0.20,6,-1,https://www.eliteprospects.com/player/11597/jonathon-blum,2012-13,nhl,Jonathon Blum,D,DEF,0,0.0,0
Mike Weber (D),Buffalo Sabres,42,1,6,7,0.17,70,3,https://www.eliteprospects.com/player/11231/mike-weber,2012-13,nhl,Mike Weber,D,DEF,0,0.0,0
Victor Bartley (D),Nashville Predators,24,0,7,7,0.29,6,2,https://www.eliteprospects.com/player/9342/victor-bartley,2012-13,nhl,Victor Bartley,D,DEF,0,0.0,0
Justin Braun (D),San Jose Sharks,41,0,7,7,0.17,6,-5,https://www.eliteprospects.com/player/15033/justin-braun,2012-13,nhl,Justin Braun,D,DEF,0,0.0,0
Jim O'Brien (C/RW),Ottawa Senators,29,5,1,6,0.21,8,-2,https://www.eliteprospects.com/player/9319/jim-o-brien,2012-13,nhl,Jim O'Brien,C/RW,FW,0,0.0,0
Nick Johnson (RW),Phoenix Coyotes,17,4,2,6,0.35,0,3,https://www.eliteprospects.com/player/17765/nick-johnson,2012-13,nhl,Nick Johnson,RW,FW,0,0.0,0
Mark Olver (C/LW),Colorado Avalanche,32,4,2,6,0.19,6,-5,https://www.eliteprospects.com/player/15566/mark-olver,2012-13,nhl,Mark Olver,C/LW,FW,0,0.0,0
Ryan Reaves (RW),St. Louis Blues,43,4,2,6,0.14,79,3,https://www.eliteprospects.com/player/14003/ryan-reaves,2012-13,nhl,Ryan Reaves,RW,FW,0,0.0,0
Tyler Johnson (C),Tampa Bay Lightning,14,3,3,6,0.43,4,3,https://www.eliteprospects.com/player/12078/tyler-johnson,2012-13,nhl,Tyler Johnson,C,FW,0,0.0,0
Gustav Nyquist (C/W),Detroit Red Wings,22,3,3,6,0.27,6,0,https://www.eliteprospects.com/player/6223/gustav-nyquist,2012-13,nhl,Gustav Nyquist,C/W,FW,0,0.0,0
Dustin Jeffrey (LW/C),Pittsburgh Penguins,24,3,3,6,0.25,2,1,https://www.eliteprospects.com/player/11115/dustin-jeffrey,2012-13,nhl,Dustin Jeffrey,LW/C,FW,0,0.0,0
Matt D'Agostini (RW/LW),totals,26,3,3,6,0.23,8,-5,https://www.eliteprospects.com/player/11721/matt-d-agostini,2012-13,nhl,Matt D'Agostini,RW/LW,FW,0,0.0,0
John Erskine (D),Washington Capitals,30,3,3,6,0.20,34,10,https://www.eliteprospects.com/player/9148/john-erskine,2012-13,nhl,John Erskine,D,DEF,0,0.0,0
Dale Weise (RW),Vancouver Canucks,40,3,3,6,0.15,43,-7,https://www.eliteprospects.com/player/15727/dale-weise,2012-13,nhl,Dale Weise,RW,FW,0,0.0,0
Jerred Smithson (C/RW),totals,45,3,3,6,0.13,12,-4,https://www.eliteprospects.com/player/8886/jerred-smithson,2012-13,nhl,Jerred Smithson,C/RW,FW,0,0.0,0
Ville Leino (LW/RW),Buffalo Sabres,8,2,4,6,0.75,6,0,https://www.eliteprospects.com/player/7418/ville-leino,2012-13,nhl,Ville Leino,LW/RW,FW,0,0.0,0
Adam Cracknell (RW/C),St. Louis Blues,20,2,4,6,0.30,4,3,https://www.eliteprospects.com/player/14459/adam-cracknell,2012-13,nhl,Adam Cracknell,RW/C,FW,0,0.0,0
Ryan Ellis (D),Nashville Predators,32,2,4,6,0.19,15,-2,https://www.eliteprospects.com/player/14012/ryan-ellis,2012-13,nhl,Ryan Ellis,D,DEF,0,0.0,0
Eric Gryba (D),Ottawa Senators,33,2,4,6,0.18,26,-3,https://www.eliteprospects.com/player/12268/eric-gryba,2012-13,nhl,Eric Gryba,D,DEF,0,0.0,0
Bobby Sanguinetti (D),Carolina Hurricanes,37,2,4,6,0.16,4,-6,https://www.eliteprospects.com/player/11110/bobby-sanguinetti,2012-13,nhl,Bobby Sanguinetti,D,DEF,0,0.0,0
Ryan O'Byrne (D),totals,42,2,4,6,0.14,60,-4,https://www.eliteprospects.com/player/11722/ryan-o-byrne,2012-13,nhl,Ryan O'Byrne,D,DEF,0,0.0,0
Jared Boll (RW),Columbus Blue Jackets,43,2,4,6,0.14,100,1,https://www.eliteprospects.com/player/14076/jared-boll,2012-13,nhl,Jared Boll,RW,FW,0,0.0,0
Jordan Nolan (C/LW),Los Angeles Kings,44,2,4,6,0.14,46,-5,https://www.eliteprospects.com/player/23805/jordan-nolan,2012-13,nhl,Jordan Nolan,C/LW,FW,0,0.0,0
Travis Moen (LW/RW),Montréal Canadiens,45,2,4,6,0.13,32,-4,https://www.eliteprospects.com/player/8535/travis-moen,2012-13,nhl,Travis Moen,LW/RW,FW,Travis Moen,9.0,1
Travis Moen (LW/RW),Montréal Canadiens,45,2,4,6,0.13,32,-4,https://www.eliteprospects.com/player/8535/travis-moen,2012-13,nhl,Travis Moen,LW/RW,FW,Travis Moen,5.0,1
Brad Richardson (RW/C),Los Angeles Kings,16,1,5,6,0.38,10,2,https://www.eliteprospects.com/player/10211/brad-richardson,2012-13,nhl,Brad Richardson,RW/C,FW,0,0.0,0
Jordie Benn (D),Dallas Stars,26,1,5,6,0.23,10,-4,https://www.eliteprospects.com/player/19742/jordie-benn,2012-13,nhl,Jordie Benn,D,DEF,0,0.0,0
Andrew Ebbett (C/LW),Vancouver Canucks,28,1,5,6,0.21,4,-1,https://www.eliteprospects.com/player/10418/andrew-ebbett,2012-13,nhl,Andrew Ebbett,C/LW,FW,0,0.0,0
David Schlemko (D),Phoenix Coyotes,30,1,5,6,0.20,12,8,https://www.eliteprospects.com/player/11665/david-schlemko,2012-13,nhl,David Schlemko,D,DEF,0,0.0,0
Mark Fayne (D),New Jersey Devils,31,1,5,6,0.19,16,6,https://www.eliteprospects.com/player/18011/mark-fayne,2012-13,nhl,Mark Fayne,D,DEF,0,0.0,0
Bruno Gervais (D),Philadelphia Flyers,37,1,5,6,0.16,10,-17,https://www.eliteprospects.com/player/10226/bruno-gervais,2012-13,nhl,Bruno Gervais,D,DEF,0,0.0,0
Douglas Murray (D),totals,43,1,5,6,0.14,35,-9,https://www.eliteprospects.com/player/2616/douglas-murray,2012-13,nhl,Douglas Murray,D,DEF,Douglas Murray,1.0,1
Johnny Boychuk (D),Boston Bruins,44,1,5,6,0.14,12,5,https://www.eliteprospects.com/player/9091/johnny-boychuk,2012-13,nhl,Johnny Boychuk,D,DEF,0,0.0,0
Roman Polák (D),St. Louis Blues,48,1,5,6,0.13,48,-2,https://www.eliteprospects.com/player/9621/roman-polak,2012-13,nhl,Roman Polák,D,DEF,0,0.0,0
Mark Fistric (D),Edmonton Oilers,25,0,6,6,0.24,32,6,https://www.eliteprospects.com/player/8399/mark-fistric,2012-13,nhl,Mark Fistric,D,DEF,0,0.0,0
Paul Bissonnette (LW/D),Phoenix Coyotes,28,0,6,6,0.21,36,2,https://www.eliteprospects.com/player/9473/paul-bissonnette,2012-13,nhl,Paul Bissonnette,LW/D,DEF,0,0.0,0
Toni Lydman (D),Anaheim Ducks,35,0,6,6,0.17,12,-1,https://www.eliteprospects.com/player/2678/toni-lydman,2012-13,nhl,Toni Lydman,D,DEF,0,0.0,0
Adam Larsson (D),New Jersey Devils,37,0,6,6,0.16,12,4,https://www.eliteprospects.com/player/10713/adam-larsson,2012-13,nhl,Adam Larsson,D,DEF,0,0.0,0
Bryan Allen (D),Anaheim Ducks,41,0,6,6,0.15,34,1,https://www.eliteprospects.com/player/8767/bryan-allen,2012-13,nhl,Bryan Allen,D,DEF,0,0.0,0
Deryk Engelland (D),Pittsburgh Penguins,42,0,6,6,0.14,54,5,https://www.eliteprospects.com/player/13406/deryk-engelland,2012-13,nhl,Deryk Engelland,D,DEF,0,0.0,0
Matt Hunwick (D),Colorado Avalanche,43,0,6,6,0.14,16,4,https://www.eliteprospects.com/player/9418/matt-hunwick,2012-13,nhl,Matt Hunwick,D,DEF,0,0.0,0
Greg Zanon (D),Colorado Avalanche,44,0,6,6,0.14,28,-16,https://www.eliteprospects.com/player/10220/greg-zanon,2012-13,nhl,Greg Zanon,D,DEF,0,0.0,0
Brad Stuart (D),San Jose Sharks,48,0,6,6,0.13,25,4,https://www.eliteprospects.com/player/3669/brad-stuart,2012-13,nhl,Brad Stuart,D,DEF,0,0.0,0
Jason Zucker (LW/RW),Minnesota Wild,20,4,1,5,0.25,8,4,https://www.eliteprospects.com/player/20726/jason-zucker,2012-13,nhl,Jason Zucker,LW/RW,FW,0,0.0,0
Scottie Upshall (LW/RW),Florida Panthers,27,4,1,5,0.19,25,-8,https://www.eliteprospects.com/player/9512/scottie-upshall,2012-13,nhl,Scottie Upshall,LW/RW,FW,0,0.0,0
Tye McGinn (LW/RW),Philadelphia Flyers,18,3,2,5,0.28,19,0,https://www.eliteprospects.com/player/37572/tye-mcginn,2012-13,nhl,Tye McGinn,LW/RW,FW,0,0.0,0
Peter Holland (C),Anaheim Ducks,21,3,2,5,0.24,4,4,https://www.eliteprospects.com/player/24654/peter-holland,2012-13,nhl,Peter Holland,C,FW,0,0.0,0
Antti Miettinen (W/C),Winnipeg Jets,22,3,2,5,0.23,2,-3,https://www.eliteprospects.com/player/2698/antti-miettinen,2012-13,nhl,Antti Miettinen,W/C,FW,0,0.0,0
Zac Rinaldo (C/W),Philadelphia Flyers,32,3,2,5,0.16,85,-7,https://www.eliteprospects.com/player/19073/zac-rinaldo,2012-13,nhl,Zac Rinaldo,C/W,FW,0,0.0,0
Frazer McLaren (LW),totals,36,3,2,5,0.14,102,0,https://www.eliteprospects.com/player/14501/frazer-mclaren,2012-13,nhl,Frazer McLaren,LW,FW,0,0.0,0
Drayson Bowman (W/C),Carolina Hurricanes,37,3,2,5,0.14,17,-7,https://www.eliteprospects.com/player/12521/drayson-bowman,2012-13,nhl,Drayson Bowman,W/C,FW,0,0.0,0
Jason Spezza (C),Ottawa Senators,5,2,3,5,1.00,2,3,https://www.eliteprospects.com/player/3661/jason-spezza,2012-13,nhl,Jason Spezza,C,FW,0,0.0,0
Tyler Toffoli (W/C),Los Angeles Kings,10,2,3,5,0.50,2,3,https://www.eliteprospects.com/player/23813/tyler-toffoli,2012-13,nhl,Tyler Toffoli,W/C,FW,0,0.0,0
Alexei Kovalev (RW),Florida Panthers,14,2,3,5,0.36,6,-1,https://www.eliteprospects.com/player/8670/alexei-kovalev,2012-13,nhl,Alexei Kovalev,RW,FW,0,0.0,0
Chris Mueller (C/RW),Nashville Predators,18,2,3,5,0.28,6,-4,https://www.eliteprospects.com/player/17839/chris-mueller,2012-13,nhl,Chris Mueller,C/RW,FW,0,0.0,0
David Ullström (C/W),New York Islanders,20,2,3,5,0.25,6,-2,https://www.eliteprospects.com/player/6913/david-ullstrom,2012-13,nhl,David Ullström,C/W,FW,0,0.0,0
Radko Gudas (D),Tampa Bay Lightning,22,2,3,5,0.23,38,3,https://www.eliteprospects.com/player/18085/radko-gudas,2012-13,nhl,Radko Gudas,D,DEF,0,0.0,0
Peter Harrold (D/W),New Jersey Devils,23,2,3,5,0.22,6,-8,https://www.eliteprospects.com/player/9043/peter-harrold,2012-13,nhl,Peter Harrold,D/W,DEF,0,0.0,0
Paul Gaustad (C),Nashville Predators,23,2,3,5,0.22,20,-1,https://www.eliteprospects.com/player/8808/paul-gaustad,2012-13,nhl,Paul Gaustad,C,FW,0,0.0,0
Philip Larsen (D),Dallas Stars,32,2,3,5,0.16,18,-10,https://www.eliteprospects.com/player/6006/philip-larsen,2012-13,nhl,Philip Larsen,D,DEF,0,0.0,0
Joe Vitale (C/RW),Pittsburgh Penguins,33,2,3,5,0.15,17,-7,https://www.eliteprospects.com/player/15069/joe-vitale,2012-13,nhl,Joe Vitale,C/RW,FW,0,0.0,0
Colby Armstrong (RW/LW),Montréal Canadiens,37,2,3,5,0.14,12,1,https://www.eliteprospects.com/player/9067/colby-armstrong,2012-13,nhl,Colby Armstrong,RW/LW,FW,0,0.0,0
Brian Boyle (C/LW),New York Rangers,38,2,3,5,0.13,29,-13,https://www.eliteprospects.com/player/11429/brian-boyle,2012-13,nhl,Brian Boyle,C/LW,FW,0,0.0,0
James Wright (C/LW),Winnipeg Jets,38,2,3,5,0.13,31,-5,https://www.eliteprospects.com/player/18595/james-wright,2012-13,nhl,James Wright,C/LW,FW,0,0.0,0
Patrick Bordeleau (LW),Colorado Avalanche,46,2,3,5,0.11,70,-7,https://www.eliteprospects.com/player/12141/patrick-bordeleau,2012-13,nhl,Patrick Bordeleau,LW,FW,0,0.0,0
Mark Pysyk (D),Buffalo Sabres,19,1,4,5,0.26,0,-7,https://www.eliteprospects.com/player/23154/mark-pysyk,2012-13,nhl,Mark Pysyk,D,DEF,0,0.0,0
Kurtis Foster (D),Philadelphia Flyers,23,1,4,5,0.22,25,0,https://www.eliteprospects.com/player/9156/kurtis-foster,2012-13,nhl,Kurtis Foster,D,DEF,0,0.0,0
Mikhail Grigorenko (C/RW),Buffalo Sabres,25,1,4,5,0.20,0,-1,https://www.eliteprospects.com/player/42435/mikhail-grigorenko,2012-13,nhl,Mikhail Grigorenko,C/RW,FW,0,0.0,0
Alec Martinez (D),Los Angeles Kings,27,1,4,5,0.19,10,-2,https://www.eliteprospects.com/player/12531/alec-martinez,2012-13,nhl,Alec Martinez,D,DEF,0,0.0,0
Brian Lashoff (D),Detroit Red Wings,31,1,4,5,0.16,15,-10,https://www.eliteprospects.com/player/15481/brian-lashoff,2012-13,nhl,Brian Lashoff,D,DEF,0,0.0,0
Braydon Coburn (D),Philadelphia Flyers,33,1,4,5,0.15,41,-10,https://www.eliteprospects.com/player/9477/braydon-coburn,2012-13,nhl,Braydon Coburn,D,DEF,0,0.0,0
Anton Volchenkov (D),New Jersey Devils,37,1,4,5,0.14,37,-1,https://www.eliteprospects.com/player/8660/anton-volchenkov,2012-13,nhl,Anton Volchenkov,D,DEF,0,0.0,0
Tim Jackman (RW),Calgary Flames,42,1,4,5,0.12,76,-9,https://www.eliteprospects.com/player/10322/tim-jackman,2012-13,nhl,Tim Jackman,RW,FW,0,0.0,0
Karl Alzner (D),Washington Capitals,48,1,4,5,0.10,14,-6,https://www.eliteprospects.com/player/10429/karl-alzner,2012-13,nhl,Karl Alzner,D,DEF,0,0.0,0
Aaron Rome (D),Dallas Stars,27,0,5,5,0.19,18,-2,https://www.eliteprospects.com/player/10983/aaron-rome,2012-13,nhl,Aaron Rome,D,DEF,0,0.0,0
Marty Reasoner (C),New York Islanders,31,0,5,5,0.16,4,-3,https://www.eliteprospects.com/player/8708/marty-reasoner,2012-13,nhl,Marty Reasoner,C,FW,0,0.0,0
Tim Erixon (D),Columbus Blue Jackets,31,0,5,5,0.16,14,4,https://www.eliteprospects.com/player/6051/tim-erixon,2012-13,nhl,Tim Erixon,D,DEF,0,0.0,0
Radek Dvorak (RW),Anaheim Ducks,9,4,0,4,0.44,2,2,https://www.eliteprospects.com/player/8599/radek-dvorak,2012-13,nhl,Radek Dvorak,RW,FW,0,0.0,0
Alexander Sulzer (D),Buffalo Sabres,17,3,1,4,0.24,10,3,https://www.eliteprospects.com/player/12396/alexander-sulzer,2012-13,nhl,Alexander Sulzer,D,DEF,0,0.0,0
Corey Potter (D),Edmonton Oilers,33,3,1,4,0.12,6,8,https://www.eliteprospects.com/player/9404/corey-potter,2012-13,nhl,Corey Potter,D,DEF,0,0.0,0
Jean-Gabriel Pageau (C),Ottawa Senators,9,2,2,4,0.44,0,3,https://www.eliteprospects.com/player/45134/jean-gabriel-pageau,2012-13,nhl,Jean-Gabriel Pageau,C,FW,0,0.0,0
Kris Versteeg (RW/LW),Florida Panthers,10,2,2,4,0.40,8,-8,https://www.eliteprospects.com/player/9486/kris-versteeg,2012-13,nhl,Kris Versteeg,RW/LW,FW,0,0.0,0
Ondrej Palat (LW),Tampa Bay Lightning,14,2,2,4,0.29,0,5,https://www.eliteprospects.com/player/18097/ondrej-palat,2012-13,nhl,Ondrej Palat,LW,FW,0,0.0,0
Robert Bortuzzo (D),Pittsburgh Penguins,15,2,2,4,0.27,27,3,https://www.eliteprospects.com/player/12524/robert-bortuzzo,2012-13,nhl,Robert Bortuzzo,D,DEF,0,0.0,0
Tomas Vincour (RW/C),totals,17,2,2,4,0.24,4,-1,https://www.eliteprospects.com/player/12565/tomas-vincour,2012-13,nhl,Tomas Vincour,RW/C,FW,0,0.0,0
Ian White (D),Detroit Red Wings,25,2,2,4,0.16,4,5,https://www.eliteprospects.com/player/9519/ian-white,2012-13,nhl,Ian White,D,DEF,0,0.0,0
J.T. Miller (C/W),New York Rangers,26,2,2,4,0.15,8,-7,https://www.eliteprospects.com/player/38624/j.t.-miller,2012-13,nhl,J.T. Miller,C/W,FW,0,0.0,0
Kevin Westgarth (RW),Carolina Hurricanes,31,2,2,4,0.13,45,1,https://www.eliteprospects.com/player/14333/kevin-westgarth,2012-13,nhl,Kevin Westgarth,RW,FW,Kevin Westgarth,5.0,1
Mike Santorelli (C),totals,34,2,2,4,0.12,2,-12,https://www.eliteprospects.com/player/11417/mike-santorelli,2012-13,nhl,Mike Santorelli,C,FW,0,0.0,0
Chad LaRose (RW/LW),Carolina Hurricanes,35,2,2,4,0.11,29,-8,https://www.eliteprospects.com/player/8990/chad-larose,2012-13,nhl,Chad LaRose,RW/LW,FW,0,0.0,0
Mark Stuart (D),Winnipeg Jets,42,2,2,4,0.10,53,5,https://www.eliteprospects.com/player/9401/mark-stuart,2012-13,nhl,Mark Stuart,D,DEF,0,0.0,0
Chris Thorburn (RW),Winnipeg Jets,42,2,2,4,0.10,70,-5,https://www.eliteprospects.com/player/8855/chris-thorburn,2012-13,nhl,Chris Thorburn,RW,FW,Chris Thorburn,3.0,1
Zach Redmond (D),Winnipeg Jets,8,1,3,4,0.50,12,0,https://www.eliteprospects.com/player/12189/zach-redmond,2012-13,nhl,Zach Redmond,D,DEF,0,0.0,0
Brooks Laich (C/LW),Washington Capitals,9,1,3,4,0.44,6,2,https://www.eliteprospects.com/player/9518/brooks-laich,2012-13,nhl,Brooks Laich,C/LW,FW,0,0.0,0
Jimmy Hayes (RW/C),Chicago Blackhawks,10,1,3,4,0.40,0,0,https://www.eliteprospects.com/player/11463/jimmy-hayes,2012-13,nhl,Jimmy Hayes,RW/C,FW,0,0.0,0
Stephen Weiss (C),Florida Panthers,17,1,3,4,0.24,25,-13,https://www.eliteprospects.com/player/8817/stephen-weiss,2012-13,nhl,Stephen Weiss,C,FW,0,0.0,0
Stefan Elliott (D),Colorado Avalanche,18,1,3,4,0.22,2,-3,https://www.eliteprospects.com/player/15735/stefan-elliott,2012-13,nhl,Stefan Elliott,D,DEF,0,0.0,0
Chris Bourque (LW),Boston Bruins,18,1,3,4,0.22,6,-6,https://www.eliteprospects.com/player/6667/chris-bourque,2012-13,nhl,Chris Bourque,LW,FW,0,0.0,0
Dana Tyrell (C/W),Tampa Bay Lightning,21,1,3,4,0.19,4,-3,https://www.eliteprospects.com/player/11638/dana-tyrell,2012-13,nhl,Dana Tyrell,C/W,FW,0,0.0,0
Kaspars Daugavins (W/C),totals,25,1,3,4,0.16,9,-8,https://www.eliteprospects.com/player/11335/kaspars-daugavins,2012-13,nhl,Kaspars Daugavins,W/C,FW,0,0.0,0
