player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Games Missed,head_injuries
Travis Zajac (C),New Jersey Devils,82,20,42,62,0.76,29,33,https://www.eliteprospects.com/player/10232/travis-zajac,2008-09,nhl,Travis Zajac,C,FW,0,0.0,0
Mark Recchi (RW),totals,80,23,38,61,0.76,22,-18,https://www.eliteprospects.com/player/8869/mark-recchi,2008-09,nhl,Mark Recchi,RW,FW,0,0.0,0
Alexei Ponikarovsky (LW),Toronto Maple Leafs,82,23,38,61,0.74,38,6,https://www.eliteprospects.com/player/8658/alexei-ponikarovsky,2008-09,nhl,Alexei Ponikarovsky,LW,FW,0,0.0,0
Stephen Weiss (C),Florida Panthers,78,14,47,61,0.78,22,19,https://www.eliteprospects.com/player/8817/stephen-weiss,2008-09,nhl,Stephen Weiss,C,FW,0,0.0,0
Phil Kessel (RW/C),Boston Bruins,70,36,24,60,0.86,16,23,https://www.eliteprospects.com/player/8793/phil-kessel,2008-09,nhl,Phil Kessel,RW/C,FW,0,0.0,0
David Booth (LW/RW),Florida Panthers,72,31,29,60,0.83,38,10,https://www.eliteprospects.com/player/9402/david-booth,2008-09,nhl,David Booth,LW/RW,FW,David Booth,9.0,1
David Booth (LW/RW),Florida Panthers,72,31,29,60,0.83,38,10,https://www.eliteprospects.com/player/9402/david-booth,2008-09,nhl,David Booth,LW/RW,FW,David Booth,45.0,1
Scott Hartnell (LW),Philadelphia Flyers,82,30,30,60,0.73,143,14,https://www.eliteprospects.com/player/8764/scott-hartnell,2008-09,nhl,Scott Hartnell,LW,FW,0,0.0,0
Brian Gionta (RW),New Jersey Devils,81,20,40,60,0.74,32,12,https://www.eliteprospects.com/player/9048/brian-gionta,2008-09,nhl,Brian Gionta,RW,FW,0,0.0,0
Johan Franzén (LW),Detroit Red Wings,71,34,25,59,0.83,44,21,https://www.eliteprospects.com/player/158/johan-franzen,2008-09,nhl,Johan Franzén,LW,FW,0,0.0,0
Alexander Frolov (LW),Los Angeles Kings,77,32,27,59,0.77,30,-6,https://www.eliteprospects.com/player/8591/alexander-frolov,2008-09,nhl,Alexander Frolov,LW,FW,0,0.0,0
Nikolai Antropov (C/RW),totals,81,28,31,59,0.73,30,-14,https://www.eliteprospects.com/player/8657/nikolai-antropov,2008-09,nhl,Nikolai Antropov,C/RW,FW,0,0.0,0
Milan Hejduk (RW),Colorado Avalanche,82,27,32,59,0.72,16,-19,https://www.eliteprospects.com/player/8603/milan-hejduk,2008-09,nhl,Milan Hejduk,RW,FW,0,0.0,0
Ryan Smyth (LW),Colorado Avalanche,77,26,33,59,0.77,62,-15,https://www.eliteprospects.com/player/8888/ryan-smyth,2008-09,nhl,Ryan Smyth,LW,FW,0,0.0,0
Ryan Kesler (C),Vancouver Canucks,82,26,33,59,0.72,61,8,https://www.eliteprospects.com/player/9014/ryan-kesler,2008-09,nhl,Ryan Kesler,C,FW,0,0.0,0
Joe Pavelski (C/RW),San Jose Sharks,80,25,34,59,0.74,46,5,https://www.eliteprospects.com/player/10372/joe-pavelski,2008-09,nhl,Joe Pavelski,C/RW,FW,0,0.0,0
Nicklas Lidström (D),Detroit Red Wings,78,16,43,59,0.76,30,31,https://www.eliteprospects.com/player/722/nicklas-lidstrom,2008-09,nhl,Nicklas Lidström,D,DEF,0,0.0,0
Scott Niedermayer (D),Anaheim Ducks,82,14,45,59,0.72,70,-8,https://www.eliteprospects.com/player/8521/scott-niedermayer,2008-09,nhl,Scott Niedermayer,D,DEF,0,0.0,0
Brian Rafalski (D),Detroit Red Wings,78,10,49,59,0.76,20,17,https://www.eliteprospects.com/player/1635/brian-rafalski,2008-09,nhl,Brian Rafalski,D,DEF,0,0.0,0
Nikolai Zherdev (LW/RW),New York Rangers,82,23,35,58,0.71,39,6,https://www.eliteprospects.com/player/8620/nikolai-zherdev,2008-09,nhl,Nikolai Zherdev,LW/RW,FW,0,0.0,0
Scott Gomez (C),New York Rangers,77,16,42,58,0.75,60,-2,https://www.eliteprospects.com/player/9050/scott-gomez,2008-09,nhl,Scott Gomez,C,FW,0,0.0,0
Jason Arnott (C),Nashville Predators,65,33,24,57,0.88,49,2,https://www.eliteprospects.com/player/9068/jason-arnott,2008-09,nhl,Jason Arnott,C,FW,Jason Arnott,8.0,1
Bobby Ryan (RW/LW),Anaheim Ducks,64,31,26,57,0.89,33,13,https://www.eliteprospects.com/player/9210/bobby-ryan,2008-09,nhl,Bobby Ryan,RW/LW,FW,0,0.0,0
Olli Jokinen (C),totals,76,29,28,57,0.75,67,-12,https://www.eliteprospects.com/player/2679/olli-jokinen,2008-09,nhl,Olli Jokinen,C,FW,0,0.0,0
Milan Michálek (LW/RW),San Jose Sharks,77,23,34,57,0.74,52,11,https://www.eliteprospects.com/player/8586/milan-michalek,2008-09,nhl,Milan Michálek,LW/RW,FW,0,0.0,0
Jiri Hudler (LW),Detroit Red Wings,82,23,34,57,0.70,16,7,https://www.eliteprospects.com/player/6665/jiri-hudler,2008-09,nhl,Jiri Hudler,LW,FW,0,0.0,0
Dan Boyle (D),San Jose Sharks,77,16,41,57,0.74,52,6,https://www.eliteprospects.com/player/5369/dan-boyle,2008-09,nhl,Dan Boyle,D,DEF,0,0.0,0
Chris Drury (C),New York Rangers,81,22,34,56,0.69,32,-8,https://www.eliteprospects.com/player/8804/chris-drury,2008-09,nhl,Chris Drury,C,FW,Chris Drury,5.0,1
Kristian Huselius (LW),Columbus Blue Jackets,74,21,35,56,0.76,44,1,https://www.eliteprospects.com/player/691/kristian-huselius,2008-09,nhl,Kristian Huselius,LW,FW,0,0.0,0
Mark Streit (D),New York Islanders,74,16,40,56,0.76,62,5,https://www.eliteprospects.com/player/4092/mark-streit,2008-09,nhl,Mark Streit,D,DEF,0,0.0,0
Matt Stajan (C),Toronto Maple Leafs,76,15,40,55,0.72,54,-4,https://www.eliteprospects.com/player/8889/matt-stajan,2008-09,nhl,Matt Stajan,C,FW,0,0.0,0
David Backes (RW/C),St. Louis Blues,82,31,23,54,0.66,165,-3,https://www.eliteprospects.com/player/11435/david-backes,2008-09,nhl,David Backes,RW/C,FW,0,0.0,0
Teemu Selänne (RW),Anaheim Ducks,65,27,27,54,0.83,36,-3,https://www.eliteprospects.com/player/2683/teemu-selanne,2008-09,nhl,Teemu Selänne,RW,FW,0,0.0,0
Tuomo Ruutu (LW/RW),Carolina Hurricanes,79,26,28,54,0.68,79,0,https://www.eliteprospects.com/player/2695/tuomo-ruutu,2008-09,nhl,Tuomo Ruutu,LW/RW,FW,0,0.0,0
Michael Ryder (RW),Boston Bruins,74,27,26,53,0.72,26,28,https://www.eliteprospects.com/player/4487/michael-ryder,2008-09,nhl,Michael Ryder,RW,FW,0,0.0,0
Dustin Brown (RW/LW),Los Angeles Kings,80,24,29,53,0.66,64,-15,https://www.eliteprospects.com/player/9099/dustin-brown,2008-09,nhl,Dustin Brown,RW/LW,FW,0,0.0,0
Shea Weber (D),Nashville Predators,81,23,30,53,0.65,80,1,https://www.eliteprospects.com/player/9505/shea-weber,2008-09,nhl,Shea Weber,D,DEF,0,0.0,0
Sheldon Souray (D),Edmonton Oilers,81,23,30,53,0.65,98,1,https://www.eliteprospects.com/player/4505/sheldon-souray,2008-09,nhl,Sheldon Souray,D,DEF,Sheldon Souray,16.0,1
Brooks Laich (C/LW),Washington Capitals,82,23,30,53,0.65,31,-1,https://www.eliteprospects.com/player/9518/brooks-laich,2008-09,nhl,Brooks Laich,C/LW,FW,0,0.0,0
Chris Kunitz (LW),totals,82,23,30,53,0.65,71,12,https://www.eliteprospects.com/player/8523/chris-kunitz,2008-09,nhl,Chris Kunitz,LW,FW,0,0.0,0
Kris Versteeg (RW/LW),Chicago Blackhawks,78,22,31,53,0.68,55,15,https://www.eliteprospects.com/player/9486/kris-versteeg,2008-09,nhl,Kris Versteeg,RW/LW,FW,0,0.0,0
Pavol Demitra (C),Vancouver Canucks,69,20,33,53,0.77,20,6,https://www.eliteprospects.com/player/8596/pavol-demitra,2008-09,nhl,Pavol Demitra,C,FW,0,0.0,0
Shawn Horcoff (C),Edmonton Oilers,80,17,36,53,0.66,39,7,https://www.eliteprospects.com/player/4375/shawn-horcoff,2008-09,nhl,Shawn Horcoff,C,FW,0,0.0,0
Ryane Clowe (LW),San Jose Sharks,71,22,30,52,0.73,51,8,https://www.eliteprospects.com/player/9116/ryane-clowe,2008-09,nhl,Ryane Clowe,LW,FW,0,0.0,0
Brian Campbell (D),Chicago Blackhawks,82,7,45,52,0.63,22,5,https://www.eliteprospects.com/player/8565/brian-campbell,2008-09,nhl,Brian Campbell,D,DEF,0,0.0,0
Bryan Little (C),Atlanta Thrashers,79,31,20,51,0.65,24,-5,https://www.eliteprospects.com/player/10426/bryan-little,2008-09,nhl,Bryan Little,C,FW,0,0.0,0
Alexandre Burrows (RW/LW),Vancouver Canucks,82,28,23,51,0.62,150,23,https://www.eliteprospects.com/player/10224/alexandre-burrows,2008-09,nhl,Alexandre Burrows,RW/LW,FW,0,0.0,0
Rod Brind'Amour (C),Carolina Hurricanes,80,16,35,51,0.64,36,-23,https://www.eliteprospects.com/player/8784/rod-brind-amour,2008-09,nhl,Rod Brind'Amour,C,FW,0,0.0,0
Niklas Kronwall (D),Detroit Red Wings,80,6,45,51,0.64,50,2,https://www.eliteprospects.com/player/69/niklas-kronwall,2008-09,nhl,Niklas Kronwall,D,DEF,0,0.0,0
Joffrey Lupul (RW),Philadelphia Flyers,79,25,25,50,0.63,58,1,https://www.eliteprospects.com/player/9001/joffrey-lupul,2008-09,nhl,Joffrey Lupul,RW,FW,0,0.0,0
Andrew Brunette (LW),Minnesota Wild,80,22,28,50,0.63,18,-5,https://www.eliteprospects.com/player/9101/andrew-brunette,2008-09,nhl,Andrew Brunette,LW,FW,0,0.0,0
Zdeno Chára (D),Boston Bruins,80,19,31,50,0.63,95,23,https://www.eliteprospects.com/player/4530/zdeno-chara,2008-09,nhl,Zdeno Chára,D,DEF,0,0.0,0
Martin Erat (RW/LW),Nashville Predators,71,17,33,50,0.70,48,-7,https://www.eliteprospects.com/player/8611/martin-erat,2008-09,nhl,Martin Erat,RW/LW,FW,0,0.0,0
Saku Koivu (C),Montréal Canadiens,65,16,34,50,0.77,44,4,https://www.eliteprospects.com/player/2669/saku-koivu,2008-09,nhl,Saku Koivu,C,FW,0,0.0,0
David Perron (LW/RW),St. Louis Blues,81,15,35,50,0.62,50,13,https://www.eliteprospects.com/player/11123/david-perron,2008-09,nhl,David Perron,LW/RW,FW,0,0.0,0
Dennis Wideman (D),Boston Bruins,79,13,37,50,0.63,34,32,https://www.eliteprospects.com/player/8826/dennis-wideman,2008-09,nhl,Dennis Wideman,D,DEF,0,0.0,0
Keith Tkachuk (LW),St. Louis Blues,79,25,24,49,0.62,61,-11,https://www.eliteprospects.com/player/8856/keith-tkachuk,2008-09,nhl,Keith Tkachuk,LW,FW,Keith Tkachuk,3.0,1
Jordan Staal (C),Pittsburgh Penguins,82,22,27,49,0.60,37,5,https://www.eliteprospects.com/player/10157/jordan-staal,2008-09,nhl,Jordan Staal,C,FW,0,0.0,0
Daymond Langkow (C),Calgary Flames,73,21,28,49,0.67,20,1,https://www.eliteprospects.com/player/8986/daymond-langkow,2008-09,nhl,Daymond Langkow,C,FW,0,0.0,0
Cory Stillman (LW),Florida Panthers,63,17,32,49,0.78,37,1,https://www.eliteprospects.com/player/8894/cory-stillman,2008-09,nhl,Cory Stillman,LW,FW,0,0.0,0
Andrew Ladd (LW),Chicago Blackhawks,82,15,34,49,0.60,28,26,https://www.eliteprospects.com/player/6668/andrew-ladd,2008-09,nhl,Andrew Ladd,LW,FW,0,0.0,0
Bill Guerin (RW),totals,78,21,27,48,0.62,81,-12,https://www.eliteprospects.com/player/9053/bill-guerin,2008-09,nhl,Bill Guerin,RW,FW,0,0.0,0
Mikhail Grabovski (C),Toronto Maple Leafs,78,20,28,48,0.62,92,-8,https://www.eliteprospects.com/player/9351/mikhail-grabovski,2008-09,nhl,Mikhail Grabovski,C,FW,0,0.0,0
Brad Richards (C),Dallas Stars,56,16,32,48,0.86,6,-4,https://www.eliteprospects.com/player/4723/brad-richards,2008-09,nhl,Brad Richards,C,FW,0,0.0,0
Sergei Samsonov (LW),Carolina Hurricanes,81,16,32,48,0.59,28,-8,https://www.eliteprospects.com/player/8667/sergei-samsonov,2008-09,nhl,Sergei Samsonov,LW,FW,0,0.0,0
Craig Conroy (C),Calgary Flames,82,12,36,48,0.59,28,20,https://www.eliteprospects.com/player/9121/craig-conroy,2008-09,nhl,Craig Conroy,C,FW,0,0.0,0
Chris Pronger (D),Anaheim Ducks,82,11,37,48,0.59,88,0,https://www.eliteprospects.com/player/8538/chris-pronger,2008-09,nhl,Chris Pronger,D,DEF,0,0.0,0
Mike Knuble (RW),Philadelphia Flyers,82,27,20,47,0.57,62,5,https://www.eliteprospects.com/player/4322/mike-knuble,2008-09,nhl,Mike Knuble,RW,FW,0,0.0,0
Patrik Berglund (C),St. Louis Blues,76,21,26,47,0.62,16,19,https://www.eliteprospects.com/player/3637/patrik-berglund,2008-09,nhl,Patrik Berglund,C,FW,0,0.0,0
Jason Williams (RW/C),totals,80,19,28,47,0.59,24,-4,https://www.eliteprospects.com/player/8713/jason-williams,2008-09,nhl,Jason Williams,RW/C,FW,0,0.0,0
Dave Bolland (C/RW),Chicago Blackhawks,81,19,28,47,0.58,52,19,https://www.eliteprospects.com/player/9193/dave-bolland,2008-09,nhl,Dave Bolland,C/RW,FW,0,0.0,0
Tim Connolly (C),Buffalo Sabres,48,18,29,47,0.98,22,12,https://www.eliteprospects.com/player/8775/tim-connolly,2008-09,nhl,Tim Connolly,C,FW,0,0.0,0
Dion Phaneuf (D),Calgary Flames,80,11,36,47,0.59,100,-11,https://www.eliteprospects.com/player/8564/dion-phaneuf,2008-09,nhl,Dion Phaneuf,D,DEF,0,0.0,0
R.J. Umberger (C/W),Columbus Blue Jackets,82,26,20,46,0.56,53,-10,https://www.eliteprospects.com/player/8820/r.j.-umberger,2008-09,nhl,R.J. Umberger,C/W,FW,0,0.0,0
Petr Sýkora (RW),Pittsburgh Penguins,76,25,21,46,0.61,36,3,https://www.eliteprospects.com/player/8692/petr-sykora,2008-09,nhl,Petr Sýkora,RW,FW,0,0.0,0
Markus Näslund (LW),New York Rangers,82,24,22,46,0.56,57,-10,https://www.eliteprospects.com/player/697/markus-naslund,2008-09,nhl,Markus Näslund,LW,FW,0,0.0,0
Steven Stamkos (C/W),Tampa Bay Lightning,79,23,23,46,0.58,39,-13,https://www.eliteprospects.com/player/11113/steven-stamkos,2008-09,nhl,Steven Stamkos,C/W,FW,0,0.0,0
Steve Ott (C/W),Dallas Stars,64,19,27,46,0.72,135,3,https://www.eliteprospects.com/player/8944/steve-ott,2008-09,nhl,Steve Ott,C/W,FW,0,0.0,0
Pierre-Marc Bouchard (C),Minnesota Wild,71,16,30,46,0.65,20,-5,https://www.eliteprospects.com/player/9086/pierre-marc-bouchard,2008-09,nhl,Pierre-Marc Bouchard,C,FW,Pierre-Marc Bouchard,81.0,1
Mike Modano (C),Dallas Stars,80,15,31,46,0.58,46,-13,https://www.eliteprospects.com/player/8965/mike-modano,2008-09,nhl,Mike Modano,C,FW,0,0.0,0
Matthew Lombardi (C),totals,69,14,32,46,0.67,44,13,https://www.eliteprospects.com/player/8999/matthew-lombardi,2008-09,nhl,Matthew Lombardi,C,FW,0,0.0,0
Ryan Malone (LW),Tampa Bay Lightning,70,26,19,45,0.64,98,4,https://www.eliteprospects.com/player/8721/ryan-malone,2008-09,nhl,Ryan Malone,LW,FW,0,0.0,0
Owen Nolan (RW),Minnesota Wild,59,25,20,45,0.76,26,5,https://www.eliteprospects.com/player/9674/owen-nolan,2008-09,nhl,Owen Nolan,RW,FW,0,0.0,0
Nathan Horton (RW),Florida Panthers,67,22,23,45,0.67,48,-5,https://www.eliteprospects.com/player/3657/nathan-horton,2008-09,nhl,Nathan Horton,RW,FW,0,0.0,0
Michael Frolík (RW/LW),Florida Panthers,79,21,24,45,0.57,22,10,https://www.eliteprospects.com/player/8701/michael-frolik,2008-09,nhl,Michael Frolík,RW/LW,FW,0,0.0,0
Blake Wheeler (RW/C),Boston Bruins,81,21,24,45,0.56,46,36,https://www.eliteprospects.com/player/9215/blake-wheeler,2008-09,nhl,Blake Wheeler,RW/C,FW,0,0.0,0
Drew Stafford (RW),Buffalo Sabres,79,20,25,45,0.57,29,3,https://www.eliteprospects.com/player/9180/drew-stafford,2008-09,nhl,Drew Stafford,RW,FW,Drew Stafford,1.0,1
Václav Prospal (LW/C),Tampa Bay Lightning,82,19,26,45,0.55,52,-20,https://www.eliteprospects.com/player/8641/vaclav-prospal,2008-09,nhl,Václav Prospal,LW/C,FW,0,0.0,0
Dominic Moore (C),totals,81,13,32,45,0.56,92,-2,https://www.eliteprospects.com/player/8964/dominic-moore,2008-09,nhl,Dominic Moore,C,FW,Dominic Moore,5.0,1
Rob Blake (D),San Jose Sharks,73,10,35,45,0.62,110,15,https://www.eliteprospects.com/player/8580/rob-blake,2008-09,nhl,Rob Blake,D,DEF,0,0.0,0
Jaroslav Spacek (D),Buffalo Sabres,80,8,37,45,0.56,38,2,https://www.eliteprospects.com/player/1668/jaroslav-spacek,2008-09,nhl,Jaroslav Spacek,D,DEF,0,0.0,0
