player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Games Missed,head_injuries
Ryan Suter (D),Nashville Predators,82,7,38,45,0.55,73,-16,https://www.eliteprospects.com/player/8897/ryan-suter,2008-09,nhl,Ryan Suter,D,DEF,0,0.0,0
Tom Gilbert (D),Edmonton Oilers,82,5,40,45,0.55,26,6,https://www.eliteprospects.com/player/11009/tom-gilbert,2008-09,nhl,Tom Gilbert,D,DEF,0,0.0,0
Patrick Sharp (LW/RW),Chicago Blackhawks,61,26,18,44,0.72,41,6,https://www.eliteprospects.com/player/8880/patrick-sharp,2008-09,nhl,Patrick Sharp,LW/RW,FW,0,0.0,0
Andy McDonald (C/LW),St. Louis Blues,46,15,29,44,0.96,24,-13,https://www.eliteprospects.com/player/8527/andy-mcdonald,2008-09,nhl,Andy McDonald,C/LW,FW,Andy McDonald,2.0,1
Rich Peverley (C),totals,66,15,29,44,0.67,33,13,https://www.eliteprospects.com/player/11017/rich-peverley,2008-09,nhl,Rich Peverley,C,FW,0,0.0,0
Todd Bertuzzi (RW/LW),Calgary Flames,66,15,29,44,0.67,74,-13,https://www.eliteprospects.com/player/9081/todd-bertuzzi,2008-09,nhl,Todd Bertuzzi,RW/LW,FW,0,0.0,0
Antti Miettinen (W/C),Minnesota Wild,82,15,29,44,0.54,32,-1,https://www.eliteprospects.com/player/2698/antti-miettinen,2008-09,nhl,Antti Miettinen,W/C,FW,0,0.0,0
Lee Stempniak (RW),totals,75,14,30,44,0.59,33,-12,https://www.eliteprospects.com/player/10199/lee-stempniak,2008-09,nhl,Lee Stempniak,RW,FW,0,0.0,0
Duncan Keith (D),Chicago Blackhawks,77,8,36,44,0.57,60,33,https://www.eliteprospects.com/player/9012/duncan-keith,2008-09,nhl,Duncan Keith,D,DEF,0,0.0,0
Matt Cullen (C),Carolina Hurricanes,69,22,21,43,0.62,20,11,https://www.eliteprospects.com/player/8754/matt-cullen,2008-09,nhl,Matt Cullen,C,FW,0,0.0,0
Ales Kotalik (RW/LW),totals,75,20,23,43,0.57,34,-5,https://www.eliteprospects.com/player/8676/ales-kotalik,2008-09,nhl,Ales Kotalik,RW/LW,FW,0,0.0,0
Patrick O'Sullivan (C),totals,81,16,27,43,0.53,28,-6,https://www.eliteprospects.com/player/7914/patrick-o-sullivan,2008-09,nhl,Patrick O'Sullivan,C,FW,0,0.0,0
Kevin Bieksa (D),Vancouver Canucks,72,11,32,43,0.60,97,-4,https://www.eliteprospects.com/player/9682/kevin-bieksa,2008-09,nhl,Kevin Bieksa,D,DEF,0,0.0,0
Kimmo Timonen (D),Philadelphia Flyers,77,3,40,43,0.56,54,19,https://www.eliteprospects.com/player/2664/kimmo-timonen,2008-09,nhl,Kimmo Timonen,D,DEF,0,0.0,0
Niklas Hagman (LW/RW),Toronto Maple Leafs,65,22,20,42,0.65,4,-5,https://www.eliteprospects.com/player/2680/niklas-hagman,2008-09,nhl,Niklas Hagman,LW/RW,FW,0,0.0,0
Chuck Kobasew (RW),Boston Bruins,68,21,21,42,0.62,56,5,https://www.eliteprospects.com/player/9018/chuck-kobasew,2008-09,nhl,Chuck Kobasew,RW,FW,0,0.0,0
David Legwand (C),Nashville Predators,73,20,22,42,0.58,32,-3,https://www.eliteprospects.com/player/3668/david-legwand,2008-09,nhl,David Legwand,C,FW,0,0.0,0
Erik Cole (LW),totals,80,18,24,42,0.53,73,0,https://www.eliteprospects.com/player/8732/erik-cole,2008-09,nhl,Erik Cole,LW,FW,0,0.0,0
Michal Handzus (C),Los Angeles Kings,82,18,24,42,0.51,32,-7,https://www.eliteprospects.com/player/8683/michal-handzus,2008-09,nhl,Michal Handzus,C,FW,0,0.0,0
Milan Lucic (LW),Boston Bruins,72,17,25,42,0.58,136,17,https://www.eliteprospects.com/player/11104/milan-lucic,2008-09,nhl,Milan Lucic,LW,FW,0,0.0,0
Jay Bouwmeester (D),Florida Panthers,82,15,27,42,0.51,68,-2,https://www.eliteprospects.com/player/3659/jay-bouwmeester,2008-09,nhl,Jay Bouwmeester,D,DEF,0,0.0,0
Wojtek Wolski (LW/RW),Colorado Avalanche,78,14,28,42,0.54,28,-13,https://www.eliteprospects.com/player/8832/wojtek-wolski,2008-09,nhl,Wojtek Wolski,LW/RW,FW,0,0.0,0
Marek Zidlicky (D),Minnesota Wild,76,12,30,42,0.55,76,-12,https://www.eliteprospects.com/player/3633/marek-zidlicky,2008-09,nhl,Marek Zidlicky,D,DEF,0,0.0,0
Christian Ehrhoff (D),San Jose Sharks,77,8,34,42,0.55,63,-12,https://www.eliteprospects.com/player/8581/christian-ehrhoff,2008-09,nhl,Christian Ehrhoff,D,DEF,0,0.0,0
Andrei Kostitsyn (LW/RW),Montréal Canadiens,74,23,18,41,0.55,50,-7,https://www.eliteprospects.com/player/6666/andrei-kostitsyn,2008-09,nhl,Andrei Kostitsyn,LW/RW,FW,0,0.0,0
Jarret Stoll (C),Los Angeles Kings,74,18,23,41,0.55,68,-7,https://www.eliteprospects.com/player/8895/jarret-stoll,2008-09,nhl,Jarret Stoll,C,FW,0,0.0,0
Alex Tanguay (LW),Montréal Canadiens,50,16,25,41,0.82,34,13,https://www.eliteprospects.com/player/8779/alex-tanguay,2008-09,nhl,Alex Tanguay,LW,FW,0,0.0,0
Sam Gagner (C/RW),Edmonton Oilers,76,16,25,41,0.54,51,-1,https://www.eliteprospects.com/player/10425/sam-gagner,2008-09,nhl,Sam Gagner,C/RW,FW,0,0.0,0
Antoine Vermette (C),totals,79,16,25,41,0.52,50,-7,https://www.eliteprospects.com/player/8840/antoine-vermette,2008-09,nhl,Antoine Vermette,C,FW,0,0.0,0
Steven Reinprecht (C),Phoenix Coyotes,73,14,27,41,0.56,20,0,https://www.eliteprospects.com/player/8725/steven-reinprecht,2008-09,nhl,Steven Reinprecht,C,FW,0,0.0,0
Viktor Kozlov (C/RW),Washington Capitals,67,13,28,41,0.61,16,-9,https://www.eliteprospects.com/player/8699/viktor-kozlov,2008-09,nhl,Viktor Kozlov,C/RW,FW,0,0.0,0
Brandon Dubinsky (C/LW),New York Rangers,82,13,28,41,0.50,112,-6,https://www.eliteprospects.com/player/11024/brandon-dubinsky,2008-09,nhl,Brandon Dubinsky,C/LW,FW,0,0.0,0
Ryan Callahan (RW),New York Rangers,81,22,18,40,0.49,45,7,https://www.eliteprospects.com/player/9437/ryan-callahan,2008-09,nhl,Ryan Callahan,RW,FW,0,0.0,0
Colby Armstrong (RW/LW),Atlanta Thrashers,82,22,18,40,0.49,75,5,https://www.eliteprospects.com/player/9067/colby-armstrong,2008-09,nhl,Colby Armstrong,RW/LW,FW,0,0.0,0
René Bourque (LW/RW),Calgary Flames,58,21,19,40,0.69,70,18,https://www.eliteprospects.com/player/9089/rene-bourque,2008-09,nhl,René Bourque,LW/RW,FW,0,0.0,0
Mikael Samuelsson (RW),Detroit Red Wings,81,19,21,40,0.49,50,0,https://www.eliteprospects.com/player/736/mikael-samuelsson,2008-09,nhl,Mikael Samuelsson,RW,FW,0,0.0,0
Dainius Zubrus (W/C),New Jersey Devils,82,15,25,40,0.49,69,6,https://www.eliteprospects.com/player/8632/dainius-zubrus,2008-09,nhl,Dainius Zubrus,W/C,FW,0,0.0,0
Daniel Cleary (RW/LW),Detroit Red Wings,74,14,26,40,0.54,46,0,https://www.eliteprospects.com/player/4376/daniel-cleary,2008-09,nhl,Daniel Cleary,RW/LW,FW,0,0.0,0
Pavel Kubina (D),Toronto Maple Leafs,82,14,26,40,0.49,94,-15,https://www.eliteprospects.com/player/5519/pavel-kubina,2008-09,nhl,Pavel Kubina,D,DEF,0,0.0,0
Curtis Glencross (LW),Calgary Flames,74,13,27,40,0.54,42,14,https://www.eliteprospects.com/player/10984/curtis-glencross,2008-09,nhl,Curtis Glencross,LW,FW,0,0.0,0
Valtteri Filppula (C/LW),Detroit Red Wings,80,12,28,40,0.50,42,9,https://www.eliteprospects.com/player/3197/valtteri-filppula,2008-09,nhl,Valtteri Filppula,C/LW,FW,0,0.0,0
Cam Barker (D),Chicago Blackhawks,68,6,34,40,0.59,65,-6,https://www.eliteprospects.com/player/9198/cam-barker,2008-09,nhl,Cam Barker,D,DEF,0,0.0,0
Filip Kuba (D),Ottawa Senators,71,3,37,40,0.56,28,4,https://www.eliteprospects.com/player/8639/filip-kuba,2008-09,nhl,Filip Kuba,D,DEF,0,0.0,0
Tomas Plekanec (C),Montréal Canadiens,80,20,19,39,0.49,54,-9,https://www.eliteprospects.com/player/8668/tomas-plekanec,2008-09,nhl,Tomas Plekanec,C,FW,0,0.0,0
David Moss (RW/LW),Calgary Flames,81,20,19,39,0.48,22,-5,https://www.eliteprospects.com/player/8959/david-moss,2008-09,nhl,David Moss,RW/LW,FW,0,0.0,0
Robert Lang (C),Montréal Canadiens,50,18,21,39,0.78,36,6,https://www.eliteprospects.com/player/8617/robert-lang,2008-09,nhl,Robert Lang,C,FW,0,0.0,0
Kyle Okposo (RW/C),New York Islanders,65,18,21,39,0.60,36,-6,https://www.eliteprospects.com/player/10458/kyle-okposo,2008-09,nhl,Kyle Okposo,RW/C,FW,0,0.0,0
Ruslan Fedotenko (LW/RW),Pittsburgh Penguins,65,16,23,39,0.60,44,18,https://www.eliteprospects.com/player/8638/ruslan-fedotenko,2008-09,nhl,Ruslan Fedotenko,LW/RW,FW,0,0.0,0
Bryan McCabe (D),Florida Panthers,69,15,24,39,0.57,41,-1,https://www.eliteprospects.com/player/4727/bryan-mccabe,2008-09,nhl,Bryan McCabe,D,DEF,0,0.0,0
T.J. Oshie (RW),St. Louis Blues,57,14,25,39,0.68,30,16,https://www.eliteprospects.com/player/9209/t.j.-oshie,2008-09,nhl,T.J. Oshie,RW,FW,0,0.0,0
John-Michael Liles (D),Colorado Avalanche,75,12,27,39,0.52,31,-19,https://www.eliteprospects.com/player/8734/john-michael-liles,2008-09,nhl,John-Michael Liles,D,DEF,0,0.0,0
Patrice Bergeron (C),Boston Bruins,64,8,31,39,0.61,16,2,https://www.eliteprospects.com/player/9079/patrice-bergeron,2008-09,nhl,Patrice Bergeron,C,FW,0,0.0,0
Denis Grebeshkov (D),Edmonton Oilers,72,7,32,39,0.54,38,12,https://www.eliteprospects.com/player/9570/denis-grebeshkov,2008-09,nhl,Denis Grebeshkov,D,DEF,0,0.0,0
Ron Hainsey (D),Atlanta Thrashers,81,6,33,39,0.48,32,-16,https://www.eliteprospects.com/player/9037/ron-hainsey,2008-09,nhl,Ron Hainsey,D,DEF,0,0.0,0
Andrew Cogliano (C/LW),Edmonton Oilers,82,18,20,38,0.46,22,-6,https://www.eliteprospects.com/player/9187/andrew-cogliano,2008-09,nhl,Andrew Cogliano,C/LW,FW,0,0.0,0
Joe Corvo (D),Carolina Hurricanes,81,14,24,38,0.47,18,-1,https://www.eliteprospects.com/player/9122/joe-corvo,2008-09,nhl,Joe Corvo,D,DEF,0,0.0,0
Doug Weight (C),New York Islanders,53,10,28,38,0.72,55,-15,https://www.eliteprospects.com/player/8733/doug-weight,2008-09,nhl,Doug Weight,C,FW,0,0.0,0
Jakub Voracek (RW),Columbus Blue Jackets,80,9,29,38,0.48,44,11,https://www.eliteprospects.com/player/9285/jakub-voracek,2008-09,nhl,Jakub Voracek,RW,FW,0,0.0,0
Kyle Quincey (D),Los Angeles Kings,72,4,34,38,0.53,63,-5,https://www.eliteprospects.com/player/10366/kyle-quincey,2008-09,nhl,Kyle Quincey,D,DEF,0,0.0,0
James Neal (LW/RW),Dallas Stars,77,24,13,37,0.48,51,-11,https://www.eliteprospects.com/player/9362/james-neal,2008-09,nhl,James Neal,LW/RW,FW,0,0.0,0
Tomas Fleischmann (LW),Washington Capitals,73,19,18,37,0.51,20,-3,https://www.eliteprospects.com/player/9613/tomas-fleischmann,2008-09,nhl,Tomas Fleischmann,LW,FW,0,0.0,0
Dustin Penner (LW),Edmonton Oilers,78,17,20,37,0.47,61,7,https://www.eliteprospects.com/player/8540/dustin-penner,2008-09,nhl,Dustin Penner,LW,FW,0,0.0,0
Tomas Holmström (RW),Detroit Red Wings,53,14,23,37,0.70,38,18,https://www.eliteprospects.com/player/712/tomas-holmstrom,2008-09,nhl,Tomas Holmström,RW,FW,0,0.0,0
Alexander Edler (D),Vancouver Canucks,80,10,27,37,0.46,54,11,https://www.eliteprospects.com/player/4081/alexander-edler,2008-09,nhl,Alexander Edler,D,DEF,0,0.0,0
Miroslav Satan (RW),Pittsburgh Penguins,65,17,19,36,0.55,36,3,https://www.eliteprospects.com/player/666/miroslav-satan,2008-09,nhl,Miroslav Satan,RW,FW,0,0.0,0
Radek Dvorak (RW),Florida Panthers,81,15,21,36,0.44,42,0,https://www.eliteprospects.com/player/8599/radek-dvorak,2008-09,nhl,Radek Dvorak,RW,FW,0,0.0,0
Peter Mueller (RW/C),Phoenix Coyotes,72,13,23,36,0.50,24,-7,https://www.eliteprospects.com/player/9220/peter-mueller,2008-09,nhl,Peter Mueller,RW/C,FW,Peter Mueller,4.0,1
Éric Bélanger (C),Minnesota Wild,79,13,23,36,0.46,26,-5,https://www.eliteprospects.com/player/8758/eric-belanger,2008-09,nhl,Éric Bélanger,C,FW,0,0.0,0
Paul Stastny (C),Colorado Avalanche,45,11,25,36,0.80,22,-9,https://www.eliteprospects.com/player/10212/paul-stastny,2008-09,nhl,Paul Stastny,C,FW,0,0.0,0
Ed Jovanovski (D),Phoenix Coyotes,82,9,27,36,0.44,106,-15,https://www.eliteprospects.com/player/9035/ed-jovanovski,2008-09,nhl,Ed Jovanovski,D,DEF,0,0.0,0
Marc-Édouard Vlasic (D),San Jose Sharks,82,6,30,36,0.44,42,15,https://www.eliteprospects.com/player/10218/marc-edouard-vlasic,2008-09,nhl,Marc-Édouard Vlasic,D,DEF,0,0.0,0
Joel Ward (RW),Nashville Predators,79,17,18,35,0.44,29,1,https://www.eliteprospects.com/player/11014/joel-ward,2008-09,nhl,Joel Ward,RW,FW,0,0.0,0
Anton Babchuk (D),Carolina Hurricanes,72,16,19,35,0.49,16,13,https://www.eliteprospects.com/player/8655/anton-babchuk,2008-09,nhl,Anton Babchuk,D,DEF,0,0.0,0
Tyler Kennedy (C/RW),Pittsburgh Penguins,67,15,20,35,0.52,30,15,https://www.eliteprospects.com/player/11535/tyler-kennedy,2008-09,nhl,Tyler Kennedy,C/RW,FW,0,0.0,0
Manny Malhotra (C),Columbus Blue Jackets,77,11,24,35,0.45,28,9,https://www.eliteprospects.com/player/5528/manny-malhotra,2008-09,nhl,Manny Malhotra,C,FW,0,0.0,0
Matt Niskanen (D),Dallas Stars,80,6,29,35,0.44,52,-11,https://www.eliteprospects.com/player/9214/matt-niskanen,2008-09,nhl,Matt Niskanen,D,DEF,Matt Niskanen,1.0,1
Scottie Upshall (LW/RW),totals,74,15,19,34,0.46,89,7,https://www.eliteprospects.com/player/9512/scottie-upshall,2008-09,nhl,Scottie Upshall,LW/RW,FW,0,0.0,0
Marek Svatos (RW),Colorado Avalanche,69,14,20,34,0.49,34,-6,https://www.eliteprospects.com/player/8604/marek-svatos,2008-09,nhl,Marek Svatos,RW,FW,0,0.0,0
Adrian Aucoin (D),Calgary Flames,81,10,24,34,0.42,46,-8,https://www.eliteprospects.com/player/5530/adrian-aucoin,2008-09,nhl,Adrian Aucoin,D,DEF,0,0.0,0
Fyodor Tyutin (D),Columbus Blue Jackets,82,9,25,34,0.41,81,1,https://www.eliteprospects.com/player/8691/fyodor-tyutin,2008-09,nhl,Fyodor Tyutin,D,DEF,0,0.0,0
Keith Ballard (D),Florida Panthers,82,6,28,34,0.41,72,14,https://www.eliteprospects.com/player/9072/keith-ballard,2008-09,nhl,Keith Ballard,D,DEF,0,0.0,0
Richard Zednik (LW),Florida Panthers,70,17,16,33,0.47,46,2,https://www.eliteprospects.com/player/8631/richard-zednik,2008-09,nhl,Richard Zednik,LW,FW,0,0.0,0
Sergei Fedorov (C),Washington Capitals,52,11,22,33,0.63,50,4,https://www.eliteprospects.com/player/8619/sergei-fedorov,2008-09,nhl,Sergei Fedorov,C,FW,0,0.0,0
Kris Letang (D),Pittsburgh Penguins,74,10,23,33,0.45,24,-7,https://www.eliteprospects.com/player/9189/kris-letang,2008-09,nhl,Kris Letang,D,DEF,0,0.0,0
Frans Nielsen (C),New York Islanders,59,9,24,33,0.56,18,-4,https://www.eliteprospects.com/player/210/frans-nielsen,2008-09,nhl,Frans Nielsen,C,FW,0,0.0,0
Mathieu Schneider (D),totals,67,9,24,33,0.49,69,-12,https://www.eliteprospects.com/player/8875/mathieu-schneider,2008-09,nhl,Mathieu Schneider,D,DEF,0,0.0,0
Michael Nylander (C),Washington Capitals,72,9,24,33,0.46,32,0,https://www.eliteprospects.com/player/693/michael-nylander,2008-09,nhl,Michael Nylander,C,FW,0,0.0,0
Joni Pitkänen (D),Carolina Hurricanes,71,7,26,33,0.46,58,11,https://www.eliteprospects.com/player/2697/joni-pitkanen,2008-09,nhl,Joni Pitkänen,D,DEF,0,0.0,0
Roman Hamrlík (D),Montréal Canadiens,81,6,27,33,0.41,62,4,https://www.eliteprospects.com/player/8607/roman-hamrlik,2008-09,nhl,Roman Hamrlík,D,DEF,0,0.0,0
Paul Martin (D),New Jersey Devils,73,5,28,33,0.45,36,21,https://www.eliteprospects.com/player/8778/paul-martin,2008-09,nhl,Paul Martin,D,DEF,0,0.0,0
Nick Foligno (LW/RW),Ottawa Senators,81,17,15,32,0.40,59,-10,https://www.eliteprospects.com/player/10675/nick-foligno,2008-09,nhl,Nick Foligno,LW/RW,FW,0,0.0,0
David Clarkson (RW),New Jersey Devils,82,17,15,32,0.39,164,-1,https://www.eliteprospects.com/player/11018/david-clarkson,2008-09,nhl,David Clarkson,RW,FW,0,0.0,0
Brian Rolston (LW),New Jersey Devils,64,15,17,32,0.50,30,2,https://www.eliteprospects.com/player/8927/brian-rolston,2008-09,nhl,Brian Rolston,LW,FW,0,0.0,0
Steve Bernier (RW),Vancouver Canucks,81,15,17,32,0.40,27,4,https://www.eliteprospects.com/player/9080/steve-bernier,2008-09,nhl,Steve Bernier,RW,FW,0,0.0,0
Marc-André Bergeron (D),Minnesota Wild,72,14,18,32,0.44,30,5,https://www.eliteprospects.com/player/5672/marc-andre-bergeron,2008-09,nhl,Marc-André Bergeron,D,DEF,0,0.0,0
Gregory Campbell (C),Florida Panthers,77,13,19,32,0.42,76,0,https://www.eliteprospects.com/player/9105/gregory-campbell,2008-09,nhl,Gregory Campbell,C,FW,Gregory Campbell,6.0,1
Mike Fisher (C),Ottawa Senators,78,13,19,32,0.41,66,0,https://www.eliteprospects.com/player/8771/mike-fisher,2008-09,nhl,Mike Fisher,C,FW,0,0.0,0
Steve Sullivan (LW),Nashville Predators,41,11,21,32,0.78,30,2,https://www.eliteprospects.com/player/8896/steve-sullivan,2008-09,nhl,Steve Sullivan,LW,FW,0,0.0,0
Andrew Ebbett (C/LW),Anaheim Ducks,48,8,24,32,0.67,24,8,https://www.eliteprospects.com/player/10418/andrew-ebbett,2008-09,nhl,Andrew Ebbett,C/LW,FW,Andrew Ebbett,5.0,1
Tobias Enström (D),Atlanta Thrashers,82,5,27,32,0.39,52,14,https://www.eliteprospects.com/player/594/tobias-enstrom,2008-09,nhl,Tobias Enström,D,DEF,0,0.0,0
Chad LaRose (RW/LW),Carolina Hurricanes,81,19,12,31,0.38,35,6,https://www.eliteprospects.com/player/8990/chad-larose,2008-09,nhl,Chad LaRose,RW/LW,FW,0,0.0,0
Clarke MacArthur (LW),Buffalo Sabres,71,17,14,31,0.44,56,-4,https://www.eliteprospects.com/player/8951/clarke-macarthur,2008-09,nhl,Clarke MacArthur,LW,FW,0,0.0,0
Brendan Morrison (C),totals,81,16,15,31,0.38,32,3,https://www.eliteprospects.com/player/4321/brendan-morrison,2008-09,nhl,Brendan Morrison,C,FW,0,0.0,0
Nikolai Kulyomin (LW/RW),Toronto Maple Leafs,73,15,16,31,0.42,18,-8,https://www.eliteprospects.com/player/9258/nikolai-kulyomin,2008-09,nhl,Nikolai Kulyomin,LW/RW,FW,0,0.0,0
Dustin Byfuglien (D),Chicago Blackhawks,77,15,16,31,0.40,81,7,https://www.eliteprospects.com/player/10667/dustin-byfuglien,2008-09,nhl,Dustin Byfuglien,D,DEF,0,0.0,0
Trent Hunter (RW),New York Islanders,55,14,17,31,0.56,41,-8,https://www.eliteprospects.com/player/5215/trent-hunter,2008-09,nhl,Trent Hunter,RW,FW,0,0.0,0
Richard Park (RW/C),New York Islanders,71,14,17,31,0.44,34,-13,https://www.eliteprospects.com/player/5214/richard-park,2008-09,nhl,Richard Park,RW/C,FW,Richard Park,1.0,1
Matt Cooke (LW),Pittsburgh Penguins,76,13,18,31,0.41,101,0,https://www.eliteprospects.com/player/8549/matt-cooke,2008-09,nhl,Matt Cooke,LW,FW,Matt Cooke,1.0,1
Ville Peltonen (LW),Florida Panthers,79,12,19,31,0.39,31,6,https://www.eliteprospects.com/player/1696/ville-peltonen,2008-09,nhl,Ville Peltonen,LW,FW,0,0.0,0
Martin Hanzal (C),Phoenix Coyotes,74,11,20,31,0.42,40,-4,https://www.eliteprospects.com/player/9237/martin-hanzal,2008-09,nhl,Martin Hanzal,C,FW,0,0.0,0
Lubomir Visnovsky (D),Edmonton Oilers,50,8,23,31,0.62,30,6,https://www.eliteprospects.com/player/8592/lubomir-visnovsky,2008-09,nhl,Lubomir Visnovsky,D,DEF,0,0.0,0
Tomas Kaberle (D),Toronto Maple Leafs,57,4,27,31,0.54,8,-8,https://www.eliteprospects.com/player/8542/tomas-kaberle,2008-09,nhl,Tomas Kaberle,D,DEF,0,0.0,0
Marty Reasoner (C),Atlanta Thrashers,79,14,16,30,0.38,36,11,https://www.eliteprospects.com/player/8708/marty-reasoner,2008-09,nhl,Marty Reasoner,C,FW,0,0.0,0
Chris Campoli (D),totals,76,11,19,30,0.39,55,-16,https://www.eliteprospects.com/player/9106/chris-campoli,2008-09,nhl,Chris Campoli,D,DEF,0,0.0,0
Michal Rozsíval (D),New York Rangers,76,8,22,30,0.39,52,-7,https://www.eliteprospects.com/player/8687/michal-rozsival,2008-09,nhl,Michal Rozsíval,D,DEF,0,0.0,0
Per-Johan Axelsson (LW),Boston Bruins,75,6,24,30,0.40,16,-1,https://www.eliteprospects.com/player/694/per-johan-axelsson,2008-09,nhl,Per-Johan Axelsson,LW,FW,0,0.0,0
Dennis Seidenberg (D),Carolina Hurricanes,70,5,25,30,0.43,37,-9,https://www.eliteprospects.com/player/8590/dennis-seidenberg,2008-09,nhl,Dennis Seidenberg,D,DEF,0,0.0,0
Keith Yandle (D),Phoenix Coyotes,69,4,26,30,0.43,37,-4,https://www.eliteprospects.com/player/10247/keith-yandle,2008-09,nhl,Keith Yandle,D,DEF,0,0.0,0
Carlo Colaiacovo (D),totals,73,3,27,30,0.41,35,0,https://www.eliteprospects.com/player/9117/carlo-colaiacovo,2008-09,nhl,Carlo Colaiacovo,D,DEF,0,0.0,0
Fabian Brunnström (RW),Dallas Stars,55,17,12,29,0.53,8,-8,https://www.eliteprospects.com/player/6659/fabian-brunnstrom,2008-09,nhl,Fabian Brunnström,RW,FW,0,0.0,0
Paul Gaustad (C),Buffalo Sabres,62,12,17,29,0.47,108,4,https://www.eliteprospects.com/player/8808/paul-gaustad,2008-09,nhl,Paul Gaustad,C,FW,0,0.0,0
Jonathan Cheechoo (RW),San Jose Sharks,66,12,17,29,0.44,59,-3,https://www.eliteprospects.com/player/5529/jonathan-cheechoo,2008-09,nhl,Jonathan Cheechoo,RW,FW,0,0.0,0
John Mitchell (C/LW),Toronto Maple Leafs,76,12,17,29,0.38,33,-16,https://www.eliteprospects.com/player/11487/john-mitchell,2008-09,nhl,John Mitchell,C/LW,FW,0,0.0,0
Robert Nilsson (LW),Edmonton Oilers,64,9,20,29,0.45,26,1,https://www.eliteprospects.com/player/352/robert-nilsson,2008-09,nhl,Robert Nilsson,LW,FW,Robert Nilsson,10.0,1
Johnny Oduya (D),New Jersey Devils,82,7,22,29,0.35,30,21,https://www.eliteprospects.com/player/1015/johnny-oduya,2008-09,nhl,Johnny Oduya,D,DEF,0,0.0,0
Maxim Lapierre (C),Montréal Canadiens,79,15,13,28,0.35,76,9,https://www.eliteprospects.com/player/8988/maxim-lapierre,2008-09,nhl,Maxim Lapierre,C,FW,0,0.0,0
Pascal Dupuis (LW),Pittsburgh Penguins,71,12,16,28,0.39,30,1,https://www.eliteprospects.com/player/8789/pascal-dupuis,2008-09,nhl,Pascal Dupuis,LW,FW,Pascal Dupuis,1.0,1
Mikkel Bødker (LW/RW),Phoenix Coyotes,78,11,17,28,0.36,18,-6,https://www.eliteprospects.com/player/5996/mikkel-bodker,2008-09,nhl,Mikkel Bødker,LW/RW,FW,0,0.0,0
Mats Sundin (C),Vancouver Canucks,41,9,19,28,0.68,28,-5,https://www.eliteprospects.com/player/467/mats-sundin,2008-09,nhl,Mats Sundin,C,FW,0,0.0,0
Alexander Steen (LW/RW),totals,81,8,20,28,0.35,30,-10,https://www.eliteprospects.com/player/460/alexander-steen,2008-09,nhl,Alexander Steen,LW/RW,FW,0,0.0,0
Erik Christensen (C),totals,64,7,21,28,0.44,20,-9,https://www.eliteprospects.com/player/10880/erik-christensen,2008-09,nhl,Erik Christensen,C,FW,0,0.0,0
Braydon Coburn (D),Philadelphia Flyers,80,7,21,28,0.35,97,7,https://www.eliteprospects.com/player/9477/braydon-coburn,2008-09,nhl,Braydon Coburn,D,DEF,0,0.0,0
Kyle Wellwood (C),Vancouver Canucks,74,18,9,27,0.36,4,2,https://www.eliteprospects.com/player/8818/kyle-wellwood,2008-09,nhl,Kyle Wellwood,C,FW,0,0.0,0
Jochen Hecht (C/LW),Buffalo Sabres,70,12,15,27,0.39,33,-9,https://www.eliteprospects.com/player/8674/jochen-hecht,2008-09,nhl,Jochen Hecht,C/LW,FW,0,0.0,0
Daniel Paille (LW),Buffalo Sabres,73,12,15,27,0.37,20,0,https://www.eliteprospects.com/player/9510/daniel-paille,2008-09,nhl,Daniel Paille,LW,FW,0,0.0,0
Andy Hilbert (C),New York Islanders,67,11,16,27,0.40,22,-3,https://www.eliteprospects.com/player/9052/andy-hilbert,2008-09,nhl,Andy Hilbert,C,FW,0,0.0,0
Kyle Brodziak (C),Edmonton Oilers,79,11,16,27,0.34,21,4,https://www.eliteprospects.com/player/9097/kyle-brodziak,2008-09,nhl,Kyle Brodziak,C,FW,0,0.0,0
Mike Comrie (C),totals,63,10,17,27,0.43,32,-15,https://www.eliteprospects.com/player/4701/mike-comrie,2008-09,nhl,Mike Comrie,C,FW,0,0.0,0
Claude Giroux (W/C),Philadelphia Flyers,42,9,18,27,0.64,14,10,https://www.eliteprospects.com/player/10437/claude-giroux,2008-09,nhl,Claude Giroux,W/C,FW,0,0.0,0
Brent Burns (D),Minnesota Wild,59,8,19,27,0.46,45,-7,https://www.eliteprospects.com/player/9103/brent-burns,2008-09,nhl,Brent Burns,D,DEF,Brent Burns,29.0,1
Kyle Calder (LW),Los Angeles Kings,74,8,19,27,0.36,41,-1,https://www.eliteprospects.com/player/5671/kyle-calder,2008-09,nhl,Kyle Calder,LW,FW,Kyle Calder,6.0,1
Jussi Jokinen (W/C),totals,71,7,20,27,0.38,28,-10,https://www.eliteprospects.com/player/2716/jussi-jokinen,2008-09,nhl,Jussi Jokinen,W/C,FW,0,0.0,0
Matt Hunwick (D),Boston Bruins,53,6,21,27,0.51,31,15,https://www.eliteprospects.com/player/9418/matt-hunwick,2008-09,nhl,Matt Hunwick,D,DEF,0,0.0,0
Drew Doughty (D),Los Angeles Kings,81,6,21,27,0.33,56,-17,https://www.eliteprospects.com/player/10430/drew-doughty,2008-09,nhl,Drew Doughty,D,DEF,0,0.0,0
