player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Games Missed,head_injuries
Bryan Smolinski (C),totals,81,18,26,44,0.54,37,7,https://www.eliteprospects.com/player/8887/bryan-smolinski,2006-07,nhl,Bryan Smolinski,C,FW,0,0.0,0
Corey Perry (RW),Anaheim Ducks,82,17,27,44,0.54,55,12,https://www.eliteprospects.com/player/8541/corey-perry,2006-07,nhl,Corey Perry,RW,FW,0,0.0,0
John-Michael Liles (D),Colorado Avalanche,71,14,30,44,0.62,24,0,https://www.eliteprospects.com/player/8734/john-michael-liles,2006-07,nhl,John-Michael Liles,D,DEF,0,0.0,0
Martin Gélinas (LW),Florida Panthers,82,14,30,44,0.54,36,7,https://www.eliteprospects.com/player/8787/martin-gelinas,2006-07,nhl,Martin Gélinas,LW,FW,0,0.0,0
Todd White (C),Minnesota Wild,77,13,31,44,0.57,24,8,https://www.eliteprospects.com/player/5532/todd-white,2006-07,nhl,Todd White,C,FW,0,0.0,0
Derek Armstrong (C),Los Angeles Kings,67,11,33,44,0.66,62,13,https://www.eliteprospects.com/player/8774/derek-armstrong,2006-07,nhl,Derek Armstrong,C,FW,0,0.0,0
Tom Poti (D),New York Islanders,78,6,38,44,0.56,74,-1,https://www.eliteprospects.com/player/8918/tom-poti,2006-07,nhl,Tom Poti,D,DEF,0,0.0,0
Jere Lehtinen (LW),Dallas Stars,73,26,17,43,0.59,16,5,https://www.eliteprospects.com/player/2687/jere-lehtinen,2006-07,nhl,Jere Lehtinen,LW,FW,0,0.0,0
Darcy Tucker (LW),Toronto Maple Leafs,56,24,19,43,0.77,81,-11,https://www.eliteprospects.com/player/8859/darcy-tucker,2006-07,nhl,Darcy Tucker,LW,FW,0,0.0,0
Mike Modano (C),Dallas Stars,59,22,21,43,0.73,34,9,https://www.eliteprospects.com/player/8965/mike-modano,2006-07,nhl,Mike Modano,C,FW,0,0.0,0
Zdeno Chára (D),Boston Bruins,80,11,32,43,0.54,100,-21,https://www.eliteprospects.com/player/4530/zdeno-chara,2006-07,nhl,Zdeno Chára,D,DEF,0,0.0,0
Joni Pitkänen (D),Philadelphia Flyers,77,4,39,43,0.56,88,-25,https://www.eliteprospects.com/player/2697/joni-pitkanen,2006-07,nhl,Joni Pitkänen,D,DEF,0,0.0,0
Jordan Staal (C),Pittsburgh Penguins,81,29,13,42,0.52,24,16,https://www.eliteprospects.com/player/10157/jordan-staal,2006-07,nhl,Jordan Staal,C,FW,0,0.0,0
Fredrik Modin (LW),Columbus Blue Jackets,79,22,20,42,0.53,50,-3,https://www.eliteprospects.com/player/727/fredrik-modin,2006-07,nhl,Fredrik Modin,LW,FW,Fredrik Modin,7.0,1
Gary Roberts (LW),totals,69,20,22,42,0.61,97,0,https://www.eliteprospects.com/player/8936/gary-roberts,2006-07,nhl,Gary Roberts,LW,FW,0,0.0,0
Jeff O'Neill (RW),Toronto Maple Leafs,74,20,22,42,0.57,54,1,https://www.eliteprospects.com/player/8938/jeff-o-neill,2006-07,nhl,Jeff O'Neill,RW,FW,0,0.0,0
Sergei Fedorov (C),Columbus Blue Jackets,73,18,24,42,0.58,56,-7,https://www.eliteprospects.com/player/8619/sergei-fedorov,2006-07,nhl,Sergei Fedorov,C,FW,Sergei Fedorov,13.0,1
Travis Zajac (C),New Jersey Devils,80,17,25,42,0.53,16,1,https://www.eliteprospects.com/player/10232/travis-zajac,2006-07,nhl,Travis Zajac,C,FW,0,0.0,0
Kyle Wellwood (C),Toronto Maple Leafs,48,12,30,42,0.88,0,3,https://www.eliteprospects.com/player/8818/kyle-wellwood,2006-07,nhl,Kyle Wellwood,C,FW,0,0.0,0
Kevin Bieksa (D),Vancouver Canucks,81,12,30,42,0.52,134,1,https://www.eliteprospects.com/player/9682/kevin-bieksa,2006-07,nhl,Kevin Bieksa,D,DEF,0,0.0,0
Jay Bouwmeester (D),Florida Panthers,82,12,30,42,0.51,66,23,https://www.eliteprospects.com/player/3659/jay-bouwmeester,2006-07,nhl,Jay Bouwmeester,D,DEF,0,0.0,0
Matt Carle (D),San Jose Sharks,77,11,31,42,0.55,30,9,https://www.eliteprospects.com/player/9108/matt-carle,2006-07,nhl,Matt Carle,D,DEF,0,0.0,0
Matt Cullen (C),New York Rangers,80,16,25,41,0.51,52,0,https://www.eliteprospects.com/player/8754/matt-cullen,2006-07,nhl,Matt Cullen,C,FW,Matt Cullen,7.0,1
Matt Cullen (C),New York Rangers,80,16,25,41,0.51,52,0,https://www.eliteprospects.com/player/8754/matt-cullen,2006-07,nhl,Matt Cullen,C,FW,Matt Cullen,7.0,1
Matt Cullen (C),New York Rangers,80,16,25,41,0.51,52,0,https://www.eliteprospects.com/player/8754/matt-cullen,2006-07,nhl,Matt Cullen,C,FW,Matt Cullen,2.0,1
Radim Vrbata (RW),Chicago Blackhawks,77,14,27,41,0.53,26,-4,https://www.eliteprospects.com/player/8626/radim-vrbata,2006-07,nhl,Radim Vrbata,RW,FW,0,0.0,0
Petr Prucha (RW/LW),New York Rangers,79,22,18,40,0.51,30,-7,https://www.eliteprospects.com/player/8686/petr-prucha,2006-07,nhl,Petr Prucha,RW/LW,FW,0,0.0,0
Daniel Cleary (RW/LW),Detroit Red Wings,71,20,20,40,0.56,24,6,https://www.eliteprospects.com/player/4376/daniel-cleary,2006-07,nhl,Daniel Cleary,RW/LW,FW,0,0.0,0
Shea Weber (D),Nashville Predators,79,17,23,40,0.51,60,13,https://www.eliteprospects.com/player/9505/shea-weber,2006-07,nhl,Shea Weber,D,DEF,0,0.0,0
Owen Nolan (RW),Phoenix Coyotes,76,16,24,40,0.53,56,-2,https://www.eliteprospects.com/player/9674/owen-nolan,2006-07,nhl,Owen Nolan,RW,FW,0,0.0,0
Sergei Brylin (W/C),New Jersey Devils,82,16,24,40,0.49,35,-5,https://www.eliteprospects.com/player/8697/sergei-brylin,2006-07,nhl,Sergei Brylin,W/C,FW,0,0.0,0
Randy Robitaille (C),totals,78,11,29,40,0.51,44,-6,https://www.eliteprospects.com/player/8822/randy-robitaille,2006-07,nhl,Randy Robitaille,C,FW,0,0.0,0
Michal Rozsíval (D),New York Rangers,80,10,30,40,0.50,52,10,https://www.eliteprospects.com/player/8687/michal-rozsival,2006-07,nhl,Michal Rozsíval,D,DEF,0,0.0,0
Scott Hartnell (LW),Nashville Predators,64,22,17,39,0.61,96,19,https://www.eliteprospects.com/player/8764/scott-hartnell,2006-07,nhl,Scott Hartnell,LW,FW,0,0.0,0
Mark Parrish (RW),Minnesota Wild,76,19,20,39,0.51,18,9,https://www.eliteprospects.com/player/8905/mark-parrish,2006-07,nhl,Mark Parrish,RW,FW,Mark Parrish,2.0,1
Antoine Vermette (C),Ottawa Senators,77,19,20,39,0.51,52,-2,https://www.eliteprospects.com/player/8840/antoine-vermette,2006-07,nhl,Antoine Vermette,C,FW,0,0.0,0
Jeff Hamilton (C/RW),Chicago Blackhawks,70,18,21,39,0.56,22,-4,https://www.eliteprospects.com/player/10191/jeff-hamilton,2006-07,nhl,Jeff Hamilton,C/RW,FW,0,0.0,0
Jarret Stoll (C),Edmonton Oilers,51,13,26,39,0.76,48,2,https://www.eliteprospects.com/player/8895/jarret-stoll,2006-07,nhl,Jarret Stoll,C,FW,0,0.0,0
Matt Stajan (C),Toronto Maple Leafs,82,10,29,39,0.48,44,3,https://www.eliteprospects.com/player/8889/matt-stajan,2006-07,nhl,Matt Stajan,C,FW,0,0.0,0
Brett Clark (D),Colorado Avalanche,82,10,29,39,0.48,50,5,https://www.eliteprospects.com/player/9113/brett-clark,2006-07,nhl,Brett Clark,D,DEF,0,0.0,0
Chris Higgins (LW),Montréal Canadiens,61,22,16,38,0.62,26,-11,https://www.eliteprospects.com/player/9051/chris-higgins,2006-07,nhl,Chris Higgins,LW,FW,0,0.0,0
Yanic Perreault (C),totals,66,21,17,38,0.58,24,-1,https://www.eliteprospects.com/player/8912/yanic-perreault,2006-07,nhl,Yanic Perreault,C,FW,0,0.0,0
Tuomo Ruutu (LW/RW),Chicago Blackhawks,71,17,21,38,0.54,95,4,https://www.eliteprospects.com/player/2695/tuomo-ruutu,2006-07,nhl,Tuomo Ruutu,LW/RW,FW,0,0.0,0
Ales Kotalik (RW/LW),Buffalo Sabres,66,16,22,38,0.58,46,-5,https://www.eliteprospects.com/player/8676/ales-kotalik,2006-07,nhl,Ales Kotalik,RW/LW,FW,0,0.0,0
Chris Kelly (C/LW),Ottawa Senators,82,15,23,38,0.46,40,28,https://www.eliteprospects.com/player/9013/chris-kelly,2006-07,nhl,Chris Kelly,C/LW,FW,0,0.0,0
Roman Hamrlík (D),Calgary Flames,75,7,31,38,0.51,88,22,https://www.eliteprospects.com/player/8607/roman-hamrlik,2006-07,nhl,Roman Hamrlík,D,DEF,0,0.0,0
Alexei Zhitnik (D),totals,79,7,31,38,0.48,92,1,https://www.eliteprospects.com/player/8696/alexei-zhitnik,2006-07,nhl,Alexei Zhitnik,D,DEF,0,0.0,0
Tom Preissing (D),Ottawa Senators,80,7,31,38,0.48,18,40,https://www.eliteprospects.com/player/8662/tom-preissing,2006-07,nhl,Tom Preissing,D,DEF,0,0.0,0
Taylor Pyatt (LW),Vancouver Canucks,76,23,14,37,0.49,42,5,https://www.eliteprospects.com/player/5372/taylor-pyatt,2006-07,nhl,Taylor Pyatt,LW,FW,Taylor Pyatt,2.0,1
Alexander Radulov (RW),Nashville Predators,64,18,19,37,0.58,26,19,https://www.eliteprospects.com/player/8794/alexander-radulov,2006-07,nhl,Alexander Radulov,RW,FW,0,0.0,0
Ville Peltonen (LW),Florida Panthers,72,17,20,37,0.51,28,7,https://www.eliteprospects.com/player/1696/ville-peltonen,2006-07,nhl,Ville Peltonen,LW,FW,0,0.0,0
Filip Kuba (D),Tampa Bay Lightning,81,15,22,37,0.46,36,-9,https://www.eliteprospects.com/player/8639/filip-kuba,2006-07,nhl,Filip Kuba,D,DEF,0,0.0,0
Jeff Carter (C),Philadelphia Flyers,62,14,23,37,0.60,48,-17,https://www.eliteprospects.com/player/8813/jeff-carter,2006-07,nhl,Jeff Carter,C,FW,0,0.0,0
Sami Salo (D),Vancouver Canucks,67,14,23,37,0.55,26,21,https://www.eliteprospects.com/player/2672/sami-salo,2006-07,nhl,Sami Salo,D,DEF,Sami Salo,8.0,1
Craig Conroy (C),totals,80,13,24,37,0.46,56,-3,https://www.eliteprospects.com/player/9121/craig-conroy,2006-07,nhl,Craig Conroy,C,FW,0,0.0,0
Radek Dvorak (RW),St. Louis Blues,82,10,27,37,0.45,48,-6,https://www.eliteprospects.com/player/8599/radek-dvorak,2006-07,nhl,Radek Dvorak,RW,FW,0,0.0,0
Joe Corvo (D),Ottawa Senators,76,8,29,37,0.49,42,8,https://www.eliteprospects.com/player/9122/joe-corvo,2006-07,nhl,Joe Corvo,D,DEF,0,0.0,0
Oleg Saprykin (LW),totals,71,15,21,36,0.51,58,5,https://www.eliteprospects.com/player/8589/oleg-saprykin,2006-07,nhl,Oleg Saprykin,LW,FW,0,0.0,0
Jason Chimera (LW/RW),Columbus Blue Jackets,82,15,21,36,0.44,91,2,https://www.eliteprospects.com/player/8762/jason-chimera,2006-07,nhl,Jason Chimera,LW/RW,FW,0,0.0,0
Éric Perrin (C),Tampa Bay Lightning,82,13,23,36,0.44,30,-7,https://www.eliteprospects.com/player/10222/eric-perrin,2006-07,nhl,Éric Perrin,C,FW,0,0.0,0
Scott Mellanby (RW),Atlanta Thrashers,69,12,24,36,0.52,63,-9,https://www.eliteprospects.com/player/8570/scott-mellanby,2006-07,nhl,Scott Mellanby,RW,FW,0,0.0,0
Mark Streit (D),Montréal Canadiens,76,10,26,36,0.47,14,-5,https://www.eliteprospects.com/player/4092/mark-streit,2006-07,nhl,Mark Streit,D,DEF,0,0.0,0
Jay McClement (C/D),St. Louis Blues,81,8,28,36,0.44,55,3,https://www.eliteprospects.com/player/9517/jay-mcclement,2006-07,nhl,Jay McClement,C/D,DEF,0,0.0,0
Wade Redden (D),Ottawa Senators,64,7,29,36,0.56,50,1,https://www.eliteprospects.com/player/8931/wade-redden,2006-07,nhl,Wade Redden,D,DEF,0,0.0,0
Trent Hunter (RW),New York Islanders,77,20,15,35,0.45,22,5,https://www.eliteprospects.com/player/5215/trent-hunter,2006-07,nhl,Trent Hunter,RW,FW,0,0.0,0
Patrick Sharp (LW/RW),Chicago Blackhawks,80,20,15,35,0.44,74,-15,https://www.eliteprospects.com/player/8880/patrick-sharp,2006-07,nhl,Patrick Sharp,LW/RW,FW,0,0.0,0
Éric Bélanger (C),totals,80,17,18,35,0.44,26,-2,https://www.eliteprospects.com/player/8758/eric-belanger,2006-07,nhl,Éric Bélanger,C,FW,0,0.0,0
Brett McLean (C),Colorado Avalanche,78,15,20,35,0.45,36,8,https://www.eliteprospects.com/player/4518/brett-mclean,2006-07,nhl,Brett McLean,C,FW,0,0.0,0
Alexander Steen (LW/RW),Toronto Maple Leafs,82,15,20,35,0.43,26,5,https://www.eliteprospects.com/player/460/alexander-steen,2006-07,nhl,Alexander Steen,LW/RW,FW,0,0.0,0
Kyle Calder (LW),totals,78,14,21,35,0.45,58,-25,https://www.eliteprospects.com/player/5671/kyle-calder,2006-07,nhl,Kyle Calder,LW,FW,0,0.0,0
Chris Gratton (C),Florida Panthers,81,13,22,35,0.43,94,1,https://www.eliteprospects.com/player/9167/chris-gratton,2006-07,nhl,Chris Gratton,C,FW,0,0.0,0
Andrej Meszaros (D),Ottawa Senators,82,7,28,35,0.43,102,-15,https://www.eliteprospects.com/player/8664/andrej-meszaros,2006-07,nhl,Andrej Meszaros,D,DEF,0,0.0,0
Ryane Clowe (LW),San Jose Sharks,58,16,18,34,0.59,78,4,https://www.eliteprospects.com/player/9116/ryane-clowe,2006-07,nhl,Ryane Clowe,LW,FW,0,0.0,0
Raffi Torres (LW),Edmonton Oilers,82,15,19,34,0.41,88,-7,https://www.eliteprospects.com/player/8857/raffi-torres,2006-07,nhl,Raffi Torres,LW,FW,0,0.0,0
Mikael Samuelsson (RW),Detroit Red Wings,53,14,20,34,0.64,28,1,https://www.eliteprospects.com/player/736/mikael-samuelsson,2006-07,nhl,Mikael Samuelsson,RW,FW,0,0.0,0
Rob Blake (D),Los Angeles Kings,72,14,20,34,0.47,82,-26,https://www.eliteprospects.com/player/8580/rob-blake,2006-07,nhl,Rob Blake,D,DEF,0,0.0,0
Colby Armstrong (RW/LW),Pittsburgh Penguins,80,12,22,34,0.43,67,2,https://www.eliteprospects.com/player/9067/colby-armstrong,2006-07,nhl,Colby Armstrong,RW/LW,FW,0,0.0,0
Ron Hainsey (D),Columbus Blue Jackets,80,9,25,34,0.43,69,-19,https://www.eliteprospects.com/player/9037/ron-hainsey,2006-07,nhl,Ron Hainsey,D,DEF,Ron Hainsey,1.0,1
Nikolai Antropov (C/RW),Toronto Maple Leafs,54,18,15,33,0.61,44,8,https://www.eliteprospects.com/player/8657/nikolai-antropov,2006-07,nhl,Nikolai Antropov,C/RW,FW,0,0.0,0
Erik Christensen (C),Pittsburgh Penguins,61,18,15,33,0.54,26,-3,https://www.eliteprospects.com/player/10880/erik-christensen,2006-07,nhl,Erik Christensen,C,FW,0,0.0,0
Mike Grier (RW),San Jose Sharks,81,16,17,33,0.41,43,-5,https://www.eliteprospects.com/player/9171/mike-grier,2006-07,nhl,Mike Grier,RW,FW,0,0.0,0
Glen Metropolit (C),totals,77,14,19,33,0.43,34,9,https://www.eliteprospects.com/player/3587/glen-metropolit,2006-07,nhl,Glen Metropolit,C,FW,0,0.0,0
Martin Rucinsky (LW),St. Louis Blues,52,12,21,33,0.63,48,-3,https://www.eliteprospects.com/player/8688/martin-rucinsky,2006-07,nhl,Martin Rucinsky,LW,FW,0,0.0,0
Christian Ehrhoff (D),San Jose Sharks,82,10,23,33,0.40,63,8,https://www.eliteprospects.com/player/8581/christian-ehrhoff,2006-07,nhl,Christian Ehrhoff,D,DEF,0,0.0,0
Steven Reinprecht (C),Phoenix Coyotes,49,9,24,33,0.67,28,-3,https://www.eliteprospects.com/player/8725/steven-reinprecht,2006-07,nhl,Steven Reinprecht,C,FW,0,0.0,0
Matt Pettinger (LW),Washington Capitals,64,16,16,32,0.50,22,-13,https://www.eliteprospects.com/player/8769/matt-pettinger,2006-07,nhl,Matt Pettinger,LW,FW,0,0.0,0
Jason Williams (RW/C),totals,78,15,17,32,0.41,44,1,https://www.eliteprospects.com/player/8713/jason-williams,2006-07,nhl,Jason Williams,RW/C,FW,0,0.0,0
Patrick Eaves (RW/LW),Ottawa Senators,73,14,18,32,0.44,36,1,https://www.eliteprospects.com/player/9144/patrick-eaves,2006-07,nhl,Patrick Eaves,RW/LW,FW,0,0.0,0
John Madden (C),New Jersey Devils,74,12,20,32,0.43,14,-7,https://www.eliteprospects.com/player/8723/john-madden,2006-07,nhl,John Madden,C,FW,0,0.0,0
Ruslan Fedotenko (LW/RW),Tampa Bay Lightning,80,12,20,32,0.40,52,-3,https://www.eliteprospects.com/player/8638/ruslan-fedotenko,2006-07,nhl,Ruslan Fedotenko,LW/RW,FW,0,0.0,0
Mike Richards (C),Philadelphia Flyers,59,10,22,32,0.54,52,-12,https://www.eliteprospects.com/player/8816/mike-richards,2006-07,nhl,Mike Richards,C,FW,0,0.0,0
Nikolai Zherdev (LW/RW),Columbus Blue Jackets,71,10,22,32,0.45,26,-19,https://www.eliteprospects.com/player/8620/nikolai-zherdev,2006-07,nhl,Nikolai Zherdev,LW/RW,FW,0,0.0,0
Ruslan Salei (D),Florida Panthers,82,6,26,32,0.39,102,-13,https://www.eliteprospects.com/player/8651/ruslan-salei,2006-07,nhl,Ruslan Salei,D,DEF,Ruslan Salei,1.0,1
Brenden Morrow (LW),Dallas Stars,40,16,15,31,0.78,33,-2,https://www.eliteprospects.com/player/8960/brenden-morrow,2006-07,nhl,Brenden Morrow,LW,FW,0,0.0,0
Ryan Malone (LW),Pittsburgh Penguins,64,16,15,31,0.48,71,4,https://www.eliteprospects.com/player/8721/ryan-malone,2006-07,nhl,Ryan Malone,LW,FW,0,0.0,0
Steve Bernier (RW),San Jose Sharks,62,15,16,31,0.50,29,5,https://www.eliteprospects.com/player/9080/steve-bernier,2006-07,nhl,Steve Bernier,RW,FW,0,0.0,0
Bates Battaglia (LW),Toronto Maple Leafs,82,12,19,31,0.38,45,9,https://www.eliteprospects.com/player/10213/bates-battaglia,2006-07,nhl,Bates Battaglia,LW,FW,0,0.0,0
Mattias Öhlund (D),Vancouver Canucks,77,11,20,31,0.40,80,-3,https://www.eliteprospects.com/player/749/mattias-ohlund,2006-07,nhl,Mattias Öhlund,D,DEF,0,0.0,0
Mike Johnson (RW),Montréal Canadiens,80,11,20,31,0.39,40,6,https://www.eliteprospects.com/player/5687/mike-johnson,2006-07,nhl,Mike Johnson,RW,FW,0,0.0,0
Duncan Keith (D),Chicago Blackhawks,82,2,29,31,0.38,76,0,https://www.eliteprospects.com/player/9012/duncan-keith,2006-07,nhl,Duncan Keith,D,DEF,0,0.0,0
Marek Svatos (RW),Colorado Avalanche,66,15,15,30,0.45,46,1,https://www.eliteprospects.com/player/8604/marek-svatos,2006-07,nhl,Marek Svatos,RW,FW,0,0.0,0
Rostislav Olesz (LW/RW),Florida Panthers,75,11,19,30,0.40,28,2,https://www.eliteprospects.com/player/8652/rostislav-olesz,2006-07,nhl,Rostislav Olesz,LW/RW,FW,0,0.0,0
Johan Franzén (LW),Detroit Red Wings,69,10,20,30,0.43,37,20,https://www.eliteprospects.com/player/158/johan-franzen,2006-07,nhl,Johan Franzén,LW,FW,0,0.0,0
Tony Amonte (RW),Calgary Flames,81,10,20,30,0.37,40,-4,https://www.eliteprospects.com/player/9065/tony-amonte,2006-07,nhl,Tony Amonte,RW,FW,0,0.0,0
Matt Cooke (LW),Vancouver Canucks,81,10,20,30,0.37,64,0,https://www.eliteprospects.com/player/8549/matt-cooke,2006-07,nhl,Matt Cooke,LW,FW,0,0.0,0
Marek Zidlicky (D),Nashville Predators,79,4,26,30,0.38,72,8,https://www.eliteprospects.com/player/3633/marek-zidlicky,2006-07,nhl,Marek Zidlicky,D,DEF,0,0.0,0
Jon Sim (LW),Atlanta Thrashers,77,17,12,29,0.38,60,-1,https://www.eliteprospects.com/player/8563/jon-sim,2006-07,nhl,Jon Sim,LW,FW,0,0.0,0
Niklas Hagman (LW/RW),Dallas Stars,82,17,12,29,0.35,34,3,https://www.eliteprospects.com/player/2680/niklas-hagman,2006-07,nhl,Niklas Hagman,LW/RW,FW,0,0.0,0
Guillaume Latendresse (LW/RW),Montréal Canadiens,80,16,13,29,0.36,47,-20,https://www.eliteprospects.com/player/9194/guillaume-latendresse,2006-07,nhl,Guillaume Latendresse,LW/RW,FW,0,0.0,0
Dean McAmmond (LW),Ottawa Senators,81,14,15,29,0.36,28,11,https://www.eliteprospects.com/player/8972/dean-mcammond,2006-07,nhl,Dean McAmmond,LW,FW,Dean McAmmond,10.0,1
Kris Draper (C),Detroit Red Wings,81,14,15,29,0.36,58,7,https://www.eliteprospects.com/player/9142/kris-draper,2006-07,nhl,Kris Draper,C,FW,0,0.0,0
Johnny Pohl (C),Toronto Maple Leafs,74,13,16,29,0.39,10,-4,https://www.eliteprospects.com/player/10214/johnny-pohl,2006-07,nhl,Johnny Pohl,C,FW,0,0.0,0
Ed Jovanovski (D),Phoenix Coyotes,54,11,18,29,0.54,63,-6,https://www.eliteprospects.com/player/9035/ed-jovanovski,2006-07,nhl,Ed Jovanovski,D,DEF,0,0.0,0
Geoff Sanderson (LW),Philadelphia Flyers,58,11,18,29,0.50,44,-16,https://www.eliteprospects.com/player/8780/geoff-sanderson,2006-07,nhl,Geoff Sanderson,LW,FW,0,0.0,0
Phil Kessel (RW/C),Boston Bruins,70,11,18,29,0.41,12,-12,https://www.eliteprospects.com/player/8793/phil-kessel,2006-07,nhl,Phil Kessel,RW/C,FW,0,0.0,0
Bobby Holík (C),Atlanta Thrashers,82,11,18,29,0.35,86,-3,https://www.eliteprospects.com/player/8545/bobby-holik,2006-07,nhl,Bobby Holík,C,FW,0,0.0,0
Ian Laperrière (RW),Colorado Avalanche,81,8,21,29,0.36,133,5,https://www.eliteprospects.com/player/8987/ian-laperriere,2006-07,nhl,Ian Laperrière,RW,FW,0,0.0,0
Boyd Gordon (C),Washington Capitals,71,7,22,29,0.41,14,10,https://www.eliteprospects.com/player/9513/boyd-gordon,2006-07,nhl,Boyd Gordon,C,FW,0,0.0,0
Dmitri Kalinin (D),Buffalo Sabres,82,7,22,29,0.35,36,19,https://www.eliteprospects.com/player/8673/dmitri-kalinin,2006-07,nhl,Dmitri Kalinin,D,DEF,0,0.0,0
Mike Commodore (D),Carolina Hurricanes,82,7,22,29,0.35,113,0,https://www.eliteprospects.com/player/9119/mike-commodore,2006-07,nhl,Mike Commodore,D,DEF,0,0.0,0
Eric Brewer (D),St. Louis Blues,82,6,23,29,0.35,69,-10,https://www.eliteprospects.com/player/9095/eric-brewer,2006-07,nhl,Eric Brewer,D,DEF,0,0.0,0
Mike Van Ryn (D),Florida Panthers,78,4,25,29,0.37,64,-5,https://www.eliteprospects.com/player/8834/mike-van-ryn,2006-07,nhl,Mike Van Ryn,D,DEF,0,0.0,0
Teppo Numminen (D),Buffalo Sabres,79,2,27,29,0.37,32,17,https://www.eliteprospects.com/player/2684/teppo-numminen,2006-07,nhl,Teppo Numminen,D,DEF,0,0.0,0
R.J. Umberger (C/W),Philadelphia Flyers,81,16,12,28,0.35,41,-32,https://www.eliteprospects.com/player/8820/r.j.-umberger,2006-07,nhl,R.J. Umberger,C/W,FW,0,0.0,0
Joffrey Lupul (RW),Edmonton Oilers,81,16,12,28,0.35,45,-29,https://www.eliteprospects.com/player/9001/joffrey-lupul,2006-07,nhl,Joffrey Lupul,RW,FW,Joffrey Lupul,14.0,1
Joe Pavelski (C/RW),San Jose Sharks,46,14,14,28,0.61,18,4,https://www.eliteprospects.com/player/10372/joe-pavelski,2006-07,nhl,Joe Pavelski,C/RW,FW,0,0.0,0
Fernando Pisani (RW),Edmonton Oilers,77,14,14,28,0.36,40,-1,https://www.eliteprospects.com/player/8601/fernando-pisani,2006-07,nhl,Fernando Pisani,RW,FW,0,0.0,0
Chad Kilger (LW),Toronto Maple Leafs,82,14,14,28,0.34,58,-5,https://www.eliteprospects.com/player/9015/chad-kilger,2006-07,nhl,Chad Kilger,LW,FW,0,0.0,0
Chris Neil (RW),Ottawa Senators,82,12,16,28,0.34,177,6,https://www.eliteprospects.com/player/8949/chris-neil,2006-07,nhl,Chris Neil,RW,FW,0,0.0,0
Anson Carter (RW),totals,64,11,17,28,0.44,18,-4,https://www.eliteprospects.com/player/9111/anson-carter,2006-07,nhl,Anson Carter,RW,FW,0,0.0,0
Jeremy Roenick (C),Phoenix Coyotes,70,11,17,28,0.40,32,-18,https://www.eliteprospects.com/player/8929/jeremy-roenick,2006-07,nhl,Jeremy Roenick,C,FW,0,0.0,0
Andy Hilbert (C),New York Islanders,81,8,20,28,0.35,34,10,https://www.eliteprospects.com/player/9052/andy-hilbert,2006-07,nhl,Andy Hilbert,C,FW,0,0.0,0
François Beauchemin (D),Anaheim Ducks,71,7,21,28,0.39,49,7,https://www.eliteprospects.com/player/8529/francois-beauchemin,2006-07,nhl,François Beauchemin,D,DEF,0,0.0,0
Brent Sopel (D),totals,63,5,23,28,0.44,24,2,https://www.eliteprospects.com/player/10229/brent-sopel,2006-07,nhl,Brent Sopel,D,DEF,0,0.0,0
Paul Ranger (D),Tampa Bay Lightning,72,4,24,28,0.39,42,5,https://www.eliteprospects.com/player/8866/paul-ranger,2006-07,nhl,Paul Ranger,D,DEF,0,0.0,0
Zbynek Michalek (D),Phoenix Coyotes,82,4,24,28,0.34,34,-20,https://www.eliteprospects.com/player/8588/zbynek-michalek,2006-07,nhl,Zbynek Michalek,D,DEF,0,0.0,0
Brian Pothier (D),Washington Capitals,72,3,25,28,0.39,44,-11,https://www.eliteprospects.com/player/8917/brian-pothier,2006-07,nhl,Brian Pothier,D,DEF,Brian Pothier,41.0,1
Ryan Craig (C/LW),Tampa Bay Lightning,72,14,13,27,0.38,55,11,https://www.eliteprospects.com/player/9126/ryan-craig,2006-07,nhl,Ryan Craig,C/LW,FW,0,0.0,0
Drew Stafford (RW),Buffalo Sabres,41,13,14,27,0.66,33,5,https://www.eliteprospects.com/player/9180/drew-stafford,2006-07,nhl,Drew Stafford,RW,FW,Drew Stafford,3.0,1
Jay Pandolfo (LW),New Jersey Devils,82,13,14,27,0.33,8,-5,https://www.eliteprospects.com/player/8704/jay-pandolfo,2006-07,nhl,Jay Pandolfo,LW,FW,0,0.0,0
Dan Fritsche (C/W),Columbus Blue Jackets,59,12,15,27,0.46,35,3,https://www.eliteprospects.com/player/9434/dan-fritsche,2006-07,nhl,Dan Fritsche,C/W,FW,0,0.0,0
Per-Johan Axelsson (LW),Boston Bruins,55,11,16,27,0.49,52,-10,https://www.eliteprospects.com/player/694/per-johan-axelsson,2006-07,nhl,Per-Johan Axelsson,LW,FW,0,0.0,0
Chris Simon (LW),New York Islanders,67,10,17,27,0.40,75,17,https://www.eliteprospects.com/player/8882/chris-simon,2006-07,nhl,Chris Simon,LW,FW,0,0.0,0
Denis Arkhipov (C),Chicago Blackhawks,79,10,17,27,0.34,54,-13,https://www.eliteprospects.com/player/9595/denis-arkhipov,2006-07,nhl,Denis Arkhipov,C,FW,0,0.0,0
Cory Stillman (LW),Carolina Hurricanes,43,5,22,27,0.63,24,-8,https://www.eliteprospects.com/player/8894/cory-stillman,2006-07,nhl,Cory Stillman,LW,FW,0,0.0,0
Keith Ballard (D),Phoenix Coyotes,70,5,22,27,0.39,59,-7,https://www.eliteprospects.com/player/9072/keith-ballard,2006-07,nhl,Keith Ballard,D,DEF,0,0.0,0
