player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Games Missed,Concussion
Zack Smith (C/LW),Ottawa Senators,70,9,19,28,0.40,81,-6,https://www.eliteprospects.com/player/14495/zack-smith,2018-19,nhl,Zack Smith,C/LW,FW,0,0.0,0
Dominik Simon (C/W),Pittsburgh Penguins,71,8,20,28,0.39,18,8,https://www.eliteprospects.com/player/105831/dominik-simon,2018-19,nhl,Dominik Simon,C/W,FW,0,0.0,0
Charlie McAvoy (D),Boston Bruins,54,7,21,28,0.52,45,14,https://www.eliteprospects.com/player/245142/charlie-mcavoy,2018-19,nhl,Charlie McAvoy,D,DEF,0,0.0,0
Hampus Lindholm (D),Anaheim Ducks,76,6,22,28,0.37,44,-5,https://www.eliteprospects.com/player/34882/hampus-lindholm,2018-19,nhl,Hampus Lindholm,D,DEF,0,0.0,0
Oscar Klefbom (D),Edmonton Oilers,61,5,23,28,0.46,16,-11,https://www.eliteprospects.com/player/16804/oscar-klefbom,2018-19,nhl,Oscar Klefbom,D,DEF,0,0.0,0
Brent Seabrook (D),Chicago Blackhawks,78,5,23,28,0.36,41,-6,https://www.eliteprospects.com/player/8879/brent-seabrook,2018-19,nhl,Brent Seabrook,D,DEF,0,0.0,0
Kevin Shattenkirk (D),New York Rangers,73,2,26,28,0.38,20,-15,https://www.eliteprospects.com/player/11460/kevin-shattenkirk,2018-19,nhl,Kevin Shattenkirk,D,DEF,0,0.0,0
Brad Richardson (RW/C),Arizona Coyotes,66,19,8,27,0.41,22,6,https://www.eliteprospects.com/player/10211/brad-richardson,2018-19,nhl,Brad Richardson,RW/C,FW,0,0.0,0
Tanner Pearson (LW),totals,80,18,9,27,0.34,25,-15,https://www.eliteprospects.com/player/75951/tanner-pearson,2018-19,nhl,Tanner Pearson,LW,FW,0,0.0,0
Sam Bennett (C/LW),Calgary Flames,71,13,14,27,0.38,93,-6,https://www.eliteprospects.com/player/189371/sam-bennett,2018-19,nhl,Sam Bennett,C/LW,FW,0,0.0,0
Colin Wilson (LW/C),Colorado Avalanche,65,12,15,27,0.42,8,-6,https://www.eliteprospects.com/player/9325/colin-wilson,2018-19,nhl,Colin Wilson,LW/C,FW,0,0.0,0
Alexander Steen (LW/RW),St. Louis Blues,65,10,17,27,0.42,14,2,https://www.eliteprospects.com/player/460/alexander-steen,2018-19,nhl,Alexander Steen,LW/RW,FW,0,0.0,0
Mike Matheson (D),Florida Panthers,75,8,19,27,0.36,44,-24,https://www.eliteprospects.com/player/76333/mike-matheson,2018-19,nhl,Mike Matheson,D,DEF,0,0.0,0
Jason Spezza (C),Dallas Stars,76,8,19,27,0.36,29,-13,https://www.eliteprospects.com/player/3661/jason-spezza,2018-19,nhl,Jason Spezza,C,FW,0,0.0,0
William Nylander (RW),Toronto Maple Leafs,54,7,20,27,0.50,16,-4,https://www.eliteprospects.com/player/38703/william-nylander,2018-19,nhl,William Nylander,RW,FW,0,0.0,0
Nikolay Goldobin (RW/LW),Vancouver Canucks,63,7,20,27,0.43,18,-10,https://www.eliteprospects.com/player/160550/nikolay-goldobin,2018-19,nhl,Nikolay Goldobin,RW/LW,FW,0,0.0,0
Nick Cousins (C/LW),Arizona Coyotes,81,7,20,27,0.33,35,-8,https://www.eliteprospects.com/player/45550/nick-cousins,2018-19,nhl,Nick Cousins,C/LW,FW,0,0.0,0
Samuel Girard (D),Colorado Avalanche,82,4,23,27,0.33,6,8,https://www.eliteprospects.com/player/251476/samuel-girard,2018-19,nhl,Samuel Girard,D,DEF,0,0.0,0
Alex Goligoski (D),Arizona Coyotes,76,3,24,27,0.36,16,-7,https://www.eliteprospects.com/player/9435/alex-goligoski,2018-19,nhl,Alex Goligoski,D,DEF,0,0.0,0
Niklas Kronwall (D),Detroit Red Wings,79,3,24,27,0.34,40,-5,https://www.eliteprospects.com/player/69/niklas-kronwall,2018-19,nhl,Niklas Kronwall,D,DEF,0,0.0,0
Zack Kassian (RW),Edmonton Oilers,79,15,11,26,0.33,102,-6,https://www.eliteprospects.com/player/15390/zack-kassian,2018-19,nhl,Zack Kassian,RW,FW,0,0.0,0
Nick Bjugstad (C/RW),totals,64,14,12,26,0.41,30,6,https://www.eliteprospects.com/player/40265/nick-bjugstad,2018-19,nhl,Nick Bjugstad,C/RW,FW,0,0.0,0
Ivan Barbashev (C/W),St. Louis Blues,80,14,12,26,0.33,17,-4,https://www.eliteprospects.com/player/108659/ivan-barbashev,2018-19,nhl,Ivan Barbashev,C/W,FW,0,0.0,0
Mathieu Joseph (RW/LW),Tampa Bay Lightning,70,13,13,26,0.37,26,5,https://www.eliteprospects.com/player/227640/mathieu-joseph,2018-19,nhl,Mathieu Joseph,RW/LW,FW,0,0.0,0
Ryan Hartman (RW/C),totals,83,12,14,26,0.31,74,1,https://www.eliteprospects.com/player/90345/ryan-hartman,2018-19,nhl,Ryan Hartman,RW/C,FW,0,0.0,0
Tyson Jost (C),Colorado Avalanche,70,11,15,26,0.37,14,-2,https://www.eliteprospects.com/player/148111/tyson-jost,2018-19,nhl,Tyson Jost,C,FW,0,0.0,0
Matt Calvert (LW/RW),Colorado Avalanche,82,11,15,26,0.32,58,-10,https://www.eliteprospects.com/player/17025/matt-calvert,2018-19,nhl,Matt Calvert,LW/RW,FW,Matt Calvert,6.0,1
Calle Järnkrok (C/W),Nashville Predators,79,10,16,26,0.33,12,13,https://www.eliteprospects.com/player/6020/calle-jarnkrok,2018-19,nhl,Calle Järnkrok,C/W,FW,0,0.0,0
Brock McGinn (LW/RW),Carolina Hurricanes,82,10,16,26,0.32,20,10,https://www.eliteprospects.com/player/76486/brock-mcginn,2018-19,nhl,Brock McGinn,LW/RW,FW,0,0.0,0
Cody Ceci (D),Ottawa Senators,74,7,19,26,0.35,18,-22,https://www.eliteprospects.com/player/45584/cody-ceci,2018-19,nhl,Cody Ceci,D,DEF,0,0.0,0
Ivan Provorov (D),Philadelphia Flyers,82,7,19,26,0.32,32,-16,https://www.eliteprospects.com/player/242584/ivan-provorov,2018-19,nhl,Ivan Provorov,D,DEF,0,0.0,0
Neal Pionk (D),New York Rangers,73,6,20,26,0.36,35,-16,https://www.eliteprospects.com/player/196583/neal-pionk,2018-19,nhl,Neal Pionk,D,DEF,0,0.0,0
Leo Komarov (W/C),New York Islanders,82,6,20,26,0.32,42,18,https://www.eliteprospects.com/player/7617/leo-komarov,2018-19,nhl,Leo Komarov,W/C,FW,0,0.0,0
Mike Green (D),Detroit Red Wings,43,5,21,26,0.60,28,-1,https://www.eliteprospects.com/player/9476/mike-green,2018-19,nhl,Mike Green,D,DEF,0,0.0,0
Nick Leddy (D),New York Islanders,82,4,22,26,0.32,18,0,https://www.eliteprospects.com/player/38067/nick-leddy,2018-19,nhl,Nick Leddy,D,DEF,0,0.0,0
Jake Virtanen (RW/LW),Vancouver Canucks,70,15,10,25,0.36,44,-4,https://www.eliteprospects.com/player/120197/jake-virtanen,2018-19,nhl,Jake Virtanen,RW/LW,FW,0,0.0,0
Jordan Martinook (W/C),Carolina Hurricanes,82,15,10,25,0.30,38,1,https://www.eliteprospects.com/player/44271/jordan-martinook,2018-19,nhl,Jordan Martinook,W/C,FW,0,0.0,0
Pavel Zacha (C/LW),New Jersey Devils,61,13,12,25,0.41,15,-6,https://www.eliteprospects.com/player/130786/pavel-zacha,2018-19,nhl,Pavel Zacha,C/LW,FW,0,0.0,0
Pontus Åberg (LW/RW),totals,59,12,13,25,0.42,20,-14,https://www.eliteprospects.com/player/16835/pontus-aberg,2018-19,nhl,Pontus Åberg,LW/RW,FW,0,0.0,0
André Burakovsky (LW/RW),Washington Capitals,76,12,13,25,0.33,14,2,https://www.eliteprospects.com/player/38705/andre-burakovsky,2018-19,nhl,André Burakovsky,LW/RW,FW,0,0.0,0
Casey Mittelstadt (C/LW),Buffalo Sabres,77,12,13,25,0.32,10,-19,https://www.eliteprospects.com/player/300831/casey-mittelstadt,2018-19,nhl,Casey Mittelstadt,C/LW,FW,0,0.0,0
Andrew Copp (C/LW),Winnipeg Jets,69,11,14,25,0.36,6,20,https://www.eliteprospects.com/player/101962/andrew-copp,2018-19,nhl,Andrew Copp,C/LW,FW,0,0.0,0
Lawson Crouse (LW),Arizona Coyotes,81,11,14,25,0.31,67,5,https://www.eliteprospects.com/player/205155/lawson-crouse,2018-19,nhl,Lawson Crouse,LW,FW,0,0.0,0
Ryan Donato (C/LW),totals,56,10,15,25,0.45,6,-15,https://www.eliteprospects.com/player/195235/ryan-donato,2018-19,nhl,Ryan Donato,C/LW,FW,0,0.0,0
Brady Skjei (D),New York Rangers,78,8,17,25,0.32,44,-4,https://www.eliteprospects.com/player/90352/brady-skjei,2018-19,nhl,Brady Skjei,D,DEF,0,0.0,0
Matt Niskanen (D),Washington Capitals,80,8,17,25,0.31,41,-3,https://www.eliteprospects.com/player/9214/matt-niskanen,2018-19,nhl,Matt Niskanen,D,DEF,0,0.0,0
Nick Schmaltz (C/RW),totals,40,7,18,25,0.63,8,-12,https://www.eliteprospects.com/player/156966/nick-schmaltz,2018-19,nhl,Nick Schmaltz,C/RW,FW,0,0.0,0
Erik Johnson (D),Colorado Avalanche,80,7,18,25,0.31,38,8,https://www.eliteprospects.com/player/9207/erik-johnson,2018-19,nhl,Erik Johnson,D,DEF,0,0.0,0
Michal Kempný (D),Washington Capitals,71,6,19,25,0.35,60,24,https://www.eliteprospects.com/player/18088/michal-kempny,2018-19,nhl,Michal Kempný,D,DEF,0,0.0,0
Mattias Janmark (C/W),Dallas Stars,81,6,19,25,0.31,24,-4,https://www.eliteprospects.com/player/16629/mattias-janmark,2018-19,nhl,Mattias Janmark,C/W,FW,0,0.0,0
Andy Greene (D),New Jersey Devils,82,5,20,25,0.30,16,-9,https://www.eliteprospects.com/player/9169/andy-greene,2018-19,nhl,Andy Greene,D,DEF,0,0.0,0
Marc-Édouard Vlasic (D),San Jose Sharks,72,3,22,25,0.35,10,-6,https://www.eliteprospects.com/player/10218/marc-edouard-vlasic,2018-19,nhl,Marc-Édouard Vlasic,D,DEF,0,0.0,0
Alexander Wennberg (C),Columbus Blue Jackets,75,2,23,25,0.33,12,-1,https://www.eliteprospects.com/player/37041/alexander-wennberg,2018-19,nhl,Alexander Wennberg,C,FW,0,0.0,0
Marcus Pettersson (D),totals,84,2,23,25,0.30,66,17,https://www.eliteprospects.com/player/86321/marcus-pettersson,2018-19,nhl,Marcus Pettersson,D,DEF,0,0.0,0
Brian Boyle (C/LW),totals,73,18,6,24,0.33,38,-14,https://www.eliteprospects.com/player/11429/brian-boyle,2018-19,nhl,Brian Boyle,C/LW,FW,0,0.0,0
Josh Leivo (LW/RW),totals,76,14,10,24,0.32,32,5,https://www.eliteprospects.com/player/88692/josh-leivo,2018-19,nhl,Josh Leivo,LW/RW,FW,0,0.0,0
Jordan Greenway (LW),Minnesota Wild,81,12,12,24,0.30,29,-12,https://www.eliteprospects.com/player/183455/jordan-greenway,2018-19,nhl,Jordan Greenway,LW,FW,Jordan Greenway,2.0,1
Miles Wood (LW),New Jersey Devils,63,10,14,24,0.38,91,-10,https://www.eliteprospects.com/player/131890/miles-wood,2018-19,nhl,Miles Wood,LW,FW,0,0.0,0
Jack Roslovic (C/RW),Winnipeg Jets,77,9,15,24,0.31,4,-2,https://www.eliteprospects.com/player/226309/jack-roslovic,2018-19,nhl,Jack Roslovic,C/RW,FW,0,0.0,0
David Savard (D),Columbus Blue Jackets,82,8,16,24,0.29,36,19,https://www.eliteprospects.com/player/32878/david-savard,2018-19,nhl,David Savard,D,DEF,0,0.0,0
Kenny Agostino (LW),totals,63,6,18,24,0.38,34,-3,https://www.eliteprospects.com/player/75015/kenny-agostino,2018-19,nhl,Kenny Agostino,LW,FW,0,0.0,0
Daniel Sprong (RW/LW),totals,63,14,9,23,0.37,10,-16,https://www.eliteprospects.com/player/231299/daniel-sprong,2018-19,nhl,Daniel Sprong,RW/LW,FW,0,0.0,0
Derick Brassard (C/LW),totals,70,14,9,23,0.33,39,-19,https://www.eliteprospects.com/player/9366/derick-brassard,2018-19,nhl,Derick Brassard,C/LW,FW,0,0.0,0
Joel Armia (RW),Montréal Canadiens,57,13,10,23,0.40,14,0,https://www.eliteprospects.com/player/40624/joel-armia,2018-19,nhl,Joel Armia,RW,FW,0,0.0,0
Drake Caggiula (C/LW),totals,55,12,11,23,0.42,28,-5,https://www.eliteprospects.com/player/97396/drake-caggiula,2018-19,nhl,Drake Caggiula,C/LW,FW,Drake Caggiula,27.0,1
Adam Lowry (C),Winnipeg Jets,78,12,11,23,0.29,33,6,https://www.eliteprospects.com/player/45633/adam-lowry,2018-19,nhl,Adam Lowry,C,FW,0,0.0,0
Filip Chytil (C),New York Rangers,75,11,12,23,0.31,8,-22,https://www.eliteprospects.com/player/236806/filip-chytil,2018-19,nhl,Filip Chytil,C,FW,0,0.0,0
Luke Glendening (C/RW),Detroit Red Wings,78,10,13,23,0.29,15,2,https://www.eliteprospects.com/player/38233/luke-glendening,2018-19,nhl,Luke Glendening,C/RW,FW,0,0.0,0
Cal Clutterbuck (RW),New York Islanders,73,8,15,23,0.32,44,6,https://www.eliteprospects.com/player/9359/cal-clutterbuck,2018-19,nhl,Cal Clutterbuck,RW,FW,0,0.0,0
Kyle Turris (C/RW),Nashville Predators,55,7,16,23,0.42,33,-6,https://www.eliteprospects.com/player/11345/kyle-turris,2018-19,nhl,Kyle Turris,C/RW,FW,0,0.0,0
Brendan Leipsic (LW),totals,62,7,16,23,0.37,24,-14,https://www.eliteprospects.com/player/89181/brendan-leipsic,2018-19,nhl,Brendan Leipsic,LW,FW,0,0.0,0
Brett Howden (C),New York Rangers,66,6,17,23,0.35,14,-16,https://www.eliteprospects.com/player/232712/brett-howden,2018-19,nhl,Brett Howden,C,FW,0,0.0,0
Filip Hronek (D),Detroit Red Wings,46,5,18,23,0.50,30,-10,https://www.eliteprospects.com/player/191286/filip-hronek,2018-19,nhl,Filip Hronek,D,DEF,0,0.0,0
Cam Fowler (D),Anaheim Ducks,59,5,18,23,0.39,20,-14,https://www.eliteprospects.com/player/31261/cam-fowler,2018-19,nhl,Cam Fowler,D,DEF,0,0.0,0
Ron Hainsey (D),Toronto Maple Leafs,81,5,18,23,0.28,21,30,https://www.eliteprospects.com/player/9037/ron-hainsey,2018-19,nhl,Ron Hainsey,D,DEF,0,0.0,0
Matt Nieto (LW/RW),Colorado Avalanche,64,4,19,23,0.36,8,2,https://www.eliteprospects.com/player/20723/matt-nieto,2018-19,nhl,Matt Nieto,LW/RW,FW,0,0.0,0
Braydon Coburn (D),Tampa Bay Lightning,74,4,19,23,0.31,34,4,https://www.eliteprospects.com/player/9477/braydon-coburn,2018-19,nhl,Braydon Coburn,D,DEF,0,0.0,0
Brian Dumoulin (D),Pittsburgh Penguins,76,3,20,23,0.30,20,31,https://www.eliteprospects.com/player/33896/brian-dumoulin,2018-19,nhl,Brian Dumoulin,D,DEF,0,0.0,0
Troy Stecher (D),Vancouver Canucks,78,2,21,23,0.29,32,9,https://www.eliteprospects.com/player/59042/troy-stecher,2018-19,nhl,Troy Stecher,D,DEF,0,0.0,0
Matt Dumba (D),Minnesota Wild,32,12,10,22,0.69,21,-5,https://www.eliteprospects.com/player/53542/matt-dumba,2018-19,nhl,Matt Dumba,D,DEF,0,0.0,0
Josh Archibald (RW/LW),Arizona Coyotes,68,12,10,22,0.32,15,1,https://www.eliteprospects.com/player/122788/josh-archibald,2018-19,nhl,Josh Archibald,RW/LW,FW,0,0.0,0
Markus Granlund (C/LW),Vancouver Canucks,77,12,10,22,0.29,20,-4,https://www.eliteprospects.com/player/19426/markus-granlund,2018-19,nhl,Markus Granlund,C/LW,FW,0,0.0,0
Roope Hintz (C/LW),Dallas Stars,58,9,13,22,0.38,24,-11,https://www.eliteprospects.com/player/92117/roope-hintz,2018-19,nhl,Roope Hintz,C/LW,FW,0,0.0,0
Nic Dowd (C/RW),Washington Capitals,64,8,14,22,0.34,20,10,https://www.eliteprospects.com/player/39372/nic-dowd,2018-19,nhl,Nic Dowd,C/RW,FW,0,0.0,0
Jason Dickinson (C/LW),Dallas Stars,67,6,16,22,0.33,23,9,https://www.eliteprospects.com/player/117018/jason-dickinson,2018-19,nhl,Jason Dickinson,C/LW,FW,0,0.0,0
Jordie Benn (D),Montréal Canadiens,81,5,17,22,0.27,39,15,https://www.eliteprospects.com/player/19742/jordie-benn,2018-19,nhl,Jordie Benn,D,DEF,0,0.0,0
Dylan DeMelo (D),Ottawa Senators,77,4,18,22,0.29,32,-1,https://www.eliteprospects.com/player/45603/dylan-demelo,2018-19,nhl,Dylan DeMelo,D,DEF,0,0.0,0
Brenden Dillon (D),San Jose Sharks,82,1,21,22,0.27,61,19,https://www.eliteprospects.com/player/23790/brenden-dillon,2018-19,nhl,Brenden Dillon,D,DEF,0,0.0,0
Brendan Perlini (LW/C),totals,68,14,7,21,0.31,28,-17,https://www.eliteprospects.com/player/186992/brendan-perlini,2018-19,nhl,Brendan Perlini,LW/C,FW,Brendan Perlini,1.0,1
Austin Wagner (LW/C),Los Angeles Kings,62,12,9,21,0.34,16,2,https://www.eliteprospects.com/player/161117/austin-wagner,2018-19,nhl,Austin Wagner,LW/C,FW,0,0.0,0
Troy Brouwer (RW/LW),Florida Panthers,75,12,9,21,0.28,47,-6,https://www.eliteprospects.com/player/10669/troy-brouwer,2018-19,nhl,Troy Brouwer,RW/LW,FW,0,0.0,0
Kyle Clifford (LW),Los Angeles Kings,72,11,10,21,0.29,96,4,https://www.eliteprospects.com/player/15480/kyle-clifford,2018-19,nhl,Kyle Clifford,LW,FW,0,0.0,0
Jordan Weal (C/W),totals,63,8,13,21,0.33,18,-8,https://www.eliteprospects.com/player/23324/jordan-weal,2018-19,nhl,Jordan Weal,C/W,FW,0,0.0,0
Sean Kuraly (C/LW),Boston Bruins,71,8,13,21,0.30,38,6,https://www.eliteprospects.com/player/49938/sean-kuraly,2018-19,nhl,Sean Kuraly,C/LW,FW,0,0.0,0
Adam Pelech (D),New York Islanders,78,5,16,21,0.27,24,22,https://www.eliteprospects.com/player/89694/adam-pelech,2018-19,nhl,Adam Pelech,D,DEF,0,0.0,0
Markus Nutivaara (D),Columbus Blue Jackets,80,5,16,21,0.26,6,3,https://www.eliteprospects.com/player/47273/markus-nutivaara,2018-19,nhl,Markus Nutivaara,D,DEF,0,0.0,0
Ondrej Kase (RW),Anaheim Ducks,30,11,9,20,0.67,2,0,https://www.eliteprospects.com/player/165006/ondrej-kase,2018-19,nhl,Ondrej Kase,RW,FW,0,0.0,0
Oscar Lindberg (C/LW),totals,55,9,11,20,0.36,28,4,https://www.eliteprospects.com/player/10711/oscar-lindberg,2018-19,nhl,Oscar Lindberg,C/LW,FW,0,0.0,0
Ryan Reaves (RW),Vegas Golden Knights,80,9,11,20,0.25,74,1,https://www.eliteprospects.com/player/14003/ryan-reaves,2018-19,nhl,Ryan Reaves,RW,FW,0,0.0,0
Zach Sanford (LW),St. Louis Blues,60,8,12,20,0.33,21,8,https://www.eliteprospects.com/player/242077/zach-sanford,2018-19,nhl,Zach Sanford,LW,FW,0,0.0,0
Jesper Fast (RW),New York Rangers,66,8,12,20,0.30,26,-3,https://www.eliteprospects.com/player/10967/jesper-fast,2018-19,nhl,Jesper Fast,RW,FW,0,0.0,0
Carter Rowney (RW/C),Anaheim Ducks,62,7,13,20,0.32,12,0,https://www.eliteprospects.com/player/23959/carter-rowney,2018-19,nhl,Carter Rowney,RW/C,FW,0,0.0,0
Adam Erne (LW/RW),Tampa Bay Lightning,65,7,13,20,0.31,40,10,https://www.eliteprospects.com/player/90359/adam-erne,2018-19,nhl,Adam Erne,LW/RW,FW,0,0.0,0
David Backes (RW/C),Boston Bruins,70,7,13,20,0.29,31,0,https://www.eliteprospects.com/player/11435/david-backes,2018-19,nhl,David Backes,RW/C,FW,0,0.0,0
Matt Cullen (C),Pittsburgh Penguins,71,7,13,20,0.28,14,6,https://www.eliteprospects.com/player/8754/matt-cullen,2018-19,nhl,Matt Cullen,C,FW,0,0.0,0
Jordan Oesterle (D),Arizona Coyotes,71,6,14,20,0.28,12,-3,https://www.eliteprospects.com/player/84700/jordan-oesterle,2018-19,nhl,Jordan Oesterle,D,DEF,Jordan Oesterle,6.0,1
Milan Lucic (LW),Edmonton Oilers,79,6,14,20,0.25,91,-9,https://www.eliteprospects.com/player/11104/milan-lucic,2018-19,nhl,Milan Lucic,LW,FW,0,0.0,0
Danny DeKeyser (D),Detroit Red Wings,52,5,15,20,0.38,39,2,https://www.eliteprospects.com/player/46947/danny-dekeyser,2018-19,nhl,Danny DeKeyser,D,DEF,0,0.0,0
Travis Boyd (C),Washington Capitals,53,5,15,20,0.38,6,6,https://www.eliteprospects.com/player/38621/travis-boyd,2018-19,nhl,Travis Boyd,C,FW,0,0.0,0
Jakob Chychrun (D),Arizona Coyotes,53,5,15,20,0.38,28,-12,https://www.eliteprospects.com/player/243386/jakob-chychrun,2018-19,nhl,Jakob Chychrun,D,DEF,0,0.0,0
Ben Hutton (D),Vancouver Canucks,69,5,15,20,0.29,43,-23,https://www.eliteprospects.com/player/78150/ben-hutton,2018-19,nhl,Ben Hutton,D,DEF,0,0.0,0
Ben Chiarot (D),Winnipeg Jets,78,5,15,20,0.26,62,6,https://www.eliteprospects.com/player/33875/ben-chiarot,2018-19,nhl,Ben Chiarot,D,DEF,0,0.0,0
Robert Hägg (D),Philadelphia Flyers,82,5,15,20,0.24,63,-3,https://www.eliteprospects.com/player/27397/robert-hagg,2018-19,nhl,Robert Hägg,D,DEF,0,0.0,0
Radko Gudas (D),Philadelphia Flyers,77,4,16,20,0.26,63,6,https://www.eliteprospects.com/player/18085/radko-gudas,2018-19,nhl,Radko Gudas,D,DEF,0,0.0,0
Adam Larsson (D),Edmonton Oilers,82,3,17,20,0.24,44,-28,https://www.eliteprospects.com/player/10713/adam-larsson,2018-19,nhl,Adam Larsson,D,DEF,0,0.0,0
Nick Jensen (D),totals,80,2,18,20,0.25,21,4,https://www.eliteprospects.com/player/37773/nick-jensen,2018-19,nhl,Nick Jensen,D,DEF,0,0.0,0
Chris Wagner (RW/C),Boston Bruins,76,12,7,19,0.25,51,3,https://www.eliteprospects.com/player/39429/chris-wagner,2018-19,nhl,Chris Wagner,RW/C,FW,0,0.0,0
Garnet Hathaway (RW/LW),Calgary Flames,76,11,8,19,0.25,56,14,https://www.eliteprospects.com/player/75018/garnet-hathaway,2018-19,nhl,Garnet Hathaway,RW/LW,FW,0,0.0,0
Magnus Pääjärvi (LW/RW),Ottawa Senators,80,11,8,19,0.24,6,-14,https://www.eliteprospects.com/player/6014/magnus-paajarvi,2018-19,nhl,Magnus Pääjärvi,LW/RW,FW,0,0.0,0
Riley Sheahan (C/LW),totals,82,9,10,19,0.23,17,-9,https://www.eliteprospects.com/player/33929/riley-sheahan,2018-19,nhl,Riley Sheahan,C/LW,FW,Riley Sheahan,2.0,1
Brian Gibbons (W/C),totals,64,8,11,19,0.30,20,-5,https://www.eliteprospects.com/player/24396/brian-gibbons,2018-19,nhl,Brian Gibbons,W/C,FW,0,0.0,0
James Neal (LW/RW),Calgary Flames,63,7,12,19,0.30,28,-5,https://www.eliteprospects.com/player/9362/james-neal,2018-19,nhl,James Neal,LW/RW,FW,0,0.0,0
Travis Hamonic (D),Calgary Flames,69,7,12,19,0.28,33,21,https://www.eliteprospects.com/player/17519/travis-hamonic,2018-19,nhl,Travis Hamonic,D,DEF,0,0.0,0
Marcus Foligno (LW/RW),Minnesota Wild,82,7,12,19,0.23,55,-1,https://www.eliteprospects.com/player/18601/marcus-foligno,2018-19,nhl,Marcus Foligno,LW/RW,FW,0,0.0,0
Justin Abdelkader (LW/RW),Detroit Red Wings,71,6,13,19,0.27,38,-14,https://www.eliteprospects.com/player/10460/justin-abdelkader,2018-19,nhl,Justin Abdelkader,LW/RW,FW,0,0.0,0
Carl Hagelin (LW),totals,58,5,14,19,0.33,30,7,https://www.eliteprospects.com/player/4567/carl-hagelin,2018-19,nhl,Carl Hagelin,LW,FW,0,0.0,0
David Kämpf (C/W),Chicago Blackhawks,63,4,15,19,0.30,14,-6,https://www.eliteprospects.com/player/160499/david-kampf,2018-19,nhl,David Kämpf,C/W,FW,0,0.0,0
Scott Mayfield (D),New York Islanders,79,4,15,19,0.24,68,18,https://www.eliteprospects.com/player/45906/scott-mayfield,2018-19,nhl,Scott Mayfield,D,DEF,0,0.0,0
Zach Bogosian (D),Buffalo Sabres,65,3,16,19,0.29,52,-5,https://www.eliteprospects.com/player/14440/zach-bogosian,2018-19,nhl,Zach Bogosian,D,DEF,0,0.0,0
Johnny Boychuk (D),New York Islanders,74,3,16,19,0.26,25,10,https://www.eliteprospects.com/player/9091/johnny-boychuk,2018-19,nhl,Johnny Boychuk,D,DEF,Johnny Boychuk,3.0,1
Rasmus Andersson (D),Calgary Flames,79,2,17,19,0.24,23,17,https://www.eliteprospects.com/player/86137/rasmus-andersson,2018-19,nhl,Rasmus Andersson,D,DEF,0,0.0,0
Conor Garland (RW/LW),Arizona Coyotes,47,13,5,18,0.38,12,1,https://www.eliteprospects.com/player/177208/conor-garland,2018-19,nhl,Conor Garland,RW/LW,FW,0,0.0,0
Brandon Pirri (C/LW),Vegas Golden Knights,31,12,6,18,0.58,6,7,https://www.eliteprospects.com/player/33898/brandon-pirri,2018-19,nhl,Brandon Pirri,C/LW,FW,0,0.0,0
Tyler Ennis (RW/LW),Toronto Maple Leafs,51,12,6,18,0.35,2,-6,https://www.eliteprospects.com/player/11667/tyler-ennis,2018-19,nhl,Tyler Ennis,RW/LW,FW,0,0.0,0
Christian Fischer (RW/C),Arizona Coyotes,71,11,7,18,0.25,27,-13,https://www.eliteprospects.com/player/226901/christian-fischer,2018-19,nhl,Christian Fischer,RW/C,FW,0,0.0,0
Henrik Borgström (C/W),Florida Panthers,50,8,10,18,0.36,4,-14,https://www.eliteprospects.com/player/118332/henrik-borgstrom,2018-19,nhl,Henrik Borgström,C/W,FW,0,0.0,0
Michael Rasmussen (C),Detroit Red Wings,62,8,10,18,0.29,29,-8,https://www.eliteprospects.com/player/286738/michael-rasmussen,2018-19,nhl,Michael Rasmussen,C,FW,0,0.0,0
Blake Comeau (LW/RW),Dallas Stars,77,7,11,18,0.23,42,-7,https://www.eliteprospects.com/player/9190/blake-comeau,2018-19,nhl,Blake Comeau,LW/RW,FW,0,0.0,0
Austin Czarnik (C/RW),Calgary Flames,54,6,12,18,0.33,8,-1,https://www.eliteprospects.com/player/20707/austin-czarnik,2018-19,nhl,Austin Czarnik,C/RW,FW,0,0.0,0
Michael Raffl (LW/RW),Philadelphia Flyers,67,6,12,18,0.27,32,-1,https://www.eliteprospects.com/player/15216/michael-raffl,2018-19,nhl,Michael Raffl,LW/RW,FW,0,0.0,0
Devon Toews (D),New York Islanders,48,5,13,18,0.38,4,7,https://www.eliteprospects.com/player/59575/devon-toews,2018-19,nhl,Devon Toews,D,DEF,0,0.0,0
Ryan Carpenter (C/RW),Vegas Golden Knights,68,5,13,18,0.26,8,-6,https://www.eliteprospects.com/player/46952/ryan-carpenter,2018-19,nhl,Ryan Carpenter,C/RW,FW,0,0.0,0
Zemgus Girgensons (C/W),Buffalo Sabres,72,5,13,18,0.25,17,-11,https://www.eliteprospects.com/player/59843/zemgus-girgensons,2018-19,nhl,Zemgus Girgensons,C/W,FW,0,0.0,0
Alec Martinez (D),Los Angeles Kings,60,4,14,18,0.30,8,-2,https://www.eliteprospects.com/player/12531/alec-martinez,2018-19,nhl,Alec Martinez,D,DEF,0,0.0,0
Jonas Brodin (D),Minnesota Wild,82,4,14,18,0.22,30,-15,https://www.eliteprospects.com/player/19980/jonas-brodin,2018-19,nhl,Jonas Brodin,D,DEF,0,0.0,0
