player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Games Missed,Concussion
David Backes (RW/C),St. Louis Blues,74,27,30,57,0.77,119,14,https://www.eliteprospects.com/player/11435/david-backes,2013-14,nhl,David Backes,RW/C,FW,David Backes,1.0,1
Kyle Turris (C/RW),Ottawa Senators,82,26,31,57,0.70,39,22,https://www.eliteprospects.com/player/11345/kyle-turris,2013-14,nhl,Kyle Turris,C/RW,FW,0,0.0,0
Jussi Jokinen (W/C),Pittsburgh Penguins,81,21,36,57,0.70,18,12,https://www.eliteprospects.com/player/2716/jussi-jokinen,2013-14,nhl,Jussi Jokinen,W/C,FW,0,0.0,0
Derek Stepan (C),New York Rangers,82,17,40,57,0.70,18,12,https://www.eliteprospects.com/player/19040/derek-stepan,2013-14,nhl,Derek Stepan,C,FW,0,0.0,0
Zach Parise (LW/RW),Minnesota Wild,67,29,27,56,0.84,30,10,https://www.eliteprospects.com/player/8903/zach-parise,2013-14,nhl,Zach Parise,LW/RW,FW,Zach Parise,5.0,1
Jaden Schwartz (LW),St. Louis Blues,80,25,31,56,0.70,27,28,https://www.eliteprospects.com/player/33907/jaden-schwartz,2013-14,nhl,Jaden Schwartz,LW,FW,0,0.0,0
Clarke MacArthur (LW),Ottawa Senators,79,24,32,56,0.71,78,12,https://www.eliteprospects.com/player/8951/clarke-macarthur,2013-14,nhl,Clarke MacArthur,LW,FW,Clarke MacArthur,18.0,1
Shea Weber (D),Nashville Predators,79,23,33,56,0.71,52,-2,https://www.eliteprospects.com/player/9505/shea-weber,2013-14,nhl,Shea Weber,D,DEF,0,0.0,0
Dustin Byfuglien (D),Winnipeg Jets,78,20,36,56,0.72,86,-20,https://www.eliteprospects.com/player/10667/dustin-byfuglien,2013-14,nhl,Dustin Byfuglien,D,DEF,0,0.0,0
Ryan Nugent-Hopkins (C),Edmonton Oilers,80,19,37,56,0.70,26,-12,https://www.eliteprospects.com/player/25636/ryan-nugent-hopkins,2013-14,nhl,Ryan Nugent-Hopkins,C,FW,0,0.0,0
Victor Hedman (D),Tampa Bay Lightning,75,13,42,55,0.73,53,5,https://www.eliteprospects.com/player/6007/victor-hedman,2013-14,nhl,Victor Hedman,D,DEF,0,0.0,0
Jeff Skinner (LW/C),Carolina Hurricanes,71,33,21,54,0.76,22,-14,https://www.eliteprospects.com/player/23668/jeff-skinner,2013-14,nhl,Jeff Skinner,LW/C,FW,Jeff Skinner,4.0,1
Logan Couture (C),San Jose Sharks,65,23,31,54,0.83,20,21,https://www.eliteprospects.com/player/11109/logan-couture,2013-14,nhl,Logan Couture,C,FW,0,0.0,0
Andrew Ladd (LW),Winnipeg Jets,78,23,31,54,0.69,57,8,https://www.eliteprospects.com/player/6668/andrew-ladd,2013-14,nhl,Andrew Ladd,LW,FW,0,0.0,0
Jiri Hudler (LW),Calgary Flames,75,17,37,54,0.72,16,4,https://www.eliteprospects.com/player/6665/jiri-hudler,2013-14,nhl,Jiri Hudler,LW,FW,0,0.0,0
Mikko Koivu (C),Minnesota Wild,65,11,43,54,0.83,24,0,https://www.eliteprospects.com/player/2696/mikko-koivu,2013-14,nhl,Mikko Koivu,C,FW,Mikko Koivu,1.0,1
Brad Marchand (W/C),Boston Bruins,82,25,28,53,0.65,64,36,https://www.eliteprospects.com/player/10439/brad-marchand,2013-14,nhl,Brad Marchand,W/C,FW,0,0.0,0
Patric Hörnqvist (RW),Nashville Predators,76,22,31,53,0.70,28,1,https://www.eliteprospects.com/player/3683/patric-hornqvist,2013-14,nhl,Patric Hörnqvist,RW,FW,0,0.0,0
Patrik Elias (LW),New Jersey Devils,65,18,35,53,0.82,30,-4,https://www.eliteprospects.com/player/8698/patrik-elias,2013-14,nhl,Patrik Elias,LW,FW,0,0.0,0
P.K. Subban (D),Montréal Canadiens,82,10,43,53,0.65,81,-4,https://www.eliteprospects.com/player/11251/p.k.-subban,2013-14,nhl,P.K. Subban,D,DEF,0,0.0,0
Keith Yandle (D),Phoenix Coyotes,82,8,45,53,0.65,63,-23,https://www.eliteprospects.com/player/10247/keith-yandle,2013-14,nhl,Keith Yandle,D,DEF,0,0.0,0
Craig Smith (RW/C),Nashville Predators,79,24,28,52,0.66,22,16,https://www.eliteprospects.com/player/27038/craig-smith,2013-14,nhl,Craig Smith,RW/C,FW,0,0.0,0
Scott Hartnell (LW),Philadelphia Flyers,78,20,32,52,0.67,103,11,https://www.eliteprospects.com/player/8764/scott-hartnell,2013-14,nhl,Scott Hartnell,LW,FW,0,0.0,0
David Desharnais (C/LW),Montréal Canadiens,79,16,36,52,0.66,24,11,https://www.eliteprospects.com/player/11122/david-desharnais,2013-14,nhl,David Desharnais,C/LW,FW,0,0.0,0
Matt Moulson (LW/RW),totals,75,23,28,51,0.68,34,2,https://www.eliteprospects.com/player/9744/matt-moulson,2013-14,nhl,Matt Moulson,LW/RW,FW,0,0.0,0
Radim Vrbata (RW),Phoenix Coyotes,80,20,31,51,0.64,22,-6,https://www.eliteprospects.com/player/8626/radim-vrbata,2013-14,nhl,Radim Vrbata,RW,FW,0,0.0,0
Reilly Smith (RW/LW),Boston Bruins,82,20,31,51,0.62,14,28,https://www.eliteprospects.com/player/33903/reilly-smith,2013-14,nhl,Reilly Smith,RW/LW,FW,0,0.0,0
Brad Richards (C),New York Rangers,82,20,31,51,0.62,18,-8,https://www.eliteprospects.com/player/4723/brad-richards,2013-14,nhl,Brad Richards,C,FW,0,0.0,0
Mikkel Bødker (LW/RW),Phoenix Coyotes,82,19,32,51,0.62,20,-9,https://www.eliteprospects.com/player/5996/mikkel-bodker,2013-14,nhl,Mikkel Bødker,LW/RW,FW,0,0.0,0
David Legwand (C),totals,83,14,37,51,0.61,61,-17,https://www.eliteprospects.com/player/3668/david-legwand,2013-14,nhl,David Legwand,C,FW,0,0.0,0
Alex Pietrangelo (D),St. Louis Blues,81,8,43,51,0.63,32,20,https://www.eliteprospects.com/player/11317/alex-pietrangelo,2013-14,nhl,Alex Pietrangelo,D,DEF,0,0.0,0
James Wisniewski (D),Columbus Blue Jackets,75,7,44,51,0.68,61,0,https://www.eliteprospects.com/player/9407/james-wisniewski,2013-14,nhl,James Wisniewski,D,DEF,0,0.0,0
Jeff Carter (C),Los Angeles Kings,72,27,23,50,0.69,44,8,https://www.eliteprospects.com/player/8813/jeff-carter,2013-14,nhl,Jeff Carter,C,FW,0,0.0,0
Tyler Johnson (C),Tampa Bay Lightning,82,24,26,50,0.61,26,23,https://www.eliteprospects.com/player/12078/tyler-johnson,2013-14,nhl,Tyler Johnson,C,FW,0,0.0,0
Nazem Kadri (C),Toronto Maple Leafs,78,20,30,50,0.64,67,-11,https://www.eliteprospects.com/player/14728/nazem-kadri,2013-14,nhl,Nazem Kadri,C,FW,0,0.0,0
Brandon Dubinsky (C/LW),Columbus Blue Jackets,76,16,34,50,0.66,98,5,https://www.eliteprospects.com/player/11024/brandon-dubinsky,2013-14,nhl,Brandon Dubinsky,C/LW,FW,Brandon Dubinsky,3.0,1
Henrik Sedin (C),Vancouver Canucks,70,11,39,50,0.71,42,3,https://www.eliteprospects.com/player/738/henrik-sedin,2013-14,nhl,Henrik Sedin,C,FW,0,0.0,0
Joel Ward (RW),Washington Capitals,82,24,25,49,0.60,32,7,https://www.eliteprospects.com/player/11014/joel-ward,2013-14,nhl,Joel Ward,RW,FW,0,0.0,0
Nick Bonino (C/LW),Anaheim Ducks,77,22,27,49,0.64,22,14,https://www.eliteprospects.com/player/14686/nick-bonino,2013-14,nhl,Nick Bonino,C/LW,FW,0,0.0,0
Mike Fisher (C),Nashville Predators,75,20,29,49,0.65,60,-4,https://www.eliteprospects.com/player/8771/mike-fisher,2013-14,nhl,Mike Fisher,C,FW,0,0.0,0
Tyler Bozak (C),Toronto Maple Leafs,58,19,30,49,0.84,14,2,https://www.eliteprospects.com/player/11589/tyler-bozak,2013-14,nhl,Tyler Bozak,C,FW,0,0.0,0
Daniel Alfredsson (RW),Detroit Red Wings,68,18,31,49,0.72,10,2,https://www.eliteprospects.com/player/702/daniel-alfredsson,2013-14,nhl,Daniel Alfredsson,RW,FW,0,0.0,0
Niklas Kronwall (D),Detroit Red Wings,79,8,41,49,0.62,44,0,https://www.eliteprospects.com/player/69/niklas-kronwall,2013-14,nhl,Niklas Kronwall,D,DEF,0,0.0,0
Gustav Nyquist (C/W),Detroit Red Wings,57,28,20,48,0.84,10,16,https://www.eliteprospects.com/player/6223/gustav-nyquist,2013-14,nhl,Gustav Nyquist,C/W,FW,0,0.0,0
Bobby Ryan (RW/LW),Ottawa Senators,70,23,25,48,0.69,45,7,https://www.eliteprospects.com/player/9210/bobby-ryan,2013-14,nhl,Bobby Ryan,RW/LW,FW,0,0.0,0
Brent Burns (D),San Jose Sharks,69,22,26,48,0.70,34,26,https://www.eliteprospects.com/player/9103/brent-burns,2013-14,nhl,Brent Burns,D,DEF,0,0.0,0
Travis Zajac (C),New Jersey Devils,80,18,30,48,0.60,28,3,https://www.eliteprospects.com/player/10232/travis-zajac,2013-14,nhl,Travis Zajac,C,FW,0,0.0,0
Henrik Zetterberg (C),Detroit Red Wings,45,16,32,48,1.07,20,19,https://www.eliteprospects.com/player/285/henrik-zetterberg,2013-14,nhl,Henrik Zetterberg,C,FW,Henrik Zetterberg,4.0,1
Carl Söderberg (C),Boston Bruins,73,16,32,48,0.66,36,4,https://www.eliteprospects.com/player/665/carl-soderberg,2013-14,nhl,Carl Söderberg,C,FW,0,0.0,0
Shane Doan (RW),Phoenix Coyotes,69,23,24,47,0.68,34,-7,https://www.eliteprospects.com/player/9137/shane-doan,2013-14,nhl,Shane Doan,RW,FW,0,0.0,0
Brandon Saad (LW/RW),Chicago Blackhawks,78,19,28,47,0.60,20,20,https://www.eliteprospects.com/player/31264/brandon-saad,2013-14,nhl,Brandon Saad,LW/RW,FW,0,0.0,0
Daniel Sedin (LW),Vancouver Canucks,73,16,31,47,0.64,38,0,https://www.eliteprospects.com/player/737/daniel-sedin,2013-14,nhl,Daniel Sedin,LW,FW,0,0.0,0
Mike Ribeiro (C),Phoenix Coyotes,80,16,31,47,0.59,52,-13,https://www.eliteprospects.com/player/8715/mike-ribeiro,2013-14,nhl,Mike Ribeiro,C,FW,0,0.0,0
Mark Giordano (D),Calgary Flames,64,14,33,47,0.73,63,12,https://www.eliteprospects.com/player/9161/mark-giordano,2013-14,nhl,Mark Giordano,D,DEF,0,0.0,0
Matt Niskanen (D),Pittsburgh Penguins,81,10,36,46,0.57,51,33,https://www.eliteprospects.com/player/9214/matt-niskanen,2013-14,nhl,Matt Niskanen,D,DEF,0,0.0,0
Michael Cammalleri (W/C),Calgary Flames,63,26,19,45,0.71,26,-13,https://www.eliteprospects.com/player/9104/michael-cammalleri,2013-14,nhl,Michael Cammalleri,W/C,FW,0,0.0,0
Antoine Vermette (C),Phoenix Coyotes,82,24,21,45,0.55,44,0,https://www.eliteprospects.com/player/8840/antoine-vermette,2013-14,nhl,Antoine Vermette,C,FW,0,0.0,0
Mason Raymond (LW/RW),Toronto Maple Leafs,82,19,26,45,0.55,22,-6,https://www.eliteprospects.com/player/11354/mason-raymond,2013-14,nhl,Mason Raymond,LW/RW,FW,0,0.0,0
Derick Brassard (C/LW),New York Rangers,81,18,27,45,0.56,46,2,https://www.eliteprospects.com/player/9366/derick-brassard,2013-14,nhl,Derick Brassard,C/LW,FW,0,0.0,0
Kevin Shattenkirk (D),St. Louis Blues,81,10,35,45,0.56,38,1,https://www.eliteprospects.com/player/11460/kevin-shattenkirk,2013-14,nhl,Kevin Shattenkirk,D,DEF,0,0.0,0
Joffrey Lupul (RW),Toronto Maple Leafs,69,22,22,44,0.64,44,-15,https://www.eliteprospects.com/player/9001/joffrey-lupul,2013-14,nhl,Joffrey Lupul,RW,FW,0,0.0,0
Cody Hodgson (C),Buffalo Sabres,72,20,24,44,0.61,20,-26,https://www.eliteprospects.com/player/11253/cody-hodgson,2013-14,nhl,Cody Hodgson,C,FW,0,0.0,0
Oliver Ekman Larsson (D),Phoenix Coyotes,80,15,29,44,0.55,50,-4,https://www.eliteprospects.com/player/7693/oliver-ekman-larsson,2013-14,nhl,Oliver Ekman Larsson,D,DEF,0,0.0,0
Andrej Sekera (D),Carolina Hurricanes,74,11,33,44,0.59,20,4,https://www.eliteprospects.com/player/9249/andrej-sekera,2013-14,nhl,Andrej Sekera,D,DEF,0,0.0,0
Mark Streit (D),Philadelphia Flyers,82,10,34,44,0.54,44,3,https://www.eliteprospects.com/player/4092/mark-streit,2013-14,nhl,Mark Streit,D,DEF,0,0.0,0
Marcus Johansson (C/LW),Washington Capitals,80,8,36,44,0.55,4,-21,https://www.eliteprospects.com/player/6225/marcus-johansson,2013-14,nhl,Marcus Johansson,C/LW,FW,0,0.0,0
Adam Henrique (C/LW),New Jersey Devils,77,25,18,43,0.56,20,3,https://www.eliteprospects.com/player/19043/adam-henrique,2013-14,nhl,Adam Henrique,C/LW,FW,0,0.0,0
Ryan Kesler (C),Vancouver Canucks,77,25,18,43,0.56,81,-15,https://www.eliteprospects.com/player/9014/ryan-kesler,2013-14,nhl,Ryan Kesler,C,FW,0,0.0,0
Troy Brouwer (RW/LW),Washington Capitals,82,25,18,43,0.52,92,-6,https://www.eliteprospects.com/player/10669/troy-brouwer,2013-14,nhl,Troy Brouwer,RW/LW,FW,0,0.0,0
Vladimir Tarasenko (RW),St. Louis Blues,64,21,22,43,0.67,16,20,https://www.eliteprospects.com/player/24787/vladimir-tarasenko,2013-14,nhl,Vladimir Tarasenko,RW,FW,0,0.0,0
Tyler Ennis (RW/LW),Buffalo Sabres,80,21,22,43,0.54,42,-25,https://www.eliteprospects.com/player/11667/tyler-ennis,2013-14,nhl,Tyler Ennis,RW/LW,FW,0,0.0,0
Tomas Plekanec (C),Montréal Canadiens,81,20,23,43,0.53,38,11,https://www.eliteprospects.com/player/8668/tomas-plekanec,2013-14,nhl,Tomas Plekanec,C,FW,0,0.0,0
Justin Williams (RW),Los Angeles Kings,82,19,24,43,0.52,48,14,https://www.eliteprospects.com/player/4506/justin-williams,2013-14,nhl,Justin Williams,RW,FW,Justin Williams,1.0,1
Mathieu Perreault (C),Anaheim Ducks,69,18,25,43,0.62,36,13,https://www.eliteprospects.com/player/10441/mathieu-perreault,2013-14,nhl,Mathieu Perreault,C,FW,0,0.0,0
Olli Jokinen (C),Winnipeg Jets,82,18,25,43,0.52,62,-8,https://www.eliteprospects.com/player/2679/olli-jokinen,2013-14,nhl,Olli Jokinen,C,FW,0,0.0,0
Ryan McDonagh (D),New York Rangers,77,14,29,43,0.56,36,11,https://www.eliteprospects.com/player/11458/ryan-mcdonagh,2013-14,nhl,Ryan McDonagh,D,DEF,0,0.0,0
Ales Hemsky (RW),totals,75,13,30,43,0.57,24,-15,https://www.eliteprospects.com/player/8600/ales-hemsky,2013-14,nhl,Ales Hemsky,RW,FW,0,0.0,0
Ryan Suter (D),Minnesota Wild,82,8,35,43,0.52,34,15,https://www.eliteprospects.com/player/8897/ryan-suter,2013-14,nhl,Ryan Suter,D,DEF,0,0.0,0
Andrei Markov (D),Montréal Canadiens,81,7,36,43,0.53,34,12,https://www.eliteprospects.com/player/8579/andrei-markov,2013-14,nhl,Andrei Markov,D,DEF,0,0.0,0
Alexander Syomin (RW/LW),Carolina Hurricanes,65,22,20,42,0.65,42,1,https://www.eliteprospects.com/player/8633/alexander-syomin,2013-14,nhl,Alexander Syomin,RW/LW,FW,0,0.0,0
Andrew Cogliano (C/LW),Anaheim Ducks,82,21,21,42,0.51,26,13,https://www.eliteprospects.com/player/9187/andrew-cogliano,2013-14,nhl,Andrew Cogliano,C/LW,FW,0,0.0,0
Michael Frolík (RW/LW),Winnipeg Jets,81,15,27,42,0.52,12,8,https://www.eliteprospects.com/player/8701/michael-frolik,2013-14,nhl,Michael Frolík,RW/LW,FW,0,0.0,0
Jason Chimera (LW/RW),Washington Capitals,82,15,27,42,0.51,36,4,https://www.eliteprospects.com/player/8762/jason-chimera,2013-14,nhl,Jason Chimera,LW/RW,FW,0,0.0,0
Teddy Purcell (LW/RW),Tampa Bay Lightning,81,12,30,42,0.52,14,-3,https://www.eliteprospects.com/player/14179/teddy-purcell,2013-14,nhl,Teddy Purcell,LW/RW,FW,0,0.0,0
Marek Zidlicky (D),New Jersey Devils,81,12,30,42,0.52,60,-3,https://www.eliteprospects.com/player/3633/marek-zidlicky,2013-14,nhl,Marek Zidlicky,D,DEF,0,0.0,0
Alex Goligoski (D),Dallas Stars,81,6,36,42,0.52,28,9,https://www.eliteprospects.com/player/9435/alex-goligoski,2013-14,nhl,Alex Goligoski,D,DEF,0,0.0,0
Brayden Schenn (C/W),Philadelphia Flyers,82,20,21,41,0.50,54,0,https://www.eliteprospects.com/player/14739/brayden-schenn,2013-14,nhl,Brayden Schenn,C/W,FW,0,0.0,0
Evander Kane (LW),Winnipeg Jets,63,19,22,41,0.65,66,-7,https://www.eliteprospects.com/player/14657/evander-kane,2013-14,nhl,Evander Kane,LW,FW,0,0.0,0
