player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Games Missed,Concussion
Brendan Gallagher (RW),Montréal Canadiens,81,19,22,41,0.51,73,4,https://www.eliteprospects.com/player/25705/brendan-gallagher,2013-14,nhl,Brendan Gallagher,RW,FW,0,0.0,0
Alex Killorn (LW),Tampa Bay Lightning,82,17,24,41,0.50,63,8,https://www.eliteprospects.com/player/12523/alex-killorn,2013-14,nhl,Alex Killorn,LW,FW,0,0.0,0
Johan Franzén (LW),Detroit Red Wings,54,16,25,41,0.76,40,6,https://www.eliteprospects.com/player/158/johan-franzen,2013-14,nhl,Johan Franzén,LW,FW,0,0.0,0
Mike Richards (C),Los Angeles Kings,82,11,30,41,0.50,28,-6,https://www.eliteprospects.com/player/8816/mike-richards,2013-14,nhl,Mike Richards,C,FW,0,0.0,0
Mikael Granlund (C),Minnesota Wild,63,8,33,41,0.65,22,-3,https://www.eliteprospects.com/player/16037/mikael-granlund,2013-14,nhl,Mikael Granlund,C,FW,0,0.0,0
Brent Seabrook (D),Chicago Blackhawks,82,7,34,41,0.50,22,23,https://www.eliteprospects.com/player/8879/brent-seabrook,2013-14,nhl,Brent Seabrook,D,DEF,0,0.0,0
Steven Stamkos (C/W),Tampa Bay Lightning,37,25,15,40,1.08,18,9,https://www.eliteprospects.com/player/11113/steven-stamkos,2013-14,nhl,Steven Stamkos,C/W,FW,0,0.0,0
Matt Read (RW/LW),Philadelphia Flyers,75,22,18,40,0.53,16,-4,https://www.eliteprospects.com/player/33243/matt-read,2013-14,nhl,Matt Read,RW/LW,FW,0,0.0,0
Cam Atkinson (RW),Columbus Blue Jackets,79,21,19,40,0.51,18,-4,https://www.eliteprospects.com/player/19166/cam-atkinson,2013-14,nhl,Cam Atkinson,RW,FW,Cam Atkinson,1.0,1
Brian Gionta (RW),Montréal Canadiens,81,18,22,40,0.49,22,1,https://www.eliteprospects.com/player/9048/brian-gionta,2013-14,nhl,Brian Gionta,RW,FW,0,0.0,0
Zdeno Chára (D),Boston Bruins,77,17,23,40,0.52,66,25,https://www.eliteprospects.com/player/4530/zdeno-chara,2013-14,nhl,Zdeno Chára,D,DEF,0,0.0,0
Martin Hanzal (C),Phoenix Coyotes,65,15,25,40,0.62,73,-9,https://www.eliteprospects.com/player/9237/martin-hanzal,2013-14,nhl,Martin Hanzal,C,FW,0,0.0,0
Jordan Staal (C),Carolina Hurricanes,82,15,25,40,0.49,34,2,https://www.eliteprospects.com/player/10157/jordan-staal,2013-14,nhl,Jordan Staal,C,FW,0,0.0,0
Torey Krug (D),Boston Bruins,79,14,26,40,0.51,28,18,https://www.eliteprospects.com/player/37747/torey-krug,2013-14,nhl,Torey Krug,D,DEF,0,0.0,0
Roman Josi (D),Nashville Predators,72,13,27,40,0.56,18,-2,https://www.eliteprospects.com/player/12668/roman-josi,2013-14,nhl,Roman Josi,D,DEF,0,0.0,0
Rick Nash (LW/RW),New York Rangers,65,26,13,39,0.60,36,10,https://www.eliteprospects.com/player/3658/rick-nash,2013-14,nhl,Rick Nash,LW/RW,FW,0,0.0,0
Artyom Anisimov (C),Columbus Blue Jackets,81,22,17,39,0.48,20,-2,https://www.eliteprospects.com/player/9300/artyom-anisimov,2013-14,nhl,Artyom Anisimov,C,FW,0,0.0,0
Andrew Shaw (RW/C),Chicago Blackhawks,80,20,19,39,0.49,76,12,https://www.eliteprospects.com/player/37671/andrew-shaw,2013-14,nhl,Andrew Shaw,RW/C,FW,0,0.0,0
Tomas Tatar (LW/RW),Detroit Red Wings,73,19,20,39,0.53,30,12,https://www.eliteprospects.com/player/17750/tomas-tatar,2013-14,nhl,Tomas Tatar,LW/RW,FW,0,0.0,0
Nick Foligno (LW/RW),Columbus Blue Jackets,70,18,21,39,0.56,96,5,https://www.eliteprospects.com/player/10675/nick-foligno,2013-14,nhl,Nick Foligno,LW/RW,FW,0,0.0,0
Mikael Backlund (C),Calgary Flames,76,18,21,39,0.51,32,4,https://www.eliteprospects.com/player/4295/mikael-backlund,2013-14,nhl,Mikael Backlund,C,FW,0,0.0,0
Chris Higgins (LW),Vancouver Canucks,78,17,22,39,0.50,30,-14,https://www.eliteprospects.com/player/9051/chris-higgins,2013-14,nhl,Chris Higgins,LW,FW,0,0.0,0
Milan Michálek (LW/RW),Ottawa Senators,82,17,22,39,0.48,41,-25,https://www.eliteprospects.com/player/8586/milan-michalek,2013-14,nhl,Milan Michálek,LW/RW,FW,0,0.0,0
Sean Couturier (C),Philadelphia Flyers,82,13,26,39,0.48,45,1,https://www.eliteprospects.com/player/32885/sean-couturier,2013-14,nhl,Sean Couturier,C,FW,0,0.0,0
Matt Cullen (C),Nashville Predators,77,10,29,39,0.51,32,4,https://www.eliteprospects.com/player/8754/matt-cullen,2013-14,nhl,Matt Cullen,C,FW,0,0.0,0
Erik Johnson (D),Colorado Avalanche,80,9,30,39,0.49,61,5,https://www.eliteprospects.com/player/9207/erik-johnson,2013-14,nhl,Erik Johnson,D,DEF,0,0.0,0
Jamie McGinn (LW),Colorado Avalanche,79,19,19,38,0.48,30,-3,https://www.eliteprospects.com/player/9336/jamie-mcginn,2013-14,nhl,Jamie McGinn,LW,FW,0,0.0,0
Nick Bjugstad (C/RW),Florida Panthers,76,16,22,38,0.50,16,-14,https://www.eliteprospects.com/player/40265/nick-bjugstad,2013-14,nhl,Nick Bjugstad,C/RW,FW,0,0.0,0
Tommy Wingels (C/W),San Jose Sharks,77,16,22,38,0.49,35,11,https://www.eliteprospects.com/player/19230/tommy-wingels,2013-14,nhl,Tommy Wingels,C/W,FW,0,0.0,0
Tyson Barrie (D),Colorado Avalanche,64,13,25,38,0.59,20,17,https://www.eliteprospects.com/player/15127/tyson-barrie,2013-14,nhl,Tyson Barrie,D,DEF,0,0.0,0
Mike Green (D),Washington Capitals,70,9,29,38,0.54,64,-16,https://www.eliteprospects.com/player/9476/mike-green,2013-14,nhl,Mike Green,D,DEF,0,0.0,0
Josh Bailey (RW/C),New York Islanders,77,8,30,38,0.49,26,-8,https://www.eliteprospects.com/player/14013/josh-bailey,2013-14,nhl,Josh Bailey,RW/C,FW,0,0.0,0
Vincent Lecavalier (C),Philadelphia Flyers,69,20,17,37,0.54,44,-16,https://www.eliteprospects.com/player/3667/vincent-lecavalier,2013-14,nhl,Vincent Lecavalier,C,FW,0,0.0,0
Pavel Datsyuk (C),Detroit Red Wings,45,17,20,37,0.82,6,1,https://www.eliteprospects.com/player/8615/pavel-datsyuk,2013-14,nhl,Pavel Datsyuk,C,FW,0,0.0,0
Chris Kreider (LW),New York Rangers,66,17,20,37,0.56,72,14,https://www.eliteprospects.com/player/37998/chris-kreider,2013-14,nhl,Chris Kreider,LW,FW,0,0.0,0
Scottie Upshall (LW/RW),Florida Panthers,76,15,22,37,0.49,73,1,https://www.eliteprospects.com/player/9512/scottie-upshall,2013-14,nhl,Scottie Upshall,LW/RW,FW,0,0.0,0
Loui Eriksson (LW/RW),Boston Bruins,61,10,27,37,0.61,6,14,https://www.eliteprospects.com/player/683/loui-eriksson,2013-14,nhl,Loui Eriksson,LW/RW,FW,0,0.0,0
Sam Gagner (C/RW),Edmonton Oilers,67,10,27,37,0.55,41,-29,https://www.eliteprospects.com/player/10425/sam-gagner,2013-14,nhl,Sam Gagner,C/RW,FW,0,0.0,0
Drew Doughty (D),Los Angeles Kings,78,10,27,37,0.47,64,18,https://www.eliteprospects.com/player/10430/drew-doughty,2013-14,nhl,Drew Doughty,D,DEF,0,0.0,0
John Carlson (D),Washington Capitals,82,10,27,37,0.45,22,-3,https://www.eliteprospects.com/player/18590/john-carlson,2013-14,nhl,John Carlson,D,DEF,0,0.0,0
Derek Roy (C),St. Louis Blues,75,9,28,37,0.49,30,-1,https://www.eliteprospects.com/player/8810/derek-roy,2013-14,nhl,Derek Roy,C,FW,0,0.0,0
Brian Campbell (D),Florida Panthers,82,7,30,37,0.45,20,-6,https://www.eliteprospects.com/player/8565/brian-campbell,2013-14,nhl,Brian Campbell,D,DEF,0,0.0,0
Jay Bouwmeester (D),St. Louis Blues,82,4,33,37,0.45,20,26,https://www.eliteprospects.com/player/3659/jay-bouwmeester,2013-14,nhl,Jay Bouwmeester,D,DEF,0,0.0,0
Brad Boyes (RW),Florida Panthers,78,21,15,36,0.46,28,-6,https://www.eliteprospects.com/player/9092/brad-boyes,2013-14,nhl,Brad Boyes,RW,FW,0,0.0,0
Ryan Callahan (RW),totals,65,17,19,36,0.55,24,1,https://www.eliteprospects.com/player/9437/ryan-callahan,2013-14,nhl,Ryan Callahan,RW,FW,0,0.0,0
Benoît Pouliot (LW),New York Rangers,80,15,21,36,0.45,56,10,https://www.eliteprospects.com/player/4229/benoit-pouliot,2013-14,nhl,Benoît Pouliot,LW,FW,0,0.0,0
Nino Niederreiter (RW/LW),Minnesota Wild,81,14,22,36,0.44,44,12,https://www.eliteprospects.com/player/17679/nino-niederreiter,2013-14,nhl,Nino Niederreiter,RW/LW,FW,0,0.0,0
Dan Boyle (D),San Jose Sharks,75,12,24,36,0.48,32,-8,https://www.eliteprospects.com/player/5369/dan-boyle,2013-14,nhl,Dan Boyle,D,DEF,0,0.0,0
Kris Versteeg (RW/LW),totals,81,12,24,36,0.44,36,0,https://www.eliteprospects.com/player/9486/kris-versteeg,2013-14,nhl,Kris Versteeg,RW/LW,FW,0,0.0,0
Cam Fowler (D),Anaheim Ducks,70,6,30,36,0.51,14,15,https://www.eliteprospects.com/player/31261/cam-fowler,2013-14,nhl,Cam Fowler,D,DEF,0,0.0,0
Cody Eakin (C),Dallas Stars,81,16,19,35,0.43,36,-9,https://www.eliteprospects.com/player/23166/cody-eakin,2013-14,nhl,Cody Eakin,C,FW,0,0.0,0
Dustin Penner (LW),totals,67,14,21,35,0.52,30,25,https://www.eliteprospects.com/player/8540/dustin-penner,2013-14,nhl,Dustin Penner,LW,FW,0,0.0,0
Mikhail Grabovski (C),Washington Capitals,58,13,22,35,0.60,26,6,https://www.eliteprospects.com/player/9351/mikhail-grabovski,2013-14,nhl,Mikhail Grabovski,C,FW,Mikhail Grabovski,23.0,1
Alex Chiasson (RW/C),Dallas Stars,79,13,22,35,0.44,38,-21,https://www.eliteprospects.com/player/32978/alex-chiasson,2013-14,nhl,Alex Chiasson,RW/C,FW,0,0.0,0
Kimmo Timonen (D),Philadelphia Flyers,77,6,29,35,0.45,32,5,https://www.eliteprospects.com/player/2664/kimmo-timonen,2013-14,nhl,Kimmo Timonen,D,DEF,0,0.0,0
Sean Monahan (C),Calgary Flames,75,22,12,34,0.45,8,-20,https://www.eliteprospects.com/player/85013/sean-monahan,2013-14,nhl,Sean Monahan,C,FW,0,0.0,0
R.J. Umberger (C/W),Columbus Blue Jackets,74,18,16,34,0.46,26,-3,https://www.eliteprospects.com/player/8820/r.j.-umberger,2013-14,nhl,R.J. Umberger,C/W,FW,0,0.0,0
Michael Ryder (RW),New Jersey Devils,82,18,16,34,0.41,18,-6,https://www.eliteprospects.com/player/4487/michael-ryder,2013-14,nhl,Michael Ryder,RW,FW,0,0.0,0
Drew Stafford (RW),Buffalo Sabres,70,16,18,34,0.49,39,-19,https://www.eliteprospects.com/player/9180/drew-stafford,2013-14,nhl,Drew Stafford,RW,FW,0,0.0,0
Valeri Nichushkin (RW),Dallas Stars,79,14,20,34,0.43,8,20,https://www.eliteprospects.com/player/108661/valeri-nichushkin,2013-14,nhl,Valeri Nichushkin,RW,FW,0,0.0,0
Mark Scheifele (C),Winnipeg Jets,63,13,21,34,0.54,14,9,https://www.eliteprospects.com/player/75379/mark-scheifele,2013-14,nhl,Mark Scheifele,C,FW,0,0.0,0
Lee Stempniak (RW),totals,73,12,22,34,0.47,32,-16,https://www.eliteprospects.com/player/10199/lee-stempniak,2013-14,nhl,Lee Stempniak,RW,FW,0,0.0,0
Mark Letestu (C),Columbus Blue Jackets,82,12,22,34,0.41,20,1,https://www.eliteprospects.com/player/11423/mark-letestu,2013-14,nhl,Mark Letestu,C,FW,0,0.0,0
Jason Demers (D),San Jose Sharks,75,5,29,34,0.45,30,14,https://www.eliteprospects.com/player/12154/jason-demers,2013-14,nhl,Jason Demers,D,DEF,0,0.0,0
Vyacheslav Voynov (D),Los Angeles Kings,82,4,30,34,0.41,44,6,https://www.eliteprospects.com/player/10627/vyacheslav-voynov,2013-14,nhl,Vyacheslav Voynov,D,DEF,0,0.0,0
Carl Hagelin (LW),New York Rangers,72,17,16,33,0.46,44,8,https://www.eliteprospects.com/player/4567/carl-hagelin,2013-14,nhl,Carl Hagelin,LW,FW,0,0.0,0
Mika Zibanejad (C),Ottawa Senators,69,16,17,33,0.48,18,-15,https://www.eliteprospects.com/player/23856/mika-zibanejad,2013-14,nhl,Mika Zibanejad,C,FW,0,0.0,0
Pierre-Alexandre Parenteau (RW),Colorado Avalanche,55,14,19,33,0.60,30,3,https://www.eliteprospects.com/player/9520/pierre-alexandre-parenteau,2013-14,nhl,Pierre-Alexandre Parenteau,RW,FW,0,0.0,0
Matt Stajan (C),Calgary Flames,63,14,19,33,0.52,42,-13,https://www.eliteprospects.com/player/8889/matt-stajan,2013-14,nhl,Matt Stajan,C,FW,0,0.0,0
Justin Schultz (D),Edmonton Oilers,74,11,22,33,0.45,16,-22,https://www.eliteprospects.com/player/18241/justin-schultz,2013-14,nhl,Justin Schultz,D,DEF,0,0.0,0
Colin Wilson (LW/C),Nashville Predators,81,11,22,33,0.41,21,-1,https://www.eliteprospects.com/player/9325/colin-wilson,2013-14,nhl,Colin Wilson,LW/C,FW,0,0.0,0
Vladimír Sobotka (C/LW),St. Louis Blues,61,9,24,33,0.54,72,14,https://www.eliteprospects.com/player/9227/vladimir-sobotka,2013-14,nhl,Vladimír Sobotka,C/LW,FW,0,0.0,0
Jason Garrison (D),Vancouver Canucks,81,7,26,33,0.41,57,-5,https://www.eliteprospects.com/player/24173/jason-garrison,2013-14,nhl,Jason Garrison,D,DEF,0,0.0,0
Christian Ehrhoff (D),Buffalo Sabres,79,6,27,33,0.42,38,-27,https://www.eliteprospects.com/player/8581/christian-ehrhoff,2013-14,nhl,Christian Ehrhoff,D,DEF,Christian Ehrhoff,6.0,1
Christian Ehrhoff (D),Buffalo Sabres,79,6,27,33,0.42,38,-27,https://www.eliteprospects.com/player/8581/christian-ehrhoff,2013-14,nhl,Christian Ehrhoff,D,DEF,Christian Ehrhoff,9.0,1
Christian Ehrhoff (D),Buffalo Sabres,79,6,27,33,0.42,38,-27,https://www.eliteprospects.com/player/8581/christian-ehrhoff,2013-14,nhl,Christian Ehrhoff,D,DEF,Christian Ehrhoff,12.0,1
Cody Franson (D),Toronto Maple Leafs,79,5,28,33,0.42,30,-20,https://www.eliteprospects.com/player/10431/cody-franson,2013-14,nhl,Cody Franson,D,DEF,0,0.0,0
Jack Johnson (D),Columbus Blue Jackets,82,5,28,33,0.40,48,-7,https://www.eliteprospects.com/player/9205/jack-johnson,2013-14,nhl,Jack Johnson,D,DEF,0,0.0,0
Ryan Garbutt (W/C),Dallas Stars,75,17,15,32,0.43,106,10,https://www.eliteprospects.com/player/39057/ryan-garbutt,2013-14,nhl,Ryan Garbutt,W/C,FW,0,0.0,0
Patrik Berglund (C),St. Louis Blues,78,14,18,32,0.41,38,10,https://www.eliteprospects.com/player/3637/patrik-berglund,2013-14,nhl,Patrik Berglund,C,FW,0,0.0,0
Nick Spaling (C/LW),Nashville Predators,71,13,19,32,0.45,14,2,https://www.eliteprospects.com/player/12462/nick-spaling,2013-14,nhl,Nick Spaling,C/LW,FW,0,0.0,0
John Mitchell (C/LW),Colorado Avalanche,75,11,21,32,0.43,36,13,https://www.eliteprospects.com/player/11487/john-mitchell,2013-14,nhl,John Mitchell,C/LW,FW,John Mitchell,4.0,1
Ray Whitney (LW),Dallas Stars,69,9,23,32,0.46,14,-6,https://www.eliteprospects.com/player/8824/ray-whitney,2013-14,nhl,Ray Whitney,LW,FW,0,0.0,0
Andy Greene (D),New Jersey Devils,82,8,24,32,0.39,32,3,https://www.eliteprospects.com/player/9169/andy-greene,2013-14,nhl,Andy Greene,D,DEF,0,0.0,0
Justin Faulk (D),Carolina Hurricanes,76,5,27,32,0.42,37,-9,https://www.eliteprospects.com/player/20715/justin-faulk,2013-14,nhl,Justin Faulk,D,DEF,0,0.0,0
Nathan Gerbe (C/LW),Carolina Hurricanes,81,16,15,31,0.38,36,-6,https://www.eliteprospects.com/player/9216/nathan-gerbe,2013-14,nhl,Nathan Gerbe,C/LW,FW,0,0.0,0
Kyle Palmieri (RW),Anaheim Ducks,71,14,17,31,0.44,38,9,https://www.eliteprospects.com/player/17508/kyle-palmieri,2013-14,nhl,Kyle Palmieri,RW,FW,0,0.0,0
Alex Galchenyuk (C/LW),Montréal Canadiens,65,13,18,31,0.48,26,-12,https://www.eliteprospects.com/player/74611/alex-galchenyuk,2013-14,nhl,Alex Galchenyuk,C/LW,FW,0,0.0,0
Eric Fehr (C/RW),Washington Capitals,73,13,18,31,0.42,32,0,https://www.eliteprospects.com/player/10352/eric-fehr,2013-14,nhl,Eric Fehr,C/RW,FW,0,0.0,0
Jake Gardiner (D),Toronto Maple Leafs,80,10,21,31,0.39,19,-3,https://www.eliteprospects.com/player/18592/jake-gardiner,2013-14,nhl,Jake Gardiner,D,DEF,0,0.0,0
Dion Phaneuf (D),Toronto Maple Leafs,80,8,23,31,0.39,144,2,https://www.eliteprospects.com/player/8564/dion-phaneuf,2013-14,nhl,Dion Phaneuf,D,DEF,0,0.0,0
Nick Leddy (D),Chicago Blackhawks,82,7,24,31,0.38,10,10,https://www.eliteprospects.com/player/38067/nick-leddy,2013-14,nhl,Nick Leddy,D,DEF,0,0.0,0
T.J. Brodie (D),Calgary Flames,81,4,27,31,0.38,20,0,https://www.eliteprospects.com/player/19170/t.j.-brodie,2013-14,nhl,T.J. Brodie,D,DEF,0,0.0,0
Matt Carle (D),Tampa Bay Lightning,82,2,29,31,0.38,28,11,https://www.eliteprospects.com/player/9108/matt-carle,2013-14,nhl,Matt Carle,D,DEF,0,0.0,0
Jiri Tlusty (LW/RW),Carolina Hurricanes,68,16,14,30,0.44,22,2,https://www.eliteprospects.com/player/8605/jiri-tlusty,2013-14,nhl,Jiri Tlusty,LW/RW,FW,0,0.0,0
Dwight King (LW/RW),Los Angeles Kings,77,15,15,30,0.39,18,16,https://www.eliteprospects.com/player/12539/dwight-king,2013-14,nhl,Dwight King,LW/RW,FW,0,0.0,0
Charlie Coyle (C/RW),Minnesota Wild,70,12,18,30,0.43,33,-7,https://www.eliteprospects.com/player/60251/charlie-coyle,2013-14,nhl,Charlie Coyle,C/RW,FW,0,0.0,0
Marián Gáborík (RW/LW),totals,41,11,19,30,0.73,10,7,https://www.eliteprospects.com/player/3665/marian-gaborik,2013-14,nhl,Marián Gáborík,RW/LW,FW,0,0.0,0
Tobias Enström (D),Winnipeg Jets,82,10,20,30,0.37,56,-9,https://www.eliteprospects.com/player/594/tobias-enstrom,2013-14,nhl,Tobias Enström,D,DEF,0,0.0,0
Rich Peverley (C),Dallas Stars,62,7,23,30,0.48,15,-3,https://www.eliteprospects.com/player/11017/rich-peverley,2013-14,nhl,Rich Peverley,C,FW,0,0.0,0
Daniel Winnik (W/C),Anaheim Ducks,76,6,24,30,0.39,23,6,https://www.eliteprospects.com/player/11480/daniel-winnik,2013-14,nhl,Daniel Winnik,W/C,FW,Daniel Winnik,2.0,1
Hampus Lindholm (D),Anaheim Ducks,78,6,24,30,0.38,36,29,https://www.eliteprospects.com/player/34882/hampus-lindholm,2013-14,nhl,Hampus Lindholm,D,DEF,0,0.0,0
Sean Bergenheim (LW/RW),Florida Panthers,62,16,13,29,0.47,40,-16,https://www.eliteprospects.com/player/2708/sean-bergenheim,2013-14,nhl,Sean Bergenheim,LW/RW,FW,0,0.0,0
Boone Jenner (C),Columbus Blue Jackets,72,16,13,29,0.40,45,6,https://www.eliteprospects.com/player/45587/boone-jenner,2013-14,nhl,Boone Jenner,C,FW,0,0.0,0
Erik Cole (LW),Dallas Stars,75,16,13,29,0.39,20,-17,https://www.eliteprospects.com/player/8732/erik-cole,2013-14,nhl,Erik Cole,LW,FW,0,0.0,0
Zack Kassian (RW),Vancouver Canucks,73,14,15,29,0.40,124,-4,https://www.eliteprospects.com/player/15390/zack-kassian,2013-14,nhl,Zack Kassian,RW,FW,0,0.0,0
Antoine Roussel (LW/C),Dallas Stars,81,14,15,29,0.36,209,-1,https://www.eliteprospects.com/player/12125/antoine-roussel,2013-14,nhl,Antoine Roussel,LW/C,FW,0,0.0,0
Tyler Toffoli (W/C),Los Angeles Kings,62,12,17,29,0.47,10,21,https://www.eliteprospects.com/player/23813/tyler-toffoli,2013-14,nhl,Tyler Toffoli,W/C,FW,0,0.0,0
Pat Maroon (LW),Anaheim Ducks,62,11,18,29,0.47,101,11,https://www.eliteprospects.com/player/12063/pat-maroon,2013-14,nhl,Pat Maroon,LW,FW,0,0.0,0
Saku Koivu (C),Anaheim Ducks,65,11,18,29,0.45,46,3,https://www.eliteprospects.com/player/2669/saku-koivu,2013-14,nhl,Saku Koivu,C,FW,0,0.0,0
Jacob Trouba (D),Winnipeg Jets,65,10,19,29,0.45,43,4,https://www.eliteprospects.com/player/90349/jacob-trouba,2013-14,nhl,Jacob Trouba,D,DEF,0,0.0,0
Olli Määttä (D),Pittsburgh Penguins,78,9,20,29,0.37,14,8,https://www.eliteprospects.com/player/43543/olli-maatta,2013-14,nhl,Olli Määttä,D,DEF,0,0.0,0
Éric Gélinas (D),New Jersey Devils,60,7,22,29,0.48,22,-3,https://www.eliteprospects.com/player/37536/eric-gelinas,2013-14,nhl,Éric Gélinas,D,DEF,0,0.0,0
Kris Russell (D),Calgary Flames,68,7,22,29,0.43,15,-11,https://www.eliteprospects.com/player/9188/kris-russell,2013-14,nhl,Kris Russell,D,DEF,0,0.0,0
Martin Erat (RW/LW),totals,70,3,26,29,0.41,28,5,https://www.eliteprospects.com/player/8611/martin-erat,2013-14,nhl,Martin Erat,RW/LW,FW,0,0.0,0
Dany Heatley (LW/RW),Minnesota Wild,76,12,16,28,0.37,18,-18,https://www.eliteprospects.com/player/3664/dany-heatley,2013-14,nhl,Dany Heatley,LW/RW,FW,0,0.0,0
Mike Santorelli (C),Vancouver Canucks,49,10,18,28,0.57,6,9,https://www.eliteprospects.com/player/11417/mike-santorelli,2013-14,nhl,Mike Santorelli,C,FW,0,0.0,0
Justin Abdelkader (LW/RW),Detroit Red Wings,70,10,18,28,0.40,31,2,https://www.eliteprospects.com/player/10460/justin-abdelkader,2013-14,nhl,Justin Abdelkader,LW/RW,FW,0,0.0,0
Joe Colborne (C/W),Calgary Flames,80,10,18,28,0.35,34,-17,https://www.eliteprospects.com/player/18593/joe-colborne,2013-14,nhl,Joe Colborne,C/W,FW,0,0.0,0
Matt Cooke (LW),Minnesota Wild,82,10,18,28,0.34,54,8,https://www.eliteprospects.com/player/8549/matt-cooke,2013-14,nhl,Matt Cooke,LW,FW,0,0.0,0
Jonathan Huberdeau (LW),Florida Panthers,69,9,19,28,0.41,37,-5,https://www.eliteprospects.com/player/45261/jonathan-huberdeau,2013-14,nhl,Jonathan Huberdeau,LW,FW,0,0.0,0
Tomas Fleischmann (LW),Florida Panthers,80,8,20,28,0.35,22,-18,https://www.eliteprospects.com/player/9613/tomas-fleischmann,2013-14,nhl,Tomas Fleischmann,LW,FW,0,0.0,0
Marcus Krüger (C),Chicago Blackhawks,81,8,20,28,0.35,36,6,https://www.eliteprospects.com/player/8311/marcus-kruger,2013-14,nhl,Marcus Krüger,C,FW,0,0.0,0
André Benoît (D),Colorado Avalanche,79,7,21,28,0.35,26,2,https://www.eliteprospects.com/player/9460/andre-benoit,2013-14,nhl,André Benoît,D,DEF,0,0.0,0
Andrew MacDonald (D),totals,82,4,24,28,0.34,50,-22,https://www.eliteprospects.com/player/12406/andrew-macdonald,2013-14,nhl,Andrew MacDonald,D,DEF,0,0.0,0
Tom Gilbert (D),Florida Panthers,73,3,25,28,0.38,18,-5,https://www.eliteprospects.com/player/11009/tom-gilbert,2013-14,nhl,Tom Gilbert,D,DEF,Tom Gilbert,4.0,1
Dustin Brown (RW/LW),Los Angeles Kings,79,15,12,27,0.34,66,7,https://www.eliteprospects.com/player/9099/dustin-brown,2013-14,nhl,Dustin Brown,RW/LW,FW,0,0.0,0
Devin Setoguchi (RW),Winnipeg Jets,75,11,16,27,0.36,22,-7,https://www.eliteprospects.com/player/9360/devin-setoguchi,2013-14,nhl,Devin Setoguchi,RW,FW,0,0.0,0
Teemu Selänne (RW),Anaheim Ducks,64,9,18,27,0.42,12,8,https://www.eliteprospects.com/player/2683/teemu-selanne,2013-14,nhl,Teemu Selänne,RW,FW,0,0.0,0
Jarret Stoll (C),Los Angeles Kings,78,8,19,27,0.35,48,9,https://www.eliteprospects.com/player/8895/jarret-stoll,2013-14,nhl,Jarret Stoll,C,FW,0,0.0,0
Maxime Talbot (C/W),totals,81,8,19,27,0.33,45,5,https://www.eliteprospects.com/player/9511/maxime-talbot,2013-14,nhl,Maxime Talbot,C/W,FW,0,0.0,0
Ryan Ellis (D),Nashville Predators,80,6,21,27,0.34,24,9,https://www.eliteprospects.com/player/14012/ryan-ellis,2013-14,nhl,Ryan Ellis,D,DEF,0,0.0,0
Morgan Rielly (D),Toronto Maple Leafs,73,2,25,27,0.37,12,-13,https://www.eliteprospects.com/player/41184/morgan-rielly,2013-14,nhl,Morgan Rielly,D,DEF,0,0.0,0
Chris Stewart (RW/LW),totals,63,15,11,26,0.41,118,0,https://www.eliteprospects.com/player/10442/chris-stewart,2013-14,nhl,Chris Stewart,RW/LW,FW,0,0.0,0
Brock Nelson (C),New York Islanders,72,14,12,26,0.36,12,-10,https://www.eliteprospects.com/player/74997/brock-nelson,2013-14,nhl,Brock Nelson,C,FW,0,0.0,0
Ben Smith (RW/C),Chicago Blackhawks,75,14,12,26,0.35,2,3,https://www.eliteprospects.com/player/15068/ben-smith,2013-14,nhl,Ben Smith,RW/C,FW,0,0.0,0
Brandon Sutter (C/RW),Pittsburgh Penguins,81,13,13,26,0.32,12,-9,https://www.eliteprospects.com/player/9339/brandon-sutter,2013-14,nhl,Brandon Sutter,C/RW,FW,0,0.0,0
Dainius Zubrus (W/C),New Jersey Devils,82,13,13,26,0.32,46,1,https://www.eliteprospects.com/player/8632/dainius-zubrus,2013-14,nhl,Dainius Zubrus,W/C,FW,0,0.0,0
Michael Grabner (LW/RW),New York Islanders,64,12,14,26,0.41,12,-10,https://www.eliteprospects.com/player/8494/michael-grabner,2013-14,nhl,Michael Grabner,LW/RW,FW,0,0.0,0
Lars Eller (C),Montréal Canadiens,77,12,14,26,0.34,68,-15,https://www.eliteprospects.com/player/5995/lars-eller,2013-14,nhl,Lars Eller,C,FW,0,0.0,0
Gabriel Bourque (LW),Nashville Predators,74,9,17,26,0.35,8,-5,https://www.eliteprospects.com/player/28421/gabriel-bourque,2013-14,nhl,Gabriel Bourque,LW,FW,0,0.0,0
Ryane Clowe (LW),New Jersey Devils,43,7,19,26,0.60,33,-10,https://www.eliteprospects.com/player/9116/ryane-clowe,2013-14,nhl,Ryane Clowe,LW,FW,Ryane Clowe,69.0,1
Cory Conacher (C/W),totals,79,7,19,26,0.33,50,1,https://www.eliteprospects.com/player/33265/cory-conacher,2013-14,nhl,Cory Conacher,C/W,FW,0,0.0,0
Jared Spurgeon (D),Minnesota Wild,67,5,21,26,0.39,16,15,https://www.eliteprospects.com/player/11611/jared-spurgeon,2013-14,nhl,Jared Spurgeon,D,DEF,0,0.0,0
Fyodor Tyutin (D),Columbus Blue Jackets,69,4,22,26,0.38,44,6,https://www.eliteprospects.com/player/8691/fyodor-tyutin,2013-14,nhl,Fyodor Tyutin,D,DEF,0,0.0,0
